,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
18,1,Brisbane,Brisbane International,20110501,ATP250,Outdoor,Hard,2nd Round,3,Roddick A.,Dolgopolov O.,8,48.0,3665,940.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.2,4.25,1.2,4.33,1.27,4.23,1.17,4.5,1.27,4.55,1.22,4.09,2011-339,Brisbane,Hard,32.0,A,20110102.0,24.0,104053.0,2.0,,Andy Roddick,R,188.0,USA,28.3,105238.0,,,Alexandr Dolgopolov,R,180.0,UKR,22.1,6-4 6-1,3.0,R16,57.0,15.0,1.0,42.0,30.0,26.0,8.0,9.0,2.0,3.0,7.0,3.0,56.0,33.0,21.0,9.0,8.0,7.0,11.0,8.0,3665.0,48.0,940.0
19,1,Brisbane,Brisbane International,20110501,ATP250,Outdoor,Hard,2nd Round,3,Anderson K.,Lopez F.,61,32.0,813,1300.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.35,1.53,2.38,1.69,2.31,1.67,2.1,1.69,2.48,1.6,2.3,2011-339,Brisbane,Hard,32.0,A,20110102.0,21.0,104731.0,,,Kevin Anderson,R,203.0,RSA,24.6,103852.0,6.0,,Feliciano Lopez,L,188.0,ESP,29.2,6-3 6-1,3.0,R16,56.0,15.0,1.0,38.0,27.0,24.0,8.0,8.0,0.0,0.0,6.0,0.0,53.0,38.0,22.0,6.0,8.0,5.0,9.0,61.0,813.0,32.0,1300.0
20,1,Brisbane,Brisbane International,20110501,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Kubot L.,20,70.0,1785,695.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.3,3.3,1.25,3.75,1.28,4.1,1.25,3.5,1.31,4.35,1.26,3.67,2011-339,Brisbane,Hard,32.0,A,20110102.0,23.0,104571.0,5.0,,Marcos Baghdatis,R,183.0,CYP,25.5,103997.0,,,Lukasz Kubot,R,190.0,POL,28.6,6-2 6-2,3.0,R16,65.0,5.0,1.0,47.0,26.0,19.0,12.0,8.0,3.0,4.0,0.0,4.0,49.0,26.0,13.0,8.0,8.0,4.0,9.0,20.0,1785.0,70.0,695.0
21,1,Brisbane,Brisbane International,20110501,ATP250,Outdoor,Hard,2nd Round,3,Stepanek R.,Fish M.,62,16.0,795,1991.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.25,1.6,2.2,1.62,2.61,1.56,2.1,1.67,2.64,1.7,2.3,1.59,2011-339,Brisbane,Hard,32.0,A,20110102.0,19.0,103285.0,,,Radek Stepanek,R,185.0,CZE,32.1,103888.0,4.0,,Mardy Fish,R,188.0,USA,29.0,6-3 6-1,3.0,R16,78.0,3.0,2.0,45.0,32.0,28.0,6.0,8.0,3.0,3.0,9.0,2.0,60.0,40.0,23.0,6.0,8.0,6.0,10.0,62.0,795.0,16.0,1991.0
22,1,Brisbane,Brisbane International,20110601,ATP250,Outdoor,Hard,2nd Round,3,Ebden M.,Istomin D.,196,40.0,263,1031.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.28,3.0,1.35,3.25,1.33,3.73,1.32,3.0,1.33,3.79,1.4,3.19,1.33,2011-339,Brisbane,Hard,32.0,A,20110102.0,18.0,105051.0,,Q,Matthew Ebden,R,188.0,AUS,23.1,104797.0,8.0,,Denis Istomin,R,188.0,UZB,24.3,6-4 6-4,3.0,R16,73.0,5.0,1.0,62.0,45.0,32.0,7.0,10.0,0.0,2.0,1.0,7.0,56.0,30.0,18.0,14.0,10.0,1.0,5.0,196.0,263.0,40.0,1031.0
23,1,Brisbane,Brisbane International,20110601,ATP250,Outdoor,Hard,2nd Round,3,Soderling R.,Berrer M.,5,58.0,5580,835.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.08,7.0,1.1,6.5,1.13,5.5,1.09,8.91,1.13,5.5,1.15,8.91,1.1,6.65,2011-339,Brisbane,Hard,32.0,A,20110102.0,17.0,104417.0,1.0,,Robin Soderling,R,193.0,SWE,26.3,103582.0,,,Michael Berrer,L,193.0,GER,30.5,6-3 7-6(7),3.0,R16,96.0,9.0,1.0,74.0,51.0,40.0,13.0,11.0,2.0,2.0,8.0,1.0,68.0,43.0,32.0,14.0,10.0,2.0,3.0,5.0,5580.0,58.0,835.0
24,1,Brisbane,Brisbane International,20110601,ATP250,Outdoor,Hard,Quarterfinals,3,Anderson K.,Giraldo S.,61,64.0,813,785.0,2.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,1.6,2.25,1.53,2.38,1.6,2.55,1.57,2.38,1.63,2.55,1.57,2.37,2011-339,Brisbane,Hard,32.0,A,20110102.0,27.0,104731.0,,,Kevin Anderson,R,203.0,RSA,24.6,105053.0,,,Santiago Giraldo,R,188.0,COL,23.1,2-6 6-3 6-4,3.0,QF,114.0,12.0,3.0,82.0,54.0,41.0,10.0,14.0,6.0,10.0,3.0,1.0,70.0,46.0,34.0,11.0,13.0,3.0,7.0,61.0,813.0,64.0,785.0
25,1,Brisbane,Brisbane International,20110601,ATP250,Outdoor,Hard,Quarterfinals,3,Roddick A.,Baghdatis M.,8,20.0,3665,1785.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.8,1.44,2.63,1.41,3.23,1.4,2.88,1.45,3.26,1.39,2.88,2011-339,Brisbane,Hard,32.0,A,20110102.0,28.0,104053.0,2.0,,Andy Roddick,R,188.0,USA,28.3,104571.0,5.0,,Marcos Baghdatis,R,183.0,CYP,25.5,6-2 6-3,3.0,QF,74.0,7.0,0.0,48.0,31.0,24.0,10.0,9.0,3.0,4.0,3.0,0.0,49.0,19.0,15.0,10.0,8.0,4.0,8.0,8.0,3665.0,20.0,1785.0
26,1,Brisbane,Brisbane International,20110701,ATP250,Outdoor,Hard,Quarterfinals,3,Stepanek R.,Mayer F.,62,37.0,795,1128.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.25,1.57,2.25,1.67,2.37,1.62,2.25,1.72,2.44,1.61,2.25,2011-339,Brisbane,Hard,32.0,A,20110102.0,26.0,103285.0,,,Radek Stepanek,R,185.0,CZE,32.1,104252.0,7.0,,Florian Mayer,R,190.0,GER,27.2,6-3 6-3,3.0,QF,83.0,3.0,0.0,50.0,24.0,20.0,16.0,9.0,1.0,2.0,1.0,2.0,71.0,43.0,27.0,11.0,9.0,9.0,13.0,62.0,795.0,37.0,1128.0
27,1,Brisbane,Brisbane International,20110701,ATP250,Outdoor,Hard,Quarterfinals,3,Soderling R.,Ebden M.,5,196.0,5580,263.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.03,11.0,1.05,8.0,1.05,8.5,1.05,13.9,1.07,8.0,1.07,13.9,1.05,9.61,2011-339,Brisbane,Hard,32.0,A,20110102.0,25.0,104417.0,1.0,,Robin Soderling,R,193.0,SWE,26.3,105051.0,,Q,Matthew Ebden,R,188.0,AUS,23.1,6-3 6-2,3.0,QF,72.0,9.0,3.0,55.0,39.0,30.0,7.0,9.0,0.0,0.0,5.0,3.0,60.0,39.0,25.0,9.0,8.0,3.0,6.0,5.0,5580.0,196.0,263.0
28,1,Brisbane,Brisbane International,20110801,ATP250,Outdoor,Hard,Semifinals,3,Soderling R.,Stepanek R.,5,62.0,5580,795.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.25,3.75,1.33,3.71,1.25,3.75,1.35,3.75,1.29,3.47,2011-339,Brisbane,Hard,32.0,A,20110102.0,29.0,104417.0,1.0,,Robin Soderling,R,193.0,SWE,26.3,103285.0,,,Radek Stepanek,R,185.0,CZE,32.1,6-3 7-5,3.0,SF,82.0,7.0,1.0,55.0,36.0,31.0,12.0,11.0,0.0,1.0,9.0,3.0,64.0,39.0,27.0,9.0,10.0,2.0,5.0,5.0,5580.0,62.0,795.0
29,1,Brisbane,Brisbane International,20110801,ATP250,Outdoor,Hard,Semifinals,3,Roddick A.,Anderson K.,8,61.0,3665,813.0,6.0,2.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.12,5.5,1.12,5.5,1.14,5.0,1.17,6.08,1.13,5.5,1.2,6.08,1.15,5.28,2011-339,Brisbane,Hard,32.0,A,20110102.0,30.0,104053.0,2.0,,Andy Roddick,R,188.0,USA,28.3,104731.0,,,Kevin Anderson,R,203.0,RSA,24.6,6-2 4-6 6-2,3.0,SF,113.0,15.0,1.0,70.0,47.0,41.0,9.0,13.0,0.0,1.0,13.0,4.0,82.0,53.0,33.0,16.0,13.0,5.0,9.0,8.0,3665.0,61.0,813.0
30,1,Brisbane,Brisbane International,20110901,ATP250,Outdoor,Hard,The Final,3,Soderling R.,Roddick A.,5,8.0,5580,3665.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.25,1.67,2.1,1.66,2.4,1.67,2.2,1.67,2.5,1.61,2.27,2011-339,Brisbane,Hard,32.0,A,20110102.0,31.0,104417.0,1.0,,Robin Soderling,R,193.0,SWE,26.3,104053.0,2.0,,Andy Roddick,R,188.0,USA,28.3,6-3 7-5,3.0,F,95.0,16.0,2.0,54.0,39.0,35.0,9.0,11.0,0.0,0.0,12.0,1.0,67.0,44.0,33.0,9.0,10.0,8.0,10.0,5.0,5580.0,8.0,3665.0
31,2,Chennai,Chennai Open,20110301,ATP250,Outdoor,Hard,1st Round,3,Kendrick R.,Gremelmayr D.,115,121.0,486,469.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.55,2.4,1.5,2.5,1.54,2.64,1.57,2.25,1.62,2.65,1.55,2.38,2011-891,Chennai,Hard,32.0,A,20110103.0,3.0,103470.0,,,Robert Kendrick,R,190.0,USA,31.1,103823.0,,,Denis Gremelmayr,L,183.0,GER,29.3,7-6(1) 6-4,3.0,R32,78.0,12.0,6.0,72.0,50.0,38.0,12.0,11.0,1.0,2.0,5.0,0.0,69.0,46.0,29.0,14.0,11.0,4.0,6.0,115.0,486.0,121.0,469.0
32,2,Chennai,Chennai Open,20110301,ATP250,Outdoor,Hard,1st Round,3,Phau B.,Bolelli S.,102,107.0,551,532.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.7,2.08,1.73,2.0,1.8,2.11,1.67,2.1,1.82,2.15,1.73,2.03,2011-891,Chennai,Hard,32.0,A,20110103.0,11.0,103451.0,,,Bjorn Phau,R,175.0,GER,31.2,104620.0,,,Simone Bolelli,R,183.0,ITA,25.2,6-2 6-2,3.0,R32,74.0,2.0,1.0,42.0,24.0,21.0,10.0,8.0,1.0,2.0,1.0,0.0,57.0,40.0,21.0,6.0,8.0,4.0,9.0,102.0,551.0,107.0,532.0
33,2,Chennai,Chennai Open,20110301,ATP250,Outdoor,Hard,1st Round,3,Nishikori K.,Cilic M.,98,14.0,554,2300.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.25,1.33,2.8,1.4,2.75,1.4,3.29,1.37,2.75,1.4,3.4,1.45,2.9,1.39,2011-891,Chennai,Hard,32.0,A,20110103.0,16.0,105453.0,,,Kei Nishikori,R,178.0,JPN,21.0,105227.0,2.0,,Marin Cilic,R,198.0,CRO,22.2,4-6 7-6(0) 6-2,3.0,R32,154.0,1.0,2.0,106.0,66.0,51.0,22.0,15.0,10.0,11.0,5.0,4.0,92.0,49.0,37.0,23.0,15.0,3.0,5.0,98.0,554.0,14.0,2300.0
34,2,Chennai,Chennai Open,20110301,ATP250,Outdoor,Hard,1st Round,3,Robert S.,Haider-Maurer A.,122,119.0,460,476.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.35,1.55,2.38,1.53,2.54,1.57,2.25,1.57,2.65,1.65,2.36,1.56,2011-891,Chennai,Hard,32.0,A,20110103.0,10.0,103565.0,,,Stephane Robert,R,185.0,FRA,30.6,104890.0,,,Andreas Haider Maurer,R,190.0,AUT,23.7,6-4 6-4,3.0,R32,71.0,0.0,0.0,54.0,26.0,20.0,20.0,10.0,3.0,4.0,2.0,7.0,54.0,20.0,16.0,17.0,10.0,1.0,4.0,122.0,460.0,119.0,476.0
35,2,Chennai,Chennai Open,20110301,ATP250,Outdoor,Hard,1st Round,3,Dodig I.,Daniel M.,88,96.0,586,564.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.3,3.3,1.33,3.25,1.37,3.35,1.33,3.0,1.38,4.0,1.32,3.24,2011-891,Chennai,Hard,32.0,A,20110103.0,2.0,104471.0,,,Ivan Dodig,R,183.0,CRO,26.0,103228.0,,,Marcos Daniel,R,180.0,BRA,32.5,6-2 6-2,3.0,R32,70.0,1.0,1.0,44.0,26.0,21.0,12.0,8.0,0.0,0.0,0.0,3.0,48.0,24.0,15.0,9.0,8.0,1.0,5.0,88.0,586.0,96.0,564.0
