,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
10,1,Adelaide,Adelaide International 1,20220401,ATP250,Outdoor,Hard,1st Round,3.0,Mager G.,Cerundolo F.,62,127.0,978,582.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,1.94,1.94,2.0,2.07,1.9,1.88,2022-8998,Adelaide,Hard,32.0,A,20220103.0,272.0,126149.0,,,Gianluca Mager,R,185.0,ITA,27.0,202103.0,,Q,Francisco Cerundolo,R,185.0,ARG,23.3,6-4 3-6 6-4,3.0,R32,122.0,10.0,5.0,102.0,66.0,50.0,15.0,14.0,4.0,5.0,4.0,1.0,78.0,48.0,36.0,21.0,15.0,3.0,5.0,62.0,978.0,127.0,582.0
11,1,Adelaide,Adelaide International 1,20220401,ATP250,Outdoor,Hard,1st Round,3.0,Kokkinakis T.,Millman J.,171,72.0,394,875.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.8,2.11,1.87,2.15,1.77,2.03,2022-8998,Adelaide,Hard,32.0,A,20220103.0,280.0,106423.0,,WC,Thanasi Kokkinakis,R,196.0,AUS,25.7,105357.0,,,John Millman,R,183.0,AUS,32.5,6-4 6-3,3.0,R32,82.0,7.0,0.0,47.0,32.0,27.0,9.0,9.0,0.0,0.0,1.0,0.0,57.0,38.0,25.0,10.0,10.0,2.0,5.0,171.0,394.0,72.0,875.0
12,1,Adelaide,Adelaide International 1,20220501,ATP250,Outdoor,Hard,2nd Round,3.0,Djere L.,Moutet C.,52,92.0,1131,797.0,4.0,6.0,7.0,5.0,,,,,,,1.0,1.0,Retired,2.3,1.61,2.31,1.69,2.49,1.72,2.28,1.62,2022-8998,Adelaide,Hard,32.0,A,20220103.0,289.0,111513.0,7.0,,Laslo Djere,R,188.0,SRB,26.5,144895.0,,,Corentin Moutet,L,178.0,FRA,22.7,4-6 7-5 0-0 Def.,3.0,R16,110.0,6.0,3.0,73.0,49.0,38.0,9.0,11.0,9.0,11.0,2.0,2.0,60.0,42.0,33.0,9.0,11.0,1.0,3.0,52.0,1131.0,92.0,797.0
13,1,Adelaide,Adelaide International 1,20220501,ATP250,Outdoor,Hard,2nd Round,3.0,Cilic M.,Monteiro T.,30,89.0,1710,805.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.34,3.6,1.35,3.7,1.3,3.44,2022-8998,Adelaide,Hard,32.0,A,20220103.0,288.0,105227.0,3.0,,Marin Cilic,R,198.0,CRO,33.2,106329.0,,,Thiago Monteiro,L,183.0,BRA,27.5,6-4 7-6(3),3.0,R16,116.0,16.0,3.0,68.0,48.0,41.0,10.0,11.0,2.0,2.0,7.0,0.0,75.0,49.0,37.0,12.0,11.0,6.0,7.0,30.0,1710.0,89.0,805.0
14,1,Adelaide,Adelaide International 1,20220501,ATP250,Outdoor,Hard,2nd Round,3.0,Ymer M.,Kwon S.W.,94,53.0,782,1115.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.33,1.68,2.41,1.71,2.31,1.6,2022-8998,Adelaide,Hard,32.0,A,20220103.0,290.0,144707.0,,,Mikael Ymer,R,183.0,SWE,23.3,126952.0,8.0,,Soon Woo Kwon,R,180.0,KOR,24.0,6-3 6-2,3.0,R16,136.0,5.0,3.0,60.0,38.0,28.0,13.0,9.0,8.0,8.0,1.0,3.0,55.0,26.0,16.0,15.0,8.0,6.0,9.0,94.0,782.0,53.0,1115.0
15,1,Adelaide,Adelaide International 1,20220501,ATP250,Outdoor,Hard,2nd Round,3.0,Kokkinakis T.,Tiafoe F.,171,38.0,394,1492.0,3.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,2.3,1.61,2.37,1.66,2.4,1.73,2.26,1.63,2022-8998,Adelaide,Hard,32.0,A,20220103.0,291.0,106423.0,,WC,Thanasi Kokkinakis,R,196.0,AUS,25.7,126207.0,4.0,,Frances Tiafoe,R,188.0,USA,23.9,3-6 7-5 6-1,3.0,R16,134.0,11.0,3.0,85.0,54.0,39.0,16.0,14.0,3.0,6.0,5.0,3.0,97.0,69.0,41.0,13.0,14.0,5.0,10.0,171.0,394.0,38.0,1492.0
16,1,Adelaide,Adelaide International 1,20220601,ATP250,Outdoor,Hard,2nd Round,3.0,Paul T.,Daniel T.,43,125.0,1349,584.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.4,1.3,3.93,1.38,3.93,1.29,3.5,2022-8998,Adelaide,Hard,32.0,A,20220103.0,292.0,126205.0,6.0,,Tommy Paul,R,185.0,USA,24.6,106121.0,,Q,Taro Daniel,R,191.0,JPN,28.9,6-4 6-7(1) 6-4,3.0,R16,154.0,8.0,4.0,94.0,57.0,43.0,18.0,16.0,1.0,4.0,3.0,3.0,103.0,64.0,49.0,13.0,16.0,3.0,8.0,43.0,1349.0,125.0,584.0
17,1,Adelaide,Adelaide International 1,20220601,ATP250,Outdoor,Hard,2nd Round,3.0,Gerasimov E.,Mager G.,113,62.0,665,978.0,6.0,1.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.66,2.2,1.75,2.21,1.75,2.45,1.67,2.18,2022-8998,Adelaide,Hard,32.0,A,20220103.0,287.0,106078.0,,Q,Egor Gerasimov,R,196.0,BLR,29.1,126149.0,,,Gianluca Mager,R,185.0,ITA,27.0,6-1 3-6 6-3,3.0,R16,100.0,4.0,3.0,76.0,48.0,40.0,14.0,13.0,2.0,3.0,9.0,5.0,72.0,45.0,33.0,11.0,12.0,2.0,5.0,113.0,665.0,62.0,978.0
18,1,Adelaide,Adelaide International 1,20220601,ATP250,Outdoor,Hard,2nd Round,3.0,Khachanov K.,Johnson S.,29,85.0,1731,812.0,6.0,4.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,4.0,1.29,3.99,1.3,4.36,1.24,3.91,2022-8998,Adelaide,Hard,32.0,A,20220103.0,286.0,111575.0,2.0,,Karen Khachanov,R,198.0,RUS,25.6,105449.0,,,Steve Johnson,R,188.0,USA,32.0,6-4 4-6 6-2,3.0,R16,120.0,16.0,2.0,91.0,53.0,40.0,20.0,14.0,6.0,8.0,8.0,2.0,77.0,34.0,25.0,22.0,14.0,1.0,5.0,29.0,1731.0,85.0,812.0
19,1,Adelaide,Adelaide International 1,20220601,ATP250,Outdoor,Hard,2nd Round,3.0,Monfils G.,Cerundolo J.M.,21,90.0,2158,803.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.2,5.21,1.22,5.55,1.18,4.68,2022-8998,Adelaide,Hard,32.0,A,20220103.0,293.0,104792.0,1.0,,Gael Monfils,R,193.0,FRA,35.3,207678.0,,,Juan Manuel Cerundolo,L,183.0,ARG,20.1,6-2 6-1,3.0,R16,54.0,5.0,1.0,40.0,29.0,24.0,5.0,8.0,0.0,1.0,0.0,2.0,43.0,27.0,11.0,7.0,7.0,3.0,8.0,21.0,2158.0,90.0,803.0
20,1,Adelaide,Adelaide International 1,20220701,ATP250,Outdoor,Hard,Quarterfinals,3.0,Cilic M.,Djere L.,30,52.0,1710,1131.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.31,3.85,1.33,4.15,1.29,3.58,2022-8998,Adelaide,Hard,32.0,A,20220103.0,295.0,105227.0,3.0,,Marin Cilic,R,198.0,CRO,33.2,111513.0,7.0,,Laslo Djere,R,188.0,SRB,26.5,6-3 6-2,3.0,QF,67.0,7.0,1.0,43.0,29.0,25.0,11.0,9.0,0.0,0.0,5.0,0.0,47.0,28.0,15.0,11.0,8.0,4.0,7.0,30.0,1710.0,52.0,1131.0
21,1,Adelaide,Adelaide International 1,20220701,ATP250,Outdoor,Hard,Quarterfinals,3.0,Monfils G.,Paul T.,21,43.0,2158,1349.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.63,2.44,1.63,2.7,1.56,2.42,2022-8998,Adelaide,Hard,32.0,A,20220103.0,297.0,104792.0,1.0,,Gael Monfils,R,193.0,FRA,35.3,126205.0,6.0,,Tommy Paul,R,185.0,USA,24.6,6-4 6-1,3.0,QF,68.0,5.0,4.0,52.0,31.0,23.0,11.0,9.0,2.0,4.0,1.0,1.0,47.0,27.0,18.0,5.0,8.0,2.0,7.0,21.0,2158.0,43.0,1349.0
22,1,Adelaide,Adelaide International 1,20220701,ATP250,Outdoor,Hard,Quarterfinals,3.0,Khachanov K.,Gerasimov E.,29,113.0,1731,665.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.3,1.3,4.3,1.26,3.81,2022-8998,Adelaide,Hard,32.0,A,20220103.0,294.0,111575.0,2.0,,Karen Khachanov,R,198.0,RUS,25.6,106078.0,,Q,Egor Gerasimov,R,196.0,BLR,29.1,7-5 6-3,3.0,QF,115.0,8.0,1.0,78.0,55.0,40.0,6.0,10.0,5.0,8.0,2.0,6.0,83.0,48.0,32.0,11.0,11.0,7.0,13.0,29.0,1731.0,113.0,665.0
23,1,Adelaide,Adelaide International 1,20220701,ATP250,Outdoor,Hard,Quarterfinals,3.0,Kokkinakis T.,Ymer M.,171,94.0,394,782.0,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.61,2.3,1.68,2.33,1.71,2.39,1.63,2.26,2022-8998,Adelaide,Hard,32.0,A,20220103.0,296.0,106423.0,,WC,Thanasi Kokkinakis,R,196.0,AUS,25.7,144707.0,,,Mikael Ymer,R,183.0,SWE,23.3,7-6(9) 4-6 6-4,3.0,QF,164.0,15.0,1.0,103.0,74.0,58.0,11.0,16.0,1.0,3.0,4.0,3.0,106.0,75.0,53.0,17.0,16.0,1.0,3.0,171.0,394.0,94.0,782.0
24,1,Adelaide,Adelaide International 1,20220801,ATP250,Outdoor,Hard,Semifinals,3.0,Khachanov K.,Cilic M.,29,30.0,1731,1710.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.16,1.78,2.28,1.83,2.14,1.7,2022-8998,Adelaide,Hard,32.0,A,20220103.0,298.0,111575.0,2.0,,Karen Khachanov,R,198.0,RUS,25.6,105227.0,3.0,,Marin Cilic,R,198.0,CRO,33.2,7-6(3) 6-3,3.0,SF,114.0,6.0,2.0,87.0,62.0,46.0,13.0,11.0,4.0,4.0,8.0,3.0,67.0,36.0,28.0,15.0,10.0,1.0,2.0,29.0,1731.0,30.0,1710.0
25,1,Adelaide,Adelaide International 1,20220801,ATP250,Outdoor,Hard,Semifinals,3.0,Monfils G.,Kokkinakis T.,21,171.0,2158,394.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.17,1.44,3.4,1.37,3.04,2022-8998,Adelaide,Hard,32.0,A,20220103.0,299.0,104792.0,1.0,,Gael Monfils,R,193.0,FRA,35.3,106423.0,,WC,Thanasi Kokkinakis,R,196.0,AUS,25.7,7-5 6-0,3.0,SF,80.0,7.0,3.0,57.0,33.0,28.0,12.0,9.0,4.0,4.0,4.0,2.0,58.0,41.0,23.0,8.0,9.0,6.0,10.0,21.0,2158.0,171.0,394.0
26,1,Adelaide,Adelaide International 1,20220901,ATP250,Outdoor,Hard,The Final,3.0,Monfils G.,Khachanov K.,21,29.0,2158,1731.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.63,2.44,1.67,2.5,1.6,2.34,2022-8998,Adelaide,Hard,32.0,A,20220103.0,300.0,104792.0,1.0,,Gael Monfils,R,193.0,FRA,35.3,111575.0,2.0,,Karen Khachanov,R,198.0,RUS,25.6,6-4 6-4,3.0,F,79.0,6.0,0.0,51.0,37.0,30.0,11.0,10.0,2.0,2.0,4.0,1.0,62.0,36.0,27.0,12.0,10.0,3.0,5.0,21.0,2158.0,29.0,1731.0
27,2,Australian Open,Melbourne Summer Set,20220401,ATP250,Outdoor,Hard,1st Round,3.0,Bagnis F.,Murray A.,76,134.0,860,521.0,6.0,3.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,7.0,1.1,8.72,1.09,8.8,1.11,7.51,1.08,2022-9665,Australian Open,Hard,32.0,A,20220103.0,275.0,105487.0,,,Facundo Bagnis,L,183.0,ARG,31.8,104918.0,,WC,Andy Murray,R,190.0,GBR,34.6,6-3 5-7 6-3,3.0,R32,146.0,8.0,1.0,104.0,65.0,45.0,22.0,15.0,11.0,13.0,8.0,3.0,88.0,52.0,40.0,16.0,15.0,2.0,6.0,76.0,860.0,134.0,521.0
28,2,Australian Open,Melbourne Summer Set,20220401,ATP250,Outdoor,Hard,1st Round,3.0,Van De Zandschulp B.,Mannarino A.,57,71.0,1034,879.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.5,2.77,1.53,3.1,1.46,2.67,2022-9665,Australian Open,Hard,32.0,A,20220103.0,276.0,122298.0,,,Botic Van De Zandschulp,R,188.0,NED,26.2,105173.0,,,Adrian Mannarino,L,183.0,FRA,33.5,6-4 6-3,3.0,R32,82.0,8.0,2.0,49.0,36.0,29.0,8.0,9.0,2.0,2.0,0.0,3.0,71.0,44.0,28.0,11.0,10.0,3.0,6.0,57.0,1034.0,71.0,879.0
29,2,Australian Open,Melbourne Summer Set,20220401,ATP250,Outdoor,Hard,1st Round,3.0,Mcdonald M.,Gojowczyk P.,55,86.0,1084,808.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.4,3.2,1.44,3.24,1.36,3.05,2022-9665,Australian Open,Hard,32.0,A,20220103.0,277.0,111456.0,8.0,,Mackenzie Mcdonald,R,178.0,USA,26.7,105376.0,,,Peter Gojowczyk,R,185.0,GER,32.4,6-0 6-3,3.0,R32,52.0,7.0,0.0,45.0,31.0,27.0,6.0,8.0,1.0,2.0,0.0,3.0,46.0,22.0,11.0,8.0,7.0,1.0,6.0,55.0,1084.0,86.0,808.0
30,2,Australian Open,Melbourne Summer Set,20220401,ATP250,Outdoor,Hard,1st Round,3.0,Griekspoor T.,Koepfer D.,65,54.0,966,1101.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.54,2.62,1.62,2.65,1.54,2.46,2022-9665,Australian Open,Hard,32.0,A,20220103.0,282.0,134868.0,,,Tallon Griekspoor,R,188.0,NED,25.5,136440.0,7.0,,Dominik Koepfer,L,180.0,GER,27.6,6-3 6-4,3.0,R32,84.0,4.0,2.0,73.0,38.0,30.0,16.0,10.0,7.0,8.0,1.0,1.0,53.0,36.0,25.0,8.0,9.0,3.0,6.0,65.0,966.0,54.0,1101.0
31,2,Australian Open,Melbourne Summer Set,20220501,ATP250,Outdoor,Hard,1st Round,3.0,Berankis R.,Giron M.,104,66.0,739,929.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.35,1.66,2.45,1.7,2.27,1.63,2022-9665,Australian Open,Hard,32.0,A,20220103.0,284.0,105575.0,,Q,Ricardas Berankis,R,175.0,LTU,31.5,106218.0,,,Marcos Giron,R,180.0,USA,28.4,7-5 6-4,3.0,R32,90.0,1.0,1.0,67.0,41.0,31.0,13.0,11.0,2.0,4.0,5.0,1.0,54.0,29.0,24.0,10.0,11.0,0.0,4.0,104.0,739.0,66.0,929.0
32,2,Australian Open,Melbourne Summer Set,20220501,ATP250,Outdoor,Hard,1st Round,3.0,Thompson J.,O Connell C.,75,175.0,860,388.0,1.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.9,1.9,1.99,1.9,2.05,1.95,1.92,1.87,2022-9665,Australian Open,Hard,32.0,A,20220103.0,279.0,111442.0,,,Jordan Thompson,R,183.0,AUS,27.7,106331.0,,WC,Christopher Oconnell,R,183.0,AUS,27.5,1-6 7-5 6-4,3.0,R32,140.0,5.0,3.0,79.0,56.0,44.0,8.0,14.0,2.0,5.0,5.0,1.0,104.0,52.0,36.0,28.0,15.0,11.0,14.0,75.0,860.0,175.0,388.0
33,2,Australian Open,Melbourne Summer Set,20220501,ATP250,Outdoor,Hard,1st Round,3.0,Ruusuvuori E.,Baez S.,95,99.0,778,762.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.52,2.68,1.53,2.89,1.48,2.62,2022-9665,Australian Open,Hard,32.0,A,20220103.0,278.0,200325.0,,,Emil Ruusuvuori,R,188.0,FIN,22.7,202104.0,,LL,Sebastian Baez,R,170.0,ARG,21.0,7-6(2) 6-1,3.0,R32,98.0,5.0,0.0,58.0,40.0,25.0,17.0,10.0,3.0,4.0,1.0,2.0,61.0,49.0,29.0,4.0,9.0,2.0,5.0,95.0,778.0,99.0,762.0
34,2,Australian Open,Melbourne Summer Set,20220501,ATP250,Outdoor,Hard,1st Round,3.0,Laaksonen H.,Paire B.,98,46.0,765,1245.0,4.0,6.0,6.0,3.0,5.0,2.0,,,,,1.0,1.0,Retired,1.33,3.4,1.37,3.32,1.5,3.58,1.37,3.1,2022-9665,Australian Open,Hard,32.0,A,20220103.0,273.0,105967.0,,LL,Henri Laaksonen,R,185.0,SUI,29.7,105332.0,5.0,,Benoit Paire,R,196.0,FRA,32.6,4-6 6-3 5-2 RET,3.0,R32,118.0,5.0,1.0,80.0,62.0,43.0,9.0,13.0,8.0,11.0,3.0,8.0,107.0,40.0,31.0,28.0,13.0,15.0,20.0,98.0,765.0,46.0,1245.0
35,2,Australian Open,Melbourne Summer Set,20220501,ATP250,Outdoor,Hard,1st Round,3.0,Molcan A.,Seppi A.,88,102.0,806,744.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.66,2.2,1.71,2.25,1.76,2.3,1.66,2.19,2022-9665,Australian Open,Hard,32.0,A,20220103.0,280.0,144684.0,,,Alex Molcan,L,178.0,SVK,24.0,104312.0,,Q,Andreas Seppi,R,190.0,ITA,37.8,6-4 6-7(6) 6-3,3.0,R32,150.0,5.0,3.0,88.0,54.0,39.0,21.0,16.0,3.0,6.0,7.0,1.0,110.0,65.0,43.0,22.0,15.0,9.0,14.0,88.0,806.0,102.0,744.0
36,2,Australian Open,Melbourne Summer Set,20220501,ATP250,Outdoor,Hard,1st Round,3.0,Popyrin A.,Travaglia S.,61,78.0,1000,846.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.58,2.53,1.62,2.7,1.52,2.51,2022-9665,Australian Open,Hard,32.0,A,20220103.0,283.0,200615.0,,,Alexei Popyrin,R,196.0,AUS,22.4,105882.0,,,Stefano Travaglia,R,185.0,ITA,30.0,7-6(5) 6-3,3.0,R32,103.0,11.0,5.0,79.0,46.0,35.0,16.0,10.0,5.0,6.0,1.0,3.0,77.0,42.0,28.0,18.0,11.0,4.0,7.0,61.0,1000.0,78.0,846.0
