,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1558,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Dabul B.,35.0,113.0,950.0,415.0,7.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.04,10.0,1.05,10.5,1.06,8.0,1.054,15.36,1.05,10.0,2008-540,Wimbledon,Grass,128.0,G,20080623.0,29.0,103852.0,32.0,,Feliciano Lopez,L,188.0,ESP,26.7,104314.0,,,Brian Dabul,L,170.0,ARG,24.3,7-6(1) 3-6 6-3 6-4,5.0,R128,164.0,29.0,7.0,123.0,85.0,71.0,14.0,20.0,5.0,7.0,5.0,0.0,140.0,112.0,76.0,13.0,20.0,10.0,13.0,35.0,950.0,113.0,415.0
1559,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Johansson T.,Spadea V.,63.0,99.0,608.0,457.0,6.0,7.0,6.0,7.0,6.0,3.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.57,2.25,1.6,2.4,1.615,2.2,1.606,2.55,1.66,2.16,2008-540,Wimbledon,Grass,128.0,G,20080623.0,26.0,102563.0,,,Thomas Johansson,R,180.0,SWE,33.2,102434.0,,,Vincent Spadea,R,183.0,USA,33.9,6-7(8) 6-7(5) 6-3 6-4 6-3,5.0,R128,210.0,13.0,7.0,186.0,122.0,89.0,32.0,26.0,12.0,15.0,13.0,4.0,177.0,115.0,81.0,32.0,26.0,10.0,17.0,63.0,608.0,99.0,457.0
1560,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Baghdatis M.,Darcis S.,25.0,51.0,1090.0,738.0,6.0,3.0,6.0,2.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.14,5.0,1.18,5.01,1.167,4.5,1.171,6.35,1.2,4.3,2008-540,Wimbledon,Grass,128.0,G,20080623.0,25.0,104571.0,22.0,,Marcos Baghdatis,R,183.0,CYP,23.0,104327.0,,,Steve Darcis,R,178.0,BEL,24.2,6-3 6-2 6-7(5) 6-3,5.0,R128,162.0,9.0,8.0,121.0,64.0,53.0,32.0,20.0,7.0,8.0,3.0,3.0,139.0,85.0,54.0,27.0,18.0,4.0,9.0,25.0,1090.0,51.0,738.0
1561,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Seppi A.,Kamke T.,30.0,195.0,1015.0,201.0,5.0,7.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.08,7.0,1.13,5.95,1.125,5.5,1.125,8.2,1.13,5.6,2008-540,Wimbledon,Grass,128.0,G,20080623.0,20.0,104312.0,27.0,,Andreas Seppi,R,190.0,ITA,24.3,104735.0,,LL,Tobias Kamke,R,180.0,GER,22.0,5-7 6-3 6-2 6-4,5.0,R128,157.0,6.0,3.0,113.0,64.0,52.0,27.0,20.0,6.0,9.0,3.0,11.0,127.0,74.0,48.0,24.0,19.0,2.0,8.0,30.0,1015.0,195.0,201.0
1562,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Karanusic R.,Horna L.,111.0,93.0,419.0,474.0,7.0,6.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.38,2.87,1.4,2.9,1.444,2.625,1.435,3.1,1.42,2.76,2008-540,Wimbledon,Grass,128.0,G,20080623.0,30.0,104056.0,,,Roko Karanusic,R,183.0,CRO,25.7,103632.0,,,Luis Horna,R,180.0,PER,27.7,7-6(4) 6-3 6-1,5.0,R128,118.0,8.0,2.0,87.0,63.0,50.0,14.0,14.0,0.0,1.0,1.0,2.0,102.0,65.0,38.0,17.0,14.0,10.0,15.0,111.0,419.0,93.0,474.0
1563,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Hrbaty D.,1.0,273.0,6900.0,136.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.005,34.0,1.01,16.0,1.002,34.0,1.009,81.0,1.01,30.0,2008-540,Wimbledon,Grass,128.0,G,20080623.0,1.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,26.8,103103.0,,,Dominik Hrbaty,R,183.0,SVK,30.4,6-3 6-2 6-2,5.0,R128,80.0,10.0,0.0,78.0,54.0,42.0,15.0,13.0,0.0,0.0,2.0,7.0,69.0,39.0,24.0,12.0,12.0,6.0,11.0,1.0,6900.0,273.0,136.0
1564,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Zverev M.,Peya A.,92.0,191.0,477.0,204.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.57,2.25,1.75,2.1,1.571,2.25,1.775,2.19,1.6,2.28,2008-540,Wimbledon,Grass,128.0,G,20080623.0,22.0,104999.0,,,Mischa Zverev,L,190.0,GER,20.8,103580.0,,Q,Alexander Peya,R,183.0,AUT,27.9,6-3 6-4 6-4,5.0,R128,86.0,8.0,1.0,72.0,53.0,46.0,14.0,15.0,0.0,0.0,4.0,5.0,83.0,55.0,42.0,12.0,14.0,4.0,7.0,92.0,477.0,191.0,204.0
1565,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Gonzalez F.,Ginepri R.,14.0,59.0,1405.0,630.0,7.0,6.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.3,3.4,1.3,3.4,1.333,3.25,1.333,3.7,1.35,3.1,2008-540,Wimbledon,Grass,128.0,G,20080623.0,8.0,103602.0,13.0,,Fernando Gonzalez,R,183.0,CHI,27.9,104068.0,,,Robby Ginepri,R,183.0,USA,25.7,7-6(3) 7-5 7-5,5.0,R128,131.0,17.0,5.0,114.0,65.0,52.0,27.0,18.0,6.0,7.0,11.0,3.0,124.0,80.0,58.0,19.0,18.0,9.0,12.0,14.0,1405.0,59.0,630.0
1566,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Montanes A.,Berlocq C.,69.0,90.0,556.0,479.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.5,2.5,1.5,2.65,1.533,2.375,1.541,2.75,1.44,2.7,2008-540,Wimbledon,Grass,128.0,G,20080623.0,6.0,103656.0,,,Albert Montanes,R,175.0,ESP,27.5,104122.0,,,Carlos Berlocq,R,183.0,ARG,25.3,6-3 7-6(2) 6-4,5.0,R128,111.0,2.0,5.0,104.0,70.0,52.0,18.0,15.0,6.0,8.0,1.0,2.0,93.0,55.0,42.0,13.0,16.0,6.0,11.0,69.0,556.0,90.0,479.0
1567,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Bolelli S.,Bogdanovic A.,46.0,242.0,763.0,157.0,7.0,6.0,4.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.53,2.37,1.6,2.4,1.571,2.25,1.546,2.73,1.62,2.25,2008-540,Wimbledon,Grass,128.0,G,20080623.0,7.0,104620.0,,,Simone Bolelli,R,183.0,ITA,22.7,104372.0,,WC,Alex Bogdanovic,L,183.0,GBR,24.0,7-6(4) 4-6 6-3 7-6(4),5.0,R128,186.0,18.0,2.0,161.0,109.0,82.0,27.0,22.0,5.0,6.0,13.0,6.0,129.0,81.0,62.0,32.0,21.0,5.0,6.0,46.0,763.0,242.0,157.0
1568,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Haase R.,27.0,64.0,1050.0,607.0,6.0,7.0,6.0,3.0,6.0,3.0,6.0,7.0,6.0,2.0,3.0,2.0,Completed,1.11,6.0,1.1,6.25,1.143,5.0,1.136,7.66,1.15,5.15,2008-540,Wimbledon,Grass,128.0,G,20080623.0,5.0,103720.0,24.0,,Lleyton Hewitt,R,180.0,AUS,27.3,104898.0,,,Robin Haase,R,190.0,NED,21.2,6-7(4) 6-3 6-3 6-7(1) 6-2,5.0,R128,217.0,18.0,8.0,144.0,80.0,68.0,39.0,25.0,3.0,4.0,27.0,9.0,181.0,98.0,72.0,39.0,25.0,10.0,16.0,27.0,1050.0,64.0,607.0
1569,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Berdych T.,Korolev E.,20.0,78.0,1290.0,522.0,4.0,6.0,6.0,1.0,6.0,4.0,3.0,6.0,7.0,5.0,3.0,2.0,Completed,1.11,6.0,1.15,5.6,1.125,5.5,1.127,8.15,1.12,5.85,2008-540,Wimbledon,Grass,128.0,G,20080623.0,9.0,104607.0,18.0,,Tomas Berdych,R,196.0,CZE,22.7,105095.0,,,Evgeny Korolev,R,185.0,KAZ,20.3,4-6 6-1 6-4 3-6 7-5,5.0,R128,181.0,26.0,6.0,154.0,89.0,68.0,30.0,24.0,9.0,13.0,22.0,8.0,140.0,75.0,61.0,25.0,24.0,7.0,13.0,20.0,1290.0,78.0,522.0
1570,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Stadler S.,Karlovic I.,172.0,22.0,233.0,1220.0,4.0,6.0,7.0,6.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,7.5,1.07,7.33,1.09,7.0,1.083,10.0,1.091,6.75,1.1,2008-540,Wimbledon,Grass,128.0,G,20080623.0,28.0,104217.0,,Q,Simon Stadler,L,183.0,GER,24.9,103333.0,20.0,,Ivo Karlovic,R,208.0,CRO,29.3,4-6 7-6(4) 6-3 7-5,5.0,R128,166.0,5.0,6.0,152.0,102.0,75.0,30.0,22.0,10.0,12.0,23.0,4.0,127.0,88.0,73.0,15.0,21.0,5.0,8.0,172.0,233.0,22.0,1220.0
1571,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Bellucci T.,Kunitsyn I.,68.0,79.0,569.0,522.0,7.0,6.0,7.0,6.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,3.0,1.36,2.89,1.42,2.75,1.4,3.03,1.448,2.82,1.41,2008-540,Wimbledon,Grass,128.0,G,20080623.0,27.0,105064.0,,,Thomaz Bellucci,L,188.0,BRA,20.4,103857.0,,,Igor Kunitsyn,R,180.0,RUS,26.7,7-6(5) 7-6(5) 3-6 6-2,5.0,R128,157.0,17.0,5.0,126.0,76.0,56.0,29.0,20.0,4.0,7.0,3.0,8.0,150.0,95.0,66.0,25.0,21.0,9.0,13.0,68.0,569.0,79.0,522.0
1572,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Serra F.,Lu Y.H.,74.0,71.0,532.0,547.0,6.0,4.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.66,2.1,1.7,2.2,1.727,2.0,1.769,2.2,1.65,2.18,2008-540,Wimbledon,Grass,128.0,G,20080623.0,19.0,103722.0,,,Florent Serra,R,180.0,FRA,27.3,104229.0,,,Yen Hsun Lu,R,180.0,TPE,24.8,6-4 6-4 6-7(3) 6-3,5.0,R128,193.0,6.0,1.0,144.0,97.0,66.0,25.0,21.0,9.0,11.0,10.0,8.0,155.0,99.0,66.0,26.0,20.0,11.0,16.0,74.0,532.0,71.0,547.0
1573,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Hanescu V.,Falla A.,81.0,106.0,506.0,436.0,6.0,3.0,6.0,7.0,6.0,0.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,2.57,1.51,2.625,1.444,2.95,1.465,2.6,1.47,2008-540,Wimbledon,Grass,128.0,G,20080623.0,10.0,103812.0,,,Victor Hanescu,R,198.0,ROU,26.9,104268.0,,,Alejandro Falla,L,185.0,COL,24.6,6-3 6-7(2) 6-0 6-4,5.0,R128,164.0,10.0,3.0,112.0,76.0,55.0,17.0,19.0,2.0,5.0,4.0,2.0,135.0,79.0,52.0,24.0,18.0,16.0,24.0,81.0,506.0,106.0,436.0
1574,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,Sela D.,67.0,66.0,569.0,586.0,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.61,2.2,1.65,2.25,1.615,2.2,1.637,2.47,1.54,2.4,2008-540,Wimbledon,Grass,128.0,G,20080623.0,11.0,103694.0,,,Olivier Rochus,R,168.0,BEL,27.4,104534.0,,,Dudi Sela,R,175.0,ISR,23.2,6-4 7-5 6-4,5.0,R128,129.0,0.0,3.0,109.0,63.0,47.0,23.0,16.0,9.0,12.0,5.0,1.0,86.0,48.0,32.0,18.0,16.0,4.0,10.0,67.0,569.0,66.0,586.0
1575,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Reynolds B.,Volandri F.,102.0,120.0,439.0,390.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Retired,1.14,5.0,1.15,5.6,1.143,5.0,1.2,5.5,1.17,4.8,2008-540,Wimbledon,Grass,128.0,G,20080623.0,31.0,104035.0,,,Bobby Reynolds,R,183.0,USA,25.9,103835.0,,,Filippo Volandri,R,183.0,ITA,26.7,6-2 6-2 RET,5.0,R128,68.0,11.0,1.0,44.0,27.0,25.0,8.0,8.0,1.0,1.0,1.0,6.0,74.0,47.0,30.0,8.0,8.0,15.0,19.0,102.0,439.0,120.0,390.0
1576,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Berrer M.,3.0,91.0,5360.0,478.0,7.0,5.0,2.0,6.0,6.0,3.0,6.0,0.0,,,3.0,1.0,Completed,1.01,15.0,1.01,16.0,1.01,17.0,1.012,63.0,1.01,30.0,2008-540,Wimbledon,Grass,128.0,G,20080623.0,17.0,104925.0,3.0,,Novak Djokovic,R,188.0,SRB,21.0,103582.0,,,Michael Berrer,L,193.0,GER,27.9,7-5 2-6 6-3 6-0,5.0,R128,127.0,13.0,5.0,94.0,67.0,53.0,15.0,18.0,3.0,5.0,10.0,7.0,113.0,75.0,54.0,12.0,17.0,11.0,16.0,3.0,5360.0,91.0,478.0
1577,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Bozoljac I.,Guccione C.,197.0,77.0,199.0,523.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,,,,,,,,,,,2008-540,Wimbledon,Grass,128.0,G,20080623.0,4.0,104592.0,,LL,Ilija Bozoljac,R,193.0,SRB,22.8,104589.0,,,Chris Guccione,L,201.0,AUS,22.8,3-6 6-4 6-4 6-3,5.0,R128,116.0,20.0,6.0,107.0,59.0,52.0,26.0,19.0,4.0,5.0,9.0,4.0,104.0,62.0,48.0,22.0,19.0,1.0,4.0,197.0,199.0,77.0,523.0
1578,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Kohlschreiber P.,18.0,36.0,1300.0,930.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2.1,1.66,2.15,1.7,2.0,1.727,2.4,1.667,2.0,1.77,2008-540,Wimbledon,Grass,128.0,G,20080623.0,12.0,104269.0,19.0,,Fernando Verdasco,L,188.0,ESP,24.6,104259.0,,,Philipp Kohlschreiber,R,178.0,GER,24.6,6-4 6-3 6-2,5.0,R128,99.0,2.0,3.0,74.0,55.0,38.0,13.0,14.0,1.0,3.0,2.0,5.0,86.0,44.0,29.0,16.0,13.0,10.0,16.0,18.0,1300.0,36.0,930.0
1579,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Del Potro J.M.,Snobel P.,62.0,220.0,613.0,178.0,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,6.5,1.12,6.35,1.143,5.0,1.143,7.3,1.11,6.2,2008-540,Wimbledon,Grass,128.0,G,20080623.0,23.0,105223.0,,,Juan Martin del Potro,R,198.0,ARG,19.7,103520.0,,Q,Pavel Snobel,L,190.0,CZE,28.3,6-4 6-2 6-3,5.0,R128,102.0,3.0,1.0,74.0,44.0,30.0,22.0,13.0,4.0,5.0,5.0,7.0,96.0,47.0,30.0,20.0,14.0,10.0,16.0,62.0,613.0,220.0,178.0
1580,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Gicquel M.,Nishikori K.,53.0,103.0,724.0,438.0,4.0,6.0,7.0,5.0,,,,,,,1.0,1.0,Retired,1.44,2.62,1.5,2.55,1.444,2.625,1.559,2.69,1.5,2.52,2008-540,Wimbledon,Grass,128.0,G,20080623.0,3.0,102967.0,,,Marc Gicquel,R,188.0,FRA,31.2,105453.0,,,Kei Nishikori,R,178.0,JPN,18.4,4-6 7-5 RET,5.0,R128,75.0,4.0,1.0,59.0,36.0,32.0,13.0,11.0,0.0,1.0,5.0,3.0,64.0,47.0,36.0,9.0,11.0,2.0,3.0,53.0,724.0,103.0,438.0
1581,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Petzschner P.,Lee H.T.,118.0,56.0,393.0,694.0,6.0,7.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Retired,2.25,1.57,2.2,1.65,2.2,1.615,2.36,1.685,2.1,1.7,2008-540,Wimbledon,Grass,128.0,G,20080623.0,14.0,104332.0,,Q,Philipp Petzschner,R,185.0,GER,24.2,102703.0,,,Hyung Taik Lee,R,180.0,KOR,32.4,6-7(4) 6-1 6-4 RET,5.0,R128,89.0,19.0,6.0,83.0,42.0,37.0,25.0,14.0,0.0,0.0,1.0,5.0,100.0,65.0,44.0,16.0,14.0,6.0,9.0,118.0,393.0,56.0,694.0
1582,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Ferrer D.,Stakhovsky S.,5.0,135.0,3005.0,345.0,7.0,6.0,6.0,3.0,1.0,3.0,,,,,2.0,0.0,Retired,1.06,8.0,1.09,7.33,1.083,7.0,1.1,9.0,1.1,6.75,2008-540,Wimbledon,Grass,128.0,G,20080623.0,16.0,103970.0,5.0,,David Ferrer,R,175.0,ESP,26.2,104660.0,,Q,Sergiy Stakhovsky,R,193.0,UKR,22.4,7-6(6) 6-3 1-3 RET,5.0,R128,118.0,3.0,2.0,81.0,59.0,45.0,12.0,13.0,1.0,2.0,4.0,3.0,95.0,70.0,52.0,9.0,12.0,5.0,6.0,5.0,3005.0,135.0,345.0
1583,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Safin M.,Fognini F.,75.0,86.0,530.0,487.0,6.0,1.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.12,5.5,1.15,5.6,1.143,5.0,1.174,6.26,1.15,5.15,2008-540,Wimbledon,Grass,128.0,G,20080623.0,18.0,103498.0,,,Marat Safin,R,193.0,RUS,28.4,104926.0,,,Fabio Fognini,R,178.0,ITA,21.0,6-1 6-2 7-6(3),5.0,R128,100.0,9.0,3.0,88.0,55.0,36.0,20.0,14.0,2.0,5.0,2.0,5.0,93.0,44.0,29.0,20.0,13.0,4.0,11.0,75.0,530.0,86.0,487.0
1584,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Andreev I.,Vanek J.,37.0,82.0,910.0,505.0,6.0,7.0,7.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.12,5.5,1.15,5.6,1.167,4.5,1.136,7.65,1.12,5.85,2008-540,Wimbledon,Grass,128.0,G,20080623.0,15.0,104214.0,,,Igor Andreev,R,185.0,RUS,24.9,103181.0,,,Jiri Vanek,R,185.0,CZE,30.1,6-7(6) 7-6(2) 6-2 6-2,5.0,R128,150.0,23.0,3.0,108.0,64.0,56.0,27.0,20.0,1.0,3.0,10.0,8.0,160.0,99.0,66.0,26.0,20.0,14.0,20.0,37.0,910.0,82.0,505.0
1585,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Ancic M.,Llodra M.,43.0,34.0,845.0,951.0,6.0,4.0,7.0,6.0,2.0,0.0,,,,,2.0,0.0,Retired,1.12,5.5,1.14,5.6,1.25,3.75,1.198,5.55,1.25,3.8,2008-540,Wimbledon,Grass,128.0,G,20080623.0,13.0,104339.0,,,Mario Ancic,R,196.0,CRO,24.2,103566.0,31.0,,Michael Llodra,L,190.0,FRA,28.0,6-4 7-6(7) 2-0 RET,5.0,R128,94.0,18.0,3.0,66.0,43.0,39.0,17.0,12.0,0.0,0.0,0.0,5.0,86.0,58.0,37.0,17.0,12.0,4.0,6.0,43.0,845.0,34.0,951.0
1586,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Daniel M.,9.0,76.0,1615.0,526.0,6.0,3.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.1,6.5,1.09,7.33,1.1,6.5,1.131,7.95,1.08,7.25,2008-540,Wimbledon,Grass,128.0,G,20080623.0,24.0,104527.0,10.0,,Stan Wawrinka,R,183.0,SUI,23.2,103228.0,,,Marcos Daniel,R,180.0,BRA,29.9,6-3 6-2 7-5,5.0,R128,94.0,9.0,5.0,78.0,45.0,40.0,19.0,15.0,2.0,3.0,5.0,0.0,87.0,61.0,36.0,13.0,14.0,7.0,12.0,9.0,1615.0,76.0,526.0
1587,37,Wimbledon,Wimbledon,20080623,Grand Slam,Outdoor,Grass,1st Round,5,Dancevic F.,Nalbandian D.,95.0,7.0,467.0,2100.0,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,6.0,1.11,5.6,1.15,5.0,1.143,6.45,1.165,5.75,1.13,2008-540,Wimbledon,Grass,128.0,G,20080623.0,32.0,104433.0,,,Frank Dancevic,R,185.0,CAN,23.7,103900.0,7.0,,David Nalbandian,R,180.0,ARG,26.4,6-4 6-2 6-4,5.0,R128,96.0,16.0,0.0,81.0,53.0,40.0,18.0,14.0,4.0,5.0,3.0,4.0,74.0,45.0,32.0,13.0,14.0,3.0,8.0,95.0,467.0,7.0,2100.0
1588,37,Wimbledon,Wimbledon,20080624,Grand Slam,Outdoor,Grass,1st Round,5,Robredo T.,Vliegen K.,19.0,109.0,1300.0,425.0,6.0,1.0,6.0,3.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.16,4.5,1.2,4.55,1.167,4.5,1.22,5.15,1.16,5.0,2008-540,Wimbledon,Grass,128.0,G,20080623.0,53.0,103990.0,17.0,,Tommy Robredo,R,180.0,ESP,26.1,104019.0,,,Kristof Vliegen,R,193.0,BEL,26.0,6-1 6-3 6-7(4) 6-4,5.0,R128,165.0,7.0,4.0,126.0,79.0,59.0,28.0,19.0,6.0,7.0,17.0,8.0,126.0,70.0,51.0,24.0,19.0,4.0,10.0,19.0,1300.0,109.0,425.0
1589,37,Wimbledon,Wimbledon,20080624,Grand Slam,Outdoor,Grass,1st Round,5,Vassallo-Arguello M.,Minar I.,84.0,70.0,497.0,556.0,6.0,4.0,2.0,6.0,2.0,6.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,5.0,1.14,4.33,1.22,3.75,1.25,5.2,1.217,4.0,1.23,2008-540,Wimbledon,Grass,128.0,G,20080623.0,62.0,103506.0,,,Martin Vassallo Arguello,R,183.0,ARG,28.3,104371.0,,,Ivo Minar,R,183.0,CZE,24.0,6-4 2-6 2-6 6-2 6-2,5.0,R128,161.0,4.0,6.0,124.0,81.0,55.0,23.0,21.0,3.0,7.0,15.0,4.0,130.0,81.0,59.0,24.0,21.0,4.0,9.0,84.0,497.0,70.0,556.0
1590,37,Wimbledon,Wimbledon,20080624,Grand Slam,Outdoor,Grass,1st Round,5,Cilic M.,Roger-Vasselin E.,55.0,147.0,705.0,302.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.16,4.5,1.25,3.95,1.222,4.0,1.247,4.65,1.2,4.35,2008-540,Wimbledon,Grass,128.0,G,20080623.0,43.0,105227.0,,,Marin Cilic,R,198.0,CRO,19.7,104273.0,,Q,Edouard Roger-Vasselin,R,188.0,FRA,24.5,6-4 6-3 7-6(4),5.0,R128,114.0,12.0,3.0,88.0,53.0,46.0,23.0,16.0,1.0,2.0,4.0,2.0,95.0,59.0,41.0,22.0,15.0,6.0,9.0,55.0,705.0,147.0,302.0
1591,37,Wimbledon,Wimbledon,20080624,Grand Slam,Outdoor,Grass,1st Round,5,Grosjean S.,Starace P.,61.0,57.0,614.0,645.0,6.0,2.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.22,4.0,1.28,3.71,1.286,3.5,1.286,4.2,1.3,3.4,2008-540,Wimbledon,Grass,128.0,G,20080623.0,50.0,103206.0,,,Sebastien Grosjean,R,175.0,FRA,30.0,103808.0,,,Potito Starace,R,188.0,ITA,26.9,6-2 7-5 6-1,5.0,R128,82.0,8.0,0.0,69.0,42.0,37.0,19.0,14.0,3.0,4.0,0.0,1.0,71.0,49.0,27.0,12.0,13.0,4.0,10.0,61.0,614.0,57.0,645.0
1592,37,Wimbledon,Wimbledon,20080624,Grand Slam,Outdoor,Grass,1st Round,5,Kiefer N.,Benneteau J.,32.0,47.0,970.0,760.0,6.0,1.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.36,3.0,1.45,2.8,1.4,2.75,1.417,3.2,1.45,2.67,2008-540,Wimbledon,Grass,128.0,G,20080623.0,61.0,103017.0,30.0,,Nicolas Kiefer,R,183.0,GER,30.9,103898.0,,,Julien Benneteau,R,185.0,FRA,26.5,6-1 7-5 6-3,5.0,R128,111.0,10.0,1.0,75.0,45.0,39.0,18.0,14.0,1.0,1.0,1.0,2.0,87.0,52.0,30.0,18.0,14.0,7.0,12.0,32.0,970.0,47.0,760.0
1593,37,Wimbledon,Wimbledon,20080624,Grand Slam,Outdoor,Grass,1st Round,5,Haas T.,Canas G.,38.0,44.0,900.0,805.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.53,2.37,1.6,2.4,1.571,2.25,1.562,2.68,1.62,2.24,2008-540,Wimbledon,Grass,128.0,G,20080623.0,54.0,103163.0,,,Tommy Haas,R,188.0,GER,30.2,103084.0,,,Guillermo Canas,R,185.0,ARG,30.5,3-6 6-4 6-4 6-4,5.0,R128,154.0,3.0,3.0,112.0,63.0,41.0,31.0,20.0,3.0,8.0,12.0,10.0,126.0,67.0,46.0,27.0,19.0,6.0,12.0,38.0,900.0,44.0,805.0
