,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
257,6,Australian Open,Australian Open,20080118,Grand Slam,Outdoor,Hard,3rd Round,5,Nieminen J.,Fish M.,26.0,43.0,1075.0,685.0,3.0,6.0,7.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.9,1.8,1.87,1.87,1.833,1.833,2.04,1.877,1.86,1.91,2008-580,Australian Open,Hard,128.0,G,20080114.0,110.0,103813.0,24.0,,Jarkko Nieminen,L,185.0,FIN,26.4,103888.0,,,Mardy Fish,R,188.0,USA,26.0,3-6 7-6(4) 6-3 6-1,5.0,R32,157.0,11.0,4.0,133.0,97.0,74.0,17.0,18.0,11.0,12.0,13.0,3.0,125.0,72.0,57.0,23.0,19.0,9.0,13.0,26.0,1075.0,43.0,685.0
258,6,Australian Open,Australian Open,20080118,Grand Slam,Outdoor,Hard,3rd Round,5,Kohlschreiber P.,Roddick A.,27.0,6.0,1075.0,2530.0,6.0,4.0,3.0,6.0,7.0,6.0,6.0,7.0,8.0,6.0,3.0,2.0,Completed,5.0,1.14,4.67,1.17,5.5,1.125,5.8,1.189,4.35,1.2,2008-580,Australian Open,Hard,128.0,G,20080114.0,109.0,104259.0,29.0,,Philipp Kohlschreiber,R,178.0,GER,24.2,104053.0,6.0,,Andy Roddick,R,188.0,USA,25.3,6-4 3-6 7-6(9) 6-7(3) 8-6,5.0,R32,230.0,32.0,2.0,165.0,107.0,91.0,37.0,28.0,8.0,9.0,42.0,3.0,182.0,131.0,109.0,24.0,29.0,9.0,11.0,27.0,1075.0,6.0,2530.0
259,6,Australian Open,Australian Open,20080119,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Monaco J.,13.0,23.0,1685.0,1380.0,3.0,6.0,6.0,3.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.28,3.5,1.28,3.46,1.3,3.4,1.328,3.75,1.26,3.75,2008-580,Australian Open,Hard,128.0,G,20080114.0,98.0,104607.0,13.0,,Tomas Berdych,R,196.0,CZE,22.3,104338.0,21.0,,Juan Monaco,R,185.0,ARG,23.7,3-6 6-3 7-6(5) 6-2,5.0,R32,153.0,15.0,7.0,116.0,83.0,63.0,15.0,19.0,3.0,6.0,10.0,2.0,130.0,95.0,63.0,15.0,19.0,4.0,9.0,13.0,1685.0,23.0,1380.0
260,6,Australian Open,Australian Open,20080119,Grand Slam,Outdoor,Hard,3rd Round,5,Blake J.,Grosjean S.,15.0,46.0,1610.0,661.0,4.0,6.0,2.0,6.0,6.0,0.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.25,3.75,1.32,3.22,1.286,3.5,1.267,4.45,1.28,3.55,2008-580,Australian Open,Hard,128.0,G,20080114.0,99.0,103484.0,12.0,,James Blake,R,185.0,USA,28.0,103206.0,,,Sebastien Grosjean,R,175.0,FRA,29.6,4-6 2-6 6-0 7-6(5) 6-2,5.0,R32,185.0,10.0,3.0,167.0,92.0,60.0,41.0,22.0,14.0,20.0,4.0,2.0,137.0,81.0,53.0,26.0,22.0,6.0,14.0,15.0,1610.0,46.0,661.0
261,6,Australian Open,Australian Open,20080119,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,Gonzalez F.,57.0,7.0,615.0,2005.0,6.0,2.0,6.0,7.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,2.62,1.44,2.6,1.45,2.75,1.4,2.97,1.461,2.85,1.4,2008-580,Australian Open,Hard,128.0,G,20080114.0,100.0,105227.0,,,Marin Cilic,R,198.0,CRO,19.2,103602.0,7.0,,Fernando Gonzalez,R,183.0,CHI,27.4,6-2 6-7(4) 6-3 6-1,5.0,R32,156.0,14.0,5.0,111.0,62.0,45.0,32.0,18.0,3.0,4.0,2.0,7.0,126.0,82.0,48.0,19.0,18.0,8.0,15.0,57.0,615.0,7.0,2005.0
262,6,Australian Open,Australian Open,20080119,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Tipsarevic J.,1.0,49.0,7180.0,657.0,6.0,7.0,7.0,6.0,5.0,7.0,6.0,1.0,10.0,8.0,3.0,2.0,Completed,1.01,15.0,1.01,13.5,1.01,17.0,1.014,51.0,1.01,25.0,2008-580,Australian Open,Hard,128.0,G,20080114.0,97.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,26.4,104386.0,,,Janko Tipsarevic,R,180.0,SRB,23.5,6-7(5) 7-6(1) 5-7 6-1 10-8,5.0,R32,265.0,39.0,1.0,167.0,107.0,95.0,33.0,31.0,0.0,3.0,12.0,6.0,207.0,106.0,75.0,58.0,30.0,16.0,21.0,1.0,7180.0,49.0,657.0
263,6,Australian Open,Australian Open,20080119,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Querrey S.,3.0,62.0,4315.0,588.0,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.03,11.0,1.07,7.19,1.063,8.0,1.08,11.0,1.04,11.0,2008-580,Australian Open,Hard,128.0,G,20080114.0,101.0,104925.0,3.0,,Novak Djokovic,R,188.0,SRB,20.6,105023.0,,,Sam Querrey,R,198.0,USA,20.2,6-3 6-1 6-3,5.0,R32,94.0,5.0,1.0,62.0,46.0,35.0,13.0,12.0,3.0,4.0,8.0,5.0,92.0,57.0,35.0,11.0,13.0,7.0,14.0,3.0,4315.0,62.0,588.0
264,6,Australian Open,Australian Open,20080119,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Baghdatis M.,22.0,16.0,1385.0,1600.0,4.0,6.0,7.0,5.0,7.0,5.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,2.37,1.53,2.3,1.6,2.2,1.615,2.5,1.625,2.2,1.64,2008-580,Australian Open,Hard,128.0,G,20080114.0,102.0,103720.0,19.0,,Lleyton Hewitt,R,180.0,AUS,26.8,104571.0,15.0,,Marcos Baghdatis,R,183.0,CYP,22.5,4-6 7-5 7-5 6-7(4) 6-3,5.0,R32,283.0,9.0,6.0,168.0,95.0,72.0,36.0,27.0,9.0,14.0,28.0,8.0,206.0,108.0,81.0,40.0,28.0,15.0,23.0,22.0,1385.0,16.0,1600.0
265,6,Australian Open,Australian Open,20080120,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrero J.C.,Nalbandian D.,21.0,10.0,1400.0,1775.0,6.0,1.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,3.25,1.33,2.92,1.37,2.75,1.4,3.32,1.397,2.8,1.42,2008-580,Australian Open,Hard,128.0,G,20080114.0,103.0,103507.0,22.0,,Juan Carlos Ferrero,R,183.0,ESP,27.9,103900.0,10.0,,David Nalbandian,R,180.0,ARG,26.0,6-1 6-2 6-3,5.0,R32,103.0,11.0,2.0,77.0,48.0,38.0,17.0,12.0,1.0,1.0,3.0,4.0,67.0,36.0,22.0,12.0,12.0,4.0,10.0,21.0,1400.0,10.0,1775.0
266,6,Australian Open,Australian Open,20080120,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Spadea V.,5.0,80.0,2615.0,515.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,12.0,1.05,8.5,1.05,8.5,1.045,18.25,1.04,11.0,2008-580,Australian Open,Hard,128.0,G,20080114.0,104.0,103970.0,5.0,,David Ferrer,R,175.0,ESP,25.7,102434.0,,,Vincent Spadea,R,183.0,USA,33.4,6-3 6-3 6-2,5.0,R32,106.0,5.0,2.0,77.0,50.0,41.0,14.0,13.0,2.0,2.0,0.0,1.0,93.0,55.0,33.0,18.0,13.0,4.0,9.0,5.0,2615.0,80.0,515.0
267,6,Australian Open,Australian Open,20080120,Grand Slam,Outdoor,Hard,4th Round,5,Nieminen J.,Kohlschreiber P.,26.0,27.0,1075.0,1075.0,3.0,6.0,7.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.62,1.44,2.45,1.5,2.5,1.5,2.85,1.488,2.46,1.52,2008-580,Australian Open,Hard,128.0,G,20080114.0,119.0,103813.0,24.0,,Jarkko Nieminen,L,185.0,FIN,26.4,104259.0,29.0,,Philipp Kohlschreiber,R,178.0,GER,24.2,3-6 7-6(7) 7-6(9) 6-3,5.0,R16,211.0,4.0,4.0,175.0,109.0,68.0,30.0,21.0,15.0,22.0,9.0,7.0,149.0,79.0,54.0,31.0,21.0,7.0,14.0,26.0,1075.0,27.0,1075.0
268,6,Australian Open,Australian Open,20080120,Grand Slam,Outdoor,Hard,4th Round,5,Tsonga J.W.,Gasquet R.,38.0,8.0,789.0,1895.0,6.0,2.0,6.0,7.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.87,1.38,2.75,1.42,2.75,1.4,3.01,1.452,2.67,1.45,2008-580,Australian Open,Hard,128.0,G,20080114.0,117.0,104542.0,,,Jo-Wilfried Tsonga,R,188.0,FRA,22.7,104755.0,8.0,,Richard Gasquet,R,185.0,FRA,21.5,6-2 6-7(5) 7-6(6) 6-3,5.0,R16,195.0,19.0,2.0,134.0,88.0,73.0,23.0,20.0,7.0,8.0,5.0,4.0,151.0,92.0,64.0,29.0,21.0,7.0,12.0,38.0,789.0,8.0,1895.0
269,6,Australian Open,Australian Open,20080120,Grand Slam,Outdoor,Hard,4th Round,5,Youzhny M.,Davydenko N.,14.0,4.0,1670.0,2825.0,7.0,6.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,2.25,1.57,2.15,1.65,2.2,1.615,2.35,1.69,2.28,1.6,2008-580,Australian Open,Hard,128.0,G,20080114.0,118.0,104022.0,14.0,,Mikhail Youzhny,R,183.0,RUS,25.5,103786.0,4.0,,Nikolay Davydenko,R,178.0,RUS,26.6,7-6(2) 6-3 6-1,5.0,R16,144.0,5.0,2.0,87.0,53.0,40.0,17.0,14.0,3.0,6.0,2.0,1.0,94.0,58.0,34.0,15.0,14.0,2.0,9.0,14.0,1670.0,4.0,2825.0
270,6,Australian Open,Australian Open,20080120,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Mathieu P.H.,2.0,25.0,5780.0,1320.0,6.0,4.0,3.0,0.0,,,,,,,1.0,0.0,Retired,1.14,5.0,1.13,5.5,1.125,5.5,1.1,9.0,1.2,4.35,2008-580,Australian Open,Hard,128.0,G,20080114.0,120.0,104745.0,2.0,,Rafael Nadal,L,185.0,ESP,21.6,103908.0,23.0,,Paul Henri Mathieu,R,185.0,FRA,26.0,6-4 3-0 RET,5.0,R16,51.0,3.0,1.0,29.0,27.0,24.0,0.0,6.0,0.0,0.0,5.0,3.0,37.0,22.0,12.0,6.0,7.0,0.0,3.0,2.0,5780.0,25.0,1320.0
271,6,Australian Open,Australian Open,20080121,Grand Slam,Outdoor,Hard,4th Round,5,Blake J.,Cilic M.,15.0,57.0,1610.0,615.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.37,1.65,2.2,1.571,2.25,1.637,2.47,1.57,2.34,2008-580,Australian Open,Hard,128.0,G,20080114.0,114.0,103484.0,12.0,,James Blake,R,185.0,USA,28.0,105227.0,,,Marin Cilic,R,198.0,CRO,19.2,6-3 6-4 6-4,5.0,R16,100.0,4.0,0.0,88.0,55.0,42.0,24.0,15.0,3.0,3.0,5.0,3.0,78.0,44.0,31.0,18.0,14.0,2.0,5.0,15.0,1610.0,57.0,615.0
272,6,Australian Open,Australian Open,20080121,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Berdych T.,1.0,13.0,7180.0,1685.0,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.07,7.5,1.08,7.5,1.083,7.0,1.067,13.0,1.08,7.5,2008-580,Australian Open,Hard,128.0,G,20080114.0,113.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,26.4,104607.0,13.0,,Tomas Berdych,R,196.0,CZE,22.3,6-4 7-6(7) 6-3,5.0,R16,117.0,11.0,1.0,94.0,59.0,44.0,26.0,16.0,2.0,3.0,7.0,4.0,96.0,54.0,41.0,20.0,15.0,4.0,7.0,1.0,7180.0,13.0,1685.0
273,6,Australian Open,Australian Open,20080121,Grand Slam,Outdoor,Hard,4th Round,5,Ferrer D.,Ferrero J.C.,5.0,21.0,2615.0,1400.0,7.0,5.0,3.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.44,2.62,1.58,2.28,1.533,2.375,1.562,2.68,1.44,2.7,2008-580,Australian Open,Hard,128.0,G,20080114.0,116.0,103970.0,5.0,,David Ferrer,R,175.0,ESP,25.7,103507.0,22.0,,Juan Carlos Ferrero,R,183.0,ESP,27.9,7-5 3-6 6-4 6-1,5.0,R16,185.0,6.0,0.0,120.0,89.0,62.0,13.0,19.0,12.0,16.0,3.0,7.0,142.0,93.0,60.0,17.0,19.0,15.0,22.0,5.0,2615.0,21.0,1400.0
274,6,Australian Open,Australian Open,20080121,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Hewitt L.,3.0,22.0,4315.0,1385.0,7.0,5.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.16,4.5,1.17,4.67,1.2,4.333,1.2,5.5,1.18,4.6,2008-580,Australian Open,Hard,128.0,G,20080114.0,115.0,104925.0,3.0,,Novak Djokovic,R,188.0,SRB,20.6,103720.0,19.0,,Lleyton Hewitt,R,180.0,AUS,26.8,7-5 6-3 6-3,5.0,R16,146.0,13.0,6.0,104.0,62.0,45.0,19.0,15.0,4.0,7.0,6.0,4.0,90.0,48.0,28.0,18.0,15.0,5.0,12.0,3.0,4315.0,22.0,1385.0
275,6,Australian Open,Australian Open,20080122,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Nieminen J.,2.0,26.0,5780.0,1075.0,7.0,5.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.06,9.0,1.07,8.66,1.071,7.5,1.086,10.65,1.08,7.6,2008-580,Australian Open,Hard,128.0,G,20080114.0,124.0,104745.0,2.0,,Rafael Nadal,L,185.0,ESP,21.6,103813.0,24.0,,Jarkko Nieminen,L,185.0,FIN,26.4,7-5 6-3 6-1,5.0,QF,138.0,5.0,5.0,92.0,55.0,43.0,18.0,14.0,7.0,8.0,2.0,2.0,91.0,63.0,40.0,10.0,14.0,3.0,9.0,2.0,5780.0,26.0,1075.0
276,6,Australian Open,Australian Open,20080122,Grand Slam,Outdoor,Hard,Quarterfinals,5,Tsonga J.W.,Youzhny M.,38.0,14.0,789.0,1670.0,7.0,5.0,6.0,0.0,7.0,6.0,,,,,3.0,0.0,Completed,2.87,1.4,3.07,1.38,2.625,1.444,2.89,1.478,2.8,1.42,2008-580,Australian Open,Hard,128.0,G,20080114.0,123.0,104542.0,,,Jo-Wilfried Tsonga,R,188.0,FRA,22.7,104022.0,14.0,,Mikhail Youzhny,R,183.0,RUS,25.5,7-5 6-0 7-6(6),5.0,QF,136.0,8.0,1.0,86.0,57.0,49.0,17.0,15.0,0.0,0.0,0.0,3.0,106.0,78.0,53.0,9.0,15.0,3.0,7.0,38.0,789.0,14.0,1670.0
277,6,Australian Open,Australian Open,20080123,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Ferrer D.,3.0,5.0,4315.0,2615.0,6.0,0.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.36,3.2,1.34,3.28,1.364,3.0,1.427,3.14,1.35,3.1,2008-580,Australian Open,Hard,128.0,G,20080114.0,122.0,104925.0,3.0,,Novak Djokovic,R,188.0,SRB,20.6,103970.0,5.0,,David Ferrer,R,175.0,ESP,25.7,6-0 6-3 7-5,5.0,QF,132.0,7.0,3.0,93.0,58.0,44.0,18.0,14.0,8.0,9.0,4.0,4.0,91.0,52.0,29.0,17.0,13.0,8.0,14.0,3.0,4315.0,5.0,2615.0
278,6,Australian Open,Australian Open,20080123,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Blake J.,1.0,15.0,7180.0,1610.0,7.0,5.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.04,11.0,1.05,10.5,1.04,9.0,1.069,12.5,1.05,9.5,2008-580,Australian Open,Hard,128.0,G,20080114.0,121.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,26.4,103484.0,12.0,,James Blake,R,185.0,USA,28.0,7-5 7-6(5) 6-4,5.0,QF,119.0,13.0,0.0,96.0,65.0,49.0,18.0,17.0,0.0,3.0,8.0,5.0,116.0,67.0,47.0,21.0,17.0,5.0,10.0,1.0,7180.0,15.0,1610.0
279,6,Australian Open,Australian Open,20080124,Grand Slam,Outdoor,Hard,Semifinals,5,Tsonga J.W.,Nadal R.,38.0,2.0,789.0,5780.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,3.75,1.28,3.81,1.27,3.5,1.286,3.85,1.317,3.6,1.29,2008-580,Australian Open,Hard,128.0,G,20080114.0,126.0,104542.0,,,Jo-Wilfried Tsonga,R,188.0,FRA,22.7,104745.0,2.0,,Rafael Nadal,L,185.0,ESP,21.6,6-2 6-3 6-2,5.0,SF,116.0,18.0,1.0,76.0,48.0,41.0,16.0,13.0,3.0,3.0,2.0,1.0,70.0,48.0,27.0,11.0,12.0,2.0,7.0,38.0,789.0,2.0,5780.0
280,6,Australian Open,Australian Open,20080125,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Federer R.,3.0,1.0,4315.0,7180.0,7.0,5.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,3.4,1.33,3.4,1.32,3.0,1.364,3.55,1.364,3.1,1.37,2008-580,Australian Open,Hard,128.0,G,20080114.0,125.0,104925.0,3.0,,Novak Djokovic,R,188.0,SRB,20.6,103819.0,1.0,,Roger Federer,R,185.0,SUI,26.4,7-5 6-3 7-6(5),5.0,SF,146.0,13.0,6.0,113.0,77.0,60.0,15.0,17.0,7.0,9.0,10.0,2.0,109.0,68.0,48.0,18.0,16.0,7.0,11.0,3.0,4315.0,1.0,7180.0
281,6,Australian Open,Australian Open,20080127,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Tsonga J.W.,3.0,38.0,4315.0,789.0,4.0,6.0,6.0,4.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.33,3.4,1.37,3.21,1.33,3.44,1.391,3.36,1.38,3.0,2008-580,Australian Open,Hard,128.0,G,20080114.0,127.0,104925.0,3.0,,Novak Djokovic,R,188.0,SRB,20.6,104542.0,,,Jo-Wilfried Tsonga,R,188.0,FRA,22.7,4-6 6-4 6-3 7-6(2),5.0,F,185.0,11.0,2.0,122.0,68.0,53.0,34.0,20.0,3.0,5.0,15.0,2.0,136.0,97.0,69.0,18.0,21.0,8.0,12.0,3.0,4315.0,38.0,789.0
282,7,Vina del Mar,Movistar Open,20080128,International,Outdoor,Clay,1st Round,3,Ventura S.,Gaudio G.,88.0,183.0,472.0,228.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.85,1.444,2.625,1.463,2.96,1.43,2.75,2008-505,Vina del Mar,Clay,32.0,A,20080128.0,14.0,103490.0,,,Santiago Ventura,R,183.0,ESP,28.0,103292.0,,WC,Gaston Gaudio,R,175.0,ARG,29.1,6-3 6-0,3.0,R32,66.0,9.0,3.0,54.0,24.0,21.0,13.0,8.0,3.0,5.0,1.0,3.0,49.0,26.0,8.0,11.0,7.0,3.0,9.0,88.0,472.0,183.0,228.0
283,7,Vina del Mar,Movistar Open,20080128,International,Outdoor,Clay,1st Round,3,Brzezicki J.P.,Hernandez O.,106.0,52.0,402.0,615.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.75,1.39,2.85,1.4,2.625,1.444,2.85,1.488,2.5,1.5,2008-505,Vina del Mar,Clay,32.0,A,20080128.0,9.0,103976.0,,,Juan Pablo Brzezicki,R,178.0,ARG,25.7,103169.0,6.0,,Oscar Hernandez,R,180.0,ESP,29.8,7-6(4) 6-1,3.0,R32,123.0,1.0,3.0,68.0,43.0,24.0,15.0,10.0,2.0,6.0,1.0,5.0,61.0,36.0,20.0,7.0,9.0,0.0,6.0,106.0,402.0,52.0,615.0
284,7,Vina del Mar,Movistar Open,20080128,International,Outdoor,Clay,1st Round,3,Cuevas P.,Coria G.,111.0,,384.0,,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.62,1.65,2.15,1.533,2.375,1.719,2.29,1.54,2.42,2008-505,Vina del Mar,Clay,32.0,A,20080128.0,6.0,104655.0,,,Pablo Cuevas,R,180.0,URU,22.0,103909.0,,,Guillermo Coria,R,175.0,ARG,26.0,6-4 4-6 6-3,3.0,R32,124.0,4.0,2.0,90.0,53.0,35.0,17.0,14.0,5.0,9.0,0.0,10.0,91.0,53.0,34.0,16.0,15.0,4.0,10.0,111.0,384.0,,
285,7,Vina del Mar,Movistar Open,20080128,International,Outdoor,Clay,1st Round,3,Acasuso J.,Luczak P.,58.0,84.0,581.0,495.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.35,3.1,1.4,2.75,1.424,3.16,1.45,2.67,2008-505,Vina del Mar,Clay,32.0,A,20080128.0,8.0,104076.0,7.0,,Jose Acasuso,R,190.0,ARG,25.2,103429.0,,,Peter Luczak,R,183.0,AUS,28.4,6-2 6-4,3.0,R32,86.0,6.0,2.0,60.0,27.0,25.0,18.0,9.0,4.0,4.0,4.0,2.0,56.0,28.0,21.0,12.0,9.0,6.0,9.0,58.0,581.0,84.0,495.0
286,7,Vina del Mar,Movistar Open,20080128,International,Outdoor,Clay,1st Round,3,Hartfield D.,Zabaleta M.,102.0,118.0,410.0,366.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.8,1.95,1.833,1.833,1.909,2.0,1.88,1.88,2008-505,Vina del Mar,Clay,32.0,A,20080128.0,2.0,103701.0,,,Diego Hartfield,R,185.0,ARG,26.9,103151.0,,,Mariano Zabaleta,R,183.0,ARG,29.9,6-3 7-5,3.0,R32,91.0,2.0,4.0,71.0,46.0,32.0,13.0,11.0,5.0,7.0,4.0,6.0,71.0,39.0,24.0,13.0,10.0,7.0,11.0,102.0,410.0,118.0,366.0
287,7,Vina del Mar,Movistar Open,20080128,International,Outdoor,Clay,1st Round,3,Monaco J.,Lapentti N.,21.0,113.0,1450.0,379.0,2.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.12,5.5,1.17,4.67,1.167,4.5,1.177,6.15,1.18,4.6,2008-505,Vina del Mar,Clay,32.0,A,20080128.0,12.0,104338.0,3.0,,Juan Monaco,R,185.0,ARG,23.8,102839.0,,,Nicolas Lapentti,R,188.0,ECU,31.4,2-6 6-3 6-4,3.0,R32,153.0,6.0,1.0,102.0,72.0,45.0,17.0,14.0,9.0,12.0,2.0,2.0,87.0,51.0,35.0,18.0,13.0,8.0,11.0,21.0,1450.0,113.0,379.0
288,7,Vina del Mar,Movistar Open,20080129,International,Outdoor,Clay,1st Round,3,Roitman S.,Massu N.,72.0,70.0,537.0,544.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.5,2.53,1.48,2.625,1.444,2.59,1.592,2.6,1.47,2008-505,Vina del Mar,Clay,32.0,A,20080128.0,13.0,103373.0,,,Sergio Roitman,R,185.0,ARG,28.7,103454.0,8.0,,Nicolas Massu,R,183.0,CHI,28.3,6-7(3) 7-6(4) 6-3,3.0,R32,199.0,3.0,1.0,121.0,69.0,46.0,28.0,17.0,9.0,13.0,4.0,8.0,118.0,70.0,47.0,25.0,16.0,6.0,11.0,72.0,537.0,70.0,544.0
289,7,Vina del Mar,Movistar Open,20080129,International,Outdoor,Clay,1st Round,3,Granollers M.,Pashanski B.,125.0,96.0,349.0,433.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,2008-505,Vina del Mar,Clay,32.0,A,20080128.0,10.0,104719.0,,Q,Marcel Granollers,R,190.0,ESP,21.7,104081.0,,,Boris Pashanski,R,180.0,SRB,25.2,7-6(4) 6-2,3.0,R32,104.0,7.0,2.0,64.0,41.0,34.0,10.0,10.0,3.0,4.0,0.0,3.0,89.0,61.0,36.0,12.0,10.0,6.0,9.0,125.0,349.0,96.0,433.0
290,7,Vina del Mar,Movistar Open,20080129,International,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Schwank E.,171.0,160.0,245.0,266.0,6.0,4.0,1.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,7,Vina del Mar,Movistar Open,20080129,International,Outdoor,Clay,1st Round,3,Fognini F.,Chela J.I.,104.0,25.0,407.0,1355.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.15,1.65,2.375,1.533,2.53,1.613,2.38,1.55,2008-505,Vina del Mar,Clay,32.0,A,20080128.0,16.0,104926.0,,,Fabio Fognini,R,178.0,ITA,20.6,103428.0,2.0,,Juan Ignacio Chela,R,190.0,ARG,28.4,7-6(0) 6-2,3.0,R32,86.0,3.0,0.0,61.0,33.0,26.0,20.0,10.0,2.0,2.0,1.0,2.0,65.0,37.0,25.0,14.0,10.0,6.0,8.0,104.0,407.0,25.0,1355.0
292,7,Vina del Mar,Movistar Open,20080129,International,Outdoor,Clay,1st Round,3,Verdasco F.,Podlipnik H.,29.0,734.0,1050.0,21.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.03,11.0,1.04,9.25,1.063,8.0,1.05,16.0,1.02,15.0,2008-505,Vina del Mar,Clay,32.0,A,20080128.0,5.0,104269.0,4.0,,Fernando Verdasco,L,188.0,ESP,24.2,105070.0,,WC,Hans Podlipnik Castillo,R,183.0,CHI,20.0,6-4 6-3,3.0,R32,82.0,6.0,0.0,48.0,32.0,24.0,10.0,9.0,1.0,2.0,1.0,4.0,77.0,58.0,35.0,7.0,10.0,4.0,8.0,29.0,1050.0,734.0,21.0
293,7,Vina del Mar,Movistar Open,20080129,International,Outdoor,Clay,1st Round,3,Vassallo-Arguello M.,Patience O.,86.0,105.0,485.0,405.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,2.75,,,,,1.51,2.81,1.5,2.52,2008-505,Vina del Mar,Clay,32.0,A,20080128.0,11.0,103506.0,,,Martin Vassallo Arguello,R,183.0,ARG,27.9,103535.0,,,Olivier Patience,R,180.0,FRA,27.8,6-4 6-1,3.0,R32,73.0,1.0,1.0,48.0,35.0,28.0,7.0,8.0,1.0,1.0,0.0,4.0,60.0,39.0,21.0,11.0,9.0,6.0,10.0,86.0,485.0,105.0,405.0
