,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
21,1,Brisbane,Brisbane International,20100601,ATP250,Outdoor,Hard,2nd Round,3,Bellucci T.,Levy H.,36.0,119.0,1021.0,461.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,2.75,1.42,2.75,1.444,2.625,1.5,2.83,1.444,2.625,,,,,2010-339,Brisbane,Hard,32.0,A,20100103.0,20.0,105064.0,8.0,,Thomaz Bellucci,L,188.0,BRA,22.0,103248.0,,,Harel Levy,R,185.0,ISR,31.4,6-4 4-6 6-4,3.0,R16,120.0,7.0,1.0,86.0,53.0,42.0,20.0,15.0,3.0,4.0,6.0,1.0,79.0,42.0,39.0,18.0,15.0,3.0,5.0,36.0,1021.0,119.0,461.0
22,1,Brisbane,Brisbane International,20100601,ATP250,Outdoor,Hard,2nd Round,3,Monfils G.,Serra F.,13.0,65.0,2610.0,665.0,6.0,7.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.16,4.5,1.2,4.25,1.222,4.0,1.211,5.17,1.2,4.0,,,,,2010-339,Brisbane,Hard,32.0,A,20100103.0,22.0,104792.0,3.0,,Gael Monfils,R,193.0,FRA,23.3,103722.0,,,Florent Serra,R,180.0,FRA,28.8,6-7(5) 7-6(5) 6-1,3.0,R16,139.0,16.0,6.0,101.0,53.0,41.0,23.0,15.0,4.0,7.0,9.0,3.0,114.0,72.0,49.0,17.0,16.0,7.0,13.0,13.0,2610.0,65.0,665.0
23,1,Brisbane,Brisbane International,20100601,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Baghdatis M.,20.0,42.0,1655.0,945.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.75,2.05,1.8,1.909,1.935,1.99,1.727,2.0,,,,,2010-339,Brisbane,Hard,32.0,A,20100103.0,19.0,104607.0,4.0,,Tomas Berdych,R,196.0,CZE,24.2,104571.0,,,Marcos Baghdatis,R,183.0,CYP,24.5,6-0 6-1,3.0,R16,66.0,0.0,0.0,46.0,23.0,16.0,16.0,7.0,3.0,3.0,1.0,3.0,36.0,13.0,7.0,6.0,6.0,2.0,7.0,20.0,1655.0,42.0,945.0
24,1,Brisbane,Brisbane International,20100701,ATP250,Outdoor,Hard,Quarterfinals,3,Stepanek R.,Odesnik W.,12.0,105.0,2625.0,521.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.23,3.89,1.2,4.33,1.222,4.96,1.222,3.75,,,,,2010-339,Brisbane,Hard,32.0,A,20100103.0,28.0,103285.0,2.0,,Radek Stepanek,R,185.0,CZE,31.1,104639.0,,,Wayne Odesnik,L,180.0,USA,24.1,7-6(2) 6-1,3.0,QF,100.0,7.0,4.0,61.0,33.0,24.0,17.0,9.0,1.0,2.0,3.0,3.0,69.0,40.0,25.0,11.0,10.0,6.0,10.0,12.0,2625.0,105.0,521.0
25,1,Brisbane,Brisbane International,20100701,ATP250,Outdoor,Hard,Quarterfinals,3,Monfils G.,Blake J.,13.0,44.0,2610.0,935.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.25,1.67,2.1,1.667,2.1,1.667,2.38,1.615,2.2,,,,,2010-339,Brisbane,Hard,32.0,A,20100103.0,27.0,104792.0,3.0,,Gael Monfils,R,193.0,FRA,23.3,103484.0,,,James Blake,R,185.0,USA,30.0,3-6 6-3 6-4,3.0,QF,104.0,13.0,4.0,90.0,55.0,41.0,18.0,14.0,7.0,9.0,4.0,5.0,88.0,50.0,38.0,17.0,14.0,3.0,6.0,13.0,2610.0,44.0,935.0
26,1,Brisbane,Brisbane International,20100801,ATP250,Outdoor,Hard,Quarterfinals,3,Berdych T.,Bellucci T.,20.0,36.0,1655.0,1021.0,7.0,6.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.22,4.0,1.23,3.89,1.222,4.0,1.322,3.8,1.222,3.75,,,,,2010-339,Brisbane,Hard,32.0,A,20100103.0,26.0,104607.0,4.0,,Tomas Berdych,R,196.0,CZE,24.2,105064.0,8.0,,Thomaz Bellucci,L,188.0,BRA,22.0,7-6(4) 2-6 7-6(3),3.0,QF,162.0,12.0,2.0,99.0,59.0,45.0,23.0,16.0,3.0,6.0,8.0,5.0,113.0,62.0,46.0,27.0,16.0,2.0,3.0,20.0,1655.0,36.0,1021.0
27,1,Brisbane,Brisbane International,20100801,ATP250,Outdoor,Hard,Quarterfinals,3,Roddick A.,Gasquet R.,7.0,52.0,4410.0,850.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.3,3.4,1.286,3.5,1.293,4.06,1.333,3.0,,,,,2010-339,Brisbane,Hard,32.0,A,20100103.0,25.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,27.3,104755.0,,,Richard Gasquet,R,185.0,FRA,23.5,6-3 7-6(5),3.0,QF,85.0,16.0,1.0,60.0,45.0,39.0,10.0,11.0,0.0,0.0,6.0,2.0,67.0,38.0,31.0,14.0,10.0,7.0,8.0,7.0,4410.0,52.0,850.0
28,1,Brisbane,Brisbane International,20100901,ATP250,Outdoor,Hard,Semifinals,3,Stepanek R.,Monfils G.,12.0,13.0,2625.0,2610.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.05,1.7,2.1,1.67,2.35,1.685,2.0,1.727,,,,,2010-339,Brisbane,Hard,32.0,A,20100103.0,30.0,103285.0,2.0,,Radek Stepanek,R,185.0,CZE,31.1,104792.0,3.0,,Gael Monfils,R,193.0,FRA,23.3,6-2 6-1,3.0,SF,61.0,3.0,0.0,50.0,31.0,20.0,15.0,8.0,1.0,1.0,1.0,3.0,45.0,27.0,14.0,7.0,7.0,3.0,7.0,12.0,2625.0,13.0,2610.0
29,1,Brisbane,Brisbane International,20100901,ATP250,Outdoor,Hard,Semifinals,3,Roddick A.,Berdych T.,7.0,20.0,4410.0,1655.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.4,1.38,2.91,1.364,3.0,1.357,3.54,1.364,3.0,,,,,2010-339,Brisbane,Hard,32.0,A,20100103.0,29.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,27.3,104607.0,4.0,,Tomas Berdych,R,196.0,CZE,24.2,1-6 6-3 6-4,3.0,SF,128.0,7.0,1.0,81.0,60.0,43.0,11.0,13.0,4.0,6.0,12.0,2.0,88.0,43.0,34.0,21.0,13.0,10.0,12.0,7.0,4410.0,20.0,1655.0
30,1,Brisbane,Brisbane International,20101001,ATP250,Outdoor,Hard,The Final,3,Roddick A.,Stepanek R.,7.0,12.0,4410.0,2625.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.87,1.42,2.75,1.4,2.75,1.439,3.08,1.444,2.625,,,,,2010-339,Brisbane,Hard,32.0,A,20100103.0,31.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,27.3,103285.0,2.0,,Radek Stepanek,R,185.0,CZE,31.1,7-6(2) 7-6(7),3.0,F,125.0,7.0,1.0,83.0,64.0,45.0,13.0,12.0,3.0,5.0,5.0,8.0,95.0,56.0,38.0,21.0,12.0,6.0,8.0,7.0,4410.0,12.0,2625.0
31,2,Chennai,Chennai Open,20100401,ATP250,Outdoor,Hard,1st Round,3,Cilic M.,Kunitsyn I.,14.0,104.0,2430.0,525.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.12,5.5,1.13,5.5,1.14,5.0,1.151,6.63,1.125,5.5,,,,,2010-891,Chennai,Hard,32.0,A,20100104.0,16.0,105227.0,2.0,,Marin Cilic,R,198.0,CRO,21.2,103857.0,,,Igor Kunitsyn,R,180.0,RUS,28.2,6-2 6-4,3.0,R32,73.0,8.0,1.0,48.0,33.0,28.0,9.0,9.0,0.0,0.0,1.0,2.0,65.0,33.0,27.0,8.0,9.0,5.0,8.0,14.0,2430.0,104.0,525.0
32,2,Chennai,Chennai Open,20100401,ATP250,Outdoor,Hard,1st Round,3,Hajek J.,Greul S.,103.0,59.0,526.0,739.0,3.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,2.62,1.44,2.45,1.5,2.5,1.5,2.75,1.524,2.5,1.5,,,,,2010-891,Chennai,Hard,32.0,A,20100104.0,13.0,104225.0,,,Jan Hajek,R,180.0,CZE,26.4,103752.0,6.0,,Simon Greul,R,185.0,GER,28.7,3-6 6-2 6-4,3.0,R32,107.0,2.0,0.0,77.0,50.0,37.0,14.0,13.0,1.0,3.0,7.0,2.0,91.0,55.0,40.0,13.0,14.0,6.0,10.0,103.0,526.0,59.0,739.0
33,2,Chennai,Chennai Open,20100401,ATP250,Outdoor,Hard,1st Round,3,Giraldo S.,Phau B.,107.0,111.0,516.0,496.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.72,1.95,1.8,1.909,1.8,2.14,1.813,1.909,1.8,,,,,2010-891,Chennai,Hard,32.0,A,20100104.0,14.0,105053.0,,,Santiago Giraldo,R,188.0,COL,22.1,103451.0,,,Bjorn Phau,R,175.0,GER,30.2,6-4 6-7(6) 6-3,3.0,R32,123.0,6.0,2.0,98.0,52.0,42.0,25.0,16.0,2.0,4.0,4.0,3.0,88.0,45.0,32.0,24.0,15.0,1.0,5.0,107.0,516.0,111.0,496.0
34,2,Chennai,Chennai Open,20100401,ATP250,Outdoor,Hard,1st Round,3,Tipsarevic J.,Moya C.,38.0,446.0,1015.0,75.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.85,1.444,2.625,1.433,3.11,1.4,2.75,,,,,2010-891,Chennai,Hard,32.0,A,20100104.0,12.0,104386.0,4.0,,Janko Tipsarevic,R,180.0,SRB,25.5,102845.0,,WC,Carlos Moya,R,190.0,ESP,33.3,6-3 7-6(2),3.0,R32,92.0,3.0,1.0,61.0,35.0,29.0,17.0,11.0,0.0,1.0,3.0,3.0,61.0,38.0,27.0,10.0,10.0,2.0,4.0,38.0,1015.0,446.0,75.0
35,2,Chennai,Chennai Open,20100401,ATP250,Outdoor,Hard,1st Round,3,De Bakker T.,Ram R.,96.0,79.0,541.0,590.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.9,1.8,1.95,1.8,1.833,1.833,2.11,1.833,1.833,1.833,,,,,2010-891,Chennai,Hard,32.0,A,20100104.0,9.0,105217.0,,,Thiemo De Bakker,R,193.0,NED,21.2,104330.0,8.0,,Rajeev Ram,R,193.0,USA,25.7,6-1 6-1,3.0,R32,60.0,3.0,0.0,42.0,29.0,24.0,8.0,7.0,3.0,3.0,7.0,2.0,58.0,36.0,21.0,6.0,7.0,10.0,15.0,96.0,541.0,79.0,590.0
