,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
10,1,Brisbane,Brisbane International,20130101,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Ebden M.,46.0,105.0,868.0,529.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.55,2.35,1.53,2.38,1.65,2.36,1.53,2.38,1.67,2.4,1.59,2.29,2013-339,Brisbane,Hard,28.0,A,20121230.0,11.0,105676.0,,,David Goffin,R,180.0,BEL,22.0,105051.0,,WC,Matthew Ebden,R,188.0,AUS,25.0,6-2 6-2,3.0,R32,55.0,2.0,2.0,43.0,28.0,22.0,11.0,8.0,2.0,2.0,1.0,4.0,40.0,18.0,9.0,11.0,8.0,0.0,4.0,46.0,868.0,105.0,529.0
11,1,Brisbane,Brisbane International,20130101,ATP250,Outdoor,Hard,1st Round,3,Hewitt L.,Kunitsyn I.,83.0,162.0,625.0,339.0,6.0,3.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.2,4.33,1.17,4.65,1.22,4.0,1.28,4.02,1.2,4.0,1.28,4.65,1.22,4.07,2013-339,Brisbane,Hard,28.0,A,20121230.0,2.0,103720.0,,WC,Lleyton Hewitt,R,180.0,AUS,31.8,103857.0,,LL,Igor Kunitsyn,R,180.0,RUS,31.2,6-3 4-6 6-2,3.0,R32,124.0,8.0,2.0,69.0,34.0,29.0,21.0,13.0,1.0,2.0,7.0,5.0,99.0,53.0,37.0,19.0,14.0,6.0,10.0,83.0,625.0,162.0,339.0
12,1,Brisbane,Brisbane International,20130201,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Falla A.,16.0,54.0,2165.0,809.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.29,4.01,1.22,3.75,1.29,4.6,1.26,3.73,2013-339,Brisbane,Hard,28.0,A,20121230.0,18.0,104468.0,3.0,,Gilles Simon,R,183.0,FRA,28.0,104268.0,,,Alejandro Falla,L,185.0,COL,29.1,7-6(5) 7-6(5),3.0,R16,132.0,5.0,1.0,89.0,43.0,28.0,28.0,12.0,6.0,9.0,6.0,2.0,76.0,43.0,27.0,20.0,12.0,1.0,4.0,16.0,2165.0,54.0,809.0
13,1,Brisbane,Brisbane International,20130201,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Mayer F.,36.0,28.0,1070.0,1215.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.5,1.57,2.25,1.52,2.73,1.53,2.38,1.57,3.2,1.51,2.5,2013-339,Brisbane,Hard,28.0,A,20121230.0,17.0,104571.0,,,Marcos Baghdatis,R,183.0,CYP,27.5,104252.0,6.0,,Florian Mayer,R,190.0,GER,29.2,6-4 6-2,3.0,R16,71.0,15.0,2.0,55.0,35.0,29.0,9.0,9.0,4.0,5.0,1.0,0.0,65.0,40.0,24.0,11.0,9.0,6.0,10.0,36.0,1070.0,28.0,1215.0
14,1,Brisbane,Brisbane International,20130201,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Robredo T.,19.0,114.0,1830.0,495.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.29,3.5,1.27,4.18,1.25,3.5,1.29,5.1,1.25,3.84,2013-339,Brisbane,Hard,28.0,A,20121230.0,16.0,105453.0,5.0,,Kei Nishikori,R,178.0,JPN,23.0,103990.0,,,Tommy Robredo,R,180.0,ESP,30.6,6-3 6-3,3.0,R16,86.0,1.0,1.0,53.0,34.0,25.0,13.0,9.0,0.0,0.0,4.0,2.0,60.0,29.0,20.0,14.0,9.0,8.0,11.0,19.0,1830.0,114.0,495.0
15,1,Brisbane,Brisbane International,20130201,ATP250,Outdoor,Hard,2nd Round,3,Dolgopolov O.,Nieminen J.,18.0,41.0,1855.0,927.0,6.0,2.0,4.0,1.0,,,,,,,1.0,0.0,Retired,1.44,2.62,1.5,2.5,1.5,2.5,1.55,2.64,1.53,2.38,1.57,2.73,1.49,2.52,2013-339,Brisbane,Hard,28.0,A,20121230.0,15.0,105238.0,4.0,,Alexandr Dolgopolov,R,180.0,UKR,24.1,103813.0,,,Jarkko Nieminen,L,185.0,FIN,31.4,6-2 4-1 RET,3.0,R16,54.0,6.0,0.0,36.0,22.0,17.0,10.0,6.0,0.0,0.0,0.0,1.0,43.0,28.0,12.0,7.0,7.0,5.0,9.0,18.0,1855.0,41.0,927.0
16,1,Brisbane,Brisbane International,20130301,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Raonic M.,48.0,13.0,866.0,2380.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.65,1.45,2.75,1.4,2.83,1.49,2.75,1.4,3.5,1.5,2.73,1.43,2013-339,Brisbane,Hard,28.0,A,20121230.0,20.0,105777.0,,,Grigor Dimitrov,R,188.0,BUL,21.6,105683.0,2.0,,Milos Raonic,R,196.0,CAN,22.0,6-3 6-4,3.0,R16,61.0,10.0,4.0,52.0,26.0,26.0,15.0,10.0,2.0,2.0,4.0,2.0,43.0,24.0,21.0,11.0,9.0,1.0,3.0,48.0,866.0,13.0,2380.0
17,1,Brisbane,Brisbane International,20130301,ATP250,Outdoor,Hard,2nd Round,3,Melzer J.,Goffin D.,29.0,46.0,1177.0,868.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.25,1.6,2.2,1.62,2.41,1.64,2.2,1.62,2.88,1.67,2.23,1.62,2013-339,Brisbane,Hard,28.0,A,20121230.0,19.0,103781.0,7.0,,Jurgen Melzer,L,183.0,AUT,31.6,105676.0,,,David Goffin,R,180.0,BEL,22.0,6-4 7-6(4),3.0,R16,88.0,7.0,2.0,76.0,50.0,37.0,16.0,11.0,2.0,2.0,6.0,4.0,71.0,45.0,33.0,15.0,11.0,3.0,4.0,29.0,1177.0,46.0,868.0
18,1,Brisbane,Brisbane International,20130301,ATP250,Outdoor,Hard,2nd Round,3,Istomin D.,Hewitt L.,43.0,83.0,897.0,625.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.83,1.83,2.0,1.75,1.83,1.83,1.96,1.94,1.9,1.9,2.05,2.04,1.93,1.82,2013-339,Brisbane,Hard,28.0,A,20121230.0,14.0,104797.0,,,Denis Istomin,R,188.0,UZB,26.3,103720.0,,WC,Lleyton Hewitt,R,180.0,AUS,31.8,7-5 7-5,3.0,R16,105.0,11.0,2.0,73.0,51.0,42.0,9.0,12.0,4.0,5.0,3.0,1.0,84.0,48.0,30.0,19.0,12.0,9.0,12.0,43.0,897.0,83.0,625.0
19,1,Brisbane,Brisbane International,20130301,ATP250,Outdoor,Hard,2nd Round,3,Murray A.,Millman J.,3.0,199.0,8000.0,239.0,6.0,1.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.02,17.0,1.02,12.0,1.04,9.0,1.03,17.5,1.03,10.0,1.04,23.75,1.03,13.63,2013-339,Brisbane,Hard,28.0,A,20121230.0,13.0,104918.0,1.0,,Andy Murray,R,190.0,GBR,25.6,105357.0,,Q,John Millman,R,183.0,AUS,23.5,6-1 5-7 6-3,3.0,R16,126.0,7.0,3.0,98.0,70.0,49.0,13.0,14.0,8.0,10.0,2.0,5.0,82.0,47.0,33.0,15.0,14.0,6.0,11.0,3.0,8000.0,199.0,239.0
20,1,Brisbane,Brisbane International,20130401,ATP250,Outdoor,Hard,Quarterfinals,3,Baghdatis M.,Simon G.,36.0,16.0,1070.0,2165.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.15,,,1.7,2.32,1.67,2.2,2.0,2.52,1.66,2.18,2013-339,Brisbane,Hard,28.0,A,20121230.0,23.0,104571.0,,,Marcos Baghdatis,R,183.0,CYP,27.5,104468.0,3.0,,Gilles Simon,R,183.0,FRA,28.0,6-3 6-4,3.0,QF,82.0,6.0,2.0,62.0,32.0,25.0,16.0,10.0,4.0,5.0,3.0,2.0,52.0,32.0,19.0,11.0,9.0,3.0,6.0,36.0,1070.0,16.0,2165.0
21,1,Brisbane,Brisbane International,20130401,ATP250,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Dolgopolov O.,19.0,18.0,1830.0,1855.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.65,2.15,1.73,2.0,1.7,2.31,1.67,2.25,1.73,2.35,1.65,2.18,2013-339,Brisbane,Hard,28.0,A,20121230.0,22.0,105453.0,5.0,,Kei Nishikori,R,178.0,JPN,23.0,105238.0,4.0,,Alexandr Dolgopolov,R,180.0,UKR,24.1,6-4 7-6(3),3.0,QF,87.0,5.0,0.0,63.0,39.0,31.0,16.0,11.0,2.0,3.0,4.0,0.0,72.0,43.0,29.0,18.0,11.0,2.0,4.0,19.0,1830.0,18.0,1855.0
22,1,Brisbane,Brisbane International,20130401,ATP250,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Melzer J.,48.0,29.0,866.0,1177.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.8,,,1.43,3.14,1.44,2.75,1.5,3.25,1.43,2.77,2013-339,Brisbane,Hard,28.0,A,20121230.0,24.0,105777.0,,,Grigor Dimitrov,R,188.0,BUL,21.6,103781.0,7.0,,Jurgen Melzer,L,183.0,AUT,31.6,6-3 6-2,3.0,QF,59.0,17.0,1.0,62.0,39.0,33.0,11.0,9.0,4.0,4.0,5.0,2.0,40.0,32.0,17.0,4.0,8.0,0.0,3.0,48.0,866.0,29.0,1177.0
23,1,Brisbane,Brisbane International,20130401,ATP250,Outdoor,Hard,Quarterfinals,3,Murray A.,Istomin D.,3.0,43.0,8000.0,897.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.11,6.0,,,1.11,8.36,1.1,7.0,1.12,8.4,1.1,6.71,2013-339,Brisbane,Hard,28.0,A,20121230.0,21.0,104918.0,1.0,,Andy Murray,R,190.0,GBR,25.6,104797.0,,,Denis Istomin,R,188.0,UZB,26.3,6-4 7-6(3),3.0,QF,97.0,4.0,2.0,71.0,46.0,38.0,16.0,11.0,2.0,2.0,7.0,1.0,70.0,39.0,27.0,19.0,11.0,0.0,1.0,3.0,8000.0,43.0,897.0
24,1,Brisbane,Brisbane International,20130501,ATP250,Outdoor,Hard,Semifinals,3,Dimitrov G.,Baghdatis M.,48.0,36.0,866.0,1070.0,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.0,1.8,1.95,,,1.88,2.04,1.8,2.0,1.88,2.12,1.78,1.98,2013-339,Brisbane,Hard,28.0,A,20121230.0,26.0,105777.0,,,Grigor Dimitrov,R,188.0,BUL,21.6,104571.0,,,Marcos Baghdatis,R,183.0,CYP,27.5,6-3 5-7 7-6(5),3.0,SF,149.0,12.0,3.0,113.0,72.0,57.0,21.0,17.0,7.0,9.0,4.0,3.0,113.0,69.0,53.0,21.0,16.0,6.0,8.0,48.0,866.0,36.0,1070.0
25,1,Brisbane,Brisbane International,20130501,ATP250,Outdoor,Hard,Semifinals,3,Murray A.,Nishikori K.,3.0,19.0,8000.0,1830.0,6.0,4.0,2.0,0.0,,,,,,,1.0,0.0,Retired,1.18,4.5,1.16,4.75,,,1.26,4.47,1.17,5.0,1.27,5.0,1.2,4.44,2013-339,Brisbane,Hard,28.0,A,20121230.0,25.0,104918.0,1.0,,Andy Murray,R,190.0,GBR,25.6,105453.0,5.0,,Kei Nishikori,R,178.0,JPN,23.0,6-4 2-0 RET,3.0,SF,45.0,4.0,1.0,30.0,21.0,17.0,5.0,6.0,1.0,2.0,1.0,0.0,34.0,18.0,10.0,7.0,6.0,2.0,5.0,3.0,8000.0,19.0,1830.0
26,1,Brisbane,Brisbane International,20130601,ATP250,Outdoor,Hard,The Final,3,Murray A.,Dimitrov G.,3.0,48.0,8000.0,866.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,5.0,1.17,5.0,1.16,6.27,1.17,5.0,1.18,6.7,1.16,5.23,2013-339,Brisbane,Hard,28.0,A,20121230.0,27.0,104918.0,1.0,,Andy Murray,R,190.0,GBR,25.6,105777.0,,,Grigor Dimitrov,R,188.0,BUL,21.6,7-6(0) 6-4,3.0,F,91.0,7.0,4.0,73.0,53.0,38.0,11.0,11.0,3.0,5.0,3.0,2.0,62.0,38.0,24.0,14.0,11.0,1.0,4.0,3.0,8000.0,48.0,866.0
27,2,Chennai,Chennai Open,20121231,ATP250,Outdoor,Hard,1st Round,3,Soeda G.,Donskoy E.,60.0,81.0,758.0,637.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.9,1.8,1.87,1.87,1.8,1.91,1.99,1.9,2.0,1.73,2.0,2.05,1.88,1.86,2013-891,Chennai,Hard,28.0,A,20121231.0,10.0,104424.0,8.0,,Go Soeda,R,178.0,JPN,28.3,105539.0,,,Evgeny Donskoy,R,185.0,RUS,22.6,6-1 6-2,3.0,R32,59.0,1.0,1.0,45.0,20.0,16.0,17.0,8.0,2.0,2.0,5.0,3.0,37.0,18.0,12.0,5.0,7.0,0.0,4.0,60.0,758.0,81.0,637.0
28,2,Chennai,Chennai Open,20121231,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Sousa J.,86.0,101.0,583.0,546.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,2.8,1.4,2.75,1.43,3.03,1.4,2.75,1.43,3.5,1.38,2.91,2013-891,Chennai,Hard,28.0,A,20121231.0,8.0,105379.0,,,Aljaz Bedene,R,181.0,SLO,23.4,105311.0,,,Joao Sousa,R,185.0,POR,23.7,6-3 6-2,3.0,R32,74.0,6.0,2.0,52.0,34.0,27.0,11.0,8.0,1.0,1.0,0.0,2.0,58.0,37.0,16.0,14.0,9.0,3.0,7.0,86.0,583.0,101.0,546.0
29,2,Chennai,Chennai Open,20121231,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Bhambri Y.,56.0,217.0,780.0,220.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.28,4.08,1.29,3.25,1.29,5.1,1.25,3.81,2013-891,Chennai,Hard,28.0,A,20121231.0,7.0,104898.0,6.0,,Robin Haase,R,190.0,NED,25.7,106026.0,,WC,Yuki Bhambri,R,183.0,IND,20.4,7-5 6-3,3.0,R32,85.0,4.0,3.0,68.0,50.0,39.0,10.0,11.0,4.0,4.0,8.0,3.0,58.0,39.0,27.0,9.0,10.0,5.0,7.0,56.0,780.0,217.0,220.0
30,2,Chennai,Chennai Open,20121231,ATP250,Outdoor,Hard,1st Round,3,Roger-Vasselin E.,Kuznetsov An.,102.0,78.0,545.0,660.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.6,2.25,1.62,2.2,1.63,2.4,1.62,2.2,1.65,2.5,1.6,2.27,2013-891,Chennai,Hard,28.0,A,20121231.0,12.0,104273.0,,,Edouard Roger Vasselin,R,188.0,FRA,29.0,105723.0,,,Andrey Kuznetsov,R,185.0,RUS,21.8,6-3 6-4,3.0,R32,81.0,2.0,0.0,65.0,42.0,29.0,14.0,10.0,2.0,3.0,3.0,2.0,65.0,39.0,24.0,13.0,9.0,5.0,8.0,102.0,545.0,78.0,660.0
31,2,Chennai,Chennai Open,20130101,ATP250,Outdoor,Hard,1st Round,3,Bachinger M.,Lu Y.H.,123.0,59.0,462.0,759.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.36,2.8,1.4,3.0,1.36,3.01,1.43,2.75,1.4,4.1,1.44,2.93,1.38,2013-891,Chennai,Hard,28.0,A,20121231.0,3.0,104897.0,,,Matthias Bachinger,R,188.0,GER,25.7,104229.0,7.0,,Yen Hsun Lu,R,180.0,TPE,29.3,6-4 3-6 6-4,3.0,R32,129.0,6.0,7.0,100.0,62.0,40.0,21.0,15.0,10.0,12.0,7.0,2.0,82.0,50.0,38.0,18.0,14.0,6.0,8.0,123.0,462.0,59.0,759.0
32,2,Chennai,Chennai Open,20130101,ATP250,Outdoor,Hard,1st Round,3,Stebe C-M.,Sijsling I.,177.0,68.0,295.0,712.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.5,1.5,2.62,1.44,2.55,1.57,2.63,1.44,2.92,1.57,2.51,1.5,2013-891,Chennai,Hard,28.0,A,20121231.0,9.0,105649.0,,Q,Cedrik Marcel Stebe,L,183.0,GER,22.2,104997.0,,,Igor Sijsling,R,190.0,NED,25.3,6-4 6-4,3.0,R32,85.0,4.0,2.0,74.0,48.0,35.0,15.0,10.0,4.0,4.0,9.0,1.0,60.0,35.0,26.0,13.0,10.0,2.0,4.0,177.0,295.0,68.0,712.0
33,2,Chennai,Chennai Open,20130101,ATP250,Outdoor,Hard,1st Round,3,Amritraj P.,Rufin G.,549.0,92.0,51.0,574.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.4,2.65,1.45,2.75,1.4,2.94,1.45,2.63,1.44,3.15,1.49,2.76,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2,Chennai,Chennai Open,20130101,ATP250,Outdoor,Hard,1st Round,3,Bautista R.,Kavcic B.,80.0,94.0,648.0,569.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.55,2.35,1.5,2.5,1.53,2.67,1.53,2.38,1.57,2.7,1.51,2.49,2013-891,Chennai,Hard,28.0,A,20121231.0,2.0,105138.0,,,Roberto Bautista Agut,R,183.0,ESP,24.7,104882.0,,,Blaz Kavcic,R,188.0,SLO,25.8,7-6(6) 6-2,3.0,R32,134.0,2.0,2.0,76.0,55.0,34.0,9.0,10.0,4.0,7.0,4.0,4.0,85.0,45.0,29.0,13.0,10.0,11.0,16.0,80.0,648.0,94.0,569.0
35,2,Chennai,Chennai Open,20130101,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Cipolla F.,47.0,95.0,867.0,568.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.65,1.44,2.62,1.56,2.57,1.44,2.63,1.56,2.77,1.47,2.6,2013-891,Chennai,Hard,28.0,A,20121231.0,6.0,105332.0,5.0,,Benoit Paire,R,196.0,FRA,23.6,104262.0,,,Flavio Cipolla,R,173.0,ITA,29.1,6-3 6-4,3.0,R32,78.0,6.0,4.0,67.0,33.0,27.0,14.0,10.0,2.0,3.0,2.0,2.0,57.0,41.0,26.0,7.0,9.0,3.0,6.0,47.0,867.0,95.0,568.0
