,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
608,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,2nd Round,3,Dupuis A.,Nieminen J.,82,68,2.0,6.0,7.0,6.0,6.0,1.0,,,,,2,1,Completed,,,2.1,1.65,2.1,1.6,2.0,1.55,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,20.0,102179.0,,,Antony Dupuis,R,185.0,FRA,29.0,103813.0,7.0,,Jarkko Nieminen,L,185.0,FIN,20.6,2-6 7-6(7) 6-1,3.0,R16,107.0,7.0,1.0,91.0,54.0,41.0,20.0,14.0,5.0,8.0,3.0,0.0,83.0,57.0,39.0,14.0,13.0,3.0,6.0,82.0,481.0,68.0,567.0
609,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,2nd Round,3,Gambill J.M.,Fish M.,23,134,6.0,3.0,6.0,7.0,6.0,1.0,,,,,2,1,Completed,,,1.33,3.1,1.28,3.1,1.25,3.0,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,24.0,102998.0,2.0,,Jan Michael Gambill,R,190.0,USA,24.7,103888.0,,WC,Mardy Fish,R,188.0,USA,20.2,6-3 6-7(2) 6-1,3.0,R16,105.0,14.0,5.0,80.0,41.0,36.0,22.0,15.0,1.0,2.0,8.0,1.0,81.0,55.0,35.0,13.0,13.0,7.0,11.0,23.0,1265.0,134.0,299.0
610,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,2nd Round,3,Llodra M.,Hipfl M.,113,74,6.0,3.0,6.0,4.0,,,,,,,2,0,Completed,,,1.6,2.2,1.6,2.1,1.5,2.1,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,18.0,103566.0,,,Michael Llodra,L,190.0,FRA,21.7,103182.0,8.0,,Markus Hipfl,R,178.0,AUT,23.8,6-3 6-4,3.0,R16,66.0,7.0,3.0,54.0,30.0,25.0,14.0,10.0,0.0,1.0,3.0,1.0,59.0,34.0,21.0,13.0,9.0,6.0,9.0,113.0,350.0,74.0,535.0
611,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,2nd Round,3,Lopez F.,Russell M.,144,92,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2,1,Completed,,,1.85,1.85,1.85,1.75,1.8,1.7,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,19.0,103852.0,,Q,Feliciano Lopez,L,188.0,ESP,20.4,103188.0,,,Michael Russell,R,173.0,USA,23.8,4-6 6-3 6-4,3.0,R16,101.0,15.0,2.0,87.0,60.0,51.0,13.0,15.0,5.0,6.0,3.0,0.0,80.0,61.0,40.0,15.0,14.0,3.0,5.0,144.0,275.0,92.0,445.0
612,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,2nd Round,3,Roddick A.,Lee H.T.,13,93,7.0,5.0,6.0,2.0,,,,,,,2,0,Completed,,,1.14,4.75,1.1,5.2,1.15,3.8,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,17.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,19.5,102703.0,,,Hyung Taik Lee,R,180.0,KOR,26.1,7-5 6-2,3.0,R16,64.0,10.0,5.0,55.0,32.0,27.0,12.0,10.0,2.0,3.0,4.0,2.0,56.0,30.0,18.0,14.0,10.0,4.0,8.0,13.0,1913.0,93.0,435.0
613,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,2nd Round,3,Sa A.,Burgsmuller L.,88,79,7.0,6.0,7.0,5.0,,,,,,,2,0,Completed,,,1.95,1.75,1.75,1.85,1.8,1.7,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,23.0,102987.0,,,Andre Sa,R,185.0,BRA,24.8,102694.0,6.0,,Lars Burgsmuller,R,183.0,GER,26.2,7-6(6) 7-5,3.0,R16,107.0,2.0,1.0,74.0,52.0,28.0,14.0,12.0,2.0,7.0,1.0,3.0,81.0,40.0,25.0,14.0,12.0,5.0,11.0,88.0,461.0,79.0,492.0
614,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,2nd Round,3,Sanguinetti D.,Pless K.,60,75,6.0,3.0,6.0,2.0,,,,,,,2,0,Completed,,,1.6,2.2,1.52,2.25,1.5,2.1,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,21.0,102106.0,5.0,,Davide Sanguinetti,R,188.0,ITA,29.5,103709.0,,,Kristian Pless,R,188.0,DEN,21.0,6-3 6-2,3.0,R16,46.0,8.0,1.0,44.0,28.0,23.0,10.0,9.0,0.0,1.0,3.0,2.0,50.0,33.0,19.0,6.0,8.0,4.0,8.0,60.0,614.0,75.0,534.0
615,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Massu N.,72,56,2.0,1.0,,,,,,,,,0,0,Retired,,,1.85,1.85,1.78,1.85,1.75,1.75,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,22.0,103387.0,,,Paradorn Srichaphan,R,185.0,THA,22.7,103454.0,4.0,,Nicolas Massu,R,183.0,CHI,22.3,2-1 RET,3.0,R16,12.0,2.0,0.0,8.0,7.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,0.0,2.0,0.0,0.0,72.0,540.0,56.0,660.0
616,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,Quarterfinals,3,Dupuis A.,Lopez F.,82,144,7.0,6.0,7.0,6.0,,,,,,,2,0,Completed,,,1.6,2.2,1.55,2.15,1.5,2.1,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,26.0,102179.0,,,Antony Dupuis,R,185.0,FRA,29.0,103852.0,,Q,Feliciano Lopez,L,188.0,ESP,20.4,7-6(2) 7-6(3),3.0,QF,98.0,2.0,4.0,77.0,42.0,36.0,21.0,12.0,3.0,4.0,8.0,1.0,69.0,41.0,32.0,17.0,12.0,0.0,1.0,82.0,481.0,144.0,275.0
617,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,Quarterfinals,3,Gambill J.M.,Sa A.,23,88,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2,1,Completed,,,1.36,2.9,1.35,2.75,1.3,2.7,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,28.0,102998.0,2.0,,Jan Michael Gambill,R,190.0,USA,24.7,102987.0,,,Andre Sa,R,185.0,BRA,24.8,6-7(4) 6-4 6-4,3.0,QF,159.0,18.0,7.0,113.0,61.0,46.0,24.0,16.0,5.0,8.0,2.0,5.0,121.0,76.0,47.0,24.0,16.0,7.0,12.0,23.0,1265.0,88.0,461.0
618,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,Quarterfinals,3,Roddick A.,Llodra M.,13,113,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2,1,Completed,,,,,,,,,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,25.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,19.5,103566.0,,,Michael Llodra,L,190.0,FRA,21.7,4-6 6-4 6-4,3.0,QF,101.0,10.0,1.0,87.0,61.0,49.0,11.0,15.0,1.0,2.0,9.0,4.0,103.0,68.0,49.0,18.0,15.0,9.0,11.0,13.0,1913.0,113.0,350.0
619,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,Quarterfinals,3,Sanguinetti D.,Srichaphan P.,60,72,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2,1,Completed,,,,,,,,,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,27.0,102106.0,5.0,,Davide Sanguinetti,R,188.0,ITA,29.5,103387.0,,,Paradorn Srichaphan,R,185.0,THA,22.7,6-4 3-6 6-3,3.0,QF,114.0,8.0,1.0,92.0,51.0,40.0,21.0,14.0,7.0,9.0,3.0,1.0,93.0,39.0,30.0,27.0,14.0,8.0,11.0,60.0,614.0,72.0,540.0
620,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,Semifinals,3,Roddick A.,Dupuis A.,13,82,7.0,6.0,6.0,4.0,,,,,,,2,0,Completed,,,1.16,4.5,1.15,4.25,1.15,3.8,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,29.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,19.5,102179.0,,,Antony Dupuis,R,185.0,FRA,29.0,7-6(4) 6-4,3.0,SF,92.0,10.0,1.0,66.0,42.0,35.0,17.0,11.0,2.0,3.0,9.0,2.0,80.0,43.0,34.0,19.0,11.0,6.0,8.0,13.0,1913.0,82.0,481.0
621,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,Semifinals,3,Sanguinetti D.,Gambill J.M.,60,23,7.0,6.0,6.0,3.0,,,,,,,2,0,Completed,,,2.2,1.6,2.1,1.6,2.1,1.5,,,2002-499,Delray Beach,Hard,32.0,A,20020304.0,30.0,102106.0,5.0,,Davide Sanguinetti,R,188.0,ITA,29.5,102998.0,2.0,,Jan Michael Gambill,R,190.0,USA,24.7,7-6(8) 6-3,3.0,SF,99.0,6.0,3.0,82.0,39.0,29.0,24.0,11.0,3.0,5.0,7.0,2.0,67.0,36.0,28.0,13.0,10.0,3.0,6.0,60.0,614.0,23.0,1265.0
622,17,Delray Beach,Citrix Tennis Championships,20020403,International,Outdoor,Hard,The Final,3,Sanguinetti D.,Roddick A.,60,13,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2,1,Completed,,,3.6,1.25,3.7,1.2,2.7,1.3,3.5,1.25,2002-499,Delray Beach,Hard,32.0,A,20020304.0,31.0,102106.0,5.0,,Davide Sanguinetti,R,188.0,ITA,29.5,104053.0,1.0,,Andy Roddick,R,188.0,USA,19.5,6-4 4-6 6-4,3.0,F,112.0,9.0,0.0,91.0,48.0,35.0,29.0,15.0,5.0,6.0,14.0,5.0,89.0,51.0,43.0,17.0,15.0,4.0,6.0,60.0,614.0,13.0,1913.0
623,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Agassi A.,Clavet F.,5,54,6.0,3.0,6.0,2.0,,,,,,,2,0,Completed,,,1.22,3.85,1.15,4.25,1.15,3.8,1.25,3.75,2002-433,Scottsdale,Hard,32.0,A,20020304.0,1.0,101736.0,1.0,,Andre Agassi,R,180.0,USA,31.8,101532.0,,,Francisco Clavet,L,183.0,ESP,33.3,6-3 6-2,3.0,R32,67.0,5.0,2.0,48.0,29.0,24.0,11.0,9.0,3.0,4.0,0.0,0.0,44.0,27.0,13.0,8.0,8.0,2.0,6.0,5.0,2520.0,54.0,670.0
624,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Balcells J.,Blanco G.,123,77,7.0,6.0,6.0,3.0,,,,,,,2,0,Completed,,,1.48,2.45,1.53,2.2,1.4,2.3,1.533,2.375,2002-433,Scottsdale,Hard,32.0,A,20020304.0,11.0,102607.0,,,Juan Balcells,R,190.0,ESP,26.7,102869.0,,,Galo Blanco,R,173.0,ESP,25.4,7-6(3) 6-3,3.0,R32,77.0,13.0,0.0,66.0,49.0,38.0,12.0,11.0,3.0,3.0,8.0,3.0,72.0,37.0,26.0,19.0,10.0,2.0,3.0,123.0,323.0,77.0,512.0
625,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Chela J.I.,Ginepri R.,41,151,5.0,7.0,7.0,6.0,6.0,4.0,,,,,2,1,Completed,,,1.52,2.4,1.55,2.2,1.55,2.0,1.533,2.375,2002-433,Scottsdale,Hard,32.0,A,20020304.0,3.0,103428.0,,,Juan Ignacio Chela,R,190.0,ARG,22.5,104068.0,,Q,Robby Ginepri,R,183.0,USA,19.4,5-7 7-6(6) 6-4,3.0,R32,122.0,11.0,4.0,106.0,53.0,44.0,23.0,17.0,8.0,12.0,7.0,8.0,121.0,70.0,45.0,25.0,17.0,8.0,12.0,41.0,914.0,151.0,258.0
626,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Corretja A.,Kohlmann M.,18,114,6.0,3.0,7.0,5.0,,,,,,,2,0,Completed,,,1.45,2.55,1.46,2.4,1.5,2.1,,,2002-433,Scottsdale,Hard,32.0,A,20020304.0,4.0,102374.0,5.0,,Alex Corretja,R,180.0,ESP,27.8,102306.0,,Q,Michael Kohlmann,R,188.0,GER,28.1,6-3 7-5,3.0,R32,79.0,5.0,2.0,48.0,28.0,25.0,13.0,10.0,1.0,2.0,6.0,4.0,74.0,46.0,31.0,11.0,11.0,3.0,7.0,18.0,1485.0,114.0,350.0
627,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Ferreira W.,Mamiit C.,48,108,2.0,6.0,6.0,3.0,6.0,2.0,,,,,2,1,Completed,,,1.4,2.8,1.41,2.54,1.35,2.5,1.5,2.5,2002-433,Scottsdale,Hard,32.0,A,20020304.0,6.0,101965.0,,,Wayne Ferreira,R,185.0,RSA,30.4,102821.0,,,Cecil Mamiit,R,173.0,PHI,25.6,2-6 6-3 6-2,3.0,R32,97.0,6.0,5.0,91.0,45.0,31.0,22.0,13.0,7.0,10.0,4.0,2.0,77.0,50.0,31.0,13.0,12.0,4.0,8.0,48.0,810.0,108.0,362.0
628,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Gaudenzi A.,Blake J.,52,49,7.0,6.0,6.0,3.0,,,,,,,2,0,Completed,,,4.25,1.18,3.45,1.23,3.0,1.25,3.5,1.286,2002-433,Scottsdale,Hard,32.0,A,20020304.0,7.0,102247.0,,,Andrea Gaudenzi,R,183.0,ITA,28.5,103484.0,,WC,James Blake,R,185.0,USA,22.1,7-6(1) 6-3,3.0,R32,96.0,0.0,3.0,77.0,41.0,28.0,15.0,11.0,8.0,13.0,3.0,3.0,73.0,44.0,21.0,14.0,10.0,5.0,11.0,52.0,732.0,49.0,785.0
629,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Kratochvil M.,Canas G.,44,17,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2,1,Completed,,,2.3,1.57,2.3,1.5,2.1,1.5,2.25,1.571,2002-433,Scottsdale,Hard,32.0,A,20020304.0,12.0,103356.0,,,Michel Kratochvil,R,185.0,SUI,22.9,103084.0,4.0,,Guillermo Canas,R,185.0,ARG,24.2,6-3 3-6 6-3,3.0,R32,126.0,3.0,3.0,88.0,51.0,34.0,25.0,14.0,5.0,6.0,6.0,2.0,82.0,47.0,36.0,18.0,13.0,2.0,4.0,44.0,831.0,17.0,1622.0
630,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Malisse X.,Joyce M.,32,215,6.0,1.0,6.0,2.0,,,,,,,2,0,Completed,,,1.22,3.75,1.17,4.0,1.2,3.3,,,2002-433,Scottsdale,Hard,32.0,A,20020304.0,8.0,103598.0,7.0,,Xavier Malisse,R,185.0,BEL,21.6,102169.0,,Q,Michael Joyce,R,180.0,USA,29.0,6-1 6-2,3.0,R32,63.0,5.0,0.0,52.0,30.0,22.0,13.0,7.0,3.0,3.0,2.0,2.0,58.0,32.0,17.0,10.0,8.0,10.0,15.0,32.0,1085.0,215.0,168.0
631,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Mantilla F.,Lee M.,33,96,6.0,2.0,6.0,7.0,7.0,5.0,,,,,2,1,Completed,,,1.4,2.7,1.32,2.9,1.3,2.7,1.333,3.0,2002-433,Scottsdale,Hard,32.0,A,20020304.0,14.0,102456.0,,,Felix Mantilla,R,180.0,ESP,27.4,103114.0,,,Martin Lee,L,180.0,GBR,24.1,6-2 6-7(2) 7-5,3.0,R32,137.0,1.0,2.0,108.0,69.0,49.0,21.0,16.0,8.0,10.0,12.0,7.0,124.0,76.0,54.0,19.0,16.0,10.0,15.0,33.0,1045.0,96.0,429.0
632,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Moya C.,Haas T.,25,6,6.0,2.0,6.0,7.0,6.0,3.0,,,,,2,1,Completed,,,2.4,1.53,2.35,1.47,2.2,1.45,2.375,1.533,2002-433,Scottsdale,Hard,32.0,A,20020304.0,16.0,102845.0,,WC,Carlos Moya,R,190.0,ESP,25.5,103163.0,2.0,,Tommy Haas,R,188.0,GER,23.9,6-2 6-7(2) 6-3,3.0,R32,112.0,10.0,6.0,90.0,56.0,44.0,16.0,15.0,4.0,6.0,8.0,10.0,107.0,51.0,39.0,24.0,14.0,6.0,11.0,25.0,1235.0,6.0,2515.0
633,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Okun N.,Meligeni F.,112,59,7.0,6.0,6.0,4.0,,,,,,,2,0,Completed,,,2.15,1.62,2.1,1.6,1.9,1.6,2.2,1.615,2002-433,Scottsdale,Hard,32.0,A,20020304.0,10.0,103174.0,,,Noam Okun,R,185.0,ISR,23.8,101897.0,,,Fernando Meligeni,L,180.0,BRA,30.8,7-6(6) 6-4,3.0,R32,95.0,6.0,2.0,76.0,46.0,33.0,21.0,11.0,4.0,4.0,2.0,5.0,68.0,37.0,27.0,20.0,11.0,2.0,3.0,112.0,353.0,59.0,654.0
634,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Portas A.,Saretta F.,26,99,6.0,3.0,7.0,5.0,,,,,,,2,0,Completed,,,1.8,1.9,1.66,2.0,1.6,1.9,1.833,1.833,2002-433,Scottsdale,Hard,32.0,A,20020304.0,9.0,102287.0,6.0,,Albert Portas,R,188.0,ESP,28.2,103581.0,,,Flavio Saretta,R,183.0,BRA,21.6,6-3 7-5,3.0,R32,91.0,6.0,1.0,79.0,47.0,33.0,15.0,11.0,5.0,7.0,4.0,2.0,79.0,51.0,32.0,13.0,10.0,11.0,15.0,26.0,1200.0,99.0,416.0
635,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Rusedski G.,Squillari F.,37,55,4.0,6.0,6.0,1.0,7.0,5.0,,,,,2,1,Completed,,,1.2,4.0,1.18,3.9,1.15,3.8,1.25,3.5,2002-433,Scottsdale,Hard,32.0,A,20020304.0,2.0,102257.0,,,Greg Rusedski,L,193.0,GBR,28.4,102644.0,,,Franco Squillari,L,183.0,ARG,26.5,4-6 6-1 7-5,3.0,R32,110.0,10.0,4.0,85.0,48.0,42.0,21.0,15.0,6.0,7.0,0.0,3.0,83.0,49.0,33.0,19.0,14.0,2.0,5.0,37.0,980.0,55.0,660.0
636,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Sampras P.,Black B.,12,175,6.0,1.0,6.0,2.0,,,,,,,2,0,Completed,,,1.14,5.0,1.12,4.8,1.1,4.5,1.167,4.5,2002-433,Scottsdale,Hard,32.0,A,20020304.0,5.0,101948.0,3.0,,Pete Sampras,R,185.0,USA,30.5,101647.0,,Q,Byron Black,R,175.0,ZIM,32.4,6-1 6-2,3.0,R32,44.0,5.0,2.0,31.0,21.0,21.0,7.0,7.0,0.0,0.0,2.0,1.0,51.0,30.0,18.0,7.0,8.0,4.0,9.0,12.0,1940.0,175.0,216.0
637,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Schuettler R.,Schalken S.,40,28,6.0,4.0,2.0,6.0,6.0,2.0,,,,,2,1,Completed,,,1.67,2.1,1.7,1.95,1.65,1.85,1.727,2.0,2002-433,Scottsdale,Hard,32.0,A,20020304.0,13.0,102783.0,,,Rainer Schuettler,R,180.0,GER,25.8,102854.0,8.0,,Sjeng Schalken,R,193.0,NED,25.4,6-4 2-6 6-2,3.0,R32,100.0,5.0,5.0,75.0,39.0,29.0,18.0,13.0,1.0,4.0,1.0,2.0,78.0,52.0,34.0,14.0,13.0,5.0,9.0,40.0,950.0,28.0,1140.0
638,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,1st Round,3,Vicente F.,Zabaleta M.,69,62,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2,1,Completed,,,2.15,1.62,2.2,1.55,2.0,1.55,2.25,1.571,2002-433,Scottsdale,Hard,32.0,A,20020304.0,15.0,102950.0,,,Fernando Vicente,R,180.0,ESP,24.9,103151.0,,,Mariano Zabaleta,R,183.0,ARG,24.0,5-7 6-3 6-4,3.0,R32,137.0,3.0,3.0,110.0,67.0,46.0,18.0,16.0,8.0,13.0,6.0,3.0,95.0,40.0,25.0,30.0,15.0,6.0,12.0,69.0,555.0,62.0,594.0
639,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,2nd Round,3,Agassi A.,Rusedski G.,5,37,6.0,4.0,6.0,4.0,,,,,,,2,0,Completed,,,1.33,3.1,1.35,2.75,1.25,3.0,1.333,3.25,2002-433,Scottsdale,Hard,32.0,A,20020304.0,17.0,101736.0,1.0,,Andre Agassi,R,180.0,USA,31.8,102257.0,,,Greg Rusedski,L,193.0,GBR,28.4,6-4 6-4,3.0,R16,64.0,2.0,1.0,56.0,43.0,35.0,7.0,10.0,2.0,2.0,10.0,3.0,57.0,41.0,31.0,6.0,10.0,5.0,7.0,5.0,2520.0,37.0,980.0
640,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,2nd Round,3,Balcells J.,Kratochvil M.,123,44,6.0,3.0,6.0,4.0,,,,,,,2,0,Completed,,,2.5,1.48,2.25,1.52,2.1,1.5,2.625,1.444,2002-433,Scottsdale,Hard,32.0,A,20020304.0,22.0,102607.0,,,Juan Balcells,R,190.0,ESP,26.7,103356.0,,,Michel Kratochvil,R,185.0,SUI,22.9,6-3 6-4,3.0,R16,62.0,11.0,2.0,50.0,37.0,32.0,8.0,10.0,0.0,0.0,4.0,3.0,52.0,33.0,23.0,10.0,9.0,4.0,6.0,123.0,323.0,44.0,831.0
641,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,2nd Round,3,Chela J.I.,Corretja A.,41,18,6.0,4.0,7.0,5.0,,,,,,,2,0,Completed,,,2.05,1.67,2.12,1.58,2.0,1.55,2.25,1.571,2002-433,Scottsdale,Hard,32.0,A,20020304.0,18.0,103428.0,,,Juan Ignacio Chela,R,190.0,ARG,22.5,102374.0,5.0,,Alex Corretja,R,180.0,ESP,27.8,6-4 7-5,3.0,R16,99.0,10.0,1.0,69.0,35.0,29.0,21.0,11.0,2.0,2.0,2.0,3.0,72.0,34.0,24.0,22.0,11.0,4.0,6.0,41.0,914.0,18.0,1485.0
642,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,2nd Round,3,Ferreira W.,Sampras P.,48,12,7.0,5.0,7.0,5.0,,,,,,,2,0,Completed,,,3.1,1.33,3.55,1.22,3.3,1.2,3.0,1.333,2002-433,Scottsdale,Hard,32.0,A,20020304.0,19.0,101965.0,,,Wayne Ferreira,R,185.0,RSA,30.4,101948.0,3.0,,Pete Sampras,R,185.0,USA,30.5,7-5 7-5,3.0,R16,74.0,8.0,1.0,62.0,38.0,33.0,17.0,12.0,1.0,1.0,7.0,3.0,72.0,43.0,34.0,14.0,12.0,2.0,4.0,48.0,810.0,12.0,1940.0
643,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,2nd Round,3,Malisse X.,Gaudenzi A.,32,52,7.0,5.0,7.0,6.0,,,,,,,2,0,Completed,,,1.25,3.5,1.2,3.7,1.25,3.0,1.222,3.75,2002-433,Scottsdale,Hard,32.0,A,20020304.0,20.0,103598.0,7.0,,Xavier Malisse,R,185.0,BEL,21.6,102247.0,,,Andrea Gaudenzi,R,183.0,ITA,28.5,7-5 7-6(6),3.0,R16,105.0,7.0,2.0,75.0,48.0,38.0,17.0,12.0,3.0,4.0,3.0,1.0,88.0,46.0,31.0,24.0,12.0,5.0,7.0,32.0,1085.0,52.0,732.0
644,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,2nd Round,3,Moya C.,Vicente F.,25,69,2.0,6.0,6.0,2.0,6.0,2.0,,,,,2,1,Completed,,,1.38,2.8,1.3,3.0,1.3,2.7,1.364,3.0,2002-433,Scottsdale,Hard,32.0,A,20020304.0,24.0,102845.0,,WC,Carlos Moya,R,190.0,ESP,25.5,102950.0,,,Fernando Vicente,R,180.0,ESP,24.9,2-6 6-2 6-2,3.0,R16,82.0,9.0,2.0,60.0,30.0,25.0,17.0,12.0,0.0,2.0,4.0,3.0,75.0,38.0,26.0,20.0,12.0,5.0,9.0,25.0,1235.0,69.0,555.0
645,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,2nd Round,3,Okun N.,Portas A.,112,26,7.0,6.0,6.0,4.0,,,,,,,2,0,Completed,,,2.05,1.67,2.12,1.58,2.1,1.5,2.2,1.615,2002-433,Scottsdale,Hard,32.0,A,20020304.0,21.0,103174.0,,,Noam Okun,R,185.0,ISR,23.8,102287.0,6.0,,Albert Portas,R,188.0,ESP,28.2,7-6(4) 6-4,3.0,R16,78.0,4.0,3.0,63.0,38.0,30.0,17.0,11.0,2.0,3.0,4.0,1.0,60.0,37.0,25.0,17.0,11.0,4.0,6.0,112.0,353.0,26.0,1200.0
646,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,2nd Round,3,Schuettler R.,Mantilla F.,40,33,6.0,0.0,2.0,6.0,6.0,1.0,,,,,2,1,Completed,,,1.45,2.55,1.42,2.5,1.45,2.2,1.533,2.375,2002-433,Scottsdale,Hard,32.0,A,20020304.0,23.0,102783.0,,,Rainer Schuettler,R,180.0,GER,25.8,102456.0,,,Felix Mantilla,R,180.0,ESP,27.4,6-0 2-6 6-1,3.0,R16,84.0,5.0,3.0,75.0,44.0,30.0,17.0,11.0,4.0,6.0,1.0,2.0,46.0,28.0,16.0,7.0,10.0,0.0,5.0,40.0,950.0,33.0,1045.0
647,18,Scottsdale,Franklin Templeton Tennis Classic,20020403,International,Outdoor,Hard,Quarterfinals,3,Agassi A.,Chela J.I.,5,41,7.0,5.0,6.0,7.0,6.0,1.0,,,,,2,1,Completed,,,1.2,4.0,1.2,3.7,1.1,4.5,1.143,5.0,2002-433,Scottsdale,Hard,32.0,A,20020304.0,25.0,101736.0,1.0,,Andre Agassi,R,180.0,USA,31.8,103428.0,,,Juan Ignacio Chela,R,190.0,ARG,22.5,7-5 6-7(5) 6-1,3.0,QF,146.0,5.0,1.0,113.0,77.0,52.0,14.0,16.0,9.0,13.0,9.0,7.0,120.0,52.0,30.0,30.0,15.0,8.0,15.0,5.0,2520.0,41.0,914.0
