,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
10,1,Brisbane,Brisbane International,20120301,ATP250,Outdoor,Hard,1st Round,3,Stepanek R.,Ebden M.,28.0,86.0,1275,627.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.55,2.35,1.44,2.62,1.61,2.46,1.5,2.5,1.68,2.88,1.53,2.43,2012-339,Brisbane,Hard,32.0,A,20120101.0,9.0,103285.0,6.0,,Radek Stepanek,R,185.0,CZE,33.0,105051.0,,,Matthew Ebden,R,188.0,AUS,24.1,6-4 3-6 6-3,3.0,R32,132.0,8.0,4.0,91.0,51.0,38.0,22.0,14.0,3.0,4.0,5.0,3.0,99.0,64.0,43.0,19.0,14.0,10.0,12.0,28.0,1275.0,86.0,627.0
11,1,Brisbane,Brisbane International,20120301,ATP250,Outdoor,Hard,1st Round,3,Giraldo S.,Millman J.,55.0,541.0,890,51.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.25,3.75,1.29,3.5,1.28,4.02,1.29,3.25,1.33,4.04,1.28,3.53,2012-339,Brisbane,Hard,32.0,A,20120101.0,14.0,105053.0,,,Santiago Giraldo,R,188.0,COL,24.0,105357.0,,Q,John Millman,R,183.0,AUS,22.5,6-3 6-3,3.0,R32,60.0,5.0,0.0,54.0,36.0,30.0,9.0,9.0,2.0,2.0,4.0,1.0,46.0,28.0,18.0,9.0,9.0,1.0,4.0,55.0,890.0,541.0,51.0
12,1,Brisbane,Brisbane International,20120301,ATP250,Outdoor,Hard,1st Round,3,Petzschner P.,Melzer J.,63.0,33.0,780,1170.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.35,1.55,2.38,1.53,2.35,1.66,2.25,1.57,2.6,1.68,2.34,1.58,2012-339,Brisbane,Hard,32.0,A,20120101.0,13.0,104332.0,,,Philipp Petzschner,R,185.0,GER,27.7,103781.0,7.0,,Jurgen Melzer,L,183.0,AUT,30.6,6-1 7-5,3.0,R32,66.0,8.0,1.0,61.0,37.0,31.0,13.0,10.0,2.0,2.0,5.0,2.0,54.0,34.0,21.0,9.0,9.0,0.0,3.0,63.0,780.0,33.0,1170.0
13,1,Brisbane,Brisbane International,20120301,ATP250,Outdoor,Hard,1st Round,3,Haas T.,Matosevic M.,205.0,203.0,237,240.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.5,2.5,1.53,2.38,1.66,2.34,1.53,2.5,1.66,2.5,1.55,2.37,2012-339,Brisbane,Hard,32.0,A,20120101.0,6.0,103163.0,,,Tommy Haas,R,188.0,GER,33.7,104594.0,,WC,Marinko Matosevic,R,194.0,AUS,26.4,6-3 7-5,3.0,R32,99.0,4.0,2.0,66.0,40.0,32.0,14.0,11.0,6.0,7.0,4.0,2.0,77.0,45.0,28.0,15.0,10.0,10.0,13.0,205.0,237.0,203.0,240.0
14,1,Brisbane,Brisbane International,20120301,ATP250,Outdoor,Hard,1st Round,3,Andreev I.,Mannarino A.,115.0,87.0,494,623.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.9,1.85,1.83,1.83,1.83,2.07,1.83,1.83,2.0,2.5,1.85,1.89,2012-339,Brisbane,Hard,32.0,A,20120101.0,11.0,104214.0,,Q,Igor Andreev,R,185.0,RUS,28.4,105173.0,,,Adrian Mannarino,L,183.0,FRA,23.5,7-6(6) 6-2,3.0,R32,86.0,7.0,3.0,70.0,41.0,33.0,16.0,10.0,2.0,3.0,3.0,3.0,60.0,35.0,24.0,13.0,10.0,3.0,6.0,115.0,494.0,87.0,623.0
15,1,Brisbane,Brisbane International,20120301,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Kukushkin M.,4.0,91.0,7380,598.0,5.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.02,17.0,1.03,10.0,1.04,9.0,1.02,26.0,1.02,11.0,1.04,28.25,1.02,13.93,2012-339,Brisbane,Hard,32.0,A,20120101.0,1.0,104918.0,1.0,,Andy Murray,R,190.0,GBR,24.6,105062.0,,,Mikhail Kukushkin,R,183.0,KAZ,24.0,5-7 6-3 6-2,3.0,R32,130.0,10.0,0.0,92.0,57.0,41.0,17.0,15.0,4.0,7.0,4.0,3.0,77.0,41.0,29.0,15.0,14.0,4.0,9.0,4.0,7380.0,91.0,598.0
16,1,Brisbane,Brisbane International,20120401,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Duckworth J.,12.0,275.0,2165,171.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.11,6.0,1.1,6.5,1.11,7.91,1.07,8.0,1.12,8.0,1.09,6.69,2012-339,Brisbane,Hard,32.0,A,20120101.0,24.0,104468.0,2.0,,Gilles Simon,R,183.0,FRA,27.0,105902.0,,WC,James Duckworth,R,183.0,AUS,19.9,6-3 7-5,3.0,R16,90.0,11.0,4.0,66.0,31.0,26.0,21.0,11.0,0.0,1.0,8.0,1.0,67.0,38.0,25.0,15.0,10.0,5.0,8.0,12.0,2165.0,275.0,171.0
17,1,Brisbane,Brisbane International,20120401,ATP250,Outdoor,Hard,2nd Round,3,Stepanek R.,Nieminen J.,28.0,77.0,1275,666.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.6,2.25,1.62,2.2,1.58,2.56,1.57,2.25,1.62,2.6,1.55,2.38,2012-339,Brisbane,Hard,32.0,A,20120101.0,21.0,103285.0,6.0,,Radek Stepanek,R,185.0,CZE,33.0,103813.0,,,Jarkko Nieminen,L,185.0,FIN,30.4,7-6(3) 6-2,3.0,R16,89.0,3.0,0.0,63.0,39.0,26.0,15.0,10.0,3.0,5.0,3.0,1.0,66.0,39.0,22.0,14.0,10.0,0.0,4.0,28.0,1275.0,77.0,666.0
18,1,Brisbane,Brisbane International,20120401,ATP250,Outdoor,Hard,2nd Round,3,Istomin D.,Haas T.,73.0,205.0,685,237.0,,,,,,,,,,,,,Walkover,2.1,1.66,2.15,1.65,2.1,1.67,2.04,1.88,2.0,1.73,2.15,1.88,2.02,1.75,2012-339,Brisbane,Hard,32.0,A,20120101.0,19.0,104797.0,,,Denis Istomin,R,188.0,UZB,25.3,103163.0,,,Tommy Haas,R,188.0,GER,33.7,W/O,3.0,R16,,,,,,,,,,,,,,,,,,,,73.0,685.0,205.0,237.0
19,1,Brisbane,Brisbane International,20120401,ATP250,Outdoor,Hard,2nd Round,3,Giraldo S.,Petzschner P.,55.0,63.0,890,780.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.0,1.75,2.0,1.73,1.91,2.0,2.0,1.73,2.05,2.0,1.93,1.81,2012-339,Brisbane,Hard,32.0,A,20120101.0,23.0,105053.0,,,Santiago Giraldo,R,188.0,COL,24.0,104332.0,,,Philipp Petzschner,R,185.0,GER,27.7,6-4 6-4,3.0,R16,76.0,1.0,2.0,59.0,35.0,27.0,15.0,10.0,0.0,0.0,9.0,1.0,66.0,38.0,29.0,13.0,10.0,1.0,3.0,55.0,890.0,63.0,780.0
20,1,Brisbane,Brisbane International,20120401,ATP250,Outdoor,Hard,2nd Round,3,Dolgopolov O.,Andreev I.,15.0,115.0,1925,494.0,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.38,3.0,1.4,2.8,1.36,3.0,1.38,3.31,1.4,2.75,1.47,3.5,1.39,2.9,2012-339,Brisbane,Hard,32.0,A,20120101.0,22.0,105238.0,3.0,,Alexandr Dolgopolov,R,180.0,UKR,23.1,104214.0,,Q,Igor Andreev,R,185.0,RUS,28.4,6-7(3) 7-6(9) 6-2,3.0,R16,158.0,0.0,2.0,120.0,78.0,54.0,24.0,16.0,6.0,8.0,10.0,4.0,115.0,71.0,52.0,22.0,16.0,5.0,9.0,15.0,1925.0,115.0,494.0
21,1,Brisbane,Brisbane International,20120401,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Nishikori K.,44.0,25.0,940,1430.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,,,1.62,2.2,1.63,2.44,1.57,2.25,1.67,2.53,1.6,2.27,2012-339,Brisbane,Hard,32.0,A,20120101.0,18.0,104571.0,,,Marcos Baghdatis,R,183.0,CYP,26.5,105453.0,5.0,,Kei Nishikori,R,178.0,JPN,22.0,6-3 6-4,3.0,R16,79.0,10.0,2.0,63.0,33.0,26.0,13.0,10.0,3.0,5.0,0.0,0.0,50.0,30.0,16.0,9.0,9.0,3.0,7.0,44.0,940.0,25.0,1430.0
22,1,Brisbane,Brisbane International,20120401,ATP250,Outdoor,Hard,2nd Round,3,Tomic B.,Ito T.,42.0,122.0,970,474.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.22,4.0,1.25,3.75,1.26,4.38,1.22,4.0,1.28,5.1,1.24,3.91,2012-339,Brisbane,Hard,32.0,A,20120101.0,20.0,106071.0,8.0,,Bernard Tomic,R,193.0,AUS,19.1,105147.0,,Q,Tatsuma Ito,R,180.0,JPN,23.6,6-1 6-2,3.0,R16,44.0,10.0,1.0,45.0,30.0,24.0,7.0,8.0,0.0,1.0,1.0,2.0,39.0,23.0,11.0,5.0,7.0,1.0,6.0,42.0,970.0,122.0,474.0
23,1,Brisbane,Brisbane International,20120401,ATP250,Outdoor,Hard,2nd Round,3,Murray A.,Muller G.,4.0,54.0,7380,893.0,4.0,6.0,7.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.11,6.5,1.13,5.5,1.1,6.5,1.11,7.88,1.13,5.5,1.13,9.0,1.1,6.36,2012-339,Brisbane,Hard,32.0,A,20120101.0,17.0,104918.0,1.0,,Andy Murray,R,190.0,GBR,24.6,104180.0,,,Gilles Muller,L,193.0,LUX,28.6,4-6 7-6(4) 6-0,3.0,R16,120.0,9.0,5.0,82.0,49.0,44.0,12.0,14.0,2.0,4.0,10.0,1.0,92.0,56.0,39.0,17.0,14.0,2.0,6.0,4.0,7380.0,54.0,893.0
24,1,Brisbane,Brisbane International,20120501,ATP250,Outdoor,Hard,Quarterfinals,3,Simon G.,Giraldo S.,12.0,55.0,2165,890.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.65,1.44,2.62,1.57,2.61,1.44,2.75,1.57,2.8,1.47,2.63,2012-339,Brisbane,Hard,32.0,A,20120101.0,28.0,104468.0,2.0,,Gilles Simon,R,183.0,FRA,27.0,105053.0,,,Santiago Giraldo,R,188.0,COL,24.0,7-6(2) 6-4,3.0,QF,108.0,5.0,1.0,78.0,47.0,34.0,18.0,11.0,6.0,8.0,2.0,0.0,78.0,52.0,32.0,13.0,11.0,5.0,8.0,12.0,2165.0,55.0,890.0
25,1,Brisbane,Brisbane International,20120501,ATP250,Outdoor,Hard,Quarterfinals,3,Dolgopolov O.,Stepanek R.,15.0,28.0,1925,1275.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.66,2.0,1.75,2.0,1.73,2.13,1.82,2.0,1.8,2.22,1.82,2.06,1.72,2012-339,Brisbane,Hard,32.0,A,20120101.0,27.0,105238.0,3.0,,Alexandr Dolgopolov,R,180.0,UKR,23.1,103285.0,6.0,,Radek Stepanek,R,185.0,CZE,33.0,4-6 6-3 6-3,3.0,QF,136.0,16.0,2.0,88.0,52.0,33.0,21.0,14.0,3.0,6.0,2.0,4.0,92.0,48.0,34.0,18.0,14.0,8.0,13.0,15.0,1925.0,28.0,1275.0
26,1,Brisbane,Brisbane International,20120601,ATP250,Outdoor,Hard,Quarterfinals,3,Murray A.,Baghdatis M.,4.0,44.0,7380,940.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.3,3.3,1.25,3.75,1.29,4.14,1.25,3.75,1.33,4.14,1.28,3.53,2012-339,Brisbane,Hard,32.0,A,20120101.0,25.0,104918.0,1.0,,Andy Murray,R,190.0,GBR,24.6,104571.0,,,Marcos Baghdatis,R,183.0,CYP,26.5,6-2 6-2,3.0,QF,66.0,3.0,2.0,52.0,31.0,26.0,10.0,8.0,2.0,2.0,2.0,3.0,40.0,19.0,12.0,7.0,8.0,0.0,4.0,4.0,7380.0,44.0,940.0
27,1,Brisbane,Brisbane International,20120601,ATP250,Outdoor,Hard,Quarterfinals,3,Tomic B.,Istomin D.,42.0,73.0,970,685.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.3,3.3,1.3,3.4,1.33,3.72,1.33,3.25,1.35,4.1,1.3,3.42,2012-339,Brisbane,Hard,32.0,A,20120101.0,26.0,106071.0,8.0,,Bernard Tomic,R,193.0,AUS,19.1,104797.0,,,Denis Istomin,R,188.0,UZB,25.3,6-3 7-6(4),3.0,QF,79.0,8.0,0.0,72.0,45.0,36.0,15.0,11.0,0.0,0.0,8.0,2.0,57.0,32.0,26.0,15.0,10.0,0.0,1.0,42.0,970.0,73.0,685.0
28,1,Brisbane,Brisbane International,20120701,ATP250,Outdoor,Hard,Semifinals,3,Dolgopolov O.,Simon G.,15.0,12.0,1925,2165.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.15,1.65,2.1,1.67,2.27,1.72,2.0,1.8,2.3,1.8,2.2,1.64,2012-339,Brisbane,Hard,32.0,A,20120101.0,30.0,105238.0,3.0,,Alexandr Dolgopolov,R,180.0,UKR,23.1,104468.0,2.0,,Gilles Simon,R,183.0,FRA,27.0,6-3 6-4,3.0,SF,82.0,3.0,0.0,48.0,27.0,23.0,15.0,9.0,1.0,1.0,6.0,1.0,65.0,38.0,24.0,16.0,10.0,4.0,7.0,15.0,1925.0,12.0,2165.0
29,1,Brisbane,Brisbane International,20120701,ATP250,Outdoor,Hard,Semifinals,3,Murray A.,Tomic B.,4.0,42.0,7380,970.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.25,3.75,1.17,4.5,1.22,5.05,1.17,5.0,1.25,5.3,1.2,4.33,2012-339,Brisbane,Hard,32.0,A,20120101.0,29.0,104918.0,1.0,,Andy Murray,R,190.0,GBR,24.6,106071.0,8.0,,Bernard Tomic,R,193.0,AUS,19.1,6-3 6-2,3.0,SF,71.0,13.0,1.0,48.0,34.0,30.0,8.0,9.0,0.0,0.0,3.0,1.0,52.0,29.0,21.0,10.0,8.0,8.0,11.0,4.0,7380.0,42.0,970.0
30,1,Brisbane,Brisbane International,20120801,ATP250,Outdoor,Hard,The Final,3,Murray A.,Dolgopolov O.,4.0,15.0,7380,1925.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.18,4.5,1.17,5.0,1.18,5.84,1.17,5.0,1.2,5.84,1.17,4.78,2012-339,Brisbane,Hard,32.0,A,20120101.0,31.0,104918.0,1.0,,Andy Murray,R,190.0,GBR,24.6,105238.0,3.0,,Alexandr Dolgopolov,R,180.0,UKR,23.1,6-1 6-3,3.0,F,66.0,9.0,2.0,47.0,30.0,25.0,9.0,8.0,3.0,4.0,2.0,4.0,66.0,35.0,19.0,11.0,8.0,5.0,10.0,4.0,7380.0,15.0,1925.0
31,2,Chennai,Chennai Open,20120201,ATP250,Outdoor,Hard,1st Round,3,Bhambri Y.,Beck K.,345.0,98.0,122,580.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.0,1.36,2.8,1.4,3.25,1.33,3.1,1.41,3.5,1.25,3.5,1.45,2.98,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2,Chennai,Chennai Open,20120201,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Fognini F.,83.0,48.0,640,915.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.5,2.5,1.57,2.25,1.61,2.46,1.5,2.5,1.64,3.0,1.54,2.4,2012-891,Chennai,Hard,28.0,A,20120102.0,7.0,104534.0,,,Dudi Sela,R,175.0,ISR,26.7,104926.0,6.0,,Fabio Fognini,R,178.0,ITA,24.6,6-0 6-1,3.0,R32,59.0,2.0,0.0,33.0,17.0,14.0,11.0,6.0,1.0,1.0,1.0,4.0,58.0,32.0,17.0,5.0,7.0,8.0,14.0,83.0,640.0,48.0,915.0
33,2,Chennai,Chennai Open,20120201,ATP250,Outdoor,Hard,1st Round,3,Dodig I.,Vardhan V.,36.0,313.0,1065,140.0,4.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.14,5.5,1.15,5.0,1.14,5.0,1.16,6.0,1.17,4.5,1.18,6.01,1.15,5.16,2012-891,Chennai,Hard,28.0,A,20120102.0,6.0,104471.0,5.0,,Ivan Dodig,R,183.0,CRO,26.9,104986.0,,WC,Vishnu Vardhan,R,188.0,IND,24.4,4-6 7-6(8) 6-1,3.0,R32,155.0,8.0,2.0,101.0,65.0,47.0,20.0,15.0,6.0,8.0,11.0,5.0,86.0,59.0,41.0,13.0,14.0,0.0,3.0,36.0,1065.0,313.0,140.0
34,2,Chennai,Chennai Open,20120201,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Riba P.,95.0,89.0,586,612.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.6,2.25,1.67,2.1,1.62,2.43,1.62,2.2,1.65,2.5,1.59,2.29,2012-891,Chennai,Hard,28.0,A,20120102.0,8.0,105332.0,,,Benoit Paire,R,196.0,FRA,22.6,105137.0,,,Pere Riba,R,183.0,ESP,23.7,6-2 6-1,3.0,R32,55.0,8.0,2.0,44.0,25.0,24.0,11.0,8.0,1.0,1.0,0.0,5.0,52.0,20.0,13.0,12.0,7.0,4.0,8.0,95.0,586.0,89.0,612.0
35,2,Chennai,Chennai Open,20120301,ATP250,Outdoor,Hard,1st Round,3,Roger-Vasselin E.,Prodon E.,106.0,97.0,548,581.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.25,3.75,1.3,3.4,1.36,3.42,1.25,3.5,1.36,3.9,1.29,3.42,2012-891,Chennai,Hard,28.0,A,20120102.0,4.0,104273.0,,LL,Edouard Roger Vasselin,R,188.0,FRA,28.0,103799.0,,,Eric Prodon,R,178.0,FRA,30.5,6-4 6-3,3.0,R32,71.0,5.0,2.0,49.0,30.0,22.0,12.0,9.0,2.0,3.0,2.0,3.0,59.0,33.0,21.0,13.0,10.0,3.0,7.0,106.0,548.0,97.0,581.0
