,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1495,34,s Hertogenbosch,Ordina Open,20050613,International,Outdoor,Grass,1st Round,3,Mathieu P.H.,Vanek J.,60,97.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,1.25,3.5,1.28,3.55,1.3,3.35,1.25,3.2,1.287,4.19,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,4.0,103908.0,8.0,,Paul Henri Mathieu,R,185.0,FRA,23.4,103181.0,,,Jiri Vanek,R,185.0,CZE,27.1,6-4 6-3,3.0,R32,100.0,5.0,3.0,52.0,32.0,29.0,13.0,10.0,1.0,1.0,9.0,3.0,60.0,34.0,25.0,13.0,9.0,7.0,9.0,60.0,649.0,97.0,402.0
1496,34,s Hertogenbosch,Ordina Open,20050614,International,Outdoor,Grass,1st Round,3,Garcia-Lopez G.,Klein T.,81,839.0,,,6.0,0.0,6,2,,,,,,,2.0,0.0,Completed,1.28,3.25,,,,,1.25,3.2,1.263,4.5,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,7.0,104198.0,,,Guillermo Garcia Lopez,R,188.0,ESP,22.0,103964.0,,Q,Tobias Klein,R,170.0,GER,23.2,6-0 6-2,3.0,R32,78.0,1.0,1.0,40.0,24.0,18.0,12.0,7.0,3.0,3.0,0.0,4.0,76.0,51.0,28.0,7.0,7.0,12.0,17.0,81.0,506.0,839.0,13.0
1497,34,s Hertogenbosch,Ordina Open,20050614,International,Outdoor,Grass,1st Round,3,Benneteau J.,Petzschner P.,129,283.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,1.83,1.83,2.0,1.77,1.8,1.95,1.8,1.8,2.11,1.826,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,10.0,103898.0,,,Julien Benneteau,R,185.0,FRA,23.4,104332.0,,Q,Philipp Petzschner,R,185.0,GER,21.2,6-4 6-3,3.0,R32,89.0,4.0,5.0,73.0,41.0,30.0,16.0,10.0,5.0,6.0,4.0,3.0,63.0,33.0,21.0,15.0,9.0,5.0,8.0,129.0,334.0,283.0,124.0
1498,34,s Hertogenbosch,Ordina Open,20050614,International,Outdoor,Grass,1st Round,3,Sanguinetti D.,Kucera K.,63,157.0,,,7.0,6.0,6,4,,,,,,,2.0,0.0,Completed,1.36,2.87,,,1.45,2.6,1.3,2.9,1.546,2.68,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,5.0,102106.0,9.0,,Davide Sanguinetti,R,188.0,ITA,32.7,102344.0,,,Karol Kucera,R,188.0,SVK,31.2,7-6(1) 6-4,3.0,R32,98.0,2.0,3.0,87.0,45.0,33.0,18.0,11.0,2.0,5.0,3.0,5.0,83.0,51.0,31.0,13.0,11.0,8.0,12.0,63.0,603.0,157.0,279.0
1499,34,s Hertogenbosch,Ordina Open,20050614,International,Outdoor,Grass,1st Round,3,Ancic M.,Logtens P.,21,286.0,,,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,1.06,8.0,1.07,7.25,1.04,9.25,1.1,5.0,1.063,14.0,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,12.0,104339.0,3.0,,Mario Ancic,R,196.0,CRO,21.2,103465.0,,Q,Paul Logtens,R,175.0,NED,25.5,6-4 6-2,3.0,R32,64.0,9.0,2.0,52.0,31.0,24.0,15.0,9.0,2.0,2.0,3.0,4.0,57.0,33.0,25.0,8.0,9.0,2.0,5.0,21.0,1315.0,286.0,124.0
1500,34,s Hertogenbosch,Ordina Open,20050614,International,Outdoor,Grass,1st Round,3,Schalken S.,Phau B.,89,103.0,,,7.0,6.0,6,1,,,,,,,2.0,0.0,Completed,1.22,3.75,1.25,3.85,1.28,3.46,1.2,3.6,1.282,4.25,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,6.0,102854.0,,,Sjeng Schalken,R,193.0,NED,28.7,103451.0,,,Bjorn Phau,R,175.0,GER,25.6,7-6(5) 6-1,3.0,R32,93.0,1.0,1.0,73.0,58.0,41.0,9.0,10.0,2.0,2.0,8.0,2.0,74.0,41.0,28.0,15.0,9.0,8.0,10.0,89.0,445.0,103.0,394.0
1501,34,s Hertogenbosch,Ordina Open,20050614,International,Outdoor,Grass,1st Round,3,Philippoussis M.,Rochus C.,188,48.0,,,6.0,3.0,7,6,,,,,,,2.0,0.0,Completed,1.3,3.2,1.33,3.1,1.4,2.85,1.4,2.5,1.403,3.28,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,8.0,102882.0,,WC,Mark Philippoussis,R,196.0,AUS,28.5,103294.0,7.0,,Christophe Rochus,R,170.0,BEL,26.4,6-3 7-6(8),3.0,R32,94.0,23.0,7.0,76.0,42.0,38.0,18.0,11.0,2.0,2.0,2.0,3.0,74.0,47.0,35.0,15.0,10.0,1.0,2.0,188.0,233.0,48.0,771.0
1502,34,s Hertogenbosch,Ordina Open,20050614,International,Outdoor,Grass,1st Round,3,Bjorkman J.,Pavel A.,112,42.0,,,6.0,2.0,7,6,,,,,,,2.0,0.0,Completed,1.72,2.0,1.77,2.0,1.8,1.95,1.8,1.8,1.73,2.27,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,9.0,102035.0,,,Jonas Bjorkman,R,183.0,SWE,33.2,102318.0,6.0,,Andrei Pavel,R,183.0,ROU,31.3,6-2 7-6(1),3.0,R32,77.0,9.0,4.0,57.0,38.0,32.0,12.0,10.0,0.0,1.0,9.0,3.0,73.0,46.0,33.0,7.0,10.0,6.0,9.0,112.0,378.0,42.0,825.0
1503,34,s Hertogenbosch,Ordina Open,20050615,International,Outdoor,Grass,2nd Round,3,Kohlschreiber P.,Soderling R.,64,35.0,,,6.0,4.0,4,6,7,6,,,,,2.0,1.0,Completed,4.0,1.22,3.85,1.25,3.46,1.28,2.9,1.3,4.9,1.233,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,23.0,104259.0,,,Philipp Kohlschreiber,R,178.0,GER,21.6,104417.0,5.0,,Robin Soderling,R,193.0,SWE,20.8,6-4 4-6 7-6(9),3.0,R16,120.0,8.0,4.0,94.0,56.0,43.0,21.0,16.0,3.0,7.0,9.0,4.0,103.0,65.0,48.0,20.0,16.0,5.0,9.0,64.0,600.0,35.0,985.0
1504,34,s Hertogenbosch,Ordina Open,20050615,International,Outdoor,Grass,2nd Round,3,Burgsmuller L.,Robredo T.,101,13.0,,,6.0,2.0,7,6,,,,,,,2.0,0.0,Completed,4.5,1.16,4.65,1.17,5.34,1.13,3.2,1.25,5.85,1.183,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,17.0,102694.0,,,Lars Burgsmuller,R,183.0,GER,29.5,103990.0,1.0,,Tommy Robredo,R,180.0,ESP,23.1,6-2 7-6(5),3.0,R16,95.0,6.0,12.0,94.0,46.0,34.0,23.0,10.0,9.0,10.0,7.0,4.0,62.0,42.0,28.0,8.0,10.0,1.0,4.0,101.0,396.0,13.0,1515.0
1505,34,s Hertogenbosch,Ordina Open,20050615,International,Outdoor,Grass,2nd Round,3,Hernych J.,Coria G.,77,14.0,,,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,3.5,1.28,3.55,1.28,3.9,1.25,2.9,1.3,3.76,1.327,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,24.0,103401.0,,,Jan Hernych,R,190.0,CZE,25.9,103909.0,2.0,,Guillermo Coria,R,175.0,ARG,23.4,6-3 6-4,3.0,R16,58.0,1.0,1.0,53.0,37.0,31.0,10.0,10.0,1.0,1.0,7.0,4.0,53.0,30.0,25.0,8.0,9.0,3.0,5.0,77.0,520.0,14.0,1490.0
1506,34,s Hertogenbosch,Ordina Open,20050615,International,Outdoor,Grass,2nd Round,3,Llodra M.,Mathieu P.H.,65,60.0,,,6.0,4.0,4,6,6,3,,,,,2.0,1.0,Completed,2.1,1.66,2.0,1.77,1.95,1.8,1.8,1.8,2.24,1.746,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,18.0,103566.0,,,Michael Llodra,L,190.0,FRA,25.0,103908.0,8.0,,Paul Henri Mathieu,R,185.0,FRA,23.4,6-4 4-6 6-3,3.0,R16,173.0,10.0,3.0,92.0,58.0,48.0,18.0,15.0,5.0,6.0,4.0,5.0,85.0,42.0,28.0,28.0,14.0,2.0,4.0,65.0,595.0,60.0,649.0
1507,34,s Hertogenbosch,Ordina Open,20050616,International,Outdoor,Grass,2nd Round,3,Ancic M.,Arthurs W.,21,86.0,,,6.0,4.0,7,6,,,,,,,2.0,0.0,Completed,1.33,3.25,1.37,3.0,1.42,2.75,1.4,2.5,1.424,3.16,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,22.0,104339.0,3.0,,Mario Ancic,R,196.0,CRO,21.2,101885.0,,,Wayne Arthurs,L,190.0,AUS,34.2,6-4 7-6(1),3.0,R16,91.0,19.0,5.0,81.0,48.0,40.0,17.0,11.0,4.0,4.0,6.0,4.0,61.0,30.0,25.0,17.0,11.0,2.0,3.0,21.0,1315.0,86.0,473.0
1508,34,s Hertogenbosch,Ordina Open,20050616,International,Outdoor,Grass,2nd Round,3,Philippoussis M.,Garcia-Lopez G.,188,81.0,,,7.0,6.0,7,6,,,,,,,2.0,0.0,Completed,1.16,4.5,1.2,4.4,1.25,3.75,1.2,3.6,1.285,4.16,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,20.0,102882.0,,WC,Mark Philippoussis,R,196.0,AUS,28.5,104198.0,,,Guillermo Garcia Lopez,R,188.0,ESP,22.0,7-6(7) 7-6(2),3.0,R16,117.0,15.0,6.0,84.0,54.0,44.0,18.0,12.0,4.0,4.0,8.0,6.0,90.0,56.0,41.0,19.0,12.0,1.0,1.0,188.0,233.0,81.0,506.0
1509,34,s Hertogenbosch,Ordina Open,20050616,International,Outdoor,Grass,2nd Round,3,Sanguinetti D.,Schalken S.,63,89.0,,,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,2.5,1.5,2.4,1.55,2.3,1.6,2.2,1.5,2.64,1.575,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,19.0,102106.0,9.0,,Davide Sanguinetti,R,188.0,ITA,32.7,102854.0,,,Sjeng Schalken,R,193.0,NED,28.7,7-6(6) 6-3,3.0,R16,80.0,6.0,4.0,64.0,42.0,32.0,10.0,10.0,1.0,2.0,0.0,0.0,71.0,49.0,33.0,8.0,11.0,3.0,6.0,63.0,603.0,89.0,445.0
1510,34,s Hertogenbosch,Ordina Open,20050616,International,Outdoor,Grass,2nd Round,3,Bjorkman J.,Benneteau J.,112,129.0,,,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,1.44,2.62,1.48,2.6,1.5,2.45,1.5,2.2,1.529,2.77,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,21.0,102035.0,,,Jonas Bjorkman,R,183.0,SWE,33.2,103898.0,,,Julien Benneteau,R,185.0,FRA,23.4,6-4 6-2,3.0,R16,79.0,5.0,1.0,47.0,27.0,23.0,14.0,9.0,1.0,1.0,2.0,2.0,79.0,61.0,37.0,7.0,9.0,5.0,8.0,112.0,378.0,129.0,334.0
1511,34,s Hertogenbosch,Ordina Open,20050617,International,Outdoor,Grass,Quarterfinals,3,Hernych J.,Kohlschreiber P.,77,64.0,,,7.0,6.0,6,2,,,,,,,2.0,0.0,Completed,1.72,2.0,1.7,2.1,1.73,2.03,1.65,1.95,1.699,2.33,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,28.0,103401.0,,,Jan Hernych,R,190.0,CZE,25.9,104259.0,,,Philipp Kohlschreiber,R,178.0,GER,21.6,7-6(1) 6-2,3.0,QF,99.0,4.0,2.0,73.0,56.0,33.0,11.0,10.0,7.0,10.0,5.0,5.0,99.0,51.0,35.0,12.0,10.0,13.0,18.0,77.0,520.0,64.0,600.0
1512,34,s Hertogenbosch,Ordina Open,20050617,International,Outdoor,Grass,Quarterfinals,3,Llodra M.,Burgsmuller L.,65,101.0,,,6.0,2.0,6,7,6,3,,,,,2.0,1.0,Completed,1.33,3.25,1.37,3.0,1.35,3.1,1.4,2.5,1.389,3.37,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,25.0,103566.0,,,Michael Llodra,L,190.0,FRA,25.0,102694.0,,,Lars Burgsmuller,R,183.0,GER,29.5,6-2 6-7(4) 6-3,3.0,QF,114.0,6.0,3.0,69.0,44.0,38.0,18.0,14.0,0.0,1.0,4.0,6.0,97.0,66.0,44.0,15.0,15.0,2.0,7.0,65.0,595.0,101.0,396.0
1513,34,s Hertogenbosch,Ordina Open,20050617,International,Outdoor,Grass,Quarterfinals,3,Philippoussis M.,Sanguinetti D.,188,63.0,,,7.0,6.0,7,6,,,,,,,2.0,0.0,Completed,1.36,3.0,1.35,3.1,1.37,2.92,1.3,2.9,1.472,2.92,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,26.0,102882.0,,WC,Mark Philippoussis,R,196.0,AUS,28.5,102106.0,9.0,,Davide Sanguinetti,R,188.0,ITA,32.7,7-6(2) 7-6(0),3.0,QF,114.0,11.0,6.0,81.0,49.0,40.0,16.0,12.0,6.0,8.0,10.0,2.0,70.0,43.0,33.0,13.0,12.0,0.0,2.0,188.0,233.0,63.0,603.0
1514,34,s Hertogenbosch,Ordina Open,20050617,International,Outdoor,Grass,Quarterfinals,3,Ancic M.,Bjorkman J.,21,112.0,,,6.0,1.0,3,6,6,3,,,,,2.0,1.0,Completed,1.16,4.5,1.22,4.1,1.2,4.25,1.3,2.9,1.228,4.93,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,27.0,104339.0,3.0,,Mario Ancic,R,196.0,CRO,21.2,102035.0,,,Jonas Bjorkman,R,183.0,SWE,33.2,6-1 3-6 6-3,3.0,QF,107.0,19.0,6.0,87.0,58.0,45.0,13.0,13.0,6.0,7.0,3.0,2.0,80.0,47.0,31.0,17.0,12.0,4.0,7.0,21.0,1315.0,112.0,378.0
1515,34,s Hertogenbosch,Ordina Open,20050618,International,Outdoor,Grass,Semifinals,3,Llodra M.,Philippoussis M.,65,188.0,,,7.0,6.0,6,7,6,3,,,,,2.0,1.0,Completed,2.25,1.57,2.15,1.67,2.05,1.71,2.2,1.5,2.21,1.763,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,29.0,103566.0,,,Michael Llodra,L,190.0,FRA,25.0,102882.0,,WC,Mark Philippoussis,R,196.0,AUS,28.5,7-6(2) 6-7(5) 6-3,3.0,SF,131.0,15.0,5.0,112.0,72.0,60.0,23.0,17.0,4.0,4.0,12.0,3.0,92.0,64.0,55.0,16.0,16.0,0.0,1.0,65.0,595.0,188.0,233.0
1516,34,s Hertogenbosch,Ordina Open,20050618,International,Outdoor,Grass,Semifinals,3,Ancic M.,Hernych J.,21,77.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,1.19,4.33,1.2,4.4,1.2,4.25,1.25,3.2,1.194,5.75,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,30.0,104339.0,3.0,,Mario Ancic,R,196.0,CRO,21.2,103401.0,,,Jan Hernych,R,190.0,CZE,25.9,6-4 6-4,3.0,SF,70.0,14.0,3.0,57.0,32.0,28.0,14.0,10.0,1.0,1.0,1.0,0.0,58.0,42.0,31.0,8.0,10.0,0.0,2.0,21.0,1315.0,77.0,520.0
1517,34,s Hertogenbosch,Ordina Open,20050619,International,Outdoor,Grass,The Final,3,Ancic M.,Llodra M.,21,65.0,,,7.0,5.0,6,4,,,,,,,2.0,0.0,Completed,1.3,3.39,1.28,3.55,1.3,3.35,1.3,2.9,1.286,4.2,2005-440,s Hertogenbosch,Grass,32.0,A,20050613.0,31.0,104339.0,3.0,,Mario Ancic,R,196.0,CRO,21.2,103566.0,,,Michael Llodra,L,190.0,FRA,25.0,7-5 6-4,3.0,F,69.0,13.0,3.0,54.0,39.0,35.0,9.0,11.0,0.0,0.0,1.0,2.0,62.0,32.0,26.0,18.0,11.0,7.0,9.0,21.0,1315.0,65.0,595.0
1518,35,Nottingham,Nottingham Open,20050613,International,Outdoor,Grass,1st Round,3,Beck K.,Monfils G.,45,82.0,,,6.0,2.0,2,6,6,3,,,,,2.0,1.0,Completed,1.25,3.5,1.28,3.55,1.3,3.35,1.3,2.9,1.263,4.5,2005-741,Nottingham,Grass,32.0,A,20050613.0,3.0,103971.0,,,Karol Beck,R,180.0,SVK,23.1,104792.0,,,Gael Monfils,R,193.0,FRA,18.7,6-2 2-6 6-3,3.0,R32,92.0,4.0,2.0,84.0,42.0,31.0,19.0,13.0,2.0,5.0,4.0,2.0,74.0,45.0,32.0,12.0,12.0,2.0,6.0,45.0,812.0,82.0,505.0
1519,35,Nottingham,Nottingham Open,20050613,International,Outdoor,Grass,1st Round,3,Berdych T.,Ventura S.,43,111.0,,,4.0,6.0,7,6,6,0,,,,,2.0,1.0,Completed,1.19,4.0,1.16,5.0,1.15,5.2,1.15,4.0,1.19,5.85,2005-741,Nottingham,Grass,32.0,A,20050613.0,15.0,104607.0,,,Tomas Berdych,R,196.0,CZE,19.7,103490.0,,,Santiago Ventura,R,183.0,ESP,25.4,6-3 6-2,3.0,R32,49.0,6.0,0.0,47.0,34.0,27.0,9.0,9.0,0.0,0.0,0.0,3.0,48.0,25.0,17.0,9.0,8.0,1.0,4.0,43.0,816.0,111.0,379.0
1520,35,Nottingham,Nottingham Open,20050613,International,Outdoor,Grass,1st Round,3,Lee H.T.,Martin A.,68,51.0,,,7.0,5.0,7,6,,,,,,,2.0,0.0,Completed,1.5,2.5,1.53,2.45,1.61,2.23,1.5,2.2,1.599,2.57,2005-741,Nottingham,Grass,32.0,A,20050613.0,7.0,102703.0,,,Hyung Taik Lee,R,180.0,KOR,29.4,103252.0,,,Alberto Martin,R,175.0,ESP,26.8,7-5 7-6(1),3.0,R32,106.0,2.0,1.0,70.0,50.0,40.0,13.0,12.0,3.0,4.0,5.0,0.0,96.0,45.0,28.0,28.0,12.0,5.0,7.0,68.0,573.0,51.0,712.0
1521,35,Nottingham,Nottingham Open,20050613,International,Outdoor,Grass,1st Round,3,Marray J.,Mackin A.,274,221.0,,,6.0,2.0,6,4,,,,,,,2.0,0.0,Completed,1.83,1.83,1.65,2.2,1.7,2.1,1.7,1.9,1.775,2.19,2005-741,Nottingham,Grass,32.0,A,20050613.0,11.0,103730.0,,WC,Jonathan Marray,R,183.0,GBR,24.2,103820.0,,WC,Alan Mackin,R,183.0,GBR,23.8,6-2 6-3,3.0,R32,72.0,3.0,3.0,45.0,31.0,21.0,6.0,8.0,0.0,2.0,0.0,1.0,83.0,54.0,27.0,12.0,9.0,12.0,18.0,274.0,132.0,221.0,176.0
1522,35,Nottingham,Nottingham Open,20050613,International,Outdoor,Grass,1st Round,3,Vacek J.,Mello R.,285,54.0,,,6.0,2.0,6,1,,,,,,,2.0,0.0,Completed,1.3,3.2,1.3,3.3,1.35,3.1,1.4,2.5,1.437,3.09,2005-741,Nottingham,Grass,32.0,A,20050613.0,10.0,102788.0,,Q,Jan Vacek,R,198.0,CZE,29.0,103672.0,,,Ricardo Mello,L,175.0,BRA,24.4,6-2 6-1,3.0,R32,51.0,4.0,1.0,49.0,39.0,29.0,5.0,7.0,1.0,1.0,0.0,5.0,53.0,29.0,14.0,9.0,8.0,3.0,8.0,285.0,124.0,54.0,695.0
1523,35,Nottingham,Nottingham Open,20050613,International,Outdoor,Grass,1st Round,3,Dent T.,Popp A.,30,136.0,,,6.0,3.0,6,3,,,,,,,2.0,0.0,Completed,1.39,2.75,1.45,2.7,1.39,2.83,1.35,2.7,1.442,3.06,2005-741,Nottingham,Grass,32.0,A,20050613.0,13.0,103758.0,5.0,,Taylor Dent,R,188.0,USA,24.1,102880.0,,,Alexander Popp,R,201.0,GER,28.6,6-3 6-3,3.0,R32,64.0,5.0,5.0,49.0,24.0,20.0,14.0,9.0,1.0,2.0,1.0,3.0,62.0,42.0,25.0,7.0,9.0,4.0,8.0,30.0,1095.0,136.0,321.0
1524,35,Nottingham,Nottingham Open,20050613,International,Outdoor,Grass,1st Round,3,Rettenmaier T.,Tipsarevic J.,405,109.0,,,4.0,6.0,6,1,7,6,,,,,2.0,1.0,Completed,1.83,1.83,1.7,2.1,1.75,2.0,1.9,1.7,1.877,2.04,2005-741,Nottingham,Grass,32.0,A,20050613.0,14.0,104224.0,,Q,Travis Rettenmaier,R,188.0,USA,21.8,104386.0,,,Janko Tipsarevic,R,180.0,SRB,20.9,4-6 6-4 7-6(4),3.0,R32,116.0,14.0,5.0,105.0,70.0,54.0,18.0,16.0,6.0,9.0,4.0,4.0,90.0,60.0,46.0,17.0,16.0,5.0,8.0,405.0,72.0,109.0,386.0
1525,35,Nottingham,Nottingham Open,20050613,International,Outdoor,Grass,1st Round,3,Carlsen K.,Mankad H.,52,255.0,,,7.0,6.0,4,6,7,6,,,,,2.0,1.0,Completed,1.28,3.25,1.3,3.3,1.32,3.22,1.3,2.9,1.356,3.51,2005-741,Nottingham,Grass,32.0,A,20050613.0,6.0,102202.0,,,Kenneth Carlsen,L,190.0,DEN,32.1,103468.0,,Q,Harsh Mankad,R,173.0,IND,25.5,7-6(5) 4-6 7-6(5),3.0,R32,161.0,4.0,5.0,110.0,68.0,52.0,22.0,17.0,7.0,10.0,5.0,5.0,116.0,73.0,55.0,23.0,17.0,3.0,5.0,52.0,705.0,255.0,144.0
1526,35,Nottingham,Nottingham Open,20050613,International,Outdoor,Grass,1st Round,3,Hrbaty D.,Ginepri R.,24,74.0,,,6.0,2.0,6,3,,,,,,,2.0,0.0,Completed,2.25,1.57,2.4,1.55,2.25,1.6,2.5,1.4,2.48,1.633,2005-741,Nottingham,Grass,32.0,A,20050613.0,5.0,103103.0,3.0,,Dominik Hrbaty,R,183.0,SVK,27.4,104068.0,,,Robby Ginepri,R,183.0,USA,22.6,6-2 6-3,3.0,R32,51.0,4.0,2.0,56.0,30.0,25.0,14.0,9.0,4.0,5.0,2.0,0.0,45.0,30.0,16.0,5.0,8.0,1.0,5.0,24.0,1246.0,74.0,550.0
1527,35,Nottingham,Nottingham Open,20050614,International,Outdoor,Grass,1st Round,3,Karlovic I.,Andreev I.,59,44.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,1.22,3.75,1.3,3.4,1.25,3.75,1.35,2.7,1.294,4.1,2005-741,Nottingham,Grass,32.0,A,20050613.0,2.0,103333.0,,,Ivo Karlovic,R,208.0,CRO,26.2,104214.0,,,Igor Andreev,R,185.0,RUS,21.9,6-4 6-4,3.0,R32,60.0,11.0,3.0,50.0,30.0,26.0,15.0,10.0,1.0,1.0,2.0,2.0,51.0,31.0,23.0,11.0,10.0,1.0,3.0,59.0,655.0,44.0,814.0
1528,35,Nottingham,Nottingham Open,20050614,International,Outdoor,Grass,1st Round,3,Rochus O.,Kim K.,36,71.0,,,6.0,7.0,7,6,7,6,,,,,2.0,1.0,Completed,1.3,3.2,1.33,3.2,1.35,3.1,1.4,2.5,1.286,4.2,2005-741,Nottingham,Grass,32.0,A,20050613.0,4.0,103694.0,7.0,,Olivier Rochus,R,168.0,BEL,24.3,103240.0,,,Kevin Kim,R,180.0,USA,26.8,6-7(7) 7-6(3) 7-6(6),3.0,R32,157.0,3.0,0.0,126.0,81.0,63.0,25.0,18.0,5.0,6.0,26.0,4.0,135.0,88.0,69.0,22.0,18.0,8.0,9.0,36.0,921.0,71.0,556.0
1529,35,Nottingham,Nottingham Open,20050614,International,Outdoor,Grass,1st Round,3,Mirnyi M.,Sargsian S.,40,91.0,,,6.0,2.0,6,0,,,,,,,2.0,0.0,Completed,,,,,1.1,6.25,1.2,3.6,1.127,8.13,2005-741,Nottingham,Grass,32.0,A,20050613.0,8.0,103018.0,8.0,,Max Mirnyi,R,196.0,BLR,27.9,102227.0,,,Sargis Sargsian,R,180.0,ARM,32.0,6-2 6-0,3.0,R32,51.0,4.0,3.0,41.0,24.0,18.0,10.0,7.0,0.0,1.0,1.0,0.0,50.0,36.0,16.0,3.0,7.0,4.0,10.0,40.0,880.0,91.0,421.0
1530,35,Nottingham,Nottingham Open,20050614,International,Outdoor,Grass,1st Round,3,Gasquet R.,Zib T.,27,61.0,,,7.0,6.0,6,2,,,,,,,2.0,0.0,Completed,1.25,3.5,1.25,3.85,1.32,3.22,1.25,3.2,1.247,4.65,2005-741,Nottingham,Grass,32.0,A,20050613.0,12.0,104755.0,4.0,,Richard Gasquet,R,185.0,FRA,18.9,102720.0,,,Tomas Zib,R,178.0,CZE,29.3,7-6(0) 6-2,3.0,R32,68.0,11.0,1.0,61.0,41.0,34.0,12.0,10.0,1.0,1.0,2.0,1.0,56.0,37.0,24.0,13.0,10.0,1.0,3.0,27.0,1170.0,61.0,627.0
1531,35,Nottingham,Nottingham Open,20050614,International,Outdoor,Grass,1st Round,3,Johansson T.,Tursunov D.,18,153.0,,,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,1.19,4.0,1.18,4.65,,,1.2,3.6,1.202,5.45,2005-741,Nottingham,Grass,32.0,A,20050613.0,16.0,102563.0,2.0,,Thomas Johansson,R,180.0,SWE,30.2,104098.0,,LL,Dmitry Tursunov,R,185.0,RUS,22.5,7-6(0) 6-3,3.0,R32,68.0,6.0,1.0,60.0,40.0,33.0,10.0,11.0,1.0,3.0,8.0,7.0,57.0,34.0,25.0,8.0,10.0,2.0,5.0,18.0,1398.0,153.0,286.0
1532,35,Nottingham,Nottingham Open,20050614,International,Outdoor,Grass,1st Round,3,Srichaphan P.,Hilton M.,37,212.0,,,6.0,3.0,6,2,,,,,,,2.0,0.0,Completed,1.28,3.25,1.35,3.0,1.3,3.35,1.2,3.6,1.369,3.51,2005-741,Nottingham,Grass,32.0,A,20050613.0,9.0,103387.0,6.0,,Paradorn Srichaphan,R,185.0,THA,25.9,103754.0,,Q,Mark Hilton,L,170.0,GBR,24.1,6-3 6-2,3.0,R32,66.0,6.0,1.0,51.0,35.0,28.0,9.0,9.0,2.0,2.0,0.0,3.0,57.0,34.0,22.0,10.0,8.0,5.0,8.0,37.0,915.0,212.0,197.0
1533,35,Nottingham,Nottingham Open,20050614,International,Outdoor,Grass,1st Round,3,Ljubicic I.,Hanescu V.,17,57.0,,,6.0,7.0,6,3,7,6,,,,,2.0,1.0,Completed,1.36,2.87,1.4,2.85,1.5,2.45,1.4,2.5,1.461,2.97,2005-741,Nottingham,Grass,32.0,A,20050613.0,1.0,103344.0,1.0,,Ivan Ljubicic,R,193.0,CRO,26.2,103812.0,,,Victor Hanescu,R,198.0,ROU,23.8,6-7(5) 6-3 7-6(8),3.0,R32,133.0,19.0,3.0,109.0,66.0,46.0,26.0,16.0,6.0,8.0,10.0,2.0,116.0,81.0,57.0,19.0,17.0,8.0,12.0,17.0,1435.0,57.0,670.0
