,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
361,9,Vina del Mar,Bellsouth Open,20050202,International,Outdoor,Clay,2nd Round,3,Ramirez-Hidalgo R.,Mantilla F.,127,121.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,2.2,1.61,2.3,1.6,2.1,1.7,,,2.25,1.69,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,21.0,103105.0,,,Ruben Ramirez Hidalgo,R,183.0,ESP,27.0,102456.0,,,Felix Mantilla,R,180.0,ESP,30.3,6-4 6-3,3.0,R16,88.0,4.0,2.0,51.0,22.0,16.0,17.0,9.0,0.0,2.0,3.0,1.0,64.0,31.0,18.0,14.0,10.0,4.0,9.0,127.0,345.0,121.0,380.0
362,9,Vina del Mar,Bellsouth Open,20050202,International,Outdoor,Clay,2nd Round,3,Volandri F.,Mathieu P.H.,43,112.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.4,1.55,2.35,1.6,1.9,1.508,2.74,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,22.0,103835.0,3.0,,Filippo Volandri,R,183.0,ITA,23.4,103908.0,,,Paul Henri Mathieu,R,185.0,FRA,23.0,6-4 6-4,3.0,R16,81.0,0.0,1.0,59.0,40.0,27.0,9.0,10.0,2.0,4.0,4.0,3.0,61.0,35.0,24.0,11.0,10.0,6.0,10.0,43.0,850.0,112.0,401.0
363,9,Vina del Mar,Bellsouth Open,20050202,International,Outdoor,Clay,2nd Round,3,Calleri A.,Luzzi F.,62,206.0,,,6.0,3.0,3,6,6,3,,,,,2.0,1.0,Completed,1.22,4.0,1.28,3.55,1.25,3.75,,,1.189,5.2,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,20.0,102860.0,7.0,,Agustin Calleri,R,183.0,ARG,28.3,103487.0,,Q,Federico Luzzi,R,188.0,ITA,25.0,6-3 3-6 6-3,3.0,R16,122.0,7.0,1.0,90.0,52.0,37.0,20.0,14.0,4.0,6.0,4.0,0.0,93.0,47.0,30.0,27.0,13.0,5.0,8.0,62.0,590.0,206.0,204.0
364,9,Vina del Mar,Bellsouth Open,20050302,International,Outdoor,Clay,2nd Round,3,Acasuso J.,Saretta F.,59,113.0,,,6.0,2.0,7,6,,,,,,,2.0,0.0,Completed,1.33,3.25,1.36,3.0,1.4,2.85,1.35,2.5,1.355,3.42,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,18.0,104076.0,6.0,,Jose Acasuso,R,190.0,ARG,22.2,103581.0,,,Flavio Saretta,R,183.0,BRA,24.5,6-2 7-6(2),3.0,R16,101.0,7.0,2.0,67.0,39.0,30.0,15.0,10.0,1.0,2.0,1.0,1.0,74.0,48.0,29.0,11.0,10.0,6.0,9.0,59.0,616.0,113.0,400.0
365,9,Vina del Mar,Bellsouth Open,20050302,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Sanchez D.,8,76.0,,,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,1.25,3.75,1.28,3.55,1.25,3.75,1.25,3.0,1.345,3.5,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,17.0,103292.0,1.0,,Gaston Gaudio,R,175.0,ARG,26.1,103176.0,,,David Sanchez,R,183.0,ESP,26.7,6-4 6-2,3.0,R16,77.0,3.0,0.0,50.0,29.0,21.0,14.0,9.0,4.0,5.0,0.0,3.0,57.0,33.0,20.0,11.0,9.0,3.0,7.0,8.0,1960.0,76.0,498.0
366,9,Vina del Mar,Bellsouth Open,20050302,International,Outdoor,Clay,2nd Round,3,Zabaleta M.,Ventura S.,49,88.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,1.36,3.0,1.48,2.6,1.42,2.75,1.45,2.2,1.467,2.89,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,23.0,103151.0,5.0,,Mariano Zabaleta,R,183.0,ARG,26.9,103490.0,,,Santiago Ventura,R,183.0,ESP,25.0,6-4 6-3,3.0,R16,75.0,4.0,2.0,66.0,36.0,24.0,19.0,10.0,5.0,7.0,1.0,2.0,53.0,30.0,18.0,12.0,9.0,2.0,6.0,49.0,770.0,88.0,466.0
367,9,Vina del Mar,Bellsouth Open,20050402,International,Outdoor,Clay,2nd Round,3,Gonzalez F.,Almagro N.,14,101.0,,,7.0,6.0,7,5,,,,,,,2.0,0.0,Completed,1.3,3.39,1.28,3.55,1.35,3.1,1.25,3.0,1.336,3.58,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,24.0,103602.0,2.0,,Fernando Gonzalez,R,183.0,CHI,24.5,104597.0,,,Nicolas Almagro,R,183.0,ESP,19.4,7-6(4) 7-5,3.0,R16,96.0,8.0,0.0,73.0,34.0,28.0,26.0,12.0,1.0,2.0,4.0,5.0,76.0,56.0,42.0,7.0,12.0,6.0,8.0,14.0,1405.0,101.0,430.0
368,9,Vina del Mar,Bellsouth Open,20050402,International,Outdoor,Clay,Quarterfinals,3,Ferrer D.,Calleri A.,53,62.0,,,6.0,1.0,6,3,,,,,,,2.0,0.0,Completed,1.83,1.83,1.8,1.97,1.85,1.9,1.55,2.0,1.87,1.952,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,26.0,103970.0,4.0,,David Ferrer,R,175.0,ESP,22.8,102860.0,7.0,,Agustin Calleri,R,183.0,ARG,28.3,6-1 6-3,3.0,QF,60.0,1.0,0.0,48.0,32.0,25.0,9.0,8.0,0.0,0.0,1.0,3.0,41.0,21.0,14.0,9.0,8.0,2.0,6.0,53.0,760.0,62.0,590.0
369,9,Vina del Mar,Bellsouth Open,20050402,International,Outdoor,Clay,Quarterfinals,3,Gaudio G.,Acasuso J.,8,59.0,,,6.0,2.0,3,6,6,1,,,,,2.0,1.0,Completed,1.39,2.75,1.45,2.7,1.45,2.6,1.4,2.5,1.424,3.06,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,25.0,103292.0,1.0,,Gaston Gaudio,R,175.0,ARG,26.1,104076.0,6.0,,Jose Acasuso,R,190.0,ARG,22.2,6-2 3-6 6-1,3.0,QF,92.0,4.0,2.0,74.0,44.0,31.0,19.0,12.0,1.0,2.0,4.0,4.0,73.0,32.0,23.0,19.0,12.0,2.0,6.0,8.0,1960.0,59.0,616.0
370,9,Vina del Mar,Bellsouth Open,20050402,International,Outdoor,Clay,Quarterfinals,3,Volandri F.,Ramirez-Hidalgo R.,43,127.0,,,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,1.36,3.0,1.35,3.1,1.3,3.4,1.35,2.5,1.303,3.8,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,27.0,103835.0,3.0,,Filippo Volandri,R,183.0,ITA,23.4,103105.0,,,Ruben Ramirez Hidalgo,R,183.0,ESP,27.0,6-4 6-2,3.0,QF,81.0,0.0,0.0,67.0,49.0,36.0,11.0,9.0,4.0,4.0,0.0,1.0,54.0,31.0,17.0,14.0,9.0,2.0,5.0,43.0,850.0,127.0,345.0
371,9,Vina del Mar,Bellsouth Open,20050502,International,Outdoor,Clay,Quarterfinals,3,Gonzalez F.,Zabaleta M.,14,49.0,,,4.0,6.0,7,6,7,6,,,,,2.0,1.0,Completed,1.44,2.62,1.55,2.4,1.5,2.45,1.5,2.2,1.483,2.82,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,28.0,103602.0,2.0,,Fernando Gonzalez,R,183.0,CHI,24.5,103151.0,5.0,,Mariano Zabaleta,R,183.0,ARG,26.9,4-6 7-6(4) 7-6(2),3.0,QF,176.0,9.0,6.0,122.0,65.0,46.0,35.0,17.0,6.0,9.0,6.0,7.0,126.0,82.0,57.0,20.0,17.0,10.0,12.0,14.0,1405.0,49.0,770.0
372,9,Vina del Mar,Bellsouth Open,20050502,International,Outdoor,Clay,Semifinals,3,Gaudio G.,Ferrer D.,8,53.0,,,6.0,3.0,4,6,6,2,,,,,2.0,1.0,Completed,1.5,2.5,1.55,2.4,1.6,2.25,1.55,2.1,1.556,2.6,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,29.0,103292.0,1.0,,Gaston Gaudio,R,175.0,ARG,26.1,103970.0,4.0,,David Ferrer,R,175.0,ESP,22.8,6-3 4-6 6-2,3.0,SF,135.0,2.0,2.0,81.0,51.0,30.0,18.0,13.0,8.0,12.0,4.0,7.0,105.0,71.0,43.0,10.0,14.0,10.0,17.0,8.0,1960.0,53.0,760.0
373,9,Vina del Mar,Bellsouth Open,20050602,International,Outdoor,Clay,Semifinals,3,Gonzalez F.,Volandri F.,14,43.0,,,6.0,4.0,5,7,6,2,,,,,2.0,1.0,Completed,1.61,2.2,1.65,2.2,1.6,2.25,1.6,2.0,1.741,2.15,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,30.0,103602.0,2.0,,Fernando Gonzalez,R,183.0,CHI,24.5,103835.0,3.0,,Filippo Volandri,R,183.0,ITA,23.4,6-4 5-7 6-2,3.0,SF,109.0,4.0,1.0,80.0,51.0,40.0,18.0,15.0,3.0,5.0,2.0,3.0,78.0,55.0,39.0,11.0,15.0,1.0,5.0,14.0,1405.0,43.0,850.0
374,9,Vina del Mar,Bellsouth Open,20050602,International,Outdoor,Clay,The Final,3,Gaudio G.,Gonzalez F.,8,14.0,,,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,1.8,1.9,1.7,2.1,1.8,1.95,1.7,1.9,1.769,2.1,2005-505,Vina del Mar,Clay,32.0,A,20050131.0,31.0,103292.0,1.0,,Gaston Gaudio,R,175.0,ARG,26.1,103602.0,2.0,,Fernando Gonzalez,R,183.0,CHI,24.5,6-3 6-4,3.0,F,98.0,3.0,6.0,80.0,58.0,40.0,8.0,10.0,5.0,6.0,6.0,3.0,60.0,30.0,24.0,10.0,9.0,3.0,6.0,8.0,1960.0,14.0,1405.0
375,10,Buenos Aires,ATP Buenos Aires 2005,20050702,International,Outdoor,Clay,1st Round,3,Acasuso J.,Mathieu P.H.,57,104.0,,,6.0,3.0,6,2,,,,,,,2.0,0.0,Completed,1.36,2.87,1.42,2.8,1.42,2.75,1.4,2.3,1.36,3.38,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,6.0,104076.0,,,Jose Acasuso,R,190.0,ARG,22.3,103908.0,,,Paul Henri Mathieu,R,185.0,FRA,23.0,6-3 6-2,3.0,R32,59.0,8.0,1.0,48.0,26.0,20.0,12.0,8.0,1.0,2.0,0.0,4.0,43.0,30.0,15.0,3.0,9.0,0.0,5.0,57.0,651.0,104.0,416.0
376,10,Buenos Aires,ATP Buenos Aires 2005,20050702,International,Outdoor,Clay,1st Round,3,Saretta F.,Montanes A.,114,97.0,,,6.0,2.0,0,6,6,2,,,,,2.0,1.0,Completed,1.61,2.2,1.65,2.2,1.6,2.3,1.5,2.1,1.575,2.54,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,15.0,103581.0,,,Flavio Saretta,R,183.0,BRA,24.6,103656.0,,,Albert Montanes,R,175.0,ESP,24.1,6-3 0-6 6-2,3.0,R32,117.0,3.0,2.0,76.0,42.0,27.0,18.0,12.0,3.0,6.0,1.0,2.0,88.0,54.0,35.0,17.0,11.0,7.0,10.0,114.0,401.0,97.0,436.0
377,10,Buenos Aires,ATP Buenos Aires 2005,20050702,International,Outdoor,Clay,1st Round,3,Canas G.,Corretja A.,12,127.0,,,6.0,3.0,6,1,,,,,,,2.0,0.0,Completed,1.19,4.0,1.16,5.0,1.2,4.25,1.2,3.3,1.179,5.38,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,12.0,103084.0,3.0,,Guillermo Canas,R,185.0,ARG,27.2,102374.0,,,Alex Corretja,R,180.0,ESP,30.8,6-3 6-1,3.0,R32,72.0,3.0,6.0,50.0,27.0,21.0,12.0,8.0,4.0,5.0,0.0,4.0,51.0,33.0,18.0,6.0,8.0,4.0,9.0,12.0,1559.0,127.0,355.0
378,10,Buenos Aires,ATP Buenos Aires 2005,20050702,International,Outdoor,Clay,1st Round,3,Mantilla F.,Hernandez O.,119,84.0,,,6.0,4.0,7,6,,,,,,,2.0,0.0,Completed,1.57,2.25,1.67,2.15,1.65,2.1,1.6,1.9,1.73,2.17,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,10.0,102456.0,,,Felix Mantilla,R,180.0,ESP,30.3,103169.0,,,Oscar Hernandez,R,180.0,ESP,26.8,6-4 7-6(0),3.0,R32,118.0,1.0,1.0,83.0,53.0,39.0,17.0,11.0,7.0,7.0,1.0,2.0,74.0,51.0,33.0,13.0,11.0,5.0,6.0,119.0,394.0,84.0,478.0
379,10,Buenos Aires,ATP Buenos Aires 2005,20050702,International,Outdoor,Clay,1st Round,3,Zabaleta M.,Calatrava A.,50,86.0,,,6.0,3.0,6,2,,,,,,,2.0,0.0,Completed,1.22,3.75,1.2,4.4,1.18,4.45,1.25,3.0,1.194,5.16,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,8.0,103151.0,8.0,,Mariano Zabaleta,R,183.0,ARG,26.9,102231.0,,,Alex Calatrava,R,190.0,ESP,31.6,6-3 6-2,3.0,R32,68.0,6.0,2.0,57.0,40.0,29.0,9.0,9.0,5.0,6.0,3.0,3.0,46.0,30.0,20.0,4.0,8.0,5.0,9.0,50.0,785.0,86.0,475.0
380,10,Buenos Aires,ATP Buenos Aires 2005,20050802,International,Outdoor,Clay,1st Round,3,Monaco J.,Costa A.,83,54.0,,,7.0,5.0,6,4,,,,,,,2.0,0.0,Completed,2.0,1.72,2.0,1.77,1.87,1.87,1.85,1.65,1.862,1.962,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,2.0,104338.0,,,Juan Monaco,R,185.0,ARG,20.8,102610.0,,,Albert Costa,R,180.0,ESP,29.6,7-5 6-4,3.0,R32,102.0,1.0,1.0,56.0,33.0,26.0,16.0,11.0,1.0,2.0,6.0,0.0,75.0,45.0,28.0,16.0,11.0,5.0,8.0,83.0,478.0,54.0,740.0
381,10,Buenos Aires,ATP Buenos Aires 2005,20050802,International,Outdoor,Clay,1st Round,3,Burgsmuller L.,Volandri F.,95,40.0,,,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,6.0,1.1,6.5,1.1,6.25,1.1,4.5,1.1,7.1,1.125,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,4.0,102694.0,,,Lars Burgsmuller,R,183.0,GER,29.1,103835.0,6.0,,Filippo Volandri,R,183.0,ITA,23.4,6-4 6-2,3.0,R32,84.0,7.0,0.0,58.0,31.0,21.0,12.0,9.0,6.0,9.0,0.0,8.0,80.0,49.0,27.0,10.0,9.0,12.0,18.0,95.0,451.0,40.0,900.0
382,10,Buenos Aires,ATP Buenos Aires 2005,20050802,International,Outdoor,Clay,1st Round,3,Puerta M.,Guzman J.P.,117,156.0,,,6.0,2.0,7,6,,,,,,,2.0,0.0,Completed,1.61,2.2,,,,,1.55,2.0,1.526,2.7,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,3.0,103264.0,,WC,Mariano Puerta,L,180.0,ARG,26.3,103700.0,,Q,Juan Pablo Guzman,L,178.0,ARG,24.0,6-2 7-6(2),3.0,R32,86.0,3.0,2.0,62.0,43.0,33.0,9.0,10.0,1.0,2.0,4.0,0.0,68.0,40.0,27.0,11.0,10.0,4.0,7.0,117.0,398.0,156.0,288.0
383,10,Buenos Aires,ATP Buenos Aires 2005,20050802,International,Outdoor,Clay,1st Round,3,Almagro N.,Ventura S.,98,85.0,,,6.0,3.0,6,3,,,,,,,2.0,0.0,Completed,1.66,2.1,1.6,2.3,1.6,2.3,1.7,1.8,1.568,2.56,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,7.0,104597.0,,,Nicolas Almagro,R,183.0,ESP,19.4,103490.0,,,Santiago Ventura,R,183.0,ESP,25.0,6-3 6-3,3.0,R32,74.0,5.0,3.0,54.0,31.0,23.0,12.0,9.0,3.0,4.0,0.0,1.0,70.0,37.0,21.0,14.0,9.0,6.0,10.0,98.0,435.0,85.0,477.0
384,10,Buenos Aires,ATP Buenos Aires 2005,20050802,International,Outdoor,Clay,1st Round,3,Martin A.,Ferrer D.,69,47.0,,,5.0,0.0,,,,,,,,,0.0,0.0,Retired,3.2,1.3,3.1,1.35,3.1,1.35,2.7,1.3,3.2,1.392,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,11.0,103252.0,,,Alberto Martin,R,175.0,ESP,26.4,103970.0,,,David Ferrer,R,175.0,ESP,22.8,5-0 RET,3.0,R32,22.0,0.0,2.0,16.0,4.0,3.0,9.0,3.0,0.0,0.0,1.0,3.0,15.0,7.0,3.0,2.0,2.0,0.0,2.0,69.0,543.0,47.0,795.0
385,10,Buenos Aires,ATP Buenos Aires 2005,20050802,International,Outdoor,Clay,1st Round,3,Lopez M.,Chela J.I.,141,23.0,,,7.0,5.0,6,1,,,,,,,2.0,0.0,Completed,3.25,1.28,3.5,1.28,3.75,1.25,3.0,1.25,4.32,1.255,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,9.0,104043.0,,Q,Marc Lopez,R,175.0,ESP,22.5,103428.0,5.0,,Juan Ignacio Chela,R,190.0,ARG,25.4,7-5 6-1,3.0,R32,95.0,0.0,0.0,51.0,36.0,23.0,8.0,9.0,1.0,3.0,2.0,4.0,74.0,38.0,21.0,12.0,10.0,6.0,12.0,141.0,321.0,23.0,1245.0
386,10,Buenos Aires,ATP Buenos Aires 2005,20050802,International,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Sanchez D.,91,78.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,2.1,1.66,2.0,1.8,2.05,1.75,1.8,1.7,2.16,1.735,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,5.0,104198.0,,LL,Guillermo Garcia Lopez,R,188.0,ESP,21.6,103176.0,,,David Sanchez,R,183.0,ESP,26.8,6-4 6-3,3.0,R32,85.0,0.0,4.0,57.0,40.0,27.0,6.0,10.0,3.0,6.0,0.0,2.0,58.0,35.0,16.0,12.0,9.0,6.0,11.0,91.0,457.0,78.0,498.0
387,10,Buenos Aires,ATP Buenos Aires 2005,20050802,International,Outdoor,Clay,1st Round,3,Starace P.,Massa E.,66,125.0,,,7.0,6.0,6,0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.3,1.6,2.1,1.7,2.1,1.5,2.52,1.581,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,14.0,103808.0,,,Potito Starace,R,188.0,ITA,23.5,103737.0,,WC,Edgardo Massa,R,180.0,ARG,23.8,7-6(5) 6-0,3.0,R32,92.0,3.0,0.0,78.0,60.0,36.0,13.0,9.0,4.0,5.0,3.0,0.0,67.0,47.0,28.0,8.0,9.0,5.0,9.0,66.0,569.0,125.0,363.0
388,10,Buenos Aires,ATP Buenos Aires 2005,20050802,International,Outdoor,Clay,1st Round,3,Moya C.,Luczak P.,6,154.0,,,6.0,3.0,7,6,,,,,,,2.0,0.0,Completed,1.1,6.0,1.15,5.0,1.17,4.67,1.15,3.8,1.154,5.9,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,1.0,102845.0,1.0,,Carlos Moya,R,190.0,ESP,28.4,103429.0,,Q,Peter Luczak,R,183.0,AUS,25.4,6-3 7-6(5),3.0,R32,90.0,7.0,2.0,63.0,38.0,34.0,16.0,10.0,4.0,4.0,3.0,1.0,83.0,61.0,40.0,11.0,11.0,6.0,8.0,6.0,2480.0,154.0,296.0
389,10,Buenos Aires,ATP Buenos Aires 2005,20050802,International,Outdoor,Clay,1st Round,3,Nadal R.,Calleri A.,48,61.0,,,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,1.39,2.75,1.48,2.6,1.48,2.53,1.4,2.3,1.452,2.96,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,13.0,104745.0,7.0,,Rafael Nadal,L,185.0,ESP,18.6,102860.0,,,Agustin Calleri,R,183.0,ARG,28.3,7-6(2) 6-3,3.0,R32,99.0,0.0,0.0,62.0,46.0,34.0,13.0,11.0,0.0,0.0,8.0,2.0,64.0,35.0,26.0,16.0,10.0,0.0,1.0,48.0,790.0,61.0,615.0
390,10,Buenos Aires,ATP Buenos Aires 2005,20050902,International,Outdoor,Clay,1st Round,3,Gaudio G.,Luzzi F.,8,202.0,,,2.0,6.0,6,1,6,3,,,,,2.0,1.0,Completed,1.1,6.0,1.2,5.0,,,1.1,4.5,1.163,5.74,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,16.0,103292.0,2.0,,Gaston Gaudio,R,175.0,ARG,26.1,103487.0,,Q,Federico Luzzi,R,188.0,ITA,25.0,2-6 6-1 6-3,3.0,R32,114.0,4.0,1.0,77.0,55.0,35.0,10.0,12.0,3.0,6.0,5.0,4.0,97.0,63.0,42.0,11.0,12.0,10.0,15.0,8.0,2095.0,202.0,212.0
391,10,Buenos Aires,ATP Buenos Aires 2005,20050902,International,Outdoor,Clay,2nd Round,3,Mantilla F.,Lopez M.,119,141.0,,,4.0,6.0,7,6,7,6,,,,,2.0,1.0,Completed,2.0,1.72,1.8,1.97,2.23,1.61,1.75,1.75,2.32,1.658,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,21.0,102456.0,,,Felix Mantilla,R,180.0,ESP,30.3,104043.0,,Q,Marc Lopez,R,175.0,ESP,22.5,4-6 7-6(5) 7-6(4),3.0,R16,206.0,2.0,2.0,102.0,68.0,51.0,18.0,17.0,5.0,9.0,4.0,5.0,138.0,93.0,63.0,21.0,17.0,10.0,13.0,119.0,394.0,141.0,321.0
392,10,Buenos Aires,ATP Buenos Aires 2005,20050902,International,Outdoor,Clay,2nd Round,3,Martin A.,Canas G.,69,12.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,4.0,1.22,4.4,1.2,3.75,1.25,3.0,1.25,4.87,1.21,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,22.0,103252.0,,,Alberto Martin,R,175.0,ESP,26.4,103084.0,3.0,,Guillermo Canas,R,185.0,ARG,27.2,6-4 6-3,3.0,R16,98.0,1.0,2.0,73.0,49.0,33.0,14.0,10.0,8.0,9.0,0.0,1.0,63.0,41.0,26.0,10.0,9.0,4.0,7.0,69.0,543.0,12.0,1559.0
393,10,Buenos Aires,ATP Buenos Aires 2005,20051002,International,Outdoor,Clay,2nd Round,3,Puerta M.,Burgsmuller L.,117,95.0,,,6.0,2.0,6,0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.33,3.2,1.28,3.46,1.3,2.7,1.351,3.45,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,18.0,103264.0,,WC,Mariano Puerta,L,180.0,ARG,26.3,102694.0,,,Lars Burgsmuller,R,183.0,GER,29.1,6-2 6-0,3.0,R16,56.0,1.0,1.0,43.0,28.0,21.0,10.0,7.0,4.0,4.0,3.0,2.0,45.0,21.0,13.0,6.0,7.0,3.0,8.0,117.0,398.0,95.0,451.0
394,10,Buenos Aires,ATP Buenos Aires 2005,20051002,International,Outdoor,Clay,2nd Round,3,Moya C.,Monaco J.,6,83.0,,,6.0,1.0,6,2,,,,,,,2.0,0.0,Completed,1.25,3.75,1.2,4.4,1.28,3.46,1.25,3.0,1.328,3.6,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,17.0,102845.0,1.0,,Carlos Moya,R,190.0,ESP,28.4,104338.0,,,Juan Monaco,R,185.0,ARG,20.8,6-1 6-2,3.0,R16,68.0,5.0,2.0,59.0,25.0,21.0,19.0,8.0,7.0,7.0,0.0,2.0,45.0,31.0,20.0,3.0,7.0,3.0,7.0,6.0,2480.0,83.0,478.0
395,10,Buenos Aires,ATP Buenos Aires 2005,20051002,International,Outdoor,Clay,2nd Round,3,Acasuso J.,Garcia-Lopez G.,57,91.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.37,2.92,1.35,2.5,1.385,3.2,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,19.0,104076.0,,,Jose Acasuso,R,190.0,ARG,22.3,104198.0,,LL,Guillermo Garcia Lopez,R,188.0,ESP,21.6,6-4 6-3,3.0,R16,78.0,2.0,0.0,47.0,26.0,23.0,14.0,9.0,1.0,1.0,2.0,0.0,67.0,44.0,27.0,10.0,10.0,2.0,5.0,57.0,651.0,91.0,457.0
396,10,Buenos Aires,ATP Buenos Aires 2005,20051002,International,Outdoor,Clay,2nd Round,3,Nadal R.,Starace P.,48,66.0,,,6.0,1.0,6,3,,,,,,,2.0,0.0,Completed,1.19,4.33,1.25,3.9,1.18,4.45,1.25,3.0,1.195,5.14,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,23.0,104745.0,7.0,,Rafael Nadal,L,185.0,ESP,18.6,103808.0,,,Potito Starace,R,188.0,ITA,23.5,6-1 6-3,3.0,R16,76.0,1.0,1.0,43.0,30.0,26.0,5.0,8.0,2.0,3.0,2.0,1.0,71.0,44.0,24.0,9.0,8.0,13.0,18.0,48.0,790.0,66.0,569.0
397,10,Buenos Aires,ATP Buenos Aires 2005,20051002,International,Outdoor,Clay,2nd Round,3,Almagro N.,Zabaleta M.,98,50.0,,,6.0,7.0,6,4,6,4,,,,,2.0,1.0,Completed,2.5,1.5,2.35,1.6,2.6,1.45,2.1,1.5,2.71,1.524,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,20.0,104597.0,,,Nicolas Almagro,R,183.0,ESP,19.4,103151.0,8.0,,Mariano Zabaleta,R,183.0,ARG,26.9,6-7(4) 6-4 6-4,3.0,R16,140.0,11.0,0.0,113.0,75.0,55.0,18.0,16.0,5.0,7.0,1.0,8.0,95.0,56.0,39.0,20.0,16.0,1.0,5.0,98.0,435.0,50.0,785.0
398,10,Buenos Aires,ATP Buenos Aires 2005,20051102,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Saretta F.,8,114.0,,,6.0,3.0,6,2,,,,,,,2.0,0.0,Completed,1.14,5.0,1.2,5.0,1.15,5.2,1.15,3.8,1.143,6.3,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,24.0,103292.0,2.0,,Gaston Gaudio,R,175.0,ARG,26.1,103581.0,,,Flavio Saretta,R,183.0,BRA,24.6,6-3 6-2,3.0,R16,82.0,2.0,1.0,60.0,37.0,26.0,13.0,9.0,2.0,3.0,0.0,1.0,52.0,26.0,12.0,14.0,8.0,2.0,6.0,8.0,2095.0,114.0,401.0
399,10,Buenos Aires,ATP Buenos Aires 2005,20051102,International,Outdoor,Clay,Quarterfinals,3,Martin A.,Mantilla F.,69,119.0,,,5.0,7.0,6,4,7,6,,,,,2.0,1.0,Completed,1.9,1.8,1.9,1.83,1.87,1.87,1.85,1.65,2.06,1.794,2005-506,Buenos Aires,Clay,32.0,A,20050207.0,27.0,103252.0,,,Alberto Martin,R,175.0,ESP,26.4,102456.0,,,Felix Mantilla,R,180.0,ESP,30.3,5-7 6-4 7-6(3),3.0,QF,152.0,8.0,1.0,104.0,49.0,38.0,33.0,17.0,5.0,8.0,7.0,5.0,106.0,74.0,50.0,19.0,17.0,6.0,9.0,69.0,543.0,119.0,394.0
