,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
10,1,Brisbane,Brisbane International,20190101,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,Popyrin A.,31.0,147.0,1298.0,367.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.21,4.98,1.24,5.0,1.2,4.55,2019-M020,Brisbane,Hard,32.0,A,20181231.0,282.0,200282.0,7.0,,Alex De Minaur,R,183.0,AUS,19.8,200615.0,,WC,Alexei Popyrin,R,196.0,AUS,19.4,6-2 6-2,3.0,R32,60.0,1.0,2.0,43.0,28.0,25.0,6.0,8.0,3.0,4.0,5.0,5.0,49.0,31.0,18.0,4.0,8.0,4.0,9.0,31.0,1298.0,147.0,367.0
11,1,Brisbane,Brisbane International,20190101,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Bolt A.,72.0,154.0,715.0,352.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.37,3.35,1.38,3.4,1.36,3.14,2019-M020,Brisbane,Hard,32.0,A,20181231.0,283.0,111442.0,,,Jordan Thompson,R,183.0,AUS,24.6,106109.0,,WC,Alex Bolt,L,183.0,AUS,25.9,6-3 6-0,3.0,R32,77.0,1.0,2.0,42.0,29.0,23.0,7.0,8.0,0.0,1.0,1.0,3.0,64.0,33.0,17.0,12.0,7.0,8.0,13.0,72.0,715.0,154.0,352.0
12,1,Brisbane,Brisbane International,20190201,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Millman J.,19.0,38.0,1835.0,1083.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.47,2.9,1.49,3.0,1.43,2.82,2019-M020,Brisbane,Hard,32.0,A,20181231.0,287.0,105777.0,6.0,,Grigor Dimitrov,R,188.0,BUL,27.6,105357.0,,,John Millman,R,183.0,AUS,29.5,6-3 6-4,3.0,R16,88.0,6.0,2.0,63.0,35.0,27.0,13.0,10.0,2.0,4.0,1.0,1.0,55.0,37.0,18.0,10.0,9.0,3.0,7.0,19.0,1835.0,38.0,1083.0
13,1,Brisbane,Brisbane International,20190201,ATP250,Outdoor,Hard,2nd Round,3,Uchiyama Y.,Edmund K.,185.0,14.0,275.0,2150.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.22,4.87,1.22,5.0,1.26,4.26,1.22,2019-M020,Brisbane,Hard,32.0,A,20181231.0,288.0,106034.0,,Q,Yasutaka Uchiyama,R,183.0,JPN,26.4,106378.0,3.0,,Kyle Edmund,R,188.0,GBR,23.9,7-6(6) 6-4,3.0,R16,93.0,15.0,0.0,75.0,48.0,41.0,14.0,11.0,3.0,3.0,7.0,1.0,75.0,50.0,35.0,14.0,11.0,1.0,2.0,185.0,275.0,14.0,2150.0
14,1,Brisbane,Brisbane International,20190201,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Kudla D.,9.0,63.0,3590.0,810.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.19,5.42,1.19,5.65,1.16,5.17,2019-M020,Brisbane,Hard,32.0,A,20181231.0,286.0,105453.0,2.0,,Kei Nishikori,R,178.0,JPN,29.0,106045.0,,,Denis Kudla,R,180.0,USA,26.3,7-5 6-2,3.0,R16,79.0,7.0,2.0,56.0,32.0,27.0,15.0,10.0,0.0,0.0,5.0,3.0,60.0,36.0,26.0,8.0,10.0,4.0,7.0,9.0,3590.0,63.0,810.0
15,1,Brisbane,Brisbane International,20190201,ATP250,Outdoor,Hard,2nd Round,3,Raonic M.,Kecmanovic M.,18.0,131.0,1855.0,433.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.22,4.86,1.25,6.07,1.21,4.48,2019-M020,Brisbane,Hard,32.0,A,20181231.0,290.0,105683.0,5.0,,Milos Raonic,R,196.0,CAN,28.0,200175.0,,Q,Miomir Kecmanovic,R,183.0,SRB,19.3,6-3 7-6(2),3.0,R16,82.0,21.0,3.0,62.0,46.0,40.0,10.0,11.0,0.0,0.0,3.0,0.0,71.0,44.0,28.0,18.0,10.0,2.0,3.0,18.0,1855.0,131.0,433.0
16,1,Brisbane,Brisbane International,20190201,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Kyrgios N.,40.0,35.0,1050.0,1125.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.36,3.24,1.4,3.32,1.42,3.11,1.37,2019-M020,Brisbane,Hard,32.0,A,20181231.0,289.0,104871.0,,,Jeremy Chardy,R,188.0,FRA,31.8,106401.0,8.0,,Nick Kyrgios,R,193.0,AUS,23.6,6-7(5) 6-2 6-3,3.0,R16,99.0,17.0,5.0,84.0,58.0,50.0,17.0,15.0,2.0,2.0,13.0,6.0,80.0,59.0,48.0,10.0,14.0,2.0,5.0,40.0,1050.0,35.0,1125.0
17,1,Brisbane,Brisbane International,20190201,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Murray A.,16.0,240.0,1977.0,200.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.9,2.0,1.99,2.0,1.88,1.93,2019-M020,Brisbane,Hard,32.0,A,20181231.0,291.0,106421.0,4.0,,Daniil Medvedev,R,198.0,RUS,22.8,104918.0,,PR,Andy Murray,R,190.0,GBR,31.6,7-5 6-2,3.0,R16,81.0,16.0,2.0,54.0,34.0,27.0,13.0,10.0,0.0,1.0,6.0,1.0,60.0,39.0,27.0,7.0,10.0,2.0,6.0,16.0,1977.0,240.0,200.0
18,1,Brisbane,Brisbane International,20190201,ATP250,Outdoor,Hard,2nd Round,3,De Minaur A.,Thompson J.,31.0,72.0,1298.0,715.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.39,3.28,1.44,3.28,1.38,3.06,2019-M020,Brisbane,Hard,32.0,A,20181231.0,292.0,200282.0,7.0,,Alex De Minaur,R,183.0,AUS,19.8,111442.0,,,Jordan Thompson,R,183.0,AUS,24.6,6-4 6-2,3.0,R16,80.0,1.0,1.0,49.0,38.0,29.0,8.0,9.0,0.0,0.0,5.0,0.0,56.0,39.0,30.0,3.0,9.0,3.0,6.0,31.0,1298.0,72.0,715.0
19,1,Brisbane,Brisbane International,20190301,ATP250,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Daniel T.,239.0,77.0,200.0,691.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.27,4.23,1.35,4.23,1.27,3.84,2019-M020,Brisbane,Hard,32.0,A,20181231.0,293.0,104542.0,,PR,Jo-Wilfried Tsonga,R,188.0,FRA,33.7,106121.0,,LL,Taro Daniel,R,191.0,JPN,25.9,7-6(5) 6-3,3.0,R16,100.0,11.0,3.0,64.0,37.0,30.0,11.0,10.0,4.0,7.0,3.0,7.0,85.0,51.0,34.0,11.0,11.0,6.0,11.0,239.0,200.0,77.0,691.0
20,1,Brisbane,Brisbane International,20190301,ATP250,Outdoor,Hard,Quarterfinals,3,Chardy J.,Uchiyama Y.,40.0,185.0,1050.0,275.0,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.61,2.3,1.64,2.45,1.67,2.55,1.61,2.34,2019-M020,Brisbane,Hard,32.0,A,20181231.0,295.0,104871.0,,,Jeremy Chardy,R,188.0,FRA,31.8,106034.0,,Q,Yasutaka Uchiyama,R,183.0,JPN,26.4,6-4 3-6 7-6(4),3.0,QF,127.0,10.0,8.0,94.0,58.0,44.0,18.0,16.0,4.0,8.0,12.0,6.0,90.0,54.0,40.0,18.0,15.0,6.0,9.0,40.0,1050.0,185.0,275.0
21,1,Brisbane,Brisbane International,20190301,ATP250,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Dimitrov G.,9.0,19.0,3590.0,1835.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.68,2.36,1.73,2.38,1.65,2.26,2019-M020,Brisbane,Hard,32.0,A,20181231.0,294.0,105453.0,2.0,,Kei Nishikori,R,178.0,JPN,29.0,105777.0,6.0,,Grigor Dimitrov,R,188.0,BUL,27.6,7-5 7-5,3.0,QF,100.0,5.0,2.0,59.0,47.0,37.0,9.0,12.0,0.0,1.0,8.0,5.0,80.0,53.0,37.0,13.0,12.0,6.0,9.0,9.0,3590.0,19.0,1835.0
22,1,Brisbane,Brisbane International,20190401,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Raonic M.,16.0,18.0,1977.0,1855.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,2.16,1.8,2.16,1.91,2.04,1.79,2019-M020,Brisbane,Hard,32.0,A,20181231.0,296.0,106421.0,4.0,,Daniil Medvedev,R,198.0,RUS,22.8,105683.0,5.0,,Milos Raonic,R,196.0,CAN,28.0,6-7(2) 6-3 6-4,3.0,QF,129.0,12.0,3.0,105.0,68.0,48.0,25.0,16.0,8.0,8.0,29.0,5.0,94.0,56.0,46.0,19.0,15.0,2.0,4.0,16.0,1977.0,18.0,1855.0
23,1,Brisbane,Brisbane International,20190401,ATP250,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,De Minaur A.,239.0,31.0,200.0,1298.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.5,1.61,2.56,1.63,2.42,1.57,2019-M020,Brisbane,Hard,32.0,A,20181231.0,297.0,104542.0,,PR,Jo-Wilfried Tsonga,R,188.0,FRA,33.7,200282.0,7.0,,Alex De Minaur,R,183.0,AUS,19.8,6-4 7-6(2),3.0,QF,106.0,12.0,2.0,68.0,43.0,34.0,15.0,11.0,4.0,5.0,1.0,2.0,81.0,60.0,38.0,9.0,11.0,4.0,6.0,239.0,200.0,31.0,1298.0
24,1,Brisbane,Brisbane International,20190501,ATP250,Outdoor,Hard,Semifinals,3,Nishikori K.,Chardy J.,9.0,40.0,3590.0,1050.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.2,5.3,1.2,5.8,1.17,5.11,2019-M020,Brisbane,Hard,32.0,A,20181231.0,298.0,105453.0,2.0,,Kei Nishikori,R,178.0,JPN,29.0,104871.0,,,Jeremy Chardy,R,188.0,FRA,31.8,6-2 6-2,3.0,SF,66.0,2.0,2.0,47.0,33.0,26.0,9.0,8.0,2.0,2.0,10.0,3.0,46.0,27.0,15.0,6.0,8.0,1.0,5.0,9.0,3590.0,40.0,1050.0
25,1,Brisbane,Brisbane International,20190501,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,Tsonga J.W.,16.0,239.0,1977.0,200.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.71,2.3,1.79,2.46,1.67,2.23,2019-M020,Brisbane,Hard,32.0,A,20181231.0,299.0,106421.0,4.0,,Daniil Medvedev,R,198.0,RUS,22.8,104542.0,,PR,Jo-Wilfried Tsonga,R,188.0,FRA,33.7,7-6(6) 6-2,3.0,SF,82.0,10.0,1.0,52.0,33.0,28.0,14.0,10.0,0.0,1.0,17.0,2.0,77.0,52.0,36.0,7.0,10.0,10.0,13.0,16.0,1977.0,239.0,200.0
26,1,Brisbane,Brisbane International,20190601,ATP250,Outdoor,Hard,The Final,3,Nishikori K.,Medvedev D.,9.0,16.0,3590.0,1977.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.37,1.66,2.4,1.67,2.54,1.6,2.36,2019-M020,Brisbane,Hard,32.0,A,20181231.0,300.0,105453.0,2.0,,Kei Nishikori,R,178.0,JPN,29.0,106421.0,4.0,,Daniil Medvedev,R,198.0,RUS,22.8,6-4 3-6 6-2,3.0,F,124.0,3.0,3.0,77.0,44.0,31.0,17.0,13.0,3.0,6.0,8.0,6.0,100.0,54.0,34.0,20.0,14.0,10.0,15.0,9.0,3590.0,16.0,1977.0
27,2,Doha,Qatar Exxon Mobil Open,20181231,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Berrettini M.,24.0,54.0,1605.0,932.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.34,3.5,1.53,3.6,1.35,3.23,2019-0451,Doha,Hard,32.0,A,20181231.0,278.0,105138.0,7.0,,Roberto Bautista Agut,R,183.0,ESP,30.7,126610.0,,,Matteo Berrettini,R,196.0,ITA,22.7,6-1 6-4,3.0,R32,69.0,3.0,2.0,51.0,34.0,27.0,12.0,9.0,2.0,2.0,4.0,1.0,45.0,28.0,17.0,7.0,8.0,0.0,3.0,24.0,1605.0,54.0,932.0
28,2,Doha,Qatar Exxon Mobil Open,20181231,ATP250,Outdoor,Hard,1st Round,3,Jarry N.,Haase R.,43.0,50.0,1022.0,965.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,2.1,1.66,2.07,1.83,2.17,1.87,2.05,1.77,2019-0451,Doha,Hard,32.0,A,20181231.0,280.0,111797.0,,,Nicolas Jarry,R,198.0,CHI,23.2,104898.0,,,Robin Haase,R,190.0,NED,31.7,6-7(7) 6-4 7-6(4),3.0,R32,158.0,12.0,1.0,124.0,87.0,59.0,24.0,17.0,7.0,9.0,12.0,5.0,107.0,74.0,54.0,19.0,17.0,4.0,7.0,43.0,1022.0,50.0,965.0
29,2,Doha,Qatar Exxon Mobil Open,20181231,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Lorenzi P.,28.0,109.0,1410.0,525.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.23,4.62,1.3,4.7,1.24,4.07,2019-0451,Doha,Hard,32.0,A,20181231.0,273.0,104269.0,8.0,,Fernando Verdasco,L,188.0,ESP,35.1,103893.0,,LL,Paolo Lorenzi,R,183.0,ITA,37.0,6-3 6-4,3.0,R32,89.0,9.0,0.0,54.0,36.0,30.0,6.0,10.0,0.0,2.0,2.0,1.0,69.0,40.0,21.0,14.0,9.0,7.0,11.0,28.0,1410.0,109.0,525.0
30,2,Doha,Qatar Exxon Mobil Open,20181231,ATP250,Outdoor,Hard,1st Round,3,Berdych T.,Kohlschreiber P.,71.0,34.0,715.0,1125.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.86,1.47,2.86,2.02,2.44,1.59,2019-0451,Doha,Hard,32.0,A,20181231.0,272.0,104607.0,,WC,Tomas Berdych,R,196.0,CZE,33.2,104259.0,,,Philipp Kohlschreiber,R,178.0,GER,35.2,6-4 7-6(5),3.0,R32,102.0,6.0,1.0,73.0,43.0,33.0,17.0,11.0,1.0,2.0,3.0,4.0,73.0,42.0,33.0,14.0,11.0,2.0,4.0,71.0,715.0,34.0,1125.0
31,2,Doha,Qatar Exxon Mobil Open,20181231,ATP250,Outdoor,Hard,1st Round,3,Basilashvili N.,Ramos-Vinolas A.,21.0,65.0,1795.0,790.0,6.0,1.0,1.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.4,2.75,1.49,2.81,1.5,3.03,1.45,2.75,2019-0451,Doha,Hard,32.0,A,20181231.0,282.0,105932.0,5.0,,Nikoloz Basilashvili,R,185.0,GEO,26.8,105077.0,,,Albert Ramos,L,188.0,ESP,30.9,6-1 1-6 6-1,3.0,R32,98.0,9.0,3.0,66.0,33.0,27.0,16.0,11.0,2.0,4.0,5.0,2.0,77.0,47.0,26.0,14.0,10.0,8.0,12.0,21.0,1795.0,65.0,790.0
32,2,Doha,Qatar Exxon Mobil Open,20181231,ATP250,Outdoor,Hard,1st Round,3,Rublev A.,Seppi A.,68.0,37.0,760.0,1106.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.48,2.83,1.57,2.83,1.5,2.59,2019-0451,Doha,Hard,32.0,A,20181231.0,283.0,126094.0,,,Andrey Rublev,R,188.0,RUS,21.1,104312.0,,,Andreas Seppi,R,190.0,ITA,34.8,7-5 6-1,3.0,R32,75.0,10.0,3.0,59.0,30.0,22.0,18.0,10.0,3.0,5.0,5.0,2.0,61.0,35.0,22.0,8.0,9.0,7.0,12.0,68.0,760.0,37.0,1106.0
33,2,Doha,Qatar Exxon Mobil Open,20181231,ATP250,Outdoor,Hard,1st Round,3,Marterer M.,Gojowczyk P.,74.0,59.0,706.0,855.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.9,1.8,2.2,1.74,2.23,1.82,2.09,1.74,2019-0451,Doha,Hard,32.0,A,20181231.0,271.0,109739.0,,Q,Maximilian Marterer,L,191.0,GER,23.5,105376.0,,,Peter Gojowczyk,R,185.0,GER,29.4,6-1 6-4,3.0,R32,55.0,8.0,0.0,48.0,34.0,30.0,8.0,9.0,2.0,2.0,6.0,4.0,50.0,27.0,19.0,10.0,8.0,4.0,7.0,74.0,706.0,59.0,855.0
34,2,Doha,Qatar Exxon Mobil Open,20190101,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Goffin D.,116.0,22.0,507.0,1785.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,3.4,1.3,3.3,1.38,3.6,1.38,3.32,1.33,2019-0451,Doha,Hard,32.0,A,20181231.0,277.0,105575.0,,Q,Ricardas Berankis,R,175.0,LTU,28.5,105676.0,6.0,,David Goffin,R,180.0,BEL,28.0,3-6 6-4 7-6(4),3.0,R32,138.0,6.0,3.0,104.0,66.0,44.0,21.0,15.0,3.0,5.0,11.0,2.0,109.0,70.0,47.0,21.0,16.0,5.0,7.0,116.0,507.0,22.0,1785.0
35,2,Doha,Qatar Exxon Mobil Open,20190101,ATP250,Outdoor,Hard,1st Round,3,Pella G.,Ilkel C.,58.0,249.0,860.0,183.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.23,4.68,1.24,4.8,1.2,4.49,2019-0451,Doha,Hard,32.0,A,20181231.0,275.0,105550.0,,,Guido Pella,L,185.0,ARG,28.6,117356.0,,WC,Cem Ilkel,R,185.0,TUR,23.3,7-6(1) 6-3,3.0,R32,107.0,5.0,1.0,66.0,48.0,36.0,11.0,11.0,0.0,2.0,3.0,1.0,82.0,53.0,32.0,12.0,10.0,6.0,9.0,58.0,860.0,249.0,183.0
36,2,Doha,Qatar Exxon Mobil Open,20190101,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,Stakhovsky S.,20.0,134.0,1819.0,424.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.33,1.67,2.35,1.78,2.18,1.68,2019-0451,Doha,Hard,32.0,A,20181231.0,274.0,106065.0,4.0,,Marco Cecchinato,R,185.0,ITA,26.2,104660.0,,Q,Sergiy Stakhovsky,R,193.0,UKR,32.9,6-4 6-2,3.0,R32,82.0,5.0,3.0,56.0,42.0,35.0,6.0,9.0,1.0,1.0,6.0,3.0,79.0,58.0,34.0,9.0,9.0,8.0,11.0,20.0,1819.0,134.0,424.0
