,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
398,10,Buenos Aires,ATP Buenos Aires 2004,20040220,International,Outdoor,Clay,2nd Round,3,Moya C.,Sanchez D.,7.0,54.0,7.0,6.0,1.0,6.0,7,6.0,,,,,2.0,1.0,Completed,1.333,3.25,1.35,3.1,1.32,3.22,1.25,3.0,1.355,3.37,2004-506,Buenos Aires,Clay,32.0,A,20040216.0,24.0,102845.0,2.0,,Carlos Moya,R,190.0,ESP,27.4,103176.0,,,David Sanchez,R,183.0,ESP,25.8,7-6(5) 1-6 7-6(5),3.0,R16,144.0,10.0,2.0,108.0,67.0,45.0,17.0,16.0,7.0,13.0,2.0,3.0,120.0,80.0,52.0,21.0,15.0,11.0,14.0,7.0,2345.0,54.0,636.0
399,10,Buenos Aires,ATP Buenos Aires 2004,20040220,International,Outdoor,Clay,Quarterfinals,3,Gasquet R.,Massu N.,105.0,14.0,6.0,3.0,4.0,6.0,7,5.0,,,,,2.0,1.0,Completed,3.4,1.3,3.85,1.25,3.35,1.3,3.3,1.2,3.8,1.303,2004-506,Buenos Aires,Clay,32.0,A,20040216.0,26.0,104755.0,,,Richard Gasquet,R,185.0,FRA,17.6,103454.0,3.0,,Nicolas Massu,R,183.0,CHI,24.3,6-3 4-6 7-5,3.0,QF,160.0,5.0,2.0,107.0,73.0,48.0,15.0,16.0,5.0,9.0,4.0,1.0,92.0,62.0,36.0,17.0,15.0,6.0,11.0,105.0,367.0,14.0,1582.0
400,10,Buenos Aires,ATP Buenos Aires 2004,20040220,International,Outdoor,Clay,Quarterfinals,3,Coria G.,Monaco J.,4.0,223.0,7.0,6.0,3.0,6.0,6,1.0,,,,,2.0,1.0,Completed,1.08,7.0,1.1,7.0,1.1,6.25,1.1,4.5,1.091,9.0,2004-506,Buenos Aires,Clay,32.0,A,20040216.0,25.0,103909.0,1.0,,Guillermo Coria,R,175.0,ARG,22.0,104338.0,,WC,Juan Monaco,R,185.0,ARG,19.8,7-6(8) 3-6 6-1,3.0,QF,134.0,1.0,2.0,91.0,58.0,43.0,12.0,14.0,3.0,7.0,2.0,2.0,97.0,68.0,44.0,9.0,14.0,5.0,10.0,4.0,3185.0,223.0,159.0
401,10,Buenos Aires,ATP Buenos Aires 2004,20040221,International,Outdoor,Clay,Quarterfinals,3,Acasuso J.,Ferrer D.,111.0,70.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.833,1.833,2.0,1.8,2.0,1.75,1.9,1.6,2.02,1.833,2004-506,Buenos Aires,Clay,32.0,A,20040216.0,27.0,104076.0,,,Jose Acasuso,R,190.0,ARG,21.3,103970.0,,,David Ferrer,R,175.0,ESP,21.8,7-5 7-6(5),3.0,QF,112.0,4.0,1.0,86.0,47.0,29.0,19.0,12.0,4.0,8.0,0.0,2.0,89.0,58.0,38.0,9.0,12.0,8.0,13.0,111.0,354.0,70.0,504.0
402,10,Buenos Aires,ATP Buenos Aires 2004,20040221,International,Outdoor,Clay,Quarterfinals,3,Moya C.,Zabaleta M.,7.0,30.0,4.0,6.0,7.0,6.0,6,4.0,,,,,2.0,1.0,Completed,1.444,2.625,1.55,2.45,1.6,2.25,1.35,2.5,1.565,2.57,2004-506,Buenos Aires,Clay,32.0,A,20040216.0,28.0,102845.0,2.0,,Carlos Moya,R,190.0,ESP,27.4,103151.0,6.0,,Mariano Zabaleta,R,183.0,ARG,25.9,4-6 7-6(4) 6-4,3.0,QF,152.0,7.0,2.0,98.0,55.0,43.0,23.0,16.0,3.0,5.0,2.0,4.0,118.0,77.0,53.0,21.0,16.0,8.0,10.0,7.0,2345.0,30.0,1085.0
403,10,Buenos Aires,ATP Buenos Aires 2004,20040221,International,Outdoor,Clay,Semifinals,3,Coria G.,Gasquet R.,4.0,105.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.143,5.0,1.12,6.25,1.1,6.25,1.1,4.5,1.143,6.5,2004-506,Buenos Aires,Clay,32.0,A,20040216.0,29.0,103909.0,1.0,,Guillermo Coria,R,175.0,ARG,22.0,104755.0,,,Richard Gasquet,R,185.0,FRA,17.6,7-6(1) 6-1,3.0,SF,75.0,1.0,1.0,63.0,48.0,36.0,8.0,10.0,1.0,2.0,4.0,3.0,55.0,27.0,19.0,10.0,9.0,5.0,8.0,4.0,3185.0,105.0,367.0
404,10,Buenos Aires,ATP Buenos Aires 2004,20040221,International,Outdoor,Clay,Semifinals,3,Moya C.,Acasuso J.,7.0,111.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.5,2.6,1.45,2.6,1.3,2.7,1.435,3.0,2004-506,Buenos Aires,Clay,32.0,A,20040216.0,30.0,102845.0,2.0,,Carlos Moya,R,190.0,ESP,27.4,104076.0,,,Jose Acasuso,R,190.0,ARG,21.3,7-6(3) 7-5,3.0,SF,117.0,7.0,5.0,90.0,50.0,36.0,23.0,12.0,5.0,6.0,5.0,1.0,83.0,41.0,29.0,22.0,12.0,6.0,8.0,7.0,2345.0,111.0,354.0
405,10,Buenos Aires,ATP Buenos Aires 2004,20040222,International,Outdoor,Clay,The Final,3,Coria G.,Moya C.,4.0,7.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.67,2.2,1.58,2.28,1.6,2.0,1.676,2.32,2004-506,Buenos Aires,Clay,32.0,A,20040216.0,31.0,103909.0,1.0,,Guillermo Coria,R,175.0,ARG,22.0,102845.0,2.0,,Carlos Moya,R,190.0,ESP,27.4,6-4 6-1,3.0,F,72.0,0.0,0.0,40.0,32.0,26.0,7.0,8.0,1.0,1.0,1.0,3.0,71.0,39.0,23.0,14.0,9.0,7.0,11.0,4.0,3185.0,7.0,2345.0
406,11,Memphis,Kroger St. Jude,20040216,International Gold,Indoor,Hard,1st Round,3,Johansson J.,Lee H.T.,71.0,68.0,6.0,4.0,6.0,7.0,6,2.0,,,,,2.0,1.0,Completed,1.533,2.375,1.48,2.55,1.53,2.4,1.5,2.1,1.521,2.72,2004-402,Memphis,Hard,32.0,A,20040216.0,10.0,104026.0,,,Joachim Johansson,R,198.0,SWE,21.6,102703.0,,,Hyung Taik Lee,R,180.0,KOR,28.1,6-4 6-7(5) 6-2,3.0,R32,95.0,23.0,4.0,86.0,56.0,48.0,20.0,15.0,3.0,3.0,9.0,3.0,89.0,55.0,39.0,21.0,15.0,3.0,6.0,71.0,504.0,68.0,510.0
407,11,Memphis,Kroger St. Jude,20040216,International Gold,Indoor,Hard,1st Round,3,Malisse X.,Delic A.,65.0,325.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.333,3.0,1.4,2.85,1.44,2.67,1.25,3.0,1.476,2.82,2004-402,Memphis,Hard,32.0,A,20040216.0,11.0,103598.0,,,Xavier Malisse,R,185.0,BEL,23.5,104025.0,,Q,Amer Delic,R,196.0,BIH,21.6,6-4 6-3,3.0,R32,58.0,10.0,0.0,55.0,32.0,23.0,17.0,10.0,3.0,4.0,3.0,0.0,47.0,24.0,15.0,12.0,9.0,1.0,4.0,65.0,560.0,325.0,95.0
408,11,Memphis,Kroger St. Jude,20040216,International Gold,Indoor,Hard,1st Round,3,Saulnier C.,Ginepri R.,69.0,26.0,3.0,6.0,7.0,6.0,6,2.0,,,,,2.0,1.0,Completed,2.2,1.615,2.25,1.6,2.35,1.55,2.0,1.55,2.24,1.704,2004-402,Memphis,Hard,32.0,A,20040216.0,12.0,102642.0,,,Cyril Saulnier,R,190.0,FRA,28.5,104068.0,4.0,,Robby Ginepri,R,183.0,USA,21.3,3-6 7-6(3) 6-2,3.0,R32,116.0,8.0,6.0,103.0,56.0,42.0,27.0,14.0,10.0,11.0,6.0,1.0,96.0,49.0,35.0,28.0,15.0,5.0,7.0,69.0,505.0,26.0,1125.0
409,11,Memphis,Kroger St. Jude,20040216,International Gold,Indoor,Hard,1st Round,3,Enqvist T.,Spadea V.,80.0,28.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,1.909,1.85,1.9,1.85,1.85,1.8,1.7,1.909,1.943,2004-402,Memphis,Hard,32.0,A,20040216.0,4.0,102358.0,,,Thomas Enqvist,R,190.0,SWE,29.9,102434.0,5.0,,Vincent Spadea,R,183.0,USA,29.5,6-4 7-5,3.0,R32,82.0,9.0,5.0,68.0,36.0,28.0,11.0,11.0,1.0,4.0,7.0,6.0,67.0,40.0,23.0,12.0,11.0,1.0,6.0,80.0,458.0,28.0,1100.0
410,11,Memphis,Kroger St. Jude,20040216,International Gold,Indoor,Hard,1st Round,3,de Chaunac S.,Labadze I.,160.0,73.0,3.0,6.0,6.0,3.0,6,6.0,,,,,1.0,1.0,Retired,1.727,2.0,1.77,2.0,1.75,2.0,1.75,1.75,1.909,1.909,2004-402,Memphis,Hard,32.0,A,20040216.0,2.0,103063.0,,Q,Sebastien De Chaunac,R,183.0,FRA,26.3,103789.0,,,Irakli Labadze,L,188.0,GEO,22.6,3-6 6-3 7-6(1) RET,3.0,R32,122.0,6.0,1.0,87.0,53.0,37.0,22.0,15.0,0.0,2.0,7.0,6.0,81.0,54.0,41.0,16.0,15.0,3.0,5.0,160.0,238.0,73.0,503.0
411,11,Memphis,Kroger St. Jude,20040217,International Gold,Indoor,Hard,1st Round,3,Popp A.,Haas T.,88.0,1086.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.5,1.5,2.2,1.63,1.9,1.6,2.48,1.595,2004-402,Memphis,Hard,32.0,A,20040216.0,3.0,102880.0,,,Alexander Popp,R,201.0,GER,27.2,103163.0,,WC,Tommy Haas,R,188.0,GER,25.8,6-3 6-3,3.0,R32,63.0,6.0,2.0,52.0,33.0,25.0,11.0,9.0,2.0,3.0,0.0,5.0,56.0,32.0,19.0,10.0,9.0,2.0,6.0,88.0,429.0,1086.0,5.0
412,11,Memphis,Kroger St. Jude,20040217,International Gold,Indoor,Hard,1st Round,3,Niemeyer F.,Burgsmuller L.,168.0,76.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.667,1.95,1.8,1.85,1.85,1.9,1.6,1.98,1.862,2004-402,Memphis,Hard,32.0,A,20040216.0,15.0,102780.0,,Q,Frederic Niemeyer,R,190.0,CAN,27.8,102694.0,,,Lars Burgsmuller,R,183.0,GER,28.1,6-2 6-4,3.0,R32,69.0,20.0,7.0,65.0,35.0,32.0,13.0,9.0,4.0,4.0,2.0,5.0,64.0,32.0,18.0,18.0,9.0,5.0,8.0,168.0,222.0,76.0,481.0
413,11,Memphis,Kroger St. Jude,20040217,International Gold,Indoor,Hard,1st Round,3,Melzer J.,Vahaly B.,78.0,89.0,6.0,3.0,6.0,7.0,7,6.0,,,,,2.0,1.0,Completed,1.667,2.1,1.67,2.15,1.7,2.1,1.55,2.0,1.714,2.22,2004-402,Memphis,Hard,32.0,A,20040216.0,7.0,103781.0,,,Jurgen Melzer,L,183.0,AUT,22.7,103408.0,,,Brian Vahaly,R,183.0,USA,24.5,6-3 6-7(5) 7-6(4),3.0,R32,128.0,14.0,5.0,125.0,70.0,53.0,25.0,17.0,6.0,8.0,5.0,2.0,103.0,60.0,42.0,20.0,16.0,2.0,5.0,78.0,472.0,89.0,428.0
414,11,Memphis,Kroger St. Jude,20040217,International Gold,Indoor,Hard,1st Round,3,Tursunov D.,Rochus C.,87.0,107.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.38,2.9,1.4,2.85,1.4,2.3,1.444,3.0,2004-402,Memphis,Hard,32.0,A,20040216.0,14.0,104098.0,,,Dmitry Tursunov,R,185.0,RUS,21.1,103294.0,,,Christophe Rochus,R,170.0,BEL,25.1,7-6(5) 6-3,3.0,R32,89.0,9.0,5.0,80.0,41.0,30.0,18.0,11.0,5.0,8.0,3.0,3.0,75.0,42.0,26.0,15.0,10.0,8.0,12.0,87.0,431.0,107.0,364.0
415,11,Memphis,Kroger St. Jude,20040217,International Gold,Indoor,Hard,1st Round,3,Ferreira W.,Bryan B.,46.0,273.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.25,1.3,3.35,1.36,2.97,1.25,3.0,1.364,3.35,2004-402,Memphis,Hard,32.0,A,20040216.0,13.0,101965.0,7.0,,Wayne Ferreira,R,185.0,RSA,32.4,103184.0,,WC,Bob Bryan,L,193.0,USA,25.8,7-6(8) 6-3,3.0,R32,72.0,16.0,1.0,67.0,44.0,35.0,14.0,11.0,2.0,3.0,5.0,1.0,74.0,46.0,33.0,13.0,10.0,4.0,6.0,46.0,750.0,273.0,129.0
416,11,Memphis,Kroger St. Jude,20040218,International Gold,Indoor,Hard,1st Round,3,Kiefer N.,Taino E.,57.0,124.0,6.0,4.0,3.0,6.0,6,1.0,,,,,2.0,1.0,Completed,1.444,2.625,1.48,2.55,1.63,2.2,1.35,2.5,1.599,2.47,2004-402,Memphis,Hard,32.0,A,20040216.0,8.0,103017.0,8.0,,Nicolas Kiefer,R,183.0,GER,26.6,102558.0,,Q,Eric Taino,L,175.0,PHI,28.9,6-4 3-6 6-1,3.0,R32,114.0,17.0,4.0,83.0,47.0,41.0,16.0,13.0,7.0,8.0,3.0,4.0,86.0,53.0,34.0,18.0,13.0,5.0,8.0,57.0,621.0,124.0,320.0
417,11,Memphis,Kroger St. Jude,20040218,International Gold,Indoor,Hard,1st Round,3,Gambill J.M.,Dent T.,63.0,23.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.3,1.6,2.1,1.7,2.1,1.5,2.31,1.671,2004-402,Memphis,Hard,32.0,A,20040216.0,5.0,102998.0,,,Jan Michael Gambill,R,190.0,USA,26.7,103758.0,3.0,,Taylor Dent,R,188.0,USA,22.8,7-6(6) 6-3,3.0,R32,77.0,6.0,1.0,63.0,43.0,32.0,11.0,11.0,0.0,2.0,5.0,7.0,75.0,50.0,35.0,11.0,10.0,6.0,9.0,63.0,570.0,23.0,1190.0
418,11,Memphis,Kroger St. Jude,20040218,International Gold,Indoor,Hard,1st Round,3,Blake J.,Moodie W.,39.0,85.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.42,2.75,1.4,2.85,1.3,2.7,1.535,2.67,2004-402,Memphis,Hard,32.0,A,20040216.0,9.0,103484.0,6.0,,James Blake,R,185.0,USA,24.1,103325.0,,,Wesley Moodie,R,196.0,RSA,25.0,7-6(5) 6-1,3.0,R32,63.0,2.0,1.0,56.0,36.0,29.0,14.0,9.0,0.0,0.0,7.0,4.0,65.0,38.0,29.0,13.0,10.0,1.0,4.0,39.0,925.0,85.0,433.0
419,11,Memphis,Kroger St. Jude,20040218,International Gold,Indoor,Hard,1st Round,3,Baker B.,Dupuis A.,366.0,64.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.22,3.4,1.3,3.46,1.28,3.0,1.25,3.5,1.339,2004-402,Memphis,Hard,32.0,A,20040216.0,6.0,104548.0,,WC,Brian Baker,R,190.0,USA,18.7,102179.0,,,Antony Dupuis,R,185.0,FRA,30.9,6-4 7-5,3.0,R32,83.0,6.0,3.0,78.0,58.0,43.0,8.0,11.0,9.0,10.0,10.0,3.0,62.0,32.0,23.0,15.0,11.0,1.0,4.0,366.0,81.0,64.0,564.0
420,11,Memphis,Kroger St. Jude,20040218,International Gold,Indoor,Hard,1st Round,3,Fish M.,Mutis O.,19.0,104.0,4.0,6.0,6.0,3.0,6,4.0,,,,,2.0,1.0,Completed,1.1,6.5,1.12,6.0,1.15,5.2,1.1,4.5,1.136,6.6,2004-402,Memphis,Hard,32.0,A,20040216.0,16.0,103888.0,2.0,,Mardy Fish,R,188.0,USA,22.1,103133.0,,,Olivier Mutis,R,175.0,FRA,26.0,4-6 6-3 6-4,3.0,R32,87.0,12.0,2.0,79.0,49.0,38.0,22.0,15.0,1.0,2.0,8.0,2.0,74.0,49.0,36.0,15.0,14.0,1.0,3.0,19.0,1305.0,104.0,369.0
421,11,Memphis,Kroger St. Jude,20040219,International Gold,Indoor,Hard,1st Round,3,Roddick A.,Martin T.,2.0,60.0,7.0,6.0,1.0,6.0,7,5.0,,,,,2.0,1.0,Completed,1.143,5.0,1.16,5.0,1.15,5.2,1.15,3.8,1.161,5.45,2004-402,Memphis,Hard,32.0,A,20040216.0,1.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,21.4,101774.0,,,Todd Martin,R,198.0,USA,33.6,7-6(2) 1-6 7-5,3.0,R32,140.0,17.0,7.0,104.0,70.0,52.0,13.0,15.0,11.0,14.0,20.0,4.0,116.0,73.0,54.0,18.0,16.0,9.0,11.0,2.0,4390.0,60.0,594.0
422,11,Memphis,Kroger St. Jude,20040219,International Gold,Indoor,Hard,2nd Round,3,Malisse X.,Saulnier C.,65.0,69.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.727,2.0,1.76,1.95,1.8,1.7,1.8,2.15,1.763,2004-402,Memphis,Hard,32.0,A,20040216.0,22.0,103598.0,,,Xavier Malisse,R,185.0,BEL,23.5,102642.0,,,Cyril Saulnier,R,190.0,FRA,28.5,7-6(4) 6-2,3.0,R16,88.0,5.0,1.0,64.0,37.0,27.0,17.0,10.0,3.0,4.0,4.0,3.0,79.0,44.0,31.0,13.0,10.0,6.0,9.0,65.0,560.0,69.0,505.0
423,11,Memphis,Kroger St. Jude,20040219,International Gold,Indoor,Hard,2nd Round,3,Enqvist T.,Popp A.,80.0,88.0,2.0,6.0,6.0,1.0,6,4.0,,,,,2.0,1.0,Completed,1.333,3.25,1.25,3.75,1.32,3.22,1.3,2.7,1.286,3.95,2004-402,Memphis,Hard,32.0,A,20040216.0,18.0,102358.0,,,Thomas Enqvist,R,190.0,SWE,29.9,102880.0,,,Alexander Popp,R,201.0,GER,27.2,2-6 6-1 6-4,3.0,R16,90.0,7.0,3.0,74.0,39.0,29.0,19.0,13.0,3.0,6.0,7.0,5.0,77.0,47.0,31.0,16.0,12.0,4.0,8.0,80.0,458.0,88.0,429.0
424,11,Memphis,Kroger St. Jude,20040219,International Gold,Indoor,Hard,2nd Round,3,Johansson J.,Blake J.,71.0,39.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.0,1.77,2.1,1.7,2.0,1.55,2.06,1.82,2004-402,Memphis,Hard,32.0,A,20040216.0,21.0,104026.0,,,Joachim Johansson,R,198.0,SWE,21.6,103484.0,6.0,,James Blake,R,185.0,USA,24.1,6-3 6-3,3.0,R16,46.0,17.0,3.0,46.0,36.0,31.0,6.0,9.0,1.0,1.0,7.0,0.0,49.0,27.0,16.0,13.0,9.0,1.0,4.0,71.0,504.0,39.0,925.0
425,11,Memphis,Kroger St. Jude,20040219,International Gold,Indoor,Hard,2nd Round,3,Kiefer N.,Melzer J.,57.0,78.0,7.0,6.0,6.0,7.0,6,3.0,,,,,2.0,1.0,Completed,1.615,2.2,1.77,2.0,1.8,1.95,1.6,1.9,1.826,2.05,2004-402,Memphis,Hard,32.0,A,20040216.0,20.0,103017.0,8.0,,Nicolas Kiefer,R,183.0,GER,26.6,103781.0,,,Jurgen Melzer,L,183.0,AUT,22.7,7-6(5) 6-7(2) 6-3,3.0,R16,157.0,11.0,6.0,122.0,68.0,55.0,27.0,17.0,3.0,4.0,8.0,3.0,131.0,83.0,57.0,26.0,16.0,8.0,10.0,57.0,621.0,78.0,472.0
426,11,Memphis,Kroger St. Jude,20040219,International Gold,Indoor,Hard,2nd Round,3,Fish M.,Niemeyer F.,19.0,168.0,1.0,6.0,6.0,3.0,7,5.0,,,,,2.0,1.0,Completed,1.143,5.0,1.14,5.25,1.2,4.25,1.15,3.8,1.19,5.0,2004-402,Memphis,Hard,32.0,A,20040216.0,24.0,103888.0,2.0,,Mardy Fish,R,188.0,USA,22.1,102780.0,,Q,Frederic Niemeyer,R,190.0,CAN,27.8,1-6 6-3 7-5,3.0,R16,106.0,3.0,2.0,83.0,58.0,38.0,14.0,14.0,4.0,8.0,29.0,10.0,95.0,53.0,39.0,16.0,14.0,4.0,8.0,19.0,1305.0,168.0,222.0
427,11,Memphis,Kroger St. Jude,20040219,International Gold,Indoor,Hard,2nd Round,3,Tursunov D.,Ferreira W.,87.0,46.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.625,1.444,2.6,1.47,2.53,1.48,2.5,1.35,2.5,1.588,2004-402,Memphis,Hard,32.0,A,20040216.0,23.0,104098.0,,,Dmitry Tursunov,R,185.0,RUS,21.1,101965.0,7.0,,Wayne Ferreira,R,185.0,RSA,32.4,6-4 6-0,3.0,R16,66.0,9.0,4.0,55.0,32.0,24.0,10.0,8.0,3.0,4.0,2.0,1.0,63.0,34.0,21.0,10.0,8.0,8.0,13.0,87.0,431.0,46.0,750.0
428,11,Memphis,Kroger St. Jude,20040219,International Gold,Indoor,Hard,2nd Round,3,Gambill J.M.,Baker B.,63.0,366.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.22,4.1,1.2,4.25,1.2,3.3,1.219,4.91,2004-402,Memphis,Hard,32.0,A,20040216.0,19.0,102998.0,,,Jan Michael Gambill,R,190.0,USA,26.7,104548.0,,WC,Brian Baker,R,190.0,USA,18.7,6-3 6-4,3.0,R16,59.0,11.0,0.0,48.0,30.0,27.0,13.0,10.0,0.0,0.0,2.0,5.0,53.0,35.0,28.0,5.0,9.0,2.0,4.0,63.0,570.0,366.0,81.0
429,11,Memphis,Kroger St. Jude,20040220,International Gold,Indoor,Hard,2nd Round,3,Roddick A.,de Chaunac S.,2.0,160.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.03,10.0,1.06,8.0,1.05,7.25,1.02,6.0,1.058,14.3,2004-402,Memphis,Hard,32.0,A,20040216.0,17.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,21.4,103063.0,,Q,Sebastien De Chaunac,R,183.0,FRA,26.3,6-3 6-3,3.0,R16,66.0,15.0,1.0,43.0,32.0,30.0,6.0,9.0,0.0,0.0,6.0,1.0,68.0,42.0,28.0,11.0,9.0,3.0,6.0,2.0,4390.0,160.0,238.0
430,11,Memphis,Kroger St. Jude,20040220,International Gold,Indoor,Hard,Quarterfinals,3,Johansson J.,Malisse X.,71.0,65.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.62,2.3,1.6,2.25,1.7,1.8,1.592,2.49,2004-402,Memphis,Hard,32.0,A,20040216.0,27.0,104026.0,,,Joachim Johansson,R,198.0,SWE,21.6,103598.0,,,Xavier Malisse,R,185.0,BEL,23.5,6-4 7-5,3.0,QF,62.0,15.0,4.0,58.0,42.0,39.0,6.0,11.0,0.0,0.0,10.0,4.0,67.0,38.0,30.0,12.0,11.0,5.0,7.0,71.0,504.0,65.0,560.0
431,11,Memphis,Kroger St. Jude,20040220,International Gold,Indoor,Hard,Quarterfinals,3,Kiefer N.,Gambill J.M.,57.0,63.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.625,1.444,2.6,1.5,2.53,1.48,2.2,1.45,3.1,1.408,2004-402,Memphis,Hard,32.0,A,20040216.0,26.0,103017.0,8.0,,Nicolas Kiefer,R,183.0,GER,26.6,102998.0,,,Jan Michael Gambill,R,190.0,USA,26.7,6-3 6-4,3.0,QF,72.0,9.0,4.0,48.0,32.0,31.0,9.0,10.0,0.0,0.0,8.0,6.0,66.0,37.0,29.0,10.0,9.0,8.0,10.0,57.0,621.0,63.0,570.0
432,11,Memphis,Kroger St. Jude,20040220,International Gold,Indoor,Hard,Quarterfinals,3,Fish M.,Tursunov D.,19.0,87.0,6.0,3.0,4.0,6.0,6,4.0,,,,,2.0,1.0,Completed,1.364,3.0,1.45,2.75,1.42,2.75,1.35,2.5,1.42,3.08,2004-402,Memphis,Hard,32.0,A,20040216.0,28.0,103888.0,2.0,,Mardy Fish,R,188.0,USA,22.1,104098.0,,,Dmitry Tursunov,R,185.0,RUS,21.1,6-3 4-6 6-4,3.0,QF,110.0,18.0,4.0,90.0,49.0,41.0,21.0,15.0,2.0,3.0,2.0,5.0,84.0,34.0,23.0,32.0,14.0,4.0,6.0,19.0,1305.0,87.0,431.0
433,11,Memphis,Kroger St. Jude,20040221,International Gold,Indoor,Hard,Quarterfinals,3,Enqvist T.,Roddick A.,80.0,2.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,5.0,1.143,4.75,1.18,4.25,1.2,4.5,1.1,5.3,1.172,2004-402,Memphis,Hard,32.0,A,20040216.0,25.0,102358.0,,,Thomas Enqvist,R,190.0,SWE,29.9,104053.0,1.0,,Andy Roddick,R,188.0,USA,21.4,7-6(8) 6-3,3.0,QF,78.0,9.0,3.0,73.0,42.0,38.0,15.0,11.0,3.0,3.0,17.0,7.0,71.0,42.0,32.0,14.0,10.0,4.0,5.0,80.0,458.0,2.0,4390.0
434,11,Memphis,Kroger St. Jude,20040221,International Gold,Indoor,Hard,Semifinals,3,Johansson J.,Fish M.,71.0,19.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.05,1.77,2.05,1.75,2.0,1.55,2.2,1.735,2004-402,Memphis,Hard,32.0,A,20040216.0,30.0,104026.0,,,Joachim Johansson,R,198.0,SWE,21.6,103888.0,2.0,,Mardy Fish,R,188.0,USA,22.1,6-2 6-4,3.0,SF,53.0,15.0,2.0,44.0,31.0,28.0,8.0,9.0,0.0,0.0,8.0,1.0,47.0,29.0,22.0,8.0,9.0,5.0,8.0,71.0,504.0,19.0,1305.0
435,11,Memphis,Kroger St. Jude,20040221,International Gold,Indoor,Hard,Semifinals,3,Kiefer N.,Enqvist T.,57.0,80.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.25,1.65,2.3,1.6,1.9,1.6,2.44,1.625,2004-402,Memphis,Hard,32.0,A,20040216.0,29.0,103017.0,8.0,,Nicolas Kiefer,R,183.0,GER,26.6,102358.0,,,Thomas Enqvist,R,190.0,SWE,29.9,6-3 6-3,3.0,SF,78.0,6.0,2.0,52.0,31.0,24.0,13.0,9.0,3.0,4.0,7.0,6.0,62.0,36.0,25.0,7.0,9.0,2.0,6.0,57.0,621.0,80.0,458.0
436,11,Memphis,Kroger St. Jude,20040222,International Gold,Indoor,Hard,The Final,3,Johansson J.,Kiefer N.,71.0,57.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.53,2.5,1.5,2.45,1.45,2.35,1.588,2.52,2004-402,Memphis,Hard,32.0,A,20040216.0,31.0,104026.0,,,Joachim Johansson,R,198.0,SWE,21.6,103017.0,8.0,,Nicolas Kiefer,R,183.0,GER,26.6,7-6(5) 6-3,3.0,F,94.0,8.0,7.0,67.0,45.0,40.0,10.0,11.0,1.0,1.0,10.0,6.0,72.0,40.0,32.0,16.0,10.0,6.0,7.0,71.0,504.0,57.0,621.0
