,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
37,2,Chennai,TATA Open,20021230,International,Outdoor,Hard,1st Round,3,Vanek J.,Amritraj P.,199.0,714.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,2003-891,Chennai,Hard,32.0,A,20021230.0,2.0,103181.0,,,Jiri Vanek,R,185.0,CZE,24.6,104250.0,,WC,Prakash Amritraj,R,188.0,IND,19.2,6-2 6-2,3.0,R32,62.0,7.0,1.0,52.0,31.0,25.0,11.0,8.0,2.0,2.0,2.0,4.0,47.0,28.0,18.0,7.0,8.0,2.0,6.0,199.0,167.0,714.0,16.0
38,2,Chennai,TATA Open,20021231,International,Outdoor,Hard,1st Round,3,Behrend T.,Pavel A.,155.0,26.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.25,1.286,,,2.7,1.3,,,3.7,1.17,2003-891,Chennai,Hard,32.0,A,20021230.0,8.0,102494.0,,Q,Tomas Behrend,R,193.0,GER,28.0,102318.0,5.0,,Andrei Pavel,R,183.0,ROU,28.9,6-3 6-3,3.0,R32,70.0,4.0,3.0,63.0,35.0,25.0,16.0,9.0,3.0,4.0,2.0,0.0,56.0,35.0,21.0,8.0,9.0,2.0,6.0,155.0,239.0,26.0,1225.0
39,2,Chennai,TATA Open,20021231,International,Outdoor,Hard,1st Round,3,Canas G.,Norman D.,15.0,107.0,4.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.143,5.0,,,1.2,3.3,,,1.13,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2,Chennai,TATA Open,20021231,International,Outdoor,Hard,1st Round,3,Kucera K.,Gimelstob J.,83.0,106.0,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,2.75,,,1.45,2.2,,,1.36,2.5,2003-891,Chennai,Hard,32.0,A,20021230.0,3.0,102344.0,,,Karol Kucera,R,188.0,SVK,28.8,102925.0,,,Justin Gimelstob,R,196.0,USA,25.9,3-6 7-6(3) 6-3,3.0,R32,126.0,3.0,7.0,95.0,47.0,34.0,29.0,14.0,3.0,4.0,11.0,5.0,103.0,63.0,47.0,18.0,16.0,2.0,4.0,83.0,483.0,106.0,380.0
41,2,Chennai,TATA Open,20021231,International,Outdoor,Hard,1st Round,3,Mamiit C.,Burgsmuller L.,111.0,76.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.615,,,2.0,1.55,,,2.9,1.28,2003-891,Chennai,Hard,32.0,A,20021230.0,4.0,102821.0,,,Cecil Mamiit,R,173.0,PHI,26.5,102694.0,7.0,,Lars Burgsmuller,R,183.0,GER,27.0,6-0 6-3,3.0,R32,64.0,3.0,3.0,57.0,38.0,28.0,11.0,8.0,6.0,6.0,2.0,3.0,43.0,27.0,14.0,7.0,7.0,3.0,7.0,111.0,369.0,76.0,525.0
42,2,Chennai,TATA Open,20021231,International,Outdoor,Hard,1st Round,3,Montanes A.,Llodra M.,78.0,104.0,7.0,6.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.5,,,2.2,1.45,,,2.6,1.35,2003-891,Chennai,Hard,32.0,A,20021230.0,13.0,103656.0,8.0,,Albert Montanes,R,175.0,ESP,22.0,103566.0,,,Michael Llodra,L,190.0,FRA,22.6,7-6(5) 1-6 6-4,3.0,R32,106.0,0.0,4.0,93.0,56.0,41.0,18.0,15.0,3.0,7.0,4.0,3.0,84.0,53.0,42.0,16.0,14.0,3.0,5.0,78.0,501.0,104.0,380.0
43,2,Chennai,TATA Open,20021231,International,Outdoor,Hard,1st Round,3,Okun N.,Balcells J.,128.0,109.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,1.85,1.65,,,1.8,1.7,2003-891,Chennai,Hard,32.0,A,20021230.0,12.0,103174.0,,LL,Noam Okun,R,185.0,ISR,24.7,102607.0,,,Juan Balcells,R,190.0,ESP,27.5,7-5 6-4,3.0,R32,90.0,1.0,4.0,73.0,46.0,30.0,20.0,11.0,3.0,3.0,2.0,3.0,58.0,42.0,32.0,9.0,11.0,2.0,4.0,128.0,308.0,109.0,374.0
44,2,Chennai,TATA Open,20021231,International,Outdoor,Hard,1st Round,3,Philippoussis M.,Kohlmann M.,80.0,165.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.333,3.0,,,1.4,2.3,,,1.29,2.86,2003-891,Chennai,Hard,32.0,A,20021230.0,10.0,102882.0,,,Mark Philippoussis,R,196.0,AUS,26.1,102306.0,,Q,Michael Kohlmann,R,188.0,GER,28.9,7-6(3) 6-3,3.0,R32,79.0,8.0,9.0,68.0,38.0,30.0,16.0,11.0,1.0,3.0,10.0,2.0,65.0,38.0,28.0,10.0,10.0,1.0,4.0,80.0,490.0,165.0,221.0
45,2,Chennai,TATA Open,20021231,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Vacek J.,16.0,110.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.143,5.0,,,1.15,3.8,,,1.1,4.75,2003-891,Chennai,Hard,32.0,A,20021230.0,16.0,103387.0,2.0,,Paradorn Srichaphan,R,185.0,THA,23.5,102788.0,,,Jan Vacek,R,198.0,CZE,26.6,7-5 6-2,3.0,R32,76.0,2.0,1.0,64.0,34.0,25.0,17.0,10.0,5.0,6.0,2.0,2.0,57.0,31.0,21.0,9.0,10.0,2.0,6.0,16.0,1646.0,110.0,369.0
46,2,Chennai,TATA Open,20021231,International,Outdoor,Hard,1st Round,3,Van Lottum J.,Patience O.,115.0,222.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.615,2.2,,,1.55,2.0,,,1.48,2.17,2003-891,Chennai,Hard,32.0,A,20021230.0,15.0,102770.0,,,John Van Lottum,R,185.0,NED,26.7,103535.0,,Q,Olivier Patience,R,180.0,FRA,22.7,6-2 7-6(4),3.0,R32,71.0,6.0,0.0,60.0,39.0,33.0,13.0,10.0,1.0,1.0,0.0,2.0,55.0,30.0,23.0,15.0,10.0,2.0,4.0,115.0,343.0,222.0,136.0
47,2,Chennai,TATA Open,20030101,International,Outdoor,Hard,2nd Round,3,Behrend T.,Portas A.,155.0,88.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.833,1.833,,,1.7,1.8,,,1.75,1.75,2003-891,Chennai,Hard,32.0,A,20021230.0,20.0,102494.0,,Q,Tomas Behrend,R,193.0,GER,28.0,102287.0,,,Albert Portas,R,188.0,ESP,29.1,7-6(4) 6-1,3.0,R16,68.0,5.0,4.0,57.0,35.0,24.0,13.0,10.0,1.0,3.0,0.0,2.0,54.0,28.0,16.0,11.0,9.0,3.0,7.0,155.0,239.0,88.0,450.0
48,2,Chennai,TATA Open,20030101,International,Outdoor,Hard,2nd Round,3,Chela J.I.,Krajan Z.,23.0,108.0,3.0,6.0,6.0,2.0,2.0,0.0,,,,,1.0,1.0,Retired,1.333,3.25,,,1.2,3.3,,,1.16,3.85,2003-891,Chennai,Hard,32.0,A,20021230.0,19.0,103428.0,4.0,,Juan Ignacio Chela,R,190.0,ARG,23.3,103318.0,,,Zeljko Krajan,R,178.0,CRO,23.9,3-6 6-3 2-0 RET,3.0,R16,96.0,10.0,4.0,59.0,37.0,28.0,10.0,10.0,2.0,4.0,0.0,1.0,69.0,37.0,24.0,16.0,10.0,5.0,8.0,23.0,1240.0,108.0,375.0
49,2,Chennai,TATA Open,20030101,International,Outdoor,Hard,2nd Round,3,Sargsian S.,Montanes A.,103.0,78.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.667,2.1,,,1.5,2.1,,,1.52,2.07,2003-891,Chennai,Hard,32.0,A,20021230.0,23.0,102227.0,,,Sargis Sargsian,R,180.0,ARM,29.5,103656.0,8.0,,Albert Montanes,R,175.0,ESP,22.0,6-4 6-3,3.0,R16,72.0,5.0,3.0,58.0,35.0,30.0,13.0,10.0,0.0,0.0,4.0,1.0,53.0,29.0,23.0,11.0,9.0,3.0,5.0,103.0,385.0,78.0,501.0
50,2,Chennai,TATA Open,20030101,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Van Lottum J.,16.0,115.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.143,5.0,,,1.2,3.3,,,1.09,4.7,2003-891,Chennai,Hard,32.0,A,20021230.0,24.0,103387.0,2.0,,Paradorn Srichaphan,R,185.0,THA,23.5,102770.0,,,John Van Lottum,R,185.0,NED,26.7,6-2 6-4,3.0,R16,63.0,4.0,1.0,46.0,29.0,23.0,10.0,9.0,0.0,1.0,0.0,2.0,52.0,34.0,21.0,7.0,9.0,4.0,8.0,16.0,1646.0,115.0,343.0
51,2,Chennai,TATA Open,20030201,International,Outdoor,Hard,2nd Round,3,Canas G.,Vanek J.,15.0,199.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.222,4.0,,,1.2,3.3,,,1.11,4.5,2003-891,Chennai,Hard,32.0,A,20021230.0,17.0,103084.0,1.0,,Guillermo Canas,R,185.0,ARG,25.0,103181.0,,,Jiri Vanek,R,185.0,CZE,24.6,6-4 6-2,3.0,R16,70.0,1.0,3.0,56.0,36.0,28.0,7.0,9.0,3.0,5.0,5.0,4.0,58.0,35.0,21.0,7.0,9.0,3.0,8.0,15.0,1725.0,199.0,167.0
52,2,Chennai,TATA Open,20030201,International,Outdoor,Hard,2nd Round,3,Kucera K.,Mamiit C.,83.0,111.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.571,2.25,,,1.6,1.9,,,1.54,2.06,2003-891,Chennai,Hard,32.0,A,20021230.0,18.0,102344.0,,,Karol Kucera,R,188.0,SVK,28.8,102821.0,,,Cecil Mamiit,R,173.0,PHI,26.5,7-6(6) 3-6 6-3,3.0,R16,150.0,1.0,3.0,95.0,56.0,39.0,16.0,15.0,4.0,10.0,3.0,2.0,102.0,55.0,32.0,25.0,15.0,3.0,9.0,83.0,483.0,111.0,369.0
53,2,Chennai,TATA Open,20030201,International,Outdoor,Hard,2nd Round,3,Lisnard J.R.,Okun N.,105.0,128.0,6.0,0.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.8,1.909,,,1.75,1.75,,,1.83,1.68,2003-891,Chennai,Hard,32.0,A,20021230.0,22.0,103444.0,,,Jean Rene Lisnard,R,173.0,MON,23.2,103174.0,,LL,Noam Okun,R,185.0,ISR,24.7,6-0 2-6 6-2,3.0,R16,112.0,1.0,2.0,79.0,49.0,37.0,13.0,11.0,4.0,6.0,0.0,2.0,72.0,43.0,21.0,15.0,11.0,6.0,11.0,105.0,380.0,128.0,308.0
54,2,Chennai,TATA Open,20030201,International,Outdoor,Hard,2nd Round,3,Schuettler R.,Philippoussis M.,33.0,80.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.833,1.833,,,1.75,1.75,,,1.67,1.85,2003-891,Chennai,Hard,32.0,A,20021230.0,21.0,102783.0,6.0,,Rainer Schuettler,R,180.0,GER,26.6,102882.0,,,Mark Philippoussis,R,196.0,AUS,26.1,6-2 6-1,3.0,R16,51.0,2.0,2.0,34.0,19.0,17.0,11.0,7.0,0.0,0.0,1.0,6.0,46.0,20.0,12.0,7.0,8.0,2.0,7.0,33.0,980.0,80.0,490.0
55,2,Chennai,TATA Open,20030301,International,Outdoor,Hard,Quarterfinals,3,Chela J.I.,Behrend T.,23.0,155.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.333,3.25,,,1.35,2.5,,,1.27,3.0,2003-891,Chennai,Hard,32.0,A,20021230.0,26.0,103428.0,4.0,,Juan Ignacio Chela,R,190.0,ARG,23.3,102494.0,,Q,Tomas Behrend,R,193.0,GER,28.0,6-4 6-3,3.0,QF,80.0,3.0,0.0,66.0,33.0,24.0,22.0,10.0,8.0,9.0,3.0,3.0,51.0,30.0,20.0,10.0,9.0,4.0,7.0,23.0,1240.0,155.0,239.0
56,2,Chennai,TATA Open,20030301,International,Outdoor,Hard,Quarterfinals,3,Kucera K.,Canas G.,83.0,15.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.25,1.333,,,2.5,1.35,,,2.9,1.28,2003-891,Chennai,Hard,32.0,A,20021230.0,25.0,102344.0,,,Karol Kucera,R,188.0,SVK,28.8,103084.0,1.0,,Guillermo Canas,R,185.0,ARG,25.0,6-1 7-5,3.0,QF,99.0,1.0,4.0,67.0,42.0,25.0,18.0,9.0,7.0,8.0,0.0,2.0,68.0,40.0,23.0,12.0,10.0,4.0,9.0,83.0,483.0,15.0,1725.0
57,2,Chennai,TATA Open,20030301,International,Outdoor,Hard,Quarterfinals,3,Lisnard J.R.,Schuettler R.,105.0,33.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.5,1.286,,,3.0,1.25,,,3.5,1.18,2003-891,Chennai,Hard,32.0,A,20021230.0,27.0,103444.0,,,Jean Rene Lisnard,R,173.0,MON,23.2,102783.0,6.0,,Rainer Schuettler,R,180.0,GER,26.6,6-2 7-5,3.0,QF,90.0,2.0,1.0,75.0,50.0,25.0,17.0,10.0,8.0,11.0,0.0,2.0,70.0,51.0,25.0,8.0,10.0,7.0,13.0,105.0,380.0,33.0,980.0
58,2,Chennai,TATA Open,20030301,International,Outdoor,Hard,Quarterfinals,3,Srichaphan P.,Sargsian S.,16.0,103.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.167,4.5,,,1.2,3.3,,,1.11,4.5,2003-891,Chennai,Hard,32.0,A,20021230.0,28.0,103387.0,2.0,,Paradorn Srichaphan,R,185.0,THA,23.5,102227.0,,,Sargis Sargsian,R,180.0,ARM,29.5,6-4 6-4,3.0,QF,83.0,7.0,2.0,52.0,30.0,24.0,10.0,10.0,1.0,3.0,3.0,7.0,80.0,48.0,32.0,9.0,10.0,4.0,8.0,16.0,1646.0,103.0,385.0
59,2,Chennai,TATA Open,20030401,International,Outdoor,Hard,Semifinals,3,Kucera K.,Chela J.I.,83.0,23.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.25,1.571,,,2.1,1.5,,,2.15,1.5,2003-891,Chennai,Hard,32.0,A,20021230.0,29.0,102344.0,,,Karol Kucera,R,188.0,SVK,28.8,103428.0,4.0,,Juan Ignacio Chela,R,190.0,ARG,23.3,6-3 7-5,3.0,SF,90.0,2.0,0.0,66.0,39.0,24.0,17.0,11.0,2.0,5.0,2.0,2.0,61.0,35.0,19.0,11.0,10.0,3.0,8.0,83.0,483.0,23.0,1240.0
60,2,Chennai,TATA Open,20030401,International,Outdoor,Hard,Semifinals,3,Srichaphan P.,Lisnard J.R.,16.0,105.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.167,4.5,,,1.25,3.0,,,1.12,4.35,2003-891,Chennai,Hard,32.0,A,20021230.0,30.0,103387.0,2.0,,Paradorn Srichaphan,R,185.0,THA,23.5,103444.0,,,Jean Rene Lisnard,R,173.0,MON,23.2,6-2 6-1,3.0,SF,50.0,2.0,3.0,42.0,22.0,19.0,12.0,7.0,0.0,0.0,0.0,0.0,47.0,20.0,7.0,14.0,8.0,3.0,8.0,16.0,1646.0,105.0,380.0
61,2,Chennai,TATA Open,20030501,International,Outdoor,Hard,The Final,3,Srichaphan P.,Kucera K.,16.0,83.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.333,3.25,,,1.35,2.5,,,1.2,3.45,2003-891,Chennai,Hard,32.0,A,20021230.0,31.0,103387.0,2.0,,Paradorn Srichaphan,R,185.0,THA,23.5,102344.0,,,Karol Kucera,R,188.0,SVK,28.8,6-3 6-1,3.0,F,68.0,5.0,6.0,53.0,22.0,19.0,17.0,8.0,2.0,2.0,2.0,1.0,51.0,33.0,17.0,8.0,8.0,3.0,7.0,16.0,1646.0,83.0,483.0
62,3,Doha,Qatar Exxon Mobil Open,20021230,International,Outdoor,Hard,1st Round,3,Arazi H.,Prinosil D.,90.0,229.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,1.4,2.3,,,1.47,2.18,2003-451,Doha,Hard,32.0,A,20021230.0,11.0,102271.0,,,Hicham Arazi,L,175.0,MAR,29.1,102184.0,,Q,David Prinosil,R,185.0,GER,29.8,6-2 6-3,3.0,R32,68.0,3.0,1.0,52.0,35.0,27.0,10.0,9.0,4.0,5.0,5.0,2.0,58.0,37.0,19.0,10.0,8.0,5.0,9.0,90.0,443.0,229.0,131.0
63,3,Doha,Qatar Exxon Mobil Open,20021230,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Boutter J.,22.0,77.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.533,2.375,,,1.45,2.2,,,1.36,2.5,2003-451,Doha,Hard,32.0,A,20021230.0,12.0,101962.0,3.0,,Younes El Aynaoui,R,193.0,MAR,31.2,102369.0,,,Julien Boutter,R,190.0,FRA,28.7,6-4 6-4,3.0,R32,79.0,6.0,3.0,56.0,39.0,33.0,9.0,10.0,2.0,2.0,12.0,3.0,71.0,42.0,31.0,13.0,10.0,8.0,10.0,22.0,1435.0,77.0,513.0
64,3,Doha,Qatar Exxon Mobil Open,20021230,International,Outdoor,Hard,1st Round,3,Hantschek M.,Carlsen K.,312.0,65.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,,,2.7,1.3,,,3.7,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3,Doha,Qatar Exxon Mobil Open,20021230,International,Outdoor,Hard,1st Round,3,Rochus C.,Allegro Y.,143.0,232.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,1.5,2.1,,,1.47,2.18,2003-451,Doha,Hard,32.0,A,20021230.0,10.0,103294.0,,Q,Christophe Rochus,R,170.0,BEL,24.0,103254.0,,WC,Yves Allegro,R,183.0,SUI,24.3,6-3 6-2,3.0,R32,60.0,0.0,3.0,52.0,39.0,27.0,8.0,9.0,1.0,3.0,6.0,6.0,49.0,26.0,14.0,7.0,8.0,3.0,8.0,143.0,258.0,232.0,130.0
66,3,Doha,Qatar Exxon Mobil Open,20021230,International,Outdoor,Hard,1st Round,3,Stepanek R.,Lopez F.,63.0,191.0,6.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.727,2.0,,,1.8,1.7,,,1.75,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3,Doha,Qatar Exxon Mobil Open,20021230,International,Outdoor,Hard,1st Round,3,Vinciguerra A.,Alami K.,180.0,479.0,2.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,,,,,1.3,2.7,,,1.25,3.1,2003-451,Doha,Hard,32.0,A,20021230.0,15.0,103714.0,,Q,Andreas Vinciguerra,L,180.0,SWE,21.8,102223.0,,WC,Karim Alami,R,185.0,MAR,29.6,2-6 6-4 6-1,3.0,R32,92.0,2.0,1.0,78.0,58.0,38.0,13.0,13.0,1.0,4.0,5.0,0.0,74.0,45.0,31.0,11.0,12.0,3.0,7.0,180.0,199.0,479.0,42.0
68,3,Doha,Qatar Exxon Mobil Open,20021230,International,Outdoor,Hard,1st Round,3,Voltchkov V.,Lee H.T.,73.0,87.0,6.0,4.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.615,2.2,,,1.6,1.9,,,1.62,1.93,2003-451,Doha,Hard,32.0,A,20021230.0,14.0,103166.0,,,Vladimir Voltchkov,R,180.0,BLR,24.7,102703.0,,,Hyung Taik Lee,R,180.0,KOR,26.9,6-4 3-6 7-5,3.0,R32,132.0,6.0,3.0,103.0,70.0,49.0,18.0,15.0,10.0,11.0,8.0,1.0,87.0,59.0,45.0,19.0,16.0,2.0,4.0,73.0,550.0,87.0,463.0
69,3,Doha,Qatar Exxon Mobil Open,20021230,International,Outdoor,Hard,1st Round,3,Youzhny M.,Sanchez D.,32.0,60.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.286,3.25,,,1.4,2.3,,,1.28,2.9,2003-451,Doha,Hard,32.0,A,20021230.0,8.0,104022.0,6.0,,Mikhail Youzhny,R,183.0,RUS,20.5,103176.0,,,David Sanchez,R,183.0,ESP,24.6,4-6 6-4 6-4,3.0,R32,166.0,0.0,2.0,130.0,72.0,46.0,27.0,15.0,12.0,16.0,1.0,0.0,89.0,46.0,29.0,22.0,15.0,6.0,11.0,32.0,995.0,60.0,642.0
70,3,Doha,Qatar Exxon Mobil Open,20021231,International,Outdoor,Hard,1st Round,3,Costa A.,Gaudenzi A.,9.0,120.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.286,3.25,,,1.3,2.7,,,1.22,3.3,2003-451,Doha,Hard,32.0,A,20021230.0,16.0,102610.0,2.0,,Albert Costa,R,180.0,ESP,27.5,102247.0,,,Andrea Gaudenzi,R,183.0,ITA,29.4,6-3 6-4,3.0,R32,90.0,11.0,2.0,68.0,38.0,30.0,18.0,10.0,7.0,7.0,2.0,6.0,57.0,27.0,19.0,16.0,9.0,2.0,4.0,9.0,2070.0,120.0,329.0
71,3,Doha,Qatar Exxon Mobil Open,20021231,International,Outdoor,Hard,1st Round,3,Federer R.,Stoliarov A.,6.0,139.0,6.0,2.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.143,5.0,,,1.1,4.5,,,1.06,5.6,2003-451,Doha,Hard,32.0,A,20021230.0,1.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,21.3,102911.0,,LL,Andrei Stoliarov,R,178.0,RUS,25.9,6-2 6-7(4) 6-4,3.0,R32,116.0,16.0,5.0,107.0,65.0,52.0,21.0,15.0,4.0,4.0,1.0,2.0,100.0,58.0,39.0,26.0,15.0,5.0,8.0,6.0,2590.0,139.0,274.0
72,3,Doha,Qatar Exxon Mobil Open,20021231,International,Outdoor,Hard,1st Round,3,Ferrer D.,Sluiter R.,59.0,71.0,6.0,3.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.375,1.533,,,2.0,1.55,,,1.97,1.58,2003-451,Doha,Hard,32.0,A,20021230.0,3.0,103970.0,,,David Ferrer,R,175.0,ESP,20.7,103171.0,,,Raemon Sluiter,R,185.0,NED,24.7,6-3 6-7(2) 6-4,3.0,R32,127.0,11.0,4.0,105.0,60.0,44.0,19.0,15.0,3.0,6.0,5.0,6.0,107.0,57.0,32.0,29.0,16.0,4.0,10.0,59.0,643.0,71.0,558.0
73,3,Doha,Qatar Exxon Mobil Open,20021231,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Heuberger I.,42.0,127.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.364,3.0,,,1.3,2.7,,,1.21,3.35,2003-451,Doha,Hard,32.0,A,20021230.0,4.0,102998.0,9.0,,Jan Michael Gambill,R,190.0,USA,25.5,102730.0,,,Ivo Heuberger,R,188.0,SUI,26.8,6-1 7-5,3.0,R32,79.0,4.0,2.0,51.0,29.0,20.0,10.0,10.0,0.0,3.0,4.0,8.0,57.0,28.0,14.0,11.0,9.0,3.0,9.0,42.0,825.0,127.0,311.0
74,3,Doha,Qatar Exxon Mobil Open,20021231,International,Outdoor,Hard,1st Round,3,Koubek S.,Escude N.,54.0,34.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.875,1.364,,,2.2,1.45,,,2.75,1.32,2003-451,Doha,Hard,32.0,A,20021230.0,13.0,102905.0,,,Stefan Koubek,L,175.0,AUT,25.9,102765.0,7.0,,Nicolas Escude,R,185.0,FRA,26.7,7-6(5) 6-2,3.0,R32,92.0,6.0,2.0,62.0,36.0,29.0,15.0,10.0,1.0,2.0,7.0,1.0,84.0,59.0,34.0,11.0,10.0,5.0,8.0,54.0,685.0,34.0,960.0
75,3,Doha,Qatar Exxon Mobil Open,20021231,International,Outdoor,Hard,1st Round,3,Kratochvil M.,Khalfan S.,69.0,171.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3,Doha,Qatar Exxon Mobil Open,20021231,International,Outdoor,Hard,1st Round,3,Santoro F.,Mantilla F.,35.0,55.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.571,2.25,,,1.65,1.85,,,1.66,1.88,2003-451,Doha,Hard,32.0,A,20021230.0,9.0,102148.0,8.0,,Fabrice Santoro,R,178.0,FRA,30.0,102456.0,,,Felix Mantilla,R,180.0,ESP,28.2,6-3 6-3,3.0,R32,78.0,0.0,3.0,62.0,36.0,25.0,14.0,9.0,6.0,7.0,0.0,7.0,63.0,44.0,24.0,7.0,9.0,3.0,7.0,35.0,955.0,55.0,680.0
77,3,Doha,Qatar Exxon Mobil Open,20021231,International,Outdoor,Hard,1st Round,3,Vicente F.,Kafelnikov Y.,58.0,27.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.625,1.444,,,2.0,1.55,,,2.6,1.35,2003-451,Doha,Hard,32.0,A,20021230.0,5.0,102950.0,,,Fernando Vicente,R,180.0,ESP,25.8,102338.0,4.0,,Yevgeny Kafelnikov,R,190.0,RUS,28.8,6-2 7-5,3.0,R32,98.0,2.0,6.0,79.0,48.0,36.0,12.0,10.0,6.0,7.0,1.0,4.0,64.0,23.0,17.0,19.0,10.0,4.0,8.0,58.0,671.0,27.0,1190.0
78,3,Doha,Qatar Exxon Mobil Open,20030101,International,Outdoor,Hard,2nd Round,3,El Aynaoui Y.,Arazi H.,22.0,90.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.444,2.625,,,1.45,2.2,,,1.37,2.45,2003-451,Doha,Hard,32.0,A,20021230.0,22.0,101962.0,3.0,,Younes El Aynaoui,R,193.0,MAR,31.2,102271.0,,,Hicham Arazi,L,175.0,MAR,29.1,6-4 7-6(1),3.0,R16,67.0,8.0,1.0,70.0,49.0,38.0,9.0,11.0,4.0,6.0,6.0,2.0,70.0,43.0,28.0,11.0,11.0,3.0,6.0,22.0,1435.0,90.0,443.0
79,3,Doha,Qatar Exxon Mobil Open,20030101,International,Outdoor,Hard,2nd Round,3,Federer R.,Kratochvil M.,6.0,69.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.167,4.5,,,1.3,2.7,,,1.16,3.85,2003-451,Doha,Hard,32.0,A,20021230.0,17.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,21.3,103356.0,,,Michel Kratochvil,R,185.0,SUI,23.7,6-4 6-4,3.0,R16,68.0,9.0,2.0,60.0,36.0,29.0,12.0,10.0,3.0,4.0,0.0,6.0,58.0,34.0,26.0,10.0,10.0,5.0,8.0,6.0,2590.0,69.0,570.0
