,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
10,1,Brisbane,Brisbane International,20180201,ATP250,Outdoor,Hard,1st Round,3,Istomin D.,Dzumhur D.,63,30.0,809,1391.0,6.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.62,1.44,2.5,1.47,2.5,1.53,2.8,1.49,2.8,1.57,2.53,1.51,2018-M020,Brisbane,Hard,32.0,A,20180101.0,273.0,104797.0,,,Denis Istomin,R,188.0,UZB,31.3,106000.0,7.0,,Damir Dzumhur,R,172.0,BIH,25.6,6-7(4) 6-3 6-2,3.0,R32,145.0,7.0,0.0,94.0,66.0,48.0,12.0,14.0,9.0,11.0,8.0,6.0,120.0,53.0,37.0,29.0,15.0,10.0,16.0,63.0,809.0,30.0,1391.0
11,1,Brisbane,Brisbane International,20180201,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Polansky P.,128,137.0,436,404.0,7.0,6.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.3,3.2,1.36,3.25,1.33,3.57,1.42,3.65,1.33,3.27,2018-M020,Brisbane,Hard,32.0,A,20180101.0,284.0,105357.0,,WC,John Millman,R,183.0,AUS,28.5,105166.0,,Q,Peter Polansky,R,180.0,CAN,29.5,7-6(4) 6-0,3.0,R32,95.0,8.0,0.0,57.0,37.0,27.0,17.0,9.0,1.0,1.0,1.0,1.0,74.0,43.0,24.0,17.0,9.0,7.0,10.0,128.0,436.0,137.0,404.0
12,1,Brisbane,Brisbane International,20180301,ATP250,Outdoor,Hard,2nd Round,3,Dolgopolov O.,Zeballos H.,169,66.0,315,768.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.32,3.1,1.36,3.25,1.36,3.45,1.39,3.45,1.34,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,Brisbane,Brisbane International,20180301,ATP250,Outdoor,Hard,2nd Round,3,Kyrgios N.,Ebden M.,21,76.0,2010,670.0,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.14,5.5,1.15,4.75,1.17,5.0,1.18,5.64,1.22,5.85,1.16,5.18,2018-M020,Brisbane,Hard,32.0,A,20180101.0,291.0,106401.0,3.0,,Nick Kyrgios,R,193.0,AUS,22.6,105051.0,,,Matthew Ebden,R,188.0,AUS,30.0,6-7(3) 7-6(5) 6-2,3.0,R16,132.0,13.0,2.0,100.0,62.0,53.0,21.0,16.0,2.0,2.0,11.0,2.0,105.0,78.0,58.0,16.0,16.0,5.0,7.0,21.0,2010.0,76.0,670.0
14,1,Brisbane,Brisbane International,20180301,ATP250,Outdoor,Hard,2nd Round,3,Mmoh M.,Zverev M.,175,33.0,299,1302.0,6.0,2.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,2.35,1.53,2.37,1.57,2.7,1.53,2.7,1.63,2.4,1.56,2018-M020,Brisbane,Hard,32.0,A,20180101.0,289.0,111581.0,,Q,Michael Mmoh,R,188.0,USA,19.9,104999.0,8.0,,Mischa Zverev,L,190.0,GER,30.3,6-2 5-7 6-4,3.0,R16,152.0,12.0,3.0,111.0,67.0,48.0,22.0,15.0,6.0,8.0,11.0,3.0,83.0,50.0,37.0,17.0,15.0,4.0,8.0,175.0,299.0,33.0,1302.0
15,1,Brisbane,Brisbane International,20180301,ATP250,Outdoor,Hard,2nd Round,3,De Minaur A.,Raonic M.,209,24.0,245,1795.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.22,4.1,1.2,4.33,1.22,4.83,1.22,5.01,1.26,4.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,Brisbane,Brisbane International,20180401,ATP250,Outdoor,Hard,2nd Round,3,Istomin D.,Donaldson J.,63,54.0,809,890.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.9,1.8,1.9,1.8,1.91,1.91,1.98,1.93,2.04,1.98,1.92,1.87,2018-M020,Brisbane,Hard,32.0,A,20180101.0,287.0,104797.0,,,Denis Istomin,R,188.0,UZB,31.3,111577.0,,,Jared Donaldson,R,188.0,USA,21.2,7-6(5) 6-2,3.0,R16,91.0,6.0,1.0,63.0,45.0,35.0,8.0,10.0,5.0,7.0,4.0,9.0,72.0,35.0,26.0,15.0,10.0,5.0,9.0,63.0,809.0,54.0,890.0
17,1,Brisbane,Brisbane International,20180401,ATP250,Outdoor,Hard,2nd Round,3,Harrison R.,Hanfmann Y.,47,119.0,1010,499.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.0,1.3,3.2,1.36,3.0,1.34,3.6,1.44,3.64,1.34,3.21,2018-M020,Brisbane,Hard,32.0,A,20180101.0,286.0,105992.0,,,Ryan Harrison,R,183.0,USA,25.6,105870.0,,LL,Yannick Hanfmann,R,193.0,GER,26.1,6-7(5) 6-4 6-2,3.0,R16,145.0,19.0,5.0,96.0,54.0,43.0,23.0,15.0,8.0,9.0,5.0,5.0,115.0,68.0,50.0,17.0,15.0,7.0,11.0,47.0,1010.0,119.0,499.0
18,1,Brisbane,Brisbane International,20180401,ATP250,Outdoor,Hard,2nd Round,3,Edmund K.,Chung H.,50,58.0,992,844.0,7.0,6.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.72,2.0,1.72,2.1,1.73,2.11,1.82,2.23,1.83,2.06,1.74,2018-M020,Brisbane,Hard,32.0,A,20180101.0,292.0,106378.0,,,Kyle Edmund,R,188.0,GBR,22.9,111202.0,,,Hyeon Chung,R,188.0,KOR,21.6,7-6(3) 5-7 6-4,3.0,R16,158.0,12.0,3.0,102.0,66.0,54.0,16.0,17.0,1.0,3.0,11.0,1.0,109.0,75.0,51.0,20.0,17.0,6.0,8.0,50.0,992.0,58.0,844.0
19,1,Brisbane,Brisbane International,20180401,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Millman J.,3,128.0,5150,436.0,4.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.16,5.0,1.16,4.6,1.17,5.0,1.2,5.24,1.22,5.6,1.17,4.85,2018-M020,Brisbane,Hard,32.0,A,20180101.0,293.0,105777.0,1.0,,Grigor Dimitrov,R,188.0,BUL,26.6,105357.0,,WC,John Millman,R,183.0,AUS,28.5,4-6 7-6(8) 6-3,3.0,R16,155.0,6.0,5.0,113.0,65.0,51.0,22.0,16.0,4.0,7.0,5.0,1.0,101.0,67.0,46.0,18.0,15.0,3.0,6.0,3.0,5150.0,128.0,436.0
20,1,Brisbane,Brisbane International,20180501,ATP250,Outdoor,Hard,Quarterfinals,3,De Minaur A.,Mmoh M.,209,175.0,245,299.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.65,2.1,1.73,2.1,1.8,2.15,1.8,2.3,1.73,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,Brisbane,Brisbane International,20180501,ATP250,Outdoor,Hard,Quarterfinals,3,Kyrgios N.,Dolgopolov O.,21,169.0,2010,315.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.4,2.75,1.44,2.75,1.44,3.08,1.53,3.1,1.45,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,Brisbane,Brisbane International,20180501,ATP250,Outdoor,Hard,Quarterfinals,3,Harrison R.,Istomin D.,47,63.0,1010,809.0,7.0,6.0,4.0,2.0,,,,,,,1.0,0.0,Retired,1.8,2.0,1.8,1.9,1.91,1.91,1.84,2.1,2.05,2.1,1.88,1.92,2018-M020,Brisbane,Hard,32.0,A,20180101.0,294.0,105992.0,,,Ryan Harrison,R,183.0,USA,25.6,104797.0,,,Denis Istomin,R,188.0,UZB,31.3,7-6(6) 4-2 RET,3.0,QF,96.0,11.0,2.0,60.0,34.0,27.0,14.0,9.0,1.0,2.0,3.0,1.0,67.0,46.0,29.0,12.0,9.0,5.0,7.0,47.0,1010.0,63.0,809.0
23,1,Brisbane,Brisbane International,20180501,ATP250,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Edmund K.,3,50.0,5150,992.0,6.0,3.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.25,1.33,3.05,1.36,3.25,1.37,3.42,1.41,3.44,1.36,3.18,2018-M020,Brisbane,Hard,32.0,A,20180101.0,297.0,105777.0,1.0,,Grigor Dimitrov,R,188.0,BUL,26.6,106378.0,,,Kyle Edmund,R,188.0,GBR,22.9,6-3 6-7(3) 6-4,3.0,QF,145.0,12.0,9.0,103.0,65.0,54.0,18.0,16.0,2.0,2.0,6.0,1.0,89.0,53.0,39.0,23.0,15.0,4.0,6.0,3.0,5150.0,50.0,992.0
24,1,Brisbane,Brisbane International,20180601,ATP250,Outdoor,Hard,Semifinals,3,Harrison R.,De Minaur A.,47,209.0,1010,245.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.66,2.2,1.6,2.2,1.73,2.1,1.59,2.56,1.75,2.56,1.65,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,Brisbane,Brisbane International,20180601,ATP250,Outdoor,Hard,Semifinals,3,Kyrgios N.,Dimitrov G.,21,3.0,2010,5150.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,2.0,1.72,2.0,1.8,2.2,1.77,2.2,1.84,2.05,1.77,2018-M020,Brisbane,Hard,32.0,A,20180101.0,299.0,106401.0,3.0,,Nick Kyrgios,R,193.0,AUS,22.6,105777.0,1.0,,Grigor Dimitrov,R,188.0,BUL,26.6,3-6 6-1 6-4,3.0,SF,93.0,19.0,2.0,72.0,50.0,41.0,11.0,13.0,1.0,2.0,5.0,6.0,74.0,44.0,32.0,16.0,13.0,3.0,6.0,21.0,2010.0,3.0,5150.0
26,1,Brisbane,Brisbane International,20180701,ATP250,Outdoor,Hard,The Final,3,Kyrgios N.,Harrison R.,21,47.0,2010,1010.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.19,4.2,1.22,4.33,1.23,4.88,1.25,5.3,1.21,4.5,2018-M020,Brisbane,Hard,32.0,A,20180101.0,300.0,106401.0,3.0,,Nick Kyrgios,R,193.0,AUS,22.6,105992.0,,,Ryan Harrison,R,183.0,USA,25.6,6-4 6-2,3.0,F,73.0,17.0,1.0,56.0,40.0,33.0,9.0,9.0,5.0,5.0,8.0,3.0,58.0,32.0,22.0,12.0,9.0,4.0,7.0,21.0,2010.0,47.0,1010.0
27,2,Doha,Qatar Exxon Mobil Open,20180101,ATP250,Outdoor,Hard,1st Round,3,Rublev A.,Stebe C.M.,39,82.0,1229,651.0,6.0,1.0,,,,,,,,,1.0,0.0,Retired,1.44,2.62,1.47,2.5,1.57,2.37,1.54,2.62,1.57,2.9,1.49,2.59,2018-0451,Doha,Hard,32.0,A,20180101.0,272.0,126094.0,,,Andrey Rublev,R,188.0,RUS,20.1,105649.0,,,Cedrik Marcel Stebe,L,183.0,GER,27.2,6-1 0-0 RET,3.0,R32,32.0,2.0,5.0,25.0,13.0,13.0,3.0,3.0,1.0,1.0,0.0,1.0,23.0,9.0,5.0,5.0,4.0,0.0,3.0,39.0,1229.0,82.0,651.0
28,2,Doha,Qatar Exxon Mobil Open,20180101,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Sela D.,35,68.0,1295,755.0,4.0,6.0,6.0,4.0,6.0,0.0,,,,,2.0,1.0,Completed,1.36,3.0,1.37,2.85,1.44,2.75,1.41,3.14,1.45,3.32,1.4,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2,Doha,Qatar Exxon Mobil Open,20180101,ATP250,Outdoor,Hard,1st Round,3,Thiem D.,Donskoy E.,5,72.0,4015,704.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.19,4.2,1.2,4.5,1.22,4.74,1.28,4.85,1.21,4.26,2018-0451,Doha,Hard,32.0,A,20180101.0,285.0,106233.0,1.0,,Dominic Thiem,R,185.0,AUT,24.3,105539.0,,,Evgeny Donskoy,R,185.0,RUS,27.6,7-6(3) 6-3,3.0,R32,96.0,13.0,3.0,64.0,38.0,35.0,11.0,10.0,3.0,4.0,2.0,1.0,77.0,53.0,34.0,11.0,11.0,4.0,7.0,5.0,4015.0,72.0,704.0
30,2,Doha,Qatar Exxon Mobil Open,20180101,ATP250,Outdoor,Hard,1st Round,3,Basilashvili N.,Fabbiano T.,59,73.0,826,701.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.62,2.15,1.67,2.2,1.68,2.31,1.77,2.31,1.68,2.16,2018-0451,Doha,Hard,32.0,A,20180101.0,271.0,105932.0,,,Nikoloz Basilashvili,R,185.0,GEO,25.8,105341.0,,,Thomas Fabbiano,R,173.0,ITA,28.6,6-4 6-3,3.0,R32,76.0,0.0,1.0,61.0,45.0,28.0,10.0,10.0,4.0,6.0,1.0,1.0,55.0,36.0,18.0,11.0,9.0,5.0,9.0,59.0,826.0,73.0,701.0
31,2,Doha,Qatar Exxon Mobil Open,20180101,ATP250,Outdoor,Hard,1st Round,3,Tsitsipas S.,Mayer F.,91,69.0,606,718.0,4.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,1.5,2.4,1.53,2.5,1.54,2.64,1.57,2.82,1.52,2.49,2018-0451,Doha,Hard,32.0,A,20180101.0,283.0,126774.0,,Q,Stefanos Tsitsipas,R,193.0,GRE,19.3,104252.0,,,Florian Mayer,R,190.0,GER,34.2,4-6 7-5 6-4,3.0,R32,120.0,10.0,0.0,84.0,52.0,43.0,14.0,16.0,2.0,5.0,0.0,1.0,106.0,63.0,45.0,20.0,16.0,7.0,11.0,91.0,606.0,69.0,718.0
32,2,Doha,Qatar Exxon Mobil Open,20180201,ATP250,Outdoor,Hard,1st Round,3,Coric B.,Carreno Busta P.,48,10.0,1001,2615.0,5.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.0,1.72,2.0,1.73,2.1,1.76,2.16,1.84,2.17,1.75,2.06,2018-0451,Doha,Hard,32.0,A,20180101.0,270.0,106432.0,,,Borna Coric,R,188.0,CRO,21.1,105807.0,2.0,,Pablo Carreno Busta,R,188.0,ESP,26.4,5-7 6-2 7-6(8),3.0,R32,161.0,13.0,4.0,115.0,80.0,56.0,15.0,16.0,7.0,11.0,3.0,2.0,110.0,73.0,45.0,19.0,16.0,6.0,11.0,48.0,1001.0,10.0,2615.0
33,2,Doha,Qatar Exxon Mobil Open,20180201,ATP250,Outdoor,Hard,1st Round,3,Basic M.,Haider-Maurer A.,138,451.0,399,81.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.21,3.95,1.2,4.5,1.26,4.2,1.29,4.6,1.23,4.08,2018-0451,Doha,Hard,32.0,A,20180101.0,276.0,105806.0,,Q,Mirza Basic,R,188.0,BIH,26.4,104890.0,,PR,Andreas Haider Maurer,R,190.0,AUT,30.7,6-4 6-3,3.0,R32,67.0,8.0,0.0,49.0,31.0,25.0,14.0,9.0,3.0,3.0,9.0,4.0,70.0,43.0,27.0,14.0,10.0,4.0,7.0,138.0,399.0,451.0,81.0
34,2,Doha,Qatar Exxon Mobil Open,20180201,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Garcia-Lopez G.,36,70.0,1295,714.0,6.0,4.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.37,1.5,2.4,1.53,2.5,1.57,2.55,1.61,2.57,1.55,2.42,2018-0451,Doha,Hard,32.0,A,20180101.0,277.0,103852.0,8.0,,Feliciano Lopez,L,188.0,ESP,36.2,104198.0,,,Guillermo Garcia Lopez,R,188.0,ESP,34.5,6-4 5-7 7-6(3),3.0,R32,151.0,23.0,4.0,113.0,67.0,51.0,26.0,17.0,12.0,13.0,9.0,2.0,111.0,66.0,46.0,29.0,17.0,3.0,4.0,36.0,1295.0,70.0,714.0
35,2,Doha,Qatar Exxon Mobil Open,20180201,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Krajinovic F.,60,34.0,817,1298.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.1,1.65,2.1,1.73,2.37,1.65,2.45,1.86,2.14,1.7,2018-0451,Doha,Hard,32.0,A,20180101.0,278.0,105376.0,,,Peter Gojowczyk,R,185.0,GER,28.4,105936.0,6.0,,Filip Krajinovic,R,185.0,SRB,25.8,6-4 6-1,3.0,R32,66.0,6.0,2.0,53.0,26.0,22.0,12.0,9.0,1.0,3.0,1.0,4.0,49.0,33.0,19.0,3.0,8.0,5.0,10.0,60.0,817.0,34.0,1298.0
36,2,Doha,Qatar Exxon Mobil Open,20180201,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Jaziri M.,49,98.0,993,580.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.3,1.57,2.37,1.58,2.53,1.64,2.58,1.57,2.38,2018-0451,Doha,Hard,32.0,A,20180101.0,284.0,105379.0,,,Aljaz Bedene,R,181.0,SLO,28.4,104291.0,,WC,Malek Jaziri,R,185.0,TUN,33.9,7-5 6-1,3.0,R32,83.0,9.0,0.0,50.0,29.0,25.0,9.0,9.0,2.0,4.0,2.0,5.0,74.0,47.0,27.0,8.0,10.0,5.0,11.0,49.0,993.0,98.0,580.0
37,2,Doha,Qatar Exxon Mobil Open,20180201,ATP250,Outdoor,Hard,1st Round,3,Berrettini M.,Troicki V.,135,55.0,410,880.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.25,1.57,2.2,1.6,2.25,1.61,2.28,1.69,2.45,1.69,2.27,1.62,2018-0451,Doha,Hard,32.0,A,20180101.0,279.0,126610.0,,Q,Matteo Berrettini,R,196.0,ITA,21.7,104678.0,,,Viktor Troicki,R,193.0,SRB,31.8,4-6 7-6(5) 6-4,3.0,R32,139.0,12.0,2.0,96.0,55.0,45.0,19.0,16.0,2.0,5.0,6.0,3.0,122.0,94.0,64.0,12.0,16.0,10.0,13.0,135.0,410.0,55.0,880.0
38,2,Doha,Qatar Exxon Mobil Open,20180201,ATP250,Outdoor,Hard,1st Round,3,Struff J.L.,Berdych T.,53,19.0,898,2095.0,6.0,4.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.25,1.33,3.05,1.33,3.0,1.4,3.27,1.38,3.5,1.38,3.14,1.35,2018-0451,Doha,Hard,32.0,A,20180101.0,281.0,105526.0,,,Jan Lennard Struff,R,193.0,GER,27.6,104607.0,3.0,,Tomas Berdych,R,196.0,CZE,32.2,6-4 1-6 7-6(4),3.0,R32,128.0,8.0,6.0,95.0,53.0,43.0,17.0,14.0,2.0,5.0,9.0,2.0,96.0,58.0,49.0,16.0,15.0,5.0,7.0,53.0,898.0,19.0,2095.0
