,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1511,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,2nd Round,3,Sampras P.,Rochus O.,4,62,6.0,1.0,6.0,2.0,,,,,,,2,0,Completed,,,,,,,,,2001-311,Queen's Club,Grass,56.0,A,20010611.0,40.0,101948.0,2.0,,Pete Sampras,R,185.0,USA,29.8,103694.0,,,Olivier Rochus,R,168.0,BEL,20.3,6-1 6-2,3.0,R32,45.0,14.0,2.0,48.0,33.0,28.0,8.0,8.0,2.0,2.0,2.0,3.0,43.0,27.0,14.0,8.0,7.0,0.0,4.0,4.0,2845.0,62.0,676.0
1512,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,2nd Round,3,Siemerink J.,Pozzi G.,85,60,3.0,6.0,6.0,3.0,7.0,5.0,,,,,2,1,Completed,1.95,1.75,1.85,1.7,1.85,1.65,2.0,1.727,2001-311,Queen's Club,Grass,56.0,A,20010611.0,39.0,101733.0,,,Jan Siemerink,L,183.0,NED,31.1,101150.0,,,Gianluca Pozzi,L,180.0,ITA,35.9,3-6 6-3 7-5,3.0,R32,115.0,10.0,3.0,91.0,50.0,43.0,23.0,15.0,4.0,5.0,3.0,6.0,89.0,48.0,41.0,19.0,15.0,4.0,6.0,85.0,491.0,60.0,685.0
1513,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,2nd Round,3,Sluiter R.,Youzhny M.,107,84,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2,1,Completed,,,,,,,,,2001-311,Queen's Club,Grass,56.0,A,20010611.0,27.0,103171.0,,,Raemon Sluiter,R,185.0,NED,23.1,104022.0,,,Mikhail Youzhny,R,183.0,RUS,18.9,6-4 2-6 6-4,3.0,R32,96.0,1.0,4.0,82.0,43.0,31.0,21.0,14.0,3.0,6.0,4.0,1.0,76.0,38.0,29.0,23.0,14.0,2.0,5.0,107.0,395.0,84.0,498.0
1514,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,2nd Round,3,Srichaphan P.,Sa A.,131,116,7.0,6.0,6.0,1.0,,,,,,,2,0,Completed,,,,,,,,,2001-311,Queen's Club,Grass,56.0,A,20010611.0,31.0,103387.0,,,Paradorn Srichaphan,R,185.0,THA,21.9,102987.0,,Q,Andre Sa,R,185.0,BRA,24.0,7-6(9) 6-1,3.0,R32,90.0,4.0,3.0,75.0,50.0,39.0,11.0,9.0,1.0,1.0,4.0,1.0,77.0,46.0,25.0,18.0,10.0,3.0,6.0,131.0,311.0,116.0,362.0
1515,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,2nd Round,3,Voltchkov V.,Sargsian S.,30,123,6.0,1.0,6.0,3.0,,,,,,,2,0,Completed,,,,,,,,,2001-311,Queen's Club,Grass,56.0,A,20010611.0,33.0,103166.0,8.0,,Vladimir Voltchkov,R,180.0,BLR,23.1,102227.0,,,Sargis Sargsian,R,180.0,ARM,28.0,6-1 6-3,3.0,R32,58.0,6.0,2.0,49.0,25.0,20.0,15.0,8.0,3.0,4.0,5.0,4.0,50.0,23.0,17.0,6.0,8.0,3.0,8.0,30.0,1020.0,123.0,328.0
1516,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,2nd Round,3,Wessels P.,Gustafsson M.,102,55,7.0,5.0,6.0,4.0,,,,,,,2,0,Completed,1.65,2.1,1.7,1.85,1.6,1.9,1.833,1.833,2001-311,Queen's Club,Grass,56.0,A,20010611.0,26.0,103193.0,,,Peter Wessels,R,196.0,NED,23.0,101320.0,14.0,,Magnus Gustafsson,R,185.0,SWE,34.4,7-5 6-4,3.0,R32,64.0,7.0,4.0,65.0,45.0,36.0,12.0,11.0,1.0,1.0,1.0,2.0,56.0,37.0,27.0,12.0,11.0,1.0,3.0,102.0,416.0,55.0,725.0
1517,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,2nd Round,3,Woodbridge T.,Enqvist T.,225,13,6.0,2.0,6.0,4.0,,,,,,,2,0,Completed,,,,,,,,,2001-311,Queen's Club,Grass,56.0,A,20010611.0,32.0,101889.0,,Q,Todd Woodbridge,R,178.0,AUS,30.1,102358.0,5.0,,Thomas Enqvist,R,190.0,SWE,27.2,6-2 6-4,3.0,R32,69.0,10.0,5.0,56.0,32.0,29.0,9.0,9.0,4.0,5.0,8.0,6.0,72.0,39.0,28.0,9.0,9.0,4.0,8.0,225.0,157.0,13.0,1800.0
1518,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,3rd Round,3,Ferreira W.,Sluiter R.,16,107,6.0,3.0,6.0,3.0,,,,,,,2,0,Completed,1.5,2.4,1.5,2.18,1.45,2.2,1.5,2.5,2001-311,Queen's Club,Grass,56.0,A,20010611.0,42.0,101965.0,7.0,,Wayne Ferreira,R,185.0,RSA,29.7,103171.0,,,Raemon Sluiter,R,185.0,NED,23.1,6-3 6-3,3.0,R16,55.0,8.0,5.0,47.0,25.0,22.0,14.0,9.0,0.0,0.0,2.0,4.0,56.0,30.0,22.0,13.0,9.0,4.0,7.0,16.0,1370.0,107.0,395.0
1519,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,3rd Round,3,Gambill J.M.,Elseneer G.,15,361,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2,1,Completed,1.28,3.3,1.23,3.25,1.2,3.2,1.333,3.0,2001-311,Queen's Club,Grass,56.0,A,20010611.0,47.0,102998.0,6.0,,Jan Michael Gambill,R,190.0,USA,24.0,103153.0,,Q,Gilles Elseneer,R,188.0,BEL,23.2,6-4 4-6 6-3,3.0,R16,107.0,13.0,2.0,92.0,53.0,37.0,19.0,14.0,3.0,6.0,6.0,8.0,85.0,48.0,31.0,18.0,15.0,5.0,10.0,15.0,1575.0,361.0,78.0
1520,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,3rd Round,3,Henman T.,Arthurs W.,11,48,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2,1,Completed,1.5,2.4,1.5,2.2,1.5,2.1,1.5,2.5,2001-311,Queen's Club,Grass,56.0,A,20010611.0,43.0,102450.0,4.0,,Tim Henman,R,185.0,GBR,26.7,101885.0,16.0,,Wayne Arthurs,L,190.0,AUS,30.2,6-7(5) 7-6(6) 7-6(4),3.0,R16,135.0,10.0,3.0,109.0,83.0,70.0,15.0,18.0,0.0,1.0,20.0,6.0,118.0,61.0,53.0,34.0,18.0,3.0,4.0,11.0,1950.0,48.0,793.0
1521,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,3rd Round,3,Hewitt L.,Black B.,6,64,6.0,3.0,6.0,2.0,,,,,,,2,0,Completed,1.28,3.25,1.21,3.3,1.2,3.2,1.333,3.0,2001-311,Queen's Club,Grass,56.0,A,20010611.0,46.0,103720.0,3.0,,Lleyton Hewitt,R,180.0,AUS,20.2,101647.0,,,Byron Black,R,175.0,ZIM,31.6,6-3 6-2,3.0,R16,67.0,4.0,0.0,45.0,24.0,18.0,11.0,8.0,0.0,1.0,0.0,2.0,65.0,42.0,22.0,8.0,9.0,1.0,6.0,6.0,2715.0,64.0,662.0
1522,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,3rd Round,3,Rusedski G.,Voltchkov V.,46,30,6.0,2.0,6.0,2.0,,,,,,,2,0,Completed,1.38,2.8,1.4,2.45,1.45,2.2,1.444,2.625,2001-311,Queen's Club,Grass,56.0,A,20010611.0,45.0,102257.0,12.0,,Greg Rusedski,L,193.0,GBR,27.7,103166.0,8.0,,Vladimir Voltchkov,R,180.0,BLR,23.1,6-2 6-2,3.0,R16,55.0,10.0,1.0,42.0,24.0,22.0,10.0,8.0,0.0,0.0,4.0,8.0,53.0,23.0,15.0,12.0,8.0,3.0,7.0,46.0,830.0,30.0,1020.0
1523,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,3rd Round,3,Sampras P.,Siemerink J.,4,85,6.0,3.0,6.0,4.0,,,,,,,2,0,Completed,1.14,4.85,1.12,4.3,1.1,4.5,1.125,5.5,2001-311,Queen's Club,Grass,56.0,A,20010611.0,48.0,101948.0,2.0,,Pete Sampras,R,185.0,USA,29.8,101733.0,,,Jan Siemerink,L,183.0,NED,31.1,6-3 6-4,3.0,R16,55.0,8.0,1.0,49.0,31.0,29.0,11.0,10.0,0.0,0.0,8.0,2.0,52.0,28.0,23.0,11.0,9.0,3.0,5.0,4.0,2845.0,85.0,491.0
1524,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,3rd Round,3,Srichaphan P.,Woodbridge T.,131,225,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2,1,Completed,2.4,1.5,2.0,1.6,1.9,1.6,2.25,1.571,2001-311,Queen's Club,Grass,56.0,A,20010611.0,44.0,103387.0,,,Paradorn Srichaphan,R,185.0,THA,21.9,101889.0,,Q,Todd Woodbridge,R,178.0,AUS,30.1,6-4 3-6 6-2,3.0,R16,98.0,2.0,8.0,89.0,51.0,35.0,16.0,14.0,3.0,7.0,1.0,4.0,78.0,43.0,24.0,19.0,13.0,5.0,10.0,131.0,311.0,225.0,157.0
1525,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,3rd Round,3,Wessels P.,Safin M.,102,3,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2,1,Completed,2.3,1.55,2.45,1.4,2.3,1.4,2.25,1.571,2001-311,Queen's Club,Grass,56.0,A,20010611.0,41.0,103193.0,,,Peter Wessels,R,196.0,NED,23.0,103498.0,1.0,,Marat Safin,R,193.0,RUS,21.3,4-6 6-4 7-6(8),3.0,R16,101.0,11.0,2.0,97.0,61.0,53.0,19.0,16.0,2.0,3.0,10.0,4.0,98.0,56.0,46.0,25.0,16.0,1.0,2.0,102.0,416.0,3.0,3590.0
1526,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,Quarterfinals,3,Ferreira W.,Wessels P.,16,102,6.0,3.0,7.0,5.0,,,,,,,2,0,Completed,1.62,2.15,1.5,2.2,1.4,2.3,1.533,2.375,2001-311,Queen's Club,Grass,56.0,A,20010611.0,49.0,101965.0,7.0,,Wayne Ferreira,R,185.0,RSA,29.7,103193.0,,,Peter Wessels,R,196.0,NED,23.0,6-3 7-5,3.0,QF,69.0,2.0,4.0,68.0,37.0,29.0,17.0,11.0,2.0,3.0,5.0,2.0,69.0,39.0,26.0,13.0,10.0,4.0,7.0,16.0,1370.0,102.0,416.0
1527,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,Quarterfinals,3,Henman T.,Srichaphan P.,11,131,7.0,6.0,6.0,3.0,,,,,,,2,0,Completed,1.18,4.25,1.15,4.0,1.15,3.8,1.167,4.5,2001-311,Queen's Club,Grass,56.0,A,20010611.0,50.0,102450.0,4.0,,Tim Henman,R,185.0,GBR,26.7,103387.0,,,Paradorn Srichaphan,R,185.0,THA,21.9,7-6(4) 6-3,3.0,QF,82.0,7.0,3.0,72.0,48.0,34.0,13.0,11.0,0.0,2.0,1.0,6.0,65.0,35.0,22.0,14.0,10.0,4.0,7.0,11.0,1950.0,131.0,311.0
1528,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,Quarterfinals,3,Hewitt L.,Rusedski G.,6,46,6.0,4.0,6.0,4.0,,,,,,,2,0,Completed,,,,,,,,,2001-311,Queen's Club,Grass,56.0,A,20010611.0,51.0,103720.0,3.0,,Lleyton Hewitt,R,180.0,AUS,20.2,102257.0,12.0,,Greg Rusedski,L,193.0,GBR,27.7,6-4 6-4,3.0,QF,72.0,0.0,2.0,61.0,32.0,25.0,19.0,10.0,0.0,0.0,5.0,8.0,58.0,24.0,19.0,19.0,10.0,2.0,4.0,6.0,2715.0,46.0,830.0
1529,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,Quarterfinals,3,Sampras P.,Gambill J.M.,4,15,7.0,6.0,7.0,5.0,,,,,,,2,0,Completed,,,,,,,,,2001-311,Queen's Club,Grass,56.0,A,20010611.0,52.0,101948.0,2.0,,Pete Sampras,R,185.0,USA,29.8,102998.0,6.0,,Jan Michael Gambill,R,190.0,USA,24.0,7-6(1) 7-5,3.0,QF,80.0,16.0,3.0,73.0,43.0,35.0,19.0,12.0,2.0,2.0,9.0,3.0,62.0,33.0,27.0,19.0,12.0,1.0,2.0,4.0,2845.0,15.0,1575.0
1530,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,Semifinals,3,Henman T.,Ferreira W.,11,16,5.0,7.0,6.0,4.0,6.0,2.0,,,,,2,1,Completed,1.42,2.65,1.4,2.45,1.45,2.2,1.444,2.625,2001-311,Queen's Club,Grass,56.0,A,20010611.0,53.0,102450.0,4.0,,Tim Henman,R,185.0,GBR,26.7,101965.0,7.0,,Wayne Ferreira,R,185.0,RSA,29.7,5-7 6-4 6-2,3.0,SF,111.0,4.0,2.0,101.0,66.0,50.0,17.0,15.0,8.0,10.0,5.0,6.0,92.0,61.0,39.0,16.0,15.0,4.0,8.0,11.0,1950.0,16.0,1370.0
1531,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,Semifinals,3,Hewitt L.,Sampras P.,6,4,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2,1,Completed,2.4,1.5,2.2,1.5,2.1,1.5,2.5,1.5,2001-311,Queen's Club,Grass,56.0,A,20010611.0,54.0,103720.0,3.0,,Lleyton Hewitt,R,180.0,AUS,20.2,101948.0,2.0,,Pete Sampras,R,185.0,USA,29.8,3-6 6-3 6-2,3.0,SF,91.0,8.0,1.0,82.0,55.0,36.0,17.0,13.0,1.0,3.0,8.0,6.0,80.0,44.0,28.0,18.0,13.0,6.0,10.0,6.0,2715.0,4.0,2845.0
1532,35,Queen's Club,Stella Artois,20011106,International,Outdoor,Grass,The Final,3,Hewitt L.,Henman T.,6,11,7.0,6.0,7.0,6.0,,,,,,,2,0,Completed,,,,,,,,,2001-311,Queen's Club,Grass,56.0,A,20010611.0,55.0,103720.0,3.0,,Lleyton Hewitt,R,180.0,AUS,20.2,102450.0,4.0,,Tim Henman,R,185.0,GBR,26.7,7-6(3) 7-6(3),3.0,F,135.0,3.0,0.0,84.0,58.0,43.0,18.0,12.0,5.0,6.0,2.0,5.0,96.0,48.0,32.0,27.0,12.0,7.0,8.0,6.0,2715.0,11.0,1950.0
1533,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Arthurs W.,Sargsian S.,48,123,6.0,3.0,3.0,6.0,7.0,5.0,,,,,2,1,Completed,1.28,3.25,1.25,3.2,1.2,3.2,1.286,3.25,2001-741,Nottingham,Grass,32.0,A,20010618.0,7.0,101885.0,,,Wayne Arthurs,L,190.0,AUS,30.2,102227.0,,,Sargis Sargsian,R,180.0,ARM,28.0,6-3 3-6 7-5,3.0,R32,104.0,16.0,8.0,88.0,43.0,34.0,26.0,15.0,4.0,6.0,5.0,4.0,95.0,52.0,36.0,24.0,15.0,7.0,10.0,48.0,808.0,123.0,333.0
1534,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Bjorkman J.,Ljubicic I.,37,73,7.0,5.0,7.0,5.0,,,,,,,2,0,Completed,1.5,2.4,1.5,2.2,1.5,2.1,1.444,2.625,2001-741,Nottingham,Grass,32.0,A,20010618.0,8.0,102035.0,8.0,,Jonas Bjorkman,R,183.0,SWE,29.2,103344.0,,,Ivan Ljubicic,R,193.0,CRO,22.2,7-5 7-5,3.0,R32,85.0,5.0,5.0,67.0,41.0,30.0,14.0,12.0,2.0,4.0,8.0,5.0,71.0,36.0,25.0,19.0,12.0,4.0,8.0,37.0,910.0,73.0,593.0
1535,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Black B.,Prinosil D.,60,46,6.0,3.0,6.0,1.0,,,,,,,2,0,Completed,1.85,1.85,1.75,1.82,1.65,1.85,1.909,1.8,2001-741,Nottingham,Grass,32.0,A,20010618.0,12.0,101647.0,,,Byron Black,R,175.0,ZIM,31.6,102184.0,4.0,,David Prinosil,R,185.0,GER,28.2,6-3 6-1,3.0,R32,53.0,2.0,1.0,38.0,21.0,16.0,12.0,8.0,0.0,1.0,11.0,2.0,55.0,32.0,20.0,7.0,8.0,9.0,14.0,60.0,672.0,46.0,815.0
1536,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Delgado J.,Tarango J.,189,172,2.0,6.0,7.0,6.0,6.0,3.0,,,,,2,1,Completed,1.9,1.8,2.15,1.55,1.85,1.65,2.0,1.727,2001-741,Nottingham,Grass,32.0,A,20010618.0,14.0,102965.0,,WC,Jamie Delgado,R,178.0,GBR,24.2,101543.0,,,Jeff Tarango,L,180.0,USA,32.5,2-6 7-6(5) 6-3,3.0,R32,123.0,13.0,11.0,106.0,54.0,39.0,25.0,14.0,10.0,13.0,8.0,4.0,97.0,62.0,37.0,23.0,15.0,2.0,5.0,189.0,200.0,172.0,224.0
1537,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Ferreira W.,Koubek S.,17,84,6.0,4.0,6.0,2.0,,,,,,,2,0,Completed,1.18,4.25,1.15,4.0,1.1,4.5,1.2,4.0,2001-741,Nottingham,Grass,32.0,A,20010618.0,16.0,101965.0,2.0,,Wayne Ferreira,R,185.0,RSA,29.7,102905.0,,,Stefan Koubek,L,175.0,AUT,24.4,6-4 6-2,3.0,R32,53.0,5.0,1.0,43.0,20.0,15.0,14.0,9.0,0.0,2.0,0.0,3.0,67.0,38.0,23.0,11.0,9.0,4.0,9.0,17.0,1465.0,84.0,503.0
1538,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Hipfl M.,Pozzi G.,90,70,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2,1,Completed,3.0,1.33,3.2,1.25,3.0,1.25,2.875,1.364,2001-741,Nottingham,Grass,32.0,A,20010618.0,10.0,103182.0,,,Markus Hipfl,R,178.0,AUT,23.1,101150.0,,,Gianluca Pozzi,L,180.0,ITA,36.0,3-6 7-6(2) 6-4,3.0,R32,130.0,8.0,1.0,113.0,72.0,47.0,24.0,15.0,4.0,6.0,4.0,1.0,87.0,39.0,33.0,29.0,16.0,3.0,5.0,90.0,471.0,70.0,600.0
1539,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Johansson T.,Rochus C.,16,80,6.0,2.0,6.0,2.0,,,,,,,2,0,Completed,1.28,3.25,1.2,3.5,1.25,3.0,1.286,3.25,2001-741,Nottingham,Grass,32.0,A,20010618.0,5.0,102563.0,3.0,,Thomas Johansson,R,180.0,SWE,26.2,103294.0,,,Christophe Rochus,R,170.0,BEL,22.5,6-2 6-2,3.0,R32,46.0,15.0,2.0,36.0,17.0,17.0,15.0,8.0,0.0,0.0,3.0,3.0,53.0,30.0,22.0,5.0,8.0,3.0,7.0,16.0,1530.0,80.0,528.0
1540,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Kratochvil M.,Martin A.,78,35,6.0,0.0,6.0,4.0,,,,,,,2,0,Completed,1.75,1.95,1.72,1.85,1.7,1.8,1.727,2.0,2001-741,Nottingham,Grass,32.0,A,20010618.0,9.0,103356.0,,,Michel Kratochvil,R,185.0,SUI,22.1,103252.0,6.0,,Alberto Martin,R,175.0,ESP,22.8,6-0 6-4,3.0,R32,63.0,5.0,4.0,45.0,26.0,21.0,10.0,8.0,0.0,1.0,3.0,5.0,66.0,41.0,25.0,6.0,8.0,3.0,8.0,78.0,548.0,35.0,918.0
1541,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Lee M.,Childs L.,147,325,6.0,4.0,5.0,7.0,6.0,0.0,,,,,2,1,Completed,,,,,,,,,2001-741,Nottingham,Grass,32.0,A,20010618.0,4.0,103114.0,,LL,Martin Lee,L,180.0,GBR,23.4,104014.0,,WC,Lee Childs,R,,GBR,19.0,6-4 5-7 6-0,3.0,R32,98.0,13.0,2.0,80.0,57.0,46.0,8.0,14.0,3.0,5.0,7.0,7.0,93.0,59.0,40.0,12.0,14.0,10.0,15.0,147.0,269.0,325.0,91.0
1542,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Levy H.,Lee H.T.,38,64,6.0,7.0,6.0,2.0,6.0,2.0,,,,,2,1,Completed,1.57,2.25,1.6,2.05,1.55,2.0,1.571,2.25,2001-741,Nottingham,Grass,32.0,A,20010618.0,13.0,103248.0,7.0,,Harel Levy,R,185.0,ISR,22.8,102703.0,,,Hyung Taik Lee,R,180.0,KOR,25.4,6-7(2) 6-2 6-2,3.0,R32,94.0,5.0,3.0,89.0,45.0,34.0,27.0,14.0,6.0,8.0,1.0,10.0,94.0,54.0,33.0,20.0,14.0,4.0,10.0,38.0,908.0,64.0,641.0
1543,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Parmar A.,Stark J.,197,1014,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2,1,Completed,,,,,,,,,2001-741,Nottingham,Grass,32.0,A,20010618.0,3.0,103157.0,,Q,Arvind Parmar,R,193.0,GBR,23.2,101890.0,,Q,Jonathan Stark,R,188.0,USA,30.2,6-4 3-6 6-3,3.0,R32,93.0,11.0,3.0,77.0,52.0,42.0,16.0,14.0,4.0,5.0,11.0,5.0,75.0,44.0,39.0,17.0,14.0,4.0,6.0,197.0,191.0,1014.0,5.0
1544,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Roddick A.,Rosset M.,40,77,6.0,7.0,7.0,5.0,6.0,4.0,,,,,2,1,Completed,1.38,2.8,1.45,2.25,1.4,2.3,1.364,2.875,2001-741,Nottingham,Grass,32.0,A,20010618.0,11.0,104053.0,,,Andy Roddick,R,188.0,USA,18.8,101820.0,,,Marc Rosset,R,201.0,SUI,30.6,6-7(11) 7-5 6-4,3.0,R32,130.0,14.0,4.0,113.0,66.0,56.0,26.0,17.0,5.0,5.0,16.0,15.0,123.0,64.0,52.0,30.0,17.0,7.0,9.0,40.0,888.0,77.0,575.0
1545,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Rusedski G.,Gambill J.M.,42,14,7.0,6.0,7.0,6.0,,,,,,,2,0,Completed,1.6,2.2,1.57,2.1,1.6,1.9,1.571,2.25,2001-741,Nottingham,Grass,32.0,A,20010618.0,1.0,102257.0,,WC,Greg Rusedski,L,193.0,GBR,27.7,102998.0,1.0,,Jan Michael Gambill,R,190.0,USA,24.0,7-6(6) 7-6(1),3.0,R32,96.0,4.0,7.0,75.0,36.0,30.0,26.0,12.0,2.0,3.0,8.0,5.0,86.0,45.0,36.0,18.0,12.0,3.0,4.0,42.0,860.0,14.0,1590.0
1546,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Schuettler R.,Pless K.,52,100,6.0,3.0,6.0,1.0,,,,,,,2,0,Completed,,,,,,,,,2001-741,Nottingham,Grass,32.0,A,20010618.0,2.0,102783.0,,,Rainer Schuettler,R,180.0,GER,25.1,103709.0,,Q,Kristian Pless,R,188.0,DEN,20.3,6-3 6-1,3.0,R32,56.0,4.0,1.0,51.0,29.0,24.0,13.0,8.0,3.0,3.0,2.0,3.0,46.0,30.0,17.0,6.0,8.0,2.0,6.0,52.0,736.0,100.0,422.0
1547,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Stoliarov A.,Balcells J.,93,62,6.0,1.0,6.0,1.0,,,,,,,2,0,Completed,2.7,1.4,2.25,1.45,2.2,1.45,3.0,1.333,2001-741,Nottingham,Grass,32.0,A,20010618.0,6.0,102911.0,,,Andrei Stoliarov,R,178.0,RUS,24.4,102607.0,,,Juan Balcells,R,190.0,ESP,25.9,6-1 6-1,3.0,R32,41.0,5.0,1.0,49.0,27.0,19.0,13.0,7.0,4.0,4.0,2.0,2.0,40.0,23.0,10.0,6.0,7.0,2.0,7.0,93.0,463.0,62.0,662.0
1548,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,1st Round,3,Youzhny M.,Cowan B.,85,248,6.0,3.0,6.0,4.0,,,,,,,2,0,Completed,,,,,,,,,2001-741,Nottingham,Grass,32.0,A,20010618.0,15.0,104022.0,,,Mikhail Youzhny,R,183.0,RUS,18.9,102443.0,,Q,Barry Cowan,L,188.0,GBR,26.8,6-3 6-4,3.0,R32,66.0,1.0,3.0,59.0,37.0,30.0,11.0,10.0,4.0,5.0,1.0,7.0,59.0,31.0,26.0,9.0,9.0,5.0,8.0,85.0,502.0,248.0,133.0
1549,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,2nd Round,3,Arthurs W.,Bjorkman J.,48,37,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2,1,Completed,1.57,2.25,1.65,1.95,1.6,1.9,1.615,2.2,2001-741,Nottingham,Grass,32.0,A,20010618.0,20.0,101885.0,,,Wayne Arthurs,L,190.0,AUS,30.2,102035.0,8.0,,Jonas Bjorkman,R,183.0,SWE,29.2,3-6 6-4 6-4,3.0,R16,108.0,13.0,10.0,97.0,45.0,35.0,29.0,14.0,13.0,15.0,1.0,5.0,92.0,60.0,43.0,15.0,15.0,7.0,10.0,48.0,808.0,37.0,910.0
1550,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,2nd Round,3,Ferreira W.,Youzhny M.,17,85,6.0,1.0,6.0,7.0,6.0,3.0,,,,,2,1,Completed,1.38,2.75,1.38,2.55,1.4,2.3,1.364,2.875,2001-741,Nottingham,Grass,32.0,A,20010618.0,24.0,101965.0,2.0,,Wayne Ferreira,R,185.0,RSA,29.7,104022.0,,,Mikhail Youzhny,R,183.0,RUS,18.9,6-1 6-7(5) 6-3,3.0,R16,108.0,5.0,6.0,96.0,62.0,46.0,14.0,15.0,5.0,8.0,3.0,3.0,96.0,56.0,30.0,19.0,13.0,8.0,14.0,17.0,1465.0,85.0,502.0
1551,36,Nottingham,Nottingham Open,20010618,International,Outdoor,Grass,2nd Round,3,Johansson T.,Stoliarov A.,16,93,7.0,5.0,6.0,0.0,,,,,,,2,0,Completed,1.22,3.75,1.2,3.5,1.2,3.2,1.25,3.5,2001-741,Nottingham,Grass,32.0,A,20010618.0,19.0,102563.0,3.0,,Thomas Johansson,R,180.0,SWE,26.2,102911.0,,,Andrei Stoliarov,R,178.0,RUS,24.4,7-5 6-0,3.0,R16,68.0,11.0,2.0,55.0,30.0,22.0,15.0,9.0,4.0,5.0,6.0,6.0,62.0,29.0,19.0,11.0,9.0,2.0,7.0,16.0,1530.0,93.0,463.0
