,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
672,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Clavet F.,Agassi A.,40,4,6.0,1.0,6.0,7.0,7.0,5.0,,,,,2,1,Completed,3.75,1.22,4.5,1.1,4.5,1.1,5.0,1.143,2001-433,Scottsdale,Hard,32.0,A,20010305.0,16.0,101532.0,,,Francisco Clavet,L,183.0,ESP,32.3,101736.0,2.0,,Andre Agassi,R,180.0,USA,30.8,6-1 6-7(2) 7-5,3.0,R32,144.0,3.0,2.0,122.0,66.0,41.0,32.0,16.0,13.0,16.0,2.0,4.0,110.0,64.0,46.0,18.0,15.0,11.0,17.0,40.0,885.0,4.0,2870.0
673,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Enqvist T.,El Aynaoui Y.,9,49,4.0,6.0,6.0,2.0,6.0,2.0,,,,,2,1,Completed,1.45,2.5,1.3,2.8,1.45,2.2,1.444,2.625,2001-433,Scottsdale,Hard,32.0,A,20010305.0,8.0,102358.0,5.0,,Thomas Enqvist,R,190.0,SWE,26.9,101962.0,,,Younes El Aynaoui,R,193.0,MAR,29.4,4-6 6-3 6-2,3.0,R32,112.0,8.0,9.0,86.0,44.0,30.0,23.0,14.0,3.0,7.0,6.0,5.0,96.0,53.0,35.0,13.0,13.0,8.0,14.0,9.0,2090.0,49.0,790.0
674,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Fish M.,Chela J.I.,251,75,4.0,6.0,6.0,2.0,6.0,3.0,,,,,2,1,Completed,2.2,1.6,2.05,1.55,1.8,1.7,2.25,1.571,2001-433,Scottsdale,Hard,32.0,A,20010305.0,7.0,103888.0,,WC,Mardy Fish,R,188.0,USA,19.2,103428.0,,,Juan Ignacio Chela,R,190.0,ARG,21.5,4-6 6-2 6-3,3.0,R32,109.0,5.0,2.0,97.0,49.0,35.0,27.0,14.0,9.0,11.0,7.0,4.0,85.0,39.0,30.0,20.0,13.0,5.0,9.0,251.0,145.0,75.0,562.0
675,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Fromberg R.,Sargsian S.,124,96,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2,1,Completed,2.1,1.65,2.0,1.6,2.0,1.55,2.375,1.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Gaudenzi A.,Schalken S.,98,29,6.0,4.0,7.0,5.0,,,,,,,2,0,Completed,2.45,1.48,2.25,1.45,2.3,1.4,2.375,1.533,2001-433,Scottsdale,Hard,32.0,A,20010305.0,13.0,102247.0,,Q,Andrea Gaudenzi,R,183.0,ITA,27.5,102854.0,8.0,,Sjeng Schalken,R,193.0,NED,24.4,6-4 7-5,3.0,R32,98.0,2.0,5.0,82.0,48.0,34.0,16.0,11.0,8.0,10.0,3.0,9.0,81.0,48.0,32.0,12.0,11.0,8.0,12.0,98.0,408.0,29.0,1083.0
677,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Henman T.,Costa A.,10,31,6.0,1.0,6.0,2.0,,,,,,,2,0,Completed,1.25,3.5,1.25,3.0,1.2,3.2,1.333,3.0,2001-433,Scottsdale,Hard,32.0,A,20010305.0,4.0,102450.0,6.0,,Tim Henman,R,185.0,GBR,26.4,102610.0,,,Albert Costa,R,180.0,ESP,25.6,6-1 6-2,3.0,R32,54.0,5.0,1.0,44.0,25.0,21.0,13.0,8.0,2.0,2.0,4.0,1.0,40.0,21.0,11.0,7.0,7.0,1.0,5.0,10.0,2020.0,31.0,1025.0
678,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Hewitt L.,Sanchez D.,6,86,6.0,1.0,6.0,3.0,,,,,,,2,0,Completed,1.08,6.25,1.1,4.5,1.05,5.0,1.1,6.0,2001-433,Scottsdale,Hard,32.0,A,20010305.0,12.0,103720.0,4.0,,Lleyton Hewitt,R,180.0,AUS,20.0,103176.0,,,David Sanchez,R,183.0,ESP,22.8,6-1 6-3,3.0,R32,64.0,6.0,0.0,46.0,25.0,22.0,13.0,8.0,1.0,1.0,0.0,0.0,49.0,32.0,18.0,9.0,8.0,6.0,10.0,6.0,2485.0,86.0,459.0
679,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Ilie A.,Sampras P.,43,3,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2,1,Completed,4.0,1.2,3.8,1.15,3.8,1.15,4.0,1.2,2001-433,Scottsdale,Hard,32.0,A,20010305.0,1.0,102776.0,,,Andrew Ilie,R,180.0,AUS,24.8,101948.0,1.0,,Pete Sampras,R,185.0,USA,29.5,3-6 7-6(2) 6-4,3.0,R32,113.0,6.0,3.0,107.0,64.0,41.0,25.0,16.0,4.0,7.0,12.0,5.0,89.0,45.0,35.0,27.0,15.0,4.0,6.0,43.0,850.0,3.0,3090.0
680,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Levy H.,Vemic D.,59,502,6.0,3.0,7.0,6.0,,,,,,,2,0,Completed,1.45,2.5,1.35,2.55,1.3,2.7,1.444,2.625,2001-433,Scottsdale,Hard,32.0,A,20010305.0,2.0,103248.0,,,Harel Levy,R,185.0,ISR,22.5,102811.0,,Q,Dusan Vemic,R,190.0,SRB,24.7,6-3 7-6(2),3.0,R32,82.0,1.0,2.0,61.0,28.0,24.0,17.0,10.0,3.0,4.0,4.0,7.0,78.0,50.0,35.0,9.0,11.0,3.0,6.0,59.0,694.0,502.0,40.0
681,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Massu N.,Blake J.,68,180,6.0,4.0,6.0,4.0,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Norman M.,Pozzi G.,5,46,7.0,6.0,6.0,3.0,,,,,,,2,0,Completed,1.2,4.0,1.22,3.2,1.2,3.2,1.286,3.25,2001-433,Scottsdale,Hard,32.0,A,20010305.0,5.0,102796.0,3.0,,Magnus Norman,R,188.0,SWE,24.7,101150.0,,,Gianluca Pozzi,L,180.0,ITA,35.7,7-6(3) 6-3,3.0,R32,103.0,2.0,1.0,69.0,36.0,30.0,20.0,11.0,0.0,0.0,1.0,2.0,80.0,21.0,18.0,31.0,10.0,8.0,9.0,5.0,2755.0,46.0,805.0
683,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Puentes G.,Kratochvil M.,103,78,1.0,6.0,7.0,6.0,6.0,4.0,,,,,2,1,Completed,3.5,1.25,2.6,1.35,3.0,1.25,3.5,1.25,2001-433,Scottsdale,Hard,32.0,A,20010305.0,3.0,102153.0,,,German Puentes,R,173.0,ESP,28.2,103356.0,,,Michel Kratochvil,R,185.0,SUI,21.9,1-6 7-6(5) 6-4,3.0,R32,120.0,3.0,1.0,87.0,58.0,44.0,16.0,14.0,4.0,6.0,8.0,6.0,109.0,47.0,42.0,31.0,15.0,6.0,7.0,103.0,390.0,78.0,540.0
684,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Rios M.,Voinea A.,25,147,7.0,6.0,6.0,2.0,,,,,,,2,0,Completed,1.45,2.5,1.35,2.55,1.3,2.7,1.444,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,1st Round,3,Schuettler R.,di Pasquale A.,53,61,6.0,2.0,6.0,3.0,,,,,,,2,0,Completed,1.5,2.4,1.55,2.05,1.5,2.1,1.533,2.375,2001-433,Scottsdale,Hard,32.0,A,20010305.0,10.0,102783.0,,,Rainer Schuettler,R,180.0,GER,24.8,103324.0,,,Arnaud Di Pasquale,R,185.0,FRA,22.0,6-2 6-3,3.0,R32,70.0,7.0,3.0,53.0,30.0,24.0,17.0,9.0,3.0,3.0,0.0,4.0,58.0,30.0,16.0,16.0,8.0,3.0,6.0,53.0,770.0,61.0,675.0
686,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,2nd Round,3,Clavet F.,Canas G.,40,135,7.0,6.0,7.0,5.0,,,,,,,2,0,Completed,1.53,2.3,1.52,2.1,1.55,2.0,1.5,2.5,2001-433,Scottsdale,Hard,32.0,A,20010305.0,24.0,101532.0,,,Francisco Clavet,L,183.0,ESP,32.3,103084.0,,,Guillermo Canas,R,185.0,ARG,23.2,7-6(5) 7-5,3.0,R16,119.0,0.0,1.0,89.0,49.0,31.0,22.0,12.0,8.0,11.0,3.0,4.0,80.0,36.0,26.0,19.0,12.0,3.0,7.0,40.0,885.0,135.0,289.0
687,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,2nd Round,3,Fish M.,Enqvist T.,251,9,6.0,2.0,5.0,7.0,6.0,4.0,,,,,2,1,Completed,3.25,1.28,3.1,1.25,3.0,1.25,3.25,1.286,2001-433,Scottsdale,Hard,32.0,A,20010305.0,20.0,103888.0,,WC,Mardy Fish,R,188.0,USA,19.2,102358.0,5.0,,Thomas Enqvist,R,190.0,SWE,26.9,6-2 5-7 6-4,3.0,R16,111.0,9.0,2.0,94.0,47.0,38.0,21.0,15.0,3.0,6.0,4.0,10.0,105.0,55.0,35.0,24.0,15.0,10.0,15.0,251.0,145.0,9.0,2090.0
688,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,2nd Round,3,Henman T.,Puentes G.,10,103,6.0,1.0,7.0,5.0,,,,,,,2,0,Completed,1.08,6.25,1.08,5.0,1.1,4.5,1.1,6.0,2001-433,Scottsdale,Hard,32.0,A,20010305.0,18.0,102450.0,6.0,,Tim Henman,R,185.0,GBR,26.4,102153.0,,,German Puentes,R,173.0,ESP,28.2,6-1 7-5,3.0,R16,68.0,3.0,4.0,51.0,25.0,16.0,16.0,9.0,4.0,6.0,0.0,3.0,60.0,34.0,18.0,12.0,10.0,3.0,9.0,10.0,2020.0,103.0,390.0
689,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Fromberg R.,6,124,3.0,6.0,6.0,1.0,6.0,3.0,,,,,2,1,Completed,1.12,5.25,1.15,4.0,1.15,3.8,1.167,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,2nd Round,3,Levy H.,Ilie A.,59,43,6.0,7.0,6.0,1.0,6.0,2.0,,,,,2,1,Completed,1.9,1.8,1.87,1.7,1.85,1.65,1.909,1.8,2001-433,Scottsdale,Hard,32.0,A,20010305.0,17.0,103248.0,,,Harel Levy,R,185.0,ISR,22.5,102776.0,,,Andrew Ilie,R,180.0,AUS,24.8,6-7(6) 6-1 6-2,3.0,R16,107.0,4.0,1.0,85.0,50.0,38.0,24.0,14.0,2.0,3.0,2.0,3.0,110.0,67.0,38.0,22.0,13.0,11.0,16.0,59.0,694.0,43.0,850.0
691,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,2nd Round,3,Massu N.,Gaudenzi A.,68,98,6.0,1.0,7.0,6.0,,,,,,,2,0,Completed,1.67,2.05,1.75,1.82,1.6,1.9,1.667,2.1,2001-433,Scottsdale,Hard,32.0,A,20010305.0,23.0,103454.0,,,Nicolas Massu,R,183.0,CHI,21.4,102247.0,,Q,Andrea Gaudenzi,R,183.0,ITA,27.5,6-1 7-6(1),3.0,R16,95.0,6.0,5.0,69.0,38.0,26.0,14.0,10.0,4.0,7.0,1.0,4.0,57.0,30.0,18.0,8.0,9.0,0.0,5.0,68.0,606.0,98.0,408.0
692,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,2nd Round,3,Norman M.,Acasuso J.,5,109,6.0,3.0,6.0,1.0,,,,,,,2,0,Completed,1.18,4.25,1.18,3.65,1.15,3.8,1.2,4.0,2001-433,Scottsdale,Hard,32.0,A,20010305.0,19.0,102796.0,3.0,,Magnus Norman,R,188.0,SWE,24.7,104076.0,,WC,Jose Acasuso,R,190.0,ARG,18.3,6-3 6-1,3.0,R16,58.0,1.0,1.0,39.0,23.0,21.0,11.0,8.0,0.0,0.0,0.0,4.0,60.0,22.0,14.0,16.0,8.0,4.0,8.0,5.0,2755.0,109.0,370.0
693,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,2nd Round,3,Rios M.,Schuettler R.,25,53,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2,1,Completed,1.6,2.2,1.55,2.1,1.55,2.0,1.533,2.375,2001-433,Scottsdale,Hard,32.0,A,20010305.0,21.0,102701.0,7.0,,Marcelo Rios,L,175.0,CHI,25.1,102783.0,,,Rainer Schuettler,R,180.0,GER,24.8,3-6 6-3 6-2,3.0,R16,102.0,1.0,7.0,82.0,46.0,30.0,16.0,13.0,5.0,9.0,3.0,5.0,91.0,49.0,24.0,24.0,13.0,2.0,8.0,25.0,1165.0,53.0,770.0
694,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,Quarterfinals,3,Clavet F.,Massu N.,40,68,6.0,4.0,2.0,6.0,6.0,3.0,,,,,2,1,Completed,1.6,2.2,1.55,2.05,1.5,2.1,1.615,2.2,2001-433,Scottsdale,Hard,32.0,A,20010305.0,28.0,101532.0,,,Francisco Clavet,L,183.0,ESP,32.3,103454.0,,,Nicolas Massu,R,183.0,CHI,21.4,6-4 2-6 6-3,3.0,QF,129.0,2.0,3.0,90.0,55.0,41.0,18.0,14.0,5.0,7.0,6.0,3.0,80.0,39.0,28.0,22.0,13.0,5.0,7.0,40.0,885.0,68.0,606.0
695,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Rios M.,6,25,7.0,5.0,6.0,2.0,,,,,,,2,0,Completed,1.35,2.95,1.4,2.4,1.35,2.5,1.333,3.0,2001-433,Scottsdale,Hard,32.0,A,20010305.0,27.0,103720.0,4.0,,Lleyton Hewitt,R,180.0,AUS,20.0,102701.0,7.0,,Marcelo Rios,L,175.0,CHI,25.1,7-5 6-2,3.0,QF,88.0,3.0,4.0,64.0,30.0,24.0,18.0,10.0,3.0,4.0,3.0,7.0,70.0,34.0,24.0,14.0,10.0,6.0,10.0,6.0,2485.0,25.0,1165.0
696,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,Quarterfinals,3,Levy H.,Henman T.,59,10,6.0,2.0,6.0,4.0,,,,,,,2,0,Completed,3.25,1.28,3.0,1.25,3.2,1.2,3.5,1.25,2001-433,Scottsdale,Hard,32.0,A,20010305.0,25.0,103248.0,,,Harel Levy,R,185.0,ISR,22.5,102450.0,6.0,,Tim Henman,R,185.0,GBR,26.4,6-2 6-4,3.0,QF,69.0,0.0,2.0,50.0,31.0,22.0,12.0,9.0,0.0,1.0,4.0,7.0,59.0,26.0,17.0,15.0,9.0,4.0,8.0,59.0,694.0,10.0,2020.0
697,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,Quarterfinals,3,Norman M.,Fish M.,5,251,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2,1,Completed,1.2,4.0,1.2,3.4,1.2,3.2,1.2,4.0,2001-433,Scottsdale,Hard,32.0,A,20010305.0,26.0,102796.0,3.0,,Magnus Norman,R,188.0,SWE,24.7,103888.0,,WC,Mardy Fish,R,188.0,USA,19.2,6-3 3-6 6-3,3.0,QF,104.0,6.0,4.0,87.0,54.0,42.0,17.0,14.0,5.0,7.0,5.0,2.0,73.0,30.0,25.0,21.0,13.0,0.0,3.0,5.0,2755.0,251.0,145.0
698,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,Semifinals,3,Clavet F.,Hewitt L.,40,6,6.0,3.0,6.0,4.0,,,,,,,2,0,Completed,3.2,1.3,2.8,1.3,3.0,1.25,3.2,1.3,2001-433,Scottsdale,Hard,32.0,A,20010305.0,30.0,101532.0,,,Francisco Clavet,L,183.0,ESP,32.3,103720.0,4.0,,Lleyton Hewitt,R,180.0,AUS,20.0,6-3 6-4,3.0,SF,95.0,3.0,0.0,81.0,50.0,33.0,17.0,10.0,10.0,11.0,3.0,1.0,46.0,21.0,17.0,12.0,9.0,0.0,3.0,40.0,885.0,6.0,2485.0
699,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,Semifinals,3,Norman M.,Levy H.,5,59,7.0,6.0,7.0,6.0,,,,,,,2,0,Completed,1.36,2.9,1.35,2.55,1.35,2.5,1.364,2.875,2001-433,Scottsdale,Hard,32.0,A,20010305.0,29.0,102796.0,3.0,,Magnus Norman,R,188.0,SWE,24.7,103248.0,,,Harel Levy,R,185.0,ISR,22.5,7-6(3) 7-6(8),3.0,SF,112.0,4.0,1.0,89.0,63.0,44.0,14.0,12.0,7.0,9.0,4.0,1.0,90.0,53.0,35.0,20.0,12.0,3.0,5.0,5.0,2755.0,59.0,694.0
700,19,Scottsdale,Franklin Templeton Tennis Classic,20010503,International,Outdoor,Hard,The Final,3,Clavet F.,Norman M.,40,5,6.0,4.0,6.0,2.0,,,,,,,2,0,Completed,,,,,,,,,2001-433,Scottsdale,Hard,32.0,A,20010305.0,31.0,101532.0,,,Francisco Clavet,L,183.0,ESP,32.3,102796.0,3.0,,Magnus Norman,R,188.0,SWE,24.7,6-4 6-2,3.0,F,85.0,1.0,0.0,45.0,24.0,19.0,10.0,9.0,0.0,2.0,4.0,1.0,64.0,41.0,22.0,10.0,9.0,9.0,14.0,40.0,885.0,5.0,2755.0
701,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Agassi A.,Arazi H.,4,42,6.0,3.0,6.0,2.0,,,,,,,2,0,Completed,1.2,4.0,1.12,4.2,1.15,3.8,1.167,4.5,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,24.0,101736.0,4.0,,Andre Agassi,R,180.0,USA,30.8,102271.0,,,Hicham Arazi,L,175.0,MAR,27.3,6-3 6-2,3.0,R64,62.0,5.0,1.0,54.0,32.0,24.0,9.0,9.0,4.0,6.0,0.0,2.0,42.0,19.0,8.0,10.0,8.0,2.0,7.0,4.0,2870.0,42.0,850.0
702,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Bjorkman J.,El Aynaoui Y.,51,58,7.0,6.0,6.0,2.0,,,,,,,2,0,Completed,,,,,,,,,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,18.0,102035.0,,,Jonas Bjorkman,R,183.0,SWE,28.9,101962.0,,,Younes El Aynaoui,R,193.0,MAR,29.4,7-6(5) 6-2,3.0,R64,75.0,9.0,3.0,57.0,32.0,27.0,16.0,10.0,3.0,4.0,2.0,4.0,59.0,38.0,26.0,7.0,10.0,0.0,3.0,51.0,790.0,58.0,695.0
703,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Clavet F.,Koubek S.,31,83,6.0,0.0,6.0,2.0,,,,,,,2,0,Completed,1.42,2.7,1.4,2.4,1.35,2.5,1.444,2.625,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,7.0,101532.0,,,Francisco Clavet,L,183.0,ESP,32.3,102905.0,,,Stefan Koubek,L,175.0,AUT,24.1,6-0 6-2,3.0,R64,48.0,1.0,0.0,32.0,19.0,16.0,12.0,7.0,0.0,0.0,2.0,2.0,53.0,21.0,11.0,11.0,7.0,3.0,8.0,31.0,1020.0,83.0,470.0
704,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Clement A.,Ilie A.,12,40,6.0,0.0,6.0,3.0,,,,,,,2,0,Completed,1.4,2.75,1.4,2.4,1.35,2.5,1.364,2.875,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,29.0,103096.0,13.0,,Arnaud Clement,R,173.0,FRA,23.2,102776.0,,,Andrew Ilie,R,180.0,AUS,24.8,6-0 6-3,3.0,R64,49.0,0.0,0.0,42.0,23.0,17.0,13.0,8.0,1.0,2.0,2.0,3.0,40.0,16.0,9.0,7.0,7.0,1.0,6.0,12.0,1920.0,40.0,860.0
705,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Corretja A.,Gaudio G.,7,30,3.0,6.0,7.0,6.0,7.0,6.0,,,,,2,1,Completed,1.4,2.75,1.45,2.3,1.4,2.3,1.4,2.75,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,16.0,102374.0,8.0,,Alex Corretja,R,180.0,ESP,26.9,103292.0,,,Gaston Gaudio,R,175.0,ARG,22.2,3-6 7-6(2) 7-6(4),3.0,R64,172.0,11.0,5.0,128.0,58.0,43.0,35.0,17.0,11.0,15.0,3.0,3.0,106.0,58.0,39.0,26.0,16.0,1.0,3.0,7.0,2425.0,30.0,1055.0
706,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Dent T.,Ferreira W.,197,17,6.0,3.0,6.0,0.0,,,,,,,2,0,Completed,2.75,1.4,3.4,1.2,3.0,1.25,3.0,1.333,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,2.0,103758.0,,WC,Taylor Dent,R,188.0,USA,19.8,101965.0,,,Wayne Ferreira,R,185.0,RSA,29.4,6-3 6-0,3.0,R64,47.0,6.0,4.0,47.0,22.0,20.0,14.0,8.0,3.0,3.0,0.0,5.0,41.0,19.0,8.0,9.0,7.0,3.0,7.0,197.0,195.0,17.0,1570.0
707,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,di Pasquale A.,Voltchkov V.,63,28,6.0,1.0,7.0,6.0,,,,,,,2,0,Completed,2.3,1.55,2.05,1.57,2.0,1.55,2.375,1.533,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,14.0,103324.0,,Q,Arnaud Di Pasquale,R,185.0,FRA,22.0,103166.0,,,Vladimir Voltchkov,R,180.0,BLR,22.9,6-1 7-6(6),3.0,R64,92.0,4.0,3.0,80.0,52.0,35.0,14.0,10.0,5.0,6.0,2.0,4.0,70.0,33.0,19.0,21.0,9.0,6.0,9.0,63.0,660.0,28.0,1108.0
708,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Enqvist T.,Rosset M.,9,61,7.0,6.0,2.0,6.0,6.0,4.0,,,,,2,1,Completed,1.55,2.3,1.41,2.4,1.45,2.2,1.533,2.375,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,5.0,102358.0,9.0,,Thomas Enqvist,R,190.0,SWE,26.9,101820.0,,,Marc Rosset,R,201.0,SUI,30.3,7-6(0) 2-6 6-4,3.0,R64,129.0,8.0,2.0,106.0,65.0,44.0,24.0,15.0,6.0,9.0,28.0,15.0,120.0,68.0,56.0,17.0,15.0,13.0,15.0,9.0,2090.0,61.0,670.0
709,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Escude N.,Vinciguerra A.,36,46,7.0,6.0,7.0,5.0,,,,,,,2,0,Completed,1.7,2.05,1.6,2.0,1.7,1.8,1.667,2.1,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,31.0,102765.0,,,Nicolas Escude,R,185.0,FRA,24.9,103714.0,,,Andreas Vinciguerra,L,180.0,SWE,20.0,7-6(7) 7-5,3.0,R64,124.0,4.0,5.0,86.0,43.0,27.0,26.0,12.0,3.0,5.0,5.0,1.0,89.0,50.0,30.0,21.0,12.0,3.0,6.0,36.0,945.0,46.0,800.0
710,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Fish M.,Philippoussis M.,206,15,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2,1,Completed,3.65,1.25,3.4,1.2,3.0,1.25,3.5,1.25,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,21.0,103888.0,,WC,Mardy Fish,R,188.0,USA,19.2,102882.0,15.0,,Mark Philippoussis,R,196.0,AUS,24.3,6-4 6-7(2) 6-4,3.0,R64,131.0,11.0,4.0,116.0,71.0,54.0,21.0,16.0,5.0,6.0,21.0,5.0,92.0,49.0,40.0,25.0,16.0,4.0,7.0,206.0,185.0,15.0,1785.0
711,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Gambill J.M.,Hrbaty D.,19,14,6.0,4.0,6.0,3.0,,,,,,,2,0,Completed,1.95,1.75,1.9,1.65,1.8,1.7,1.833,1.833,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,4.0,102998.0,,,Jan Michael Gambill,R,190.0,USA,23.7,103103.0,14.0,,Dominik Hrbaty,R,183.0,SVK,23.1,6-4 6-3,3.0,R64,73.0,14.0,1.0,60.0,35.0,30.0,13.0,10.0,2.0,2.0,6.0,7.0,64.0,36.0,29.0,10.0,9.0,3.0,5.0,19.0,1325.0,14.0,1830.0
712,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Grosjean S.,Black B.,16,47,6.0,0.0,6.0,2.0,,,,,,,2,0,Completed,1.25,3.5,1.35,2.6,1.3,2.7,1.25,3.5,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,12.0,103206.0,16.0,,Sebastien Grosjean,R,175.0,FRA,22.7,101647.0,,,Byron Black,R,175.0,ZIM,31.4,6-0 6-2,3.0,R64,50.0,7.0,1.0,36.0,24.0,21.0,7.0,7.0,0.0,0.0,1.0,2.0,50.0,25.0,12.0,8.0,7.0,4.0,9.0,16.0,1760.0,47.0,795.0
713,20,Indian Wells Masters,Indian Wells TMS,20011203,Masters,Outdoor,Hard,1st Round,3,Haas T.,Sanguinetti D.,22,55,6.0,3.0,1.0,6.0,7.0,5.0,,,,,2,1,Completed,1.35,3.0,1.25,3.0,1.25,3.0,1.333,3.0,2001-404,Indian Wells Masters,Hard,64.0,M,20010312.0,23.0,103163.0,,,Tommy Haas,R,188.0,GER,22.9,102106.0,,Q,Davide Sanguinetti,R,188.0,ITA,28.5,6-3 1-6 7-5,3.0,R64,99.0,7.0,6.0,83.0,49.0,36.0,16.0,14.0,2.0,5.0,5.0,0.0,86.0,58.0,38.0,15.0,14.0,1.0,4.0,22.0,1245.0,55.0,751.0
