,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1720,39,Stuttgart,Mercedes Cup,20090718,ATP250,Outdoor,Clay,Quarterfinals,3,Kiefer N.,Kubot L.,40,127.0,1145,556.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.45,2.6,1.5,2.5,1.5,2.5,1.55,2.4,2009-321,Stuttgart,Clay,32.0,A,20090713.0,26.0,103017.0,,,Nicolas Kiefer,R,183.0,GER,32.0,103997.0,,Q,Lukasz Kubot,R,190.0,POL,27.1,6-2 6-1,3.0,QF,64.0,7.0,0.0,38.0,20.0,19.0,13.0,8.0,0.0,0.0,1.0,4.0,52.0,30.0,18.0,7.0,7.0,3.0,7.0,40.0,1145.0,127.0,556.0
1721,39,Stuttgart,Mercedes Cup,20090718,ATP250,Outdoor,Clay,Quarterfinals,3,Chardy J.,Zverev M.,43,45.0,1079,1065.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.67,2.12,1.667,2.1,1.67,2.1,1.72,2.08,2009-321,Stuttgart,Clay,32.0,A,20090713.0,25.0,104871.0,,,Jeremy Chardy,R,188.0,FRA,22.4,104999.0,,,Mischa Zverev,L,190.0,GER,21.8,7-6(4) 6-1,3.0,QF,83.0,4.0,1.0,70.0,45.0,31.0,16.0,10.0,6.0,7.0,0.0,0.0,60.0,37.0,23.0,12.0,9.0,6.0,9.0,43.0,1079.0,45.0,1065.0
1722,39,Stuttgart,Mercedes Cup,20090718,ATP250,Outdoor,Clay,Semifinals,3,Hanescu V.,Fognini F.,33,67.0,1361,875.0,6.0,3.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.61,2.2,1.65,2.15,1.61,2.2,1.62,2.2,1.67,2.15,2009-321,Stuttgart,Clay,32.0,A,20090713.0,30.0,103812.0,4.0,,Victor Hanescu,R,198.0,ROU,27.9,104926.0,,,Fabio Fognini,R,178.0,ITA,22.1,6-3 6-7(4) 6-2,3.0,SF,135.0,3.0,4.0,97.0,65.0,42.0,18.0,15.0,6.0,10.0,5.0,3.0,94.0,56.0,29.0,20.0,14.0,8.0,15.0,33.0,1361.0,67.0,875.0
1723,39,Stuttgart,Mercedes Cup,20090718,ATP250,Outdoor,Clay,Semifinals,3,Chardy J.,Kiefer N.,43,40.0,1079,1145.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.0,1.75,1.833,1.833,2.0,1.8,1.96,1.82,2009-321,Stuttgart,Clay,32.0,A,20090713.0,29.0,104871.0,,,Jeremy Chardy,R,188.0,FRA,22.4,103017.0,,,Nicolas Kiefer,R,183.0,GER,32.0,6-3 7-5,3.0,SF,79.0,2.0,3.0,52.0,31.0,26.0,11.0,10.0,1.0,2.0,10.0,1.0,71.0,41.0,27.0,14.0,11.0,8.0,12.0,43.0,1079.0,40.0,1145.0
1724,39,Stuttgart,Mercedes Cup,20090719,ATP250,Outdoor,Clay,The Final,3,Chardy J.,Hanescu V.,43,33.0,1079,1361.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.1,1.75,2.05,1.72,2.0,1.73,2.1,1.67,2.15,2009-321,Stuttgart,Clay,32.0,A,20090713.0,31.0,104871.0,,,Jeremy Chardy,R,188.0,FRA,22.4,103812.0,4.0,,Victor Hanescu,R,198.0,ROU,27.9,1-6 6-3 6-4,3.0,F,108.0,10.0,5.0,83.0,50.0,39.0,14.0,13.0,5.0,8.0,4.0,2.0,80.0,52.0,34.0,15.0,13.0,3.0,6.0,43.0,1079.0,33.0,1361.0
1725,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Cuevas P.,Phau B.,107,60.0,627,874.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.4,2.8,1.4,2.75,1.364,2.875,1.33,3.2,2009-414,Hamburg,Clay,48.0,A,20090719.0,7.0,104655.0,,Q,Pablo Cuevas,R,180.0,URU,23.5,103451.0,,,Bjorn Phau,R,175.0,GER,29.7,7-6(0) 6-4,3.0,R64,93.0,4.0,1.0,66.0,53.0,42.0,7.0,11.0,0.0,0.0,3.0,2.0,78.0,47.0,34.0,16.0,11.0,4.0,5.0,107.0,627.0,60.0,874.0
1726,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Gabashvili T.,Seppi A.,74,46.0,805,1030.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,3.25,1.33,3.1,1.35,2.75,1.4,2.88,1.36,2.86,1.4,2009-414,Hamburg,Clay,48.0,A,20090719.0,3.0,104559.0,,,Teymuraz Gabashvili,R,188.0,RUS,24.1,104312.0,,,Andreas Seppi,R,190.0,ITA,25.4,6-3 6-1,3.0,R64,103.0,3.0,3.0,74.0,40.0,24.0,22.0,8.0,12.0,12.0,3.0,1.0,49.0,22.0,15.0,12.0,8.0,6.0,10.0,74.0,805.0,46.0,1030.0
1727,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Brands D.,Crivoi V.,120,79.0,577,765.0,4.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,2.0,1.72,1.75,2.05,2.1,1.667,2.0,1.727,1.7,2.1,2009-414,Hamburg,Clay,48.0,A,20090719.0,1.0,104978.0,,WC,Daniel Brands,R,196.0,GER,22.0,104003.0,,Q,Victor Crivoi,R,185.0,ROU,27.1,4-6 6-4 6-1,3.0,R64,99.0,10.0,2.0,80.0,52.0,40.0,13.0,14.0,6.0,9.0,2.0,4.0,76.0,52.0,32.0,11.0,13.0,4.0,9.0,120.0,577.0,79.0,765.0
1728,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Riba P.,Korolev E.,145,93.0,487,713.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.87,1.38,,,2.625,1.444,2.63,1.44,2.67,1.45,2009-414,Hamburg,Clay,48.0,A,20090719.0,2.0,105137.0,,Q,Pere Riba,R,183.0,ESP,21.2,105095.0,,Q,Evgeny Korolev,R,185.0,KAZ,21.4,7-6(3) 6-2,3.0,R64,105.0,5.0,3.0,77.0,39.0,28.0,16.0,10.0,8.0,11.0,3.0,1.0,72.0,37.0,22.0,14.0,10.0,6.0,11.0,145.0,487.0,93.0,713.0
1729,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Starace P.,Gonzalez M.,94,97.0,707,694.0,5.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.62,1.5,2.45,1.533,2.375,1.44,2.63,1.54,2.42,2009-414,Hamburg,Clay,48.0,A,20090719.0,8.0,103808.0,,Q,Potito Starace,R,188.0,ITA,28.0,104216.0,,,Maximo Gonzalez,R,175.0,ARG,26.0,5-7 6-4 6-3,3.0,R64,149.0,2.0,3.0,105.0,79.0,49.0,11.0,16.0,3.0,8.0,1.0,0.0,104.0,78.0,41.0,13.0,15.0,7.0,13.0,94.0,707.0,97.0,694.0
1730,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Petzschner P.,Serra F.,49,51.0,1025,996.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.4,1.53,2.2,1.615,2.2,1.615,2.32,1.58,2009-414,Hamburg,Clay,48.0,A,20090719.0,16.0,104332.0,,,Philipp Petzschner,R,185.0,GER,25.3,103722.0,,,Florent Serra,R,180.0,FRA,28.3,7-6(3) 6-2,3.0,R64,83.0,6.0,2.0,82.0,48.0,35.0,16.0,10.0,10.0,12.0,1.0,1.0,61.0,37.0,22.0,11.0,10.0,1.0,5.0,49.0,1025.0,51.0,996.0
1731,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Navarro-Pastor I.,Darcis S.,103,98.0,646,685.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.8,1.4,2.625,1.444,2.625,1.444,2.64,1.46,2009-414,Hamburg,Clay,48.0,A,20090719.0,12.0,103868.0,,,Ivan Navarro,R,183.0,ESP,27.7,104327.0,,,Steve Darcis,R,178.0,BEL,25.3,6-4 6-4,3.0,R64,77.0,5.0,0.0,57.0,37.0,28.0,12.0,10.0,1.0,2.0,2.0,2.0,58.0,39.0,28.0,7.0,10.0,1.0,4.0,103.0,646.0,98.0,685.0
1732,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Greul S.,Tipsarevic J.,76,70.0,781,820.0,2.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.72,2.15,1.65,2.0,1.72,2.1,1.67,2.04,1.74,2009-414,Hamburg,Clay,48.0,A,20090719.0,11.0,103752.0,,WC,Simon Greul,R,185.0,GER,28.2,104386.0,,,Janko Tipsarevic,R,180.0,SRB,25.0,2-6 6-3 6-3,3.0,R64,125.0,7.0,3.0,70.0,33.0,24.0,23.0,13.0,3.0,6.0,7.0,4.0,90.0,43.0,32.0,20.0,13.0,5.0,9.0,76.0,781.0,70.0,820.0
1733,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Rochus C.,56,58.0,917,878.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.5,2.45,1.5,2.5,1.5,2.5,1.52,2.46,2009-414,Hamburg,Clay,48.0,A,20090719.0,4.0,104198.0,,,Guillermo Garcia Lopez,R,188.0,ESP,26.1,103294.0,,,Christophe Rochus,R,170.0,BEL,30.5,6-4 6-2,3.0,R64,70.0,5.0,1.0,52.0,38.0,27.0,6.0,9.0,1.0,3.0,1.0,1.0,47.0,28.0,15.0,5.0,9.0,1.0,6.0,56.0,917.0,58.0,878.0
1734,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Hernych J.,Krawietz K.,89,,729,,6.0,0.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.1,6.5,1.15,5.2,1.125,5.5,1.14,5.0,1.14,5.5,2009-414,Hamburg,Clay,48.0,A,20090719.0,14.0,103401.0,,,Jan Hernych,R,190.0,CZE,30.0,105906.0,,WC,Kevin Krawietz,R,190.0,GER,17.4,6-0 4-6 6-3,3.0,R64,78.0,7.0,1.0,72.0,51.0,36.0,11.0,13.0,1.0,4.0,5.0,5.0,76.0,42.0,25.0,12.0,12.0,4.0,10.0,89.0,729.0,,
1735,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Granollers M.,Vassallo-Arguello M.,101,50.0,650,1001.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.05,1.75,2.1,1.667,,,2.08,1.72,2009-414,Hamburg,Clay,48.0,A,20090719.0,6.0,104719.0,,Q,Marcel Granollers,R,190.0,ESP,23.2,103506.0,,,Martin Vassallo Arguello,R,183.0,ARG,29.4,6-4 6-4,3.0,R64,90.0,1.0,3.0,65.0,43.0,27.0,13.0,10.0,6.0,9.0,0.0,2.0,67.0,49.0,27.0,8.0,10.0,3.0,8.0,101.0,650.0,50.0,1001.0
1736,40,Hamburg,International German Open,20090720,ATP500,Outdoor,Clay,1st Round,3,Beck A.,Hernandez O.,52,73.0,972,812.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.66,2.1,1.6,2.25,1.72,2.0,1.73,2.0,1.76,2.02,2009-414,Hamburg,Clay,48.0,A,20090719.0,15.0,104676.0,,,Andreas Beck,L,190.0,GER,23.4,103169.0,,,Oscar Hernandez,R,180.0,ESP,31.2,6-7(3) 6-4 6-4,3.0,R64,171.0,4.0,3.0,100.0,59.0,45.0,22.0,16.0,5.0,7.0,5.0,1.0,134.0,90.0,56.0,23.0,16.0,13.0,17.0,52.0,972.0,73.0,812.0
1737,40,Hamburg,International German Open,20090721,ATP500,Outdoor,Clay,1st Round,3,Fognini F.,Minar I.,72,62.0,815,866.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.85,1.444,2.625,1.44,2.63,1.39,2.9,2009-414,Hamburg,Clay,48.0,A,20090719.0,5.0,104926.0,,,Fabio Fognini,R,178.0,ITA,22.1,104371.0,,,Ivo Minar,R,183.0,CZE,25.1,6-4 6-2,3.0,R64,68.0,1.0,1.0,50.0,34.0,28.0,9.0,9.0,0.0,0.0,3.0,4.0,63.0,35.0,25.0,11.0,9.0,5.0,8.0,72.0,815.0,62.0,866.0
1738,40,Hamburg,International German Open,20090721,ATP500,Outdoor,Clay,1st Round,3,Benneteau J.,Chela J.I.,68,168.0,845,393.0,6.0,4.0,1.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.83,1.83,1.7,2.1,1.833,1.833,1.727,2.0,1.8,1.97,2009-414,Hamburg,Clay,48.0,A,20090719.0,13.0,103898.0,,,Julien Benneteau,R,185.0,FRA,27.5,103428.0,,,Juan Ignacio Chela,R,190.0,ARG,29.8,6-4 1-6 6-1,3.0,R64,106.0,4.0,4.0,78.0,49.0,32.0,11.0,12.0,4.0,9.0,3.0,0.0,60.0,35.0,17.0,11.0,12.0,1.0,7.0,68.0,845.0,168.0,393.0
1739,40,Hamburg,International German Open,20090721,ATP500,Outdoor,Clay,1st Round,3,Monaco J.,Youzhny M.,48,67.0,1025,845.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.36,3.0,1.444,2.625,1.4,2.75,1.4,2.86,2009-414,Hamburg,Clay,48.0,A,20090719.0,10.0,104338.0,,,Juan Monaco,R,185.0,ARG,25.3,104022.0,,,Mikhail Youzhny,R,183.0,RUS,27.0,7-6(4) 6-3,3.0,R64,112.0,0.0,2.0,75.0,52.0,32.0,13.0,10.0,4.0,7.0,1.0,3.0,91.0,65.0,40.0,7.0,11.0,6.0,11.0,48.0,1025.0,67.0,845.0
1740,40,Hamburg,International German Open,20090721,ATP500,Outdoor,Clay,1st Round,3,Mayer F.,Schuettler R.,150,81.0,465,760.0,6.0,7.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.25,1.55,2.4,1.571,2.25,1.615,2.2,1.55,2.4,2009-414,Hamburg,Clay,48.0,A,20090719.0,9.0,104252.0,,WC,Florian Mayer,R,190.0,GER,25.7,102783.0,,,Rainer Schuettler,R,180.0,GER,33.2,6-7(3) 6-3 6-3,3.0,R64,140.0,3.0,6.0,98.0,65.0,51.0,15.0,15.0,6.0,8.0,3.0,5.0,111.0,70.0,43.0,19.0,15.0,8.0,13.0,150.0,465.0,81.0,760.0
1741,40,Hamburg,International German Open,20090721,ATP500,Outdoor,Clay,2nd Round,3,Navarro-Pastor I.,Robredo T.,103,16.0,646,2340.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,5.0,1.14,4.25,1.2,4.333,1.2,5.0,1.143,4.6,1.18,2009-414,Hamburg,Clay,48.0,A,20090719.0,28.0,103868.0,,,Ivan Navarro,R,183.0,ESP,27.7,103990.0,4.0,,Tommy Robredo,R,180.0,ESP,27.2,7-5 7-6(2),3.0,R32,117.0,2.0,1.0,73.0,43.0,33.0,20.0,12.0,1.0,2.0,1.0,2.0,81.0,49.0,34.0,18.0,12.0,4.0,6.0,103.0,646.0,16.0,2340.0
1742,40,Hamburg,International German Open,20090721,ATP500,Outdoor,Clay,2nd Round,3,Cuevas P.,Melzer J.,107,33.0,627,1275.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.53,1.48,2.75,1.4,2.75,1.4,2.86,1.4,2009-414,Hamburg,Clay,48.0,A,20090719.0,23.0,104655.0,,Q,Pablo Cuevas,R,180.0,URU,23.5,103781.0,9.0,,Jurgen Melzer,L,183.0,AUT,28.1,7-6(5) 6-3,3.0,R32,95.0,11.0,1.0,62.0,43.0,32.0,14.0,11.0,2.0,3.0,1.0,3.0,73.0,45.0,32.0,13.0,10.0,2.0,4.0,107.0,627.0,33.0,1275.0
1743,40,Hamburg,International German Open,20090721,ATP500,Outdoor,Clay,2nd Round,3,Mathieu P.H.,Riba P.,39,145.0,1175,487.0,6.0,1.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.22,4.0,1.17,4.67,1.167,4.5,1.17,4.5,1.23,4.0,2009-414,Hamburg,Clay,48.0,A,20090719.0,18.0,103908.0,13.0,,Paul Henri Mathieu,R,185.0,FRA,27.5,105137.0,,Q,Pere Riba,R,183.0,ESP,21.2,6-1 2-6 7-6(3),3.0,R32,131.0,5.0,3.0,94.0,44.0,33.0,26.0,14.0,2.0,5.0,15.0,3.0,79.0,46.0,34.0,16.0,13.0,2.0,5.0,39.0,1175.0,145.0,487.0
1744,40,Hamburg,International German Open,20090721,ATP500,Outdoor,Clay,2nd Round,3,Troicki V.,Gabashvili T.,26,74.0,1567,805.0,3.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.0,1.75,2.0,1.667,2.1,1.667,2.1,1.7,2.1,2009-414,Hamburg,Clay,48.0,A,20090719.0,19.0,104678.0,10.0,,Viktor Troicki,R,193.0,SRB,23.4,104559.0,,,Teymuraz Gabashvili,R,188.0,RUS,24.1,3-6 6-2 6-4,3.0,R32,161.0,11.0,4.0,110.0,52.0,37.0,27.0,14.0,13.0,17.0,3.0,7.0,89.0,47.0,30.0,19.0,13.0,9.0,14.0,26.0,1567.0,74.0,805.0
1745,40,Hamburg,International German Open,20090721,ATP500,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Starace P.,24,94.0,1670,707.0,6.0,2.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.25,1.35,3.1,1.333,3.25,1.29,3.25,1.37,3.0,2009-414,Hamburg,Clay,48.0,A,20090719.0,24.0,104259.0,8.0,,Philipp Kohlschreiber,R,178.0,GER,25.7,103808.0,,Q,Potito Starace,R,188.0,ITA,28.0,6-2 4-6 6-4,3.0,R32,118.0,6.0,0.0,87.0,66.0,48.0,10.0,14.0,0.0,1.0,2.0,1.0,86.0,66.0,43.0,10.0,14.0,4.0,7.0,24.0,1670.0,94.0,707.0
1746,40,Hamburg,International German Open,20090721,ATP500,Outdoor,Clay,2nd Round,3,Garcia-Lopez G.,Wawrinka S.,56,18.0,917,1925.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.75,1.25,3.75,1.25,3.4,1.3,3.5,1.25,4.1,1.22,2009-414,Hamburg,Clay,48.0,A,20090719.0,20.0,104198.0,,,Guillermo Garcia Lopez,R,188.0,ESP,26.1,104527.0,5.0,,Stan Wawrinka,R,183.0,SUI,24.3,6-2 6-4,3.0,R32,86.0,0.0,4.0,62.0,41.0,26.0,14.0,9.0,6.0,7.0,1.0,2.0,54.0,38.0,20.0,8.0,9.0,2.0,6.0,56.0,917.0,18.0,1925.0
1747,40,Hamburg,International German Open,20090721,ATP500,Outdoor,Clay,2nd Round,3,Brands D.,Simon G.,120,7.0,577,3750.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.36,3.1,1.35,3.25,1.333,3.0,1.333,3.0,1.37,2009-414,Hamburg,Clay,48.0,A,20090719.0,17.0,104978.0,,WC,Daniel Brands,R,196.0,GER,22.0,104468.0,1.0,,Gilles Simon,R,183.0,FRA,24.5,3-6 6-4 6-3,3.0,R32,131.0,7.0,4.0,120.0,81.0,53.0,15.0,14.0,8.0,12.0,4.0,1.0,88.0,47.0,29.0,20.0,14.0,5.0,10.0,120.0,577.0,7.0,3750.0
1748,40,Hamburg,International German Open,20090722,ATP500,Outdoor,Clay,2nd Round,3,Benneteau J.,Andreev I.,68,28.0,845,1550.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.2,1.65,2.25,1.571,2.375,1.533,2.22,1.63,2009-414,Hamburg,Clay,48.0,A,20090719.0,29.0,103898.0,,,Julien Benneteau,R,185.0,FRA,27.5,104214.0,7.0,,Igor Andreev,R,185.0,RUS,26.0,6-4 6-3,3.0,R32,96.0,3.0,1.0,65.0,39.0,24.0,16.0,10.0,5.0,7.0,2.0,2.0,58.0,38.0,22.0,9.0,9.0,4.0,8.0,68.0,845.0,28.0,1550.0
1749,40,Hamburg,International German Open,20090722,ATP500,Outdoor,Clay,2nd Round,3,Soderling R.,Fognini F.,11,72.0,3070,815.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.16,4.5,1.25,3.7,1.16,4.5,1.17,4.5,1.18,4.6,2009-414,Hamburg,Clay,48.0,A,20090719.0,21.0,104417.0,3.0,,Robin Soderling,R,193.0,SWE,24.9,104926.0,,,Fabio Fognini,R,178.0,ITA,22.1,6-3 6-7(3) 6-3,3.0,R32,128.0,5.0,4.0,97.0,56.0,40.0,22.0,16.0,6.0,9.0,2.0,3.0,94.0,55.0,34.0,20.0,14.0,4.0,9.0,11.0,3070.0,72.0,815.0
1750,40,Hamburg,International German Open,20090722,ATP500,Outdoor,Clay,2nd Round,3,Hanescu V.,Hernych J.,31,89.0,1291,729.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.25,3.75,1.25,3.75,1.23,4.0,2009-414,Hamburg,Clay,48.0,A,20090719.0,30.0,103812.0,11.0,,Victor Hanescu,R,198.0,ROU,27.9,103401.0,,,Jan Hernych,R,190.0,CZE,30.0,6-2 6-3,3.0,R32,63.0,3.0,0.0,46.0,41.0,32.0,3.0,9.0,3.0,4.0,2.0,3.0,50.0,31.0,19.0,6.0,8.0,2.0,6.0,31.0,1291.0,89.0,729.0
1751,40,Hamburg,International German Open,20090722,ATP500,Outdoor,Clay,2nd Round,3,Chardy J.,Beck A.,32,52.0,1287,972.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.53,2.4,1.5,2.5,1.5,2.5,1.46,2.64,2009-414,Hamburg,Clay,48.0,A,20090719.0,31.0,104871.0,15.0,,Jeremy Chardy,R,188.0,FRA,22.4,104676.0,,,Andreas Beck,L,190.0,GER,23.4,7-6(2) 7-6(6),3.0,R32,109.0,22.0,3.0,76.0,47.0,40.0,19.0,12.0,2.0,3.0,8.0,5.0,86.0,51.0,37.0,22.0,12.0,5.0,6.0,32.0,1287.0,52.0,972.0
1752,40,Hamburg,International German Open,20090722,ATP500,Outdoor,Clay,2nd Round,3,Almagro N.,Granollers M.,40,101.0,1150,650.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.28,3.5,1.28,3.46,1.286,3.5,1.25,3.5,1.32,3.25,2009-414,Hamburg,Clay,48.0,A,20090719.0,22.0,104597.0,14.0,,Nicolas Almagro,R,183.0,ESP,23.9,104719.0,,Q,Marcel Granollers,R,190.0,ESP,23.2,4-6 6-3 6-4,3.0,R32,106.0,10.0,2.0,89.0,53.0,37.0,21.0,15.0,6.0,8.0,5.0,0.0,73.0,52.0,38.0,12.0,14.0,3.0,6.0,40.0,1150.0,101.0,650.0
1753,40,Hamburg,International German Open,20090722,ATP500,Outdoor,Clay,2nd Round,3,Greul S.,Zverev M.,76,47.0,781,1030.0,0.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,2.5,1.5,2.55,1.5,2.375,1.533,2.375,1.533,2.6,1.47,2009-414,Hamburg,Clay,48.0,A,20090719.0,27.0,103752.0,,WC,Simon Greul,R,185.0,GER,28.2,104999.0,16.0,,Mischa Zverev,L,190.0,GER,21.9,0-6 7-5 6-1,3.0,R32,107.0,3.0,3.0,88.0,50.0,35.0,20.0,13.0,7.0,10.0,1.0,0.0,70.0,50.0,35.0,11.0,12.0,6.0,9.0,76.0,781.0,47.0,1030.0
1754,40,Hamburg,International German Open,20090722,ATP500,Outdoor,Clay,2nd Round,3,Monaco J.,Acasuso J.,48,41.0,1025,1135.0,6.0,1.0,1.0,1.0,,,,,,,1.0,0.0,Retired,1.36,3.0,1.44,2.67,1.444,2.625,1.4,2.75,1.38,2.95,2009-414,Hamburg,Clay,48.0,A,20090719.0,26.0,104338.0,,,Juan Monaco,R,185.0,ARG,25.3,104076.0,12.0,,Jose Acasuso,R,190.0,ARG,26.7,6-1 1-1 RET,3.0,R32,42.0,1.0,0.0,21.0,15.0,11.0,4.0,4.0,0.0,1.0,0.0,3.0,32.0,13.0,7.0,6.0,5.0,2.0,6.0,48.0,1025.0,41.0,1135.0
1755,40,Hamburg,International German Open,20090722,ATP500,Outdoor,Clay,2nd Round,3,Ferrer D.,Mayer F.,23,150.0,1780,465.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.44,2.75,1.3,3.4,1.286,3.25,1.38,2.95,2009-414,Hamburg,Clay,48.0,A,20090719.0,25.0,103970.0,6.0,,David Ferrer,R,175.0,ESP,27.2,104252.0,,WC,Florian Mayer,R,190.0,GER,25.7,6-3 6-2,3.0,R32,70.0,0.0,1.0,49.0,29.0,22.0,15.0,8.0,2.0,2.0,1.0,0.0,56.0,37.0,20.0,9.0,9.0,4.0,8.0,23.0,1780.0,150.0,465.0
1756,40,Hamburg,International German Open,20090722,ATP500,Outdoor,Clay,2nd Round,3,Davydenko N.,Petzschner P.,12,49.0,2935,1025.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.0,1.17,4.67,1.167,4.5,1.167,4.5,1.15,5.2,2009-414,Hamburg,Clay,48.0,A,20090719.0,32.0,103786.0,2.0,,Nikolay Davydenko,R,178.0,RUS,28.1,104332.0,,,Philipp Petzschner,R,185.0,GER,25.3,6-3 6-2,3.0,R32,70.0,1.0,1.0,58.0,42.0,31.0,12.0,9.0,3.0,3.0,3.0,2.0,50.0,25.0,15.0,13.0,8.0,3.0,6.0,12.0,2935.0,49.0,1025.0
1757,40,Hamburg,International German Open,20090723,ATP500,Outdoor,Clay,3rd Round,3,Mathieu P.H.,Brands D.,39,120.0,1175,577.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.6,2.25,1.533,2.375,1.533,2.375,1.58,2.32,2009-414,Hamburg,Clay,48.0,A,20090719.0,33.0,103908.0,13.0,,Paul Henri Mathieu,R,185.0,FRA,27.5,104978.0,,WC,Daniel Brands,R,196.0,GER,22.0,7-5 7-5,3.0,R16,103.0,7.0,0.0,78.0,39.0,29.0,25.0,12.0,3.0,3.0,5.0,2.0,72.0,56.0,42.0,5.0,12.0,2.0,4.0,39.0,1175.0,120.0,577.0
