,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
523,15,Memphis,Regions Morgan Keegan Championships,20090217,ATP250,Indoor,Hard,1st Round,3,Serra F.,Soderling R.,54,16.0,1279,2695.0,6.0,4.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,4.5,1.16,4.14,1.24,4.0,1.222,4.0,1.2,3.9,1.24,2009-402,Memphis,Hard,32.0,A,20090216.0,12.0,103722.0,,,Florent Serra,R,180.0,FRA,27.9,104417.0,4.0,,Robin Soderling,R,193.0,SWE,24.5,6-4 6-7(1) 6-2,3.0,R32,107.0,12.0,1.0,89.0,63.0,50.0,13.0,15.0,2.0,3.0,20.0,4.0,98.0,63.0,49.0,14.0,15.0,6.0,10.0,54.0,1279.0,16.0,2695.0
524,15,Memphis,Regions Morgan Keegan Championships,20090217,ATP250,Indoor,Hard,1st Round,3,Rochus C.,Young D.,72,133.0,1104,689.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.75,2.1,1.833,1.833,1.727,2.0,1.62,2.26,2009-402,Memphis,Hard,32.0,A,20090216.0,7.0,103294.0,,,Christophe Rochus,R,170.0,BEL,30.1,105385.0,,WC,Donald Young,L,183.0,USA,19.5,6-4 6-3,3.0,R32,65.0,4.0,3.0,56.0,33.0,25.0,14.0,10.0,1.0,2.0,4.0,3.0,59.0,34.0,23.0,9.0,9.0,4.0,7.0,72.0,1104.0,133.0,689.0
525,15,Memphis,Regions Morgan Keegan Championships,20090218,ATP250,Indoor,Hard,1st Round,3,Del Potro J.M.,Canas G.,7,69.0,4350,1131.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.08,7.0,1.1,6.75,1.111,6.0,1.1,6.0,1.08,7.5,2009-402,Memphis,Hard,32.0,A,20090216.0,16.0,105223.0,2.0,,Juan Martin del Potro,R,198.0,ARG,20.3,103084.0,,,Guillermo Canas,R,185.0,ARG,31.2,6-3 7-6(5),3.0,R32,101.0,11.0,2.0,71.0,52.0,36.0,16.0,11.0,1.0,1.0,9.0,2.0,72.0,34.0,25.0,20.0,10.0,3.0,4.0,7.0,4350.0,69.0,1131.0
526,15,Memphis,Regions Morgan Keegan Championships,20090218,ATP250,Indoor,Hard,1st Round,3,Koubek S.,Garcia-Lopez G.,304,71.0,226,1116.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.66,2.24,1.667,2.1,1.833,1.833,1.6,2.28,2009-402,Memphis,Hard,32.0,A,20090216.0,14.0,102905.0,,,Stefan Koubek,L,175.0,AUT,32.1,104198.0,,,Guillermo Garcia Lopez,R,188.0,ESP,25.7,6-2 6-2,3.0,R32,66.0,0.0,3.0,49.0,25.0,17.0,11.0,8.0,0.0,2.0,2.0,8.0,51.0,24.0,13.0,6.0,8.0,2.0,8.0,304.0,226.0,71.0,1116.0
527,15,Memphis,Regions Morgan Keegan Championships,20090218,ATP250,Indoor,Hard,1st Round,3,Ginepri R.,Greul S.,51,122.0,1350,746.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,3.05,1.364,3.0,1.364,2.875,1.4,2.85,2009-402,Memphis,Hard,32.0,A,20090216.0,2.0,104068.0,,,Robby Ginepri,R,183.0,USA,26.3,103752.0,,Q,Simon Greul,R,185.0,GER,27.8,6-4 6-4,3.0,R32,81.0,6.0,3.0,70.0,43.0,33.0,12.0,10.0,8.0,9.0,5.0,5.0,67.0,37.0,25.0,11.0,10.0,3.0,6.0,51.0,1350.0,122.0,746.0
528,15,Memphis,Regions Morgan Keegan Championships,20090218,ATP250,Indoor,Hard,1st Round,3,Petzschner P.,Nieminen J.,81,58.0,1012,1210.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.4,1.3,3.7,1.28,3.0,1.364,2.875,1.364,3.15,1.34,2009-402,Memphis,Hard,32.0,A,20090216.0,10.0,104332.0,,,Philipp Petzschner,R,185.0,GER,24.9,103813.0,,,Jarkko Nieminen,L,185.0,FIN,27.5,6-3 6-4,3.0,R32,64.0,9.0,3.0,66.0,37.0,28.0,17.0,10.0,5.0,5.0,2.0,0.0,51.0,33.0,26.0,9.0,9.0,6.0,8.0,81.0,1012.0,58.0,1210.0
529,15,Memphis,Regions Morgan Keegan Championships,20090218,ATP250,Indoor,Hard,1st Round,3,Fish M.,Lu Y.H.,21,57.0,2340,1244.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.98,1.222,4.0,1.2,4.0,1.23,4.0,2009-402,Memphis,Hard,32.0,A,20090216.0,8.0,103888.0,7.0,,Mardy Fish,R,188.0,USA,27.1,104229.0,,,Yen Hsun Lu,R,180.0,TPE,25.5,6-1 7-5,3.0,R32,74.0,8.0,1.0,54.0,29.0,26.0,13.0,10.0,0.0,1.0,2.0,4.0,52.0,34.0,19.0,9.0,9.0,4.0,8.0,21.0,2340.0,57.0,1244.0
530,15,Memphis,Regions Morgan Keegan Championships,20090218,ATP250,Indoor,Hard,1st Round,3,Stepanek R.,Kim K.,19,105.0,2640,848.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,6.5,1.15,5.6,1.1,6.5,1.071,7.0,1.12,6.0,2009-402,Memphis,Hard,32.0,A,20090216.0,13.0,103285.0,5.0,,Radek Stepanek,R,185.0,CZE,30.2,103240.0,,Q,Kevin Kim,R,180.0,USA,30.5,6-4 6-2,3.0,R32,62.0,2.0,5.0,49.0,34.0,25.0,6.0,9.0,2.0,4.0,6.0,3.0,64.0,38.0,22.0,8.0,9.0,7.0,12.0,19.0,2640.0,105.0,848.0
531,15,Memphis,Regions Morgan Keegan Championships,20090218,ATP250,Indoor,Hard,1st Round,3,Querrey S.,Haas T.,37,61.0,1615,1185.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.2,1.65,2.1,1.667,2.1,1.667,2.14,1.68,2009-402,Memphis,Hard,32.0,A,20090216.0,4.0,105023.0,8.0,,Sam Querrey,R,198.0,USA,21.3,103163.0,,,Tommy Haas,R,188.0,GER,30.8,7-6(4) 6-4,3.0,R32,79.0,11.0,6.0,58.0,33.0,31.0,13.0,11.0,2.0,4.0,8.0,5.0,79.0,50.0,32.0,15.0,11.0,5.0,8.0,37.0,1615.0,61.0,1185.0
532,15,Memphis,Regions Morgan Keegan Championships,20090219,ATP250,Indoor,Hard,1st Round,3,Hewitt L.,Blake J.,103,13.0,855,3110.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.25,1.57,2.13,1.72,2.2,1.615,2.1,1.667,2.03,1.75,2009-402,Memphis,Hard,32.0,A,20090216.0,5.0,103720.0,,,Lleyton Hewitt,R,180.0,AUS,27.9,103484.0,3.0,,James Blake,R,185.0,USA,29.1,3-6 6-1 6-4,3.0,R32,126.0,7.0,3.0,104.0,46.0,37.0,31.0,13.0,10.0,11.0,9.0,4.0,87.0,51.0,36.0,17.0,13.0,6.0,9.0,103.0,855.0,13.0,3110.0
533,15,Memphis,Regions Morgan Keegan Championships,20090219,ATP250,Indoor,Hard,1st Round,3,Roddick A.,Darcis S.,6,52.0,4510,1338.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.03,11.0,1.05,9.5,1.05,8.5,1.05,8.0,1.06,8.75,2009-402,Memphis,Hard,32.0,A,20090216.0,1.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,26.4,104327.0,,,Steve Darcis,R,178.0,BEL,24.9,7-6(1) 6-2,3.0,R32,67.0,20.0,0.0,51.0,39.0,36.0,8.0,10.0,0.0,0.0,7.0,1.0,64.0,34.0,25.0,15.0,10.0,4.0,6.0,6.0,4510.0,52.0,1338.0
534,15,Memphis,Regions Morgan Keegan Championships,20090219,ATP250,Indoor,Hard,2nd Round,3,Kunitsyn I.,Petzschner P.,43,81.0,1460,1012.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,1.9,1.75,2.1,,,1.727,2.0,1.86,1.9,2009-402,Memphis,Hard,32.0,A,20090216.0,21.0,103857.0,,,Igor Kunitsyn,R,180.0,RUS,27.3,104332.0,,,Philipp Petzschner,R,185.0,GER,24.9,3-6 6-4 6-4,3.0,R16,123.0,3.0,1.0,80.0,44.0,31.0,21.0,14.0,5.0,8.0,7.0,4.0,108.0,58.0,42.0,20.0,15.0,8.0,12.0,43.0,1460.0,81.0,1012.0
535,15,Memphis,Regions Morgan Keegan Championships,20090219,ATP250,Indoor,Hard,2nd Round,3,Stepanek R.,Koubek S.,19,304.0,2640,226.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.27,3.81,1.286,3.5,1.286,3.25,1.28,3.55,2009-402,Memphis,Hard,32.0,A,20090216.0,23.0,103285.0,5.0,,Radek Stepanek,R,185.0,CZE,30.2,102905.0,,,Stefan Koubek,L,175.0,AUT,32.1,6-2 6-4,3.0,R16,65.0,7.0,4.0,53.0,31.0,27.0,10.0,9.0,5.0,6.0,0.0,2.0,51.0,29.0,17.0,11.0,9.0,2.0,6.0,19.0,2640.0,304.0,226.0
536,15,Memphis,Regions Morgan Keegan Championships,20090219,ATP250,Indoor,Hard,2nd Round,3,Rochus C.,Fish M.,72,21.0,1104,2340.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,6.0,1.11,5.95,1.13,6.0,1.111,5.5,1.125,6.5,1.1,2009-402,Memphis,Hard,32.0,A,20090216.0,20.0,103294.0,,,Christophe Rochus,R,170.0,BEL,30.1,103888.0,7.0,,Mardy Fish,R,188.0,USA,27.1,6-2 6-4,3.0,R16,64.0,4.0,3.0,51.0,36.0,27.0,8.0,9.0,3.0,4.0,14.0,2.0,58.0,26.0,19.0,14.0,9.0,9.0,13.0,72.0,1104.0,21.0,2340.0
537,15,Memphis,Regions Morgan Keegan Championships,20090219,ATP250,Indoor,Hard,2nd Round,3,Del Potro J.M.,Gulbis E.,7,42.0,4350,1473.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.4,2.98,1.333,3.25,1.333,3.0,1.35,3.1,2009-402,Memphis,Hard,32.0,A,20090216.0,24.0,105223.0,2.0,,Juan Martin del Potro,R,198.0,ARG,20.3,105208.0,,,Ernests Gulbis,R,190.0,LAT,20.4,6-3 6-4,3.0,R16,72.0,5.0,1.0,46.0,26.0,18.0,13.0,9.0,1.0,3.0,3.0,4.0,58.0,31.0,18.0,12.0,10.0,3.0,8.0,7.0,4350.0,42.0,1473.0
538,15,Memphis,Regions Morgan Keegan Championships,20090219,ATP250,Indoor,Hard,2nd Round,3,Sela D.,Serra F.,86,54.0,953,1279.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.83,1.83,2.05,1.8,2.0,1.72,2.0,1.727,1.97,1.8,2009-402,Memphis,Hard,32.0,A,20090216.0,22.0,104534.0,,Q,Dudi Sela,R,175.0,ISR,23.8,103722.0,,,Florent Serra,R,180.0,FRA,27.9,7-6(4) 7-6(4),3.0,R16,103.0,4.0,3.0,92.0,54.0,36.0,21.0,12.0,5.0,8.0,3.0,2.0,88.0,51.0,34.0,19.0,12.0,2.0,5.0,86.0,953.0,54.0,1279.0
539,15,Memphis,Regions Morgan Keegan Championships,20090219,ATP250,Indoor,Hard,2nd Round,3,Hewitt L.,Guccione C.,103,129.0,855,713.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.36,3.17,1.4,2.75,1.4,2.75,1.42,2.76,2009-402,Memphis,Hard,32.0,A,20090216.0,19.0,103720.0,,,Lleyton Hewitt,R,180.0,AUS,27.9,104589.0,,Q,Chris Guccione,L,201.0,AUS,23.5,6-2 7-6(4),3.0,R16,64.0,10.0,0.0,54.0,34.0,30.0,16.0,10.0,0.0,0.0,12.0,2.0,58.0,38.0,30.0,8.0,10.0,2.0,4.0,103.0,855.0,129.0,713.0
540,15,Memphis,Regions Morgan Keegan Championships,20090220,ATP250,Indoor,Hard,2nd Round,3,Roddick A.,Ginepri R.,6,51.0,4510,1350.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.1,6.5,1.15,5.6,1.143,5.0,1.125,5.5,1.12,6.0,2009-402,Memphis,Hard,32.0,A,20090216.0,17.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,26.4,104068.0,,,Robby Ginepri,R,183.0,USA,26.3,6-2 6-3,3.0,R16,62.0,11.0,0.0,44.0,35.0,27.0,7.0,9.0,0.0,1.0,4.0,1.0,57.0,35.0,21.0,7.0,8.0,8.0,12.0,6.0,4510.0,51.0,1350.0
541,15,Memphis,Regions Morgan Keegan Championships,20090220,ATP250,Indoor,Hard,2nd Round,3,Querrey S.,Baghdatis M.,37,106.0,1615,845.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.9,1.8,1.95,1.85,1.909,1.8,1.833,1.833,1.94,1.82,2009-402,Memphis,Hard,32.0,A,20090216.0,18.0,105023.0,8.0,,Sam Querrey,R,198.0,USA,21.3,104571.0,,WC,Marcos Baghdatis,R,183.0,CYP,23.6,6-1 6-2,3.0,R16,52.0,8.0,2.0,47.0,28.0,24.0,11.0,8.0,2.0,2.0,5.0,2.0,45.0,22.0,15.0,7.0,7.0,2.0,6.0,37.0,1615.0,106.0,845.0
542,15,Memphis,Regions Morgan Keegan Championships,20090220,ATP250,Indoor,Hard,Quarterfinals,3,Sela D.,Kunitsyn I.,86,43.0,953,1460.0,4.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.61,2.2,1.7,2.15,,,1.727,2.1,1.7,2.1,2009-402,Memphis,Hard,32.0,A,20090216.0,27.0,104534.0,,Q,Dudi Sela,R,175.0,ISR,23.8,103857.0,,,Igor Kunitsyn,R,180.0,RUS,27.3,4-6 6-4 6-2,3.0,QF,123.0,2.0,0.0,88.0,45.0,31.0,25.0,14.0,6.0,9.0,6.0,2.0,83.0,44.0,28.0,20.0,14.0,8.0,13.0,86.0,953.0,43.0,1460.0
543,15,Memphis,Regions Morgan Keegan Championships,20090220,ATP250,Indoor,Hard,Quarterfinals,3,Stepanek R.,Del Potro J.M.,19,7.0,2640,4350.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.5,1.55,2.625,1.444,2.625,1.5,2.52,1.5,2009-402,Memphis,Hard,32.0,A,20090216.0,28.0,103285.0,5.0,,Radek Stepanek,R,185.0,CZE,30.2,105223.0,2.0,,Juan Martin del Potro,R,198.0,ARG,20.3,7-6(7) 6-4,3.0,QF,128.0,11.0,6.0,90.0,56.0,44.0,14.0,11.0,5.0,6.0,11.0,3.0,86.0,58.0,41.0,12.0,11.0,5.0,7.0,19.0,2640.0,7.0,4350.0
544,15,Memphis,Regions Morgan Keegan Championships,20090221,ATP250,Indoor,Hard,Quarterfinals,3,Roddick A.,Querrey S.,6,37.0,4510,1615.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.2,4.33,1.3,3.55,1.25,3.75,1.222,4.0,1.23,4.0,2009-402,Memphis,Hard,32.0,A,20090216.0,25.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,26.4,105023.0,8.0,,Sam Querrey,R,198.0,USA,21.3,6-4 3-6 6-3,3.0,QF,103.0,11.0,1.0,82.0,64.0,49.0,9.0,14.0,1.0,2.0,15.0,4.0,84.0,48.0,36.0,20.0,14.0,4.0,6.0,6.0,4510.0,37.0,1615.0
545,15,Memphis,Regions Morgan Keegan Championships,20090221,ATP250,Indoor,Hard,Quarterfinals,3,Hewitt L.,Rochus C.,103,72.0,855,1104.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.11,6.0,1.13,5.95,1.125,5.5,1.125,6.0,1.14,5.5,2009-402,Memphis,Hard,32.0,A,20090216.0,26.0,103720.0,,,Lleyton Hewitt,R,180.0,AUS,27.9,103294.0,,,Christophe Rochus,R,170.0,BEL,30.1,6-2 6-3,3.0,QF,75.0,6.0,1.0,45.0,25.0,20.0,12.0,8.0,2.0,3.0,3.0,5.0,71.0,42.0,24.0,12.0,9.0,3.0,8.0,103.0,855.0,72.0,1104.0
546,15,Memphis,Regions Morgan Keegan Championships,20090221,ATP250,Indoor,Hard,Semifinals,3,Stepanek R.,Sela D.,19,86.0,2640,953.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.21,4.54,1.222,4.0,1.222,3.75,1.22,4.1,2009-402,Memphis,Hard,32.0,A,20090216.0,30.0,103285.0,5.0,,Radek Stepanek,R,185.0,CZE,30.2,104534.0,,Q,Dudi Sela,R,175.0,ISR,23.8,6-3 6-1,3.0,SF,57.0,8.0,0.0,40.0,26.0,23.0,9.0,8.0,0.0,0.0,2.0,0.0,44.0,27.0,15.0,8.0,8.0,3.0,7.0,19.0,2640.0,86.0,953.0
547,15,Memphis,Regions Morgan Keegan Championships,20090221,ATP250,Indoor,Hard,Semifinals,3,Roddick A.,Hewitt L.,6,103.0,4510,855.0,2.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,3.75,1.3,3.55,1.25,3.75,1.3,3.5,1.32,3.25,2009-402,Memphis,Hard,32.0,A,20090216.0,29.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,26.4,103720.0,,,Lleyton Hewitt,R,180.0,AUS,27.9,2-6 7-6(4) 6-4,3.0,SF,131.0,16.0,3.0,103.0,76.0,57.0,13.0,15.0,5.0,7.0,14.0,2.0,95.0,53.0,44.0,23.0,15.0,8.0,9.0,6.0,4510.0,103.0,855.0
548,15,Memphis,Regions Morgan Keegan Championships,20090222,ATP250,Indoor,Hard,The Final,3,Roddick A.,Stepanek R.,6,19.0,4510,2640.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.49,2.65,1.5,2.5,1.444,2.75,1.5,2.52,2009-402,Memphis,Hard,32.0,A,20090216.0,31.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,26.4,103285.0,5.0,,Radek Stepanek,R,185.0,CZE,30.2,7-5 7-5,3.0,F,104.0,8.0,1.0,78.0,53.0,37.0,13.0,12.0,3.0,4.0,7.0,3.0,67.0,38.0,28.0,15.0,12.0,1.0,4.0,6.0,4510.0,19.0,2640.0
549,16,Acapulco,Abierto Mexicano,20090223,ATP500,Outdoor,Clay,1st Round,3,Bellucci T.,Devilder N.,68,62.0,1118,1164.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.4,1.36,3.17,1.364,3.0,1.333,3.0,1.32,3.25,2009-807,Acapulco,Clay,32.0,A,20090223.0,15.0,105064.0,,,Thomaz Bellucci,L,188.0,BRA,21.1,103534.0,,,Nicolas Devilder,L,173.0,FRA,28.9,3-6 6-4 6-4,3.0,R32,162.0,6.0,3.0,94.0,63.0,41.0,12.0,14.0,7.0,11.0,4.0,5.0,109.0,72.0,41.0,21.0,15.0,13.0,18.0,68.0,1118.0,62.0,1164.0
550,16,Acapulco,Abierto Mexicano,20090223,ATP500,Outdoor,Clay,1st Round,3,Mayer L.,Junqueira D.,110,69.0,825,1094.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.83,1.98,1.833,1.833,2.0,1.727,2.06,1.73,2009-807,Acapulco,Clay,32.0,A,20090223.0,14.0,104919.0,,,Leonardo Mayer,R,188.0,ARG,21.7,103675.0,,,Diego Junqueira,L,178.0,ARG,28.1,7-6(1) 6-3,3.0,R32,90.0,12.0,2.0,73.0,43.0,35.0,14.0,11.0,2.0,4.0,0.0,1.0,60.0,41.0,22.0,10.0,10.0,0.0,3.0,110.0,825.0,69.0,1094.0
551,16,Acapulco,Abierto Mexicano,20090224,ATP500,Outdoor,Clay,1st Round,3,Starace P.,Hernandez O.,70,74.0,1088,1069.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.65,2.2,1.571,2.25,,,1.55,2.38,2009-807,Acapulco,Clay,32.0,A,20090223.0,6.0,103808.0,,,Potito Starace,R,188.0,ITA,27.6,103169.0,,,Oscar Hernandez,R,180.0,ESP,30.8,6-4 6-2,3.0,R32,84.0,1.0,1.0,57.0,44.0,33.0,7.0,9.0,5.0,6.0,0.0,3.0,53.0,39.0,22.0,7.0,9.0,2.0,6.0,70.0,1088.0,74.0,1069.0
552,16,Acapulco,Abierto Mexicano,20090224,ATP500,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Lapentti N.,55,108.0,1245,838.0,6.0,4.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.66,,,2.0,1.72,1.833,1.727,2.03,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,16,Acapulco,Abierto Mexicano,20090224,ATP500,Outdoor,Clay,1st Round,3,Vassallo-Arguello M.,Navarro-Pastor I.,64,71.0,1138,1088.0,6.0,3.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.4,2.75,1.45,2.7,1.4,2.75,,,1.42,2.78,2009-807,Acapulco,Clay,32.0,A,20090223.0,3.0,103506.0,,,Martin Vassallo Arguello,R,183.0,ARG,29.0,103868.0,,,Ivan Navarro,R,183.0,ESP,27.3,6-3 5-7 7-6(3),3.0,R32,172.0,5.0,2.0,104.0,71.0,56.0,17.0,17.0,4.0,6.0,8.0,7.0,111.0,56.0,42.0,28.0,16.0,10.0,12.0,64.0,1138.0,71.0,1088.0
554,16,Acapulco,Abierto Mexicano,20090224,ATP500,Outdoor,Clay,1st Round,3,Chela J.I.,Cuevas P.,162,134.0,505,629.0,2.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.4,2.75,1.4,3.0,1.364,3.0,1.3,3.2,1.37,3.0,2009-807,Acapulco,Clay,32.0,A,20090223.0,10.0,103428.0,,WC,Juan Ignacio Chela,R,190.0,ARG,29.4,104655.0,,Q,Pablo Cuevas,R,180.0,URU,23.1,2-6 6-3 6-2,3.0,R32,127.0,0.0,6.0,88.0,57.0,40.0,14.0,13.0,6.0,9.0,8.0,2.0,75.0,47.0,32.0,13.0,12.0,3.0,7.0,162.0,505.0,134.0,629.0
555,16,Acapulco,Abierto Mexicano,20090224,ATP500,Outdoor,Clay,1st Round,3,Montanes A.,Echagaray B.,38,358.0,1574,187.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.25,3.95,1.2,4.333,1.25,3.5,1.23,4.0,2009-807,Acapulco,Clay,32.0,A,20090223.0,8.0,103656.0,6.0,,Albert Montanes,R,175.0,ESP,28.2,104179.0,,WC,Bruno Echagaray,R,183.0,MEX,25.7,6-1 6-4,3.0,R32,83.0,3.0,3.0,57.0,32.0,23.0,13.0,8.0,2.0,4.0,1.0,1.0,56.0,40.0,19.0,6.0,9.0,1.0,7.0,38.0,1574.0,358.0,187.0
556,16,Acapulco,Abierto Mexicano,20090224,ATP500,Outdoor,Clay,1st Round,3,Granollers M.,Fognini F.,46,111.0,1439,801.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.65,2.2,1.571,2.25,1.615,2.2,1.68,2.12,2009-807,Acapulco,Clay,32.0,A,20090223.0,4.0,104719.0,7.0,,Marcel Granollers,R,190.0,ESP,22.8,104926.0,,,Fabio Fognini,R,178.0,ITA,21.7,7-6(3) 7-5,3.0,R32,143.0,3.0,5.0,94.0,51.0,35.0,22.0,12.0,4.0,7.0,3.0,3.0,89.0,48.0,27.0,21.0,12.0,6.0,10.0,46.0,1439.0,111.0,801.0
557,16,Acapulco,Abierto Mexicano,20090224,ATP500,Outdoor,Clay,1st Round,3,Martin A.,Daniel M.,85,88.0,963,942.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.65,2.2,1.571,2.25,1.667,2.1,1.63,2.22,2009-807,Acapulco,Clay,32.0,A,20090223.0,2.0,103252.0,,,Alberto Martin,R,175.0,ESP,30.5,103228.0,,,Marcos Daniel,R,180.0,BRA,30.6,6-4 7-5,3.0,R32,101.0,2.0,3.0,73.0,45.0,36.0,12.0,11.0,7.0,8.0,8.0,7.0,66.0,41.0,30.0,10.0,11.0,1.0,4.0,85.0,963.0,88.0,942.0
558,16,Acapulco,Abierto Mexicano,20090224,ATP500,Outdoor,Clay,1st Round,3,Almagro N.,Gonzalez S.,21,231.0,2280,326.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.05,9.0,1.09,7.33,1.083,7.0,1.05,8.0,1.07,7.8,2009-807,Acapulco,Clay,32.0,A,20090223.0,5.0,104597.0,4.0,,Nicolas Almagro,R,183.0,ESP,23.5,104136.0,,WC,Santiago Gonzalez,R,190.0,MEX,25.9,6-4 6-2,3.0,R32,63.0,10.0,0.0,46.0,27.0,23.0,14.0,9.0,0.0,0.0,3.0,2.0,57.0,35.0,24.0,7.0,9.0,5.0,8.0,21.0,2280.0,231.0,326.0
559,16,Acapulco,Abierto Mexicano,20090224,ATP500,Outdoor,Clay,1st Round,3,Monfils G.,Patience O.,10,139.0,3340,602.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.12,5.5,1.15,5.6,1.143,5.0,1.125,5.5,1.13,5.7,2009-807,Acapulco,Clay,32.0,A,20090223.0,16.0,104792.0,2.0,,Gael Monfils,R,193.0,FRA,22.4,103535.0,,Q,Olivier Patience,R,180.0,FRA,28.9,7-6(4) 6-4,3.0,R32,103.0,17.0,2.0,62.0,32.0,31.0,18.0,11.0,2.0,3.0,3.0,1.0,87.0,46.0,34.0,21.0,11.0,6.0,8.0,10.0,3340.0,139.0,602.0
560,16,Acapulco,Abierto Mexicano,20090224,ATP500,Outdoor,Clay,1st Round,3,Moya C.,Andujar P.,48,90.0,1370,924.0,6.0,4.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.0,1.3,3.45,1.4,2.75,1.4,2.75,1.35,3.1,2009-807,Acapulco,Clay,32.0,A,20090223.0,13.0,102845.0,8.0,,Carlos Moya,R,190.0,ESP,32.4,104665.0,,,Pablo Andujar,R,180.0,ESP,23.0,6-4 6-7(2) 6-2,3.0,R32,128.0,5.0,5.0,100.0,53.0,38.0,23.0,15.0,7.0,9.0,3.0,3.0,79.0,60.0,41.0,8.0,15.0,4.0,9.0,48.0,1370.0,90.0,924.0
