,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
10,1,Adelaide,Adelaide International 1,20230301,ATP250,Outdoor,Hard,1st Round,3,Khachanov K.,Cachin P.,20.0,57.0,1990.0,813.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.18,5.52,1.24,5.52,1.18,4.84,2023-2843,Adelaide,Hard,32.0,A,20230102.0,278.0,111575.0,8.0,,Karen Khachanov,R,198.0,RUS,26.6,106398.0,,,Pedro Cachin,R,185.0,ARG,27.7,6-2 6-4,3.0,R32,85.0,6.0,3.0,61.0,34.0,30.0,12.0,9.0,6.0,7.0,3.0,2.0,57.0,40.0,24.0,6.0,9.0,8.0,12.0,20.0,1990.0,57.0,813.0
11,1,Adelaide,Adelaide International 1,20230301,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Lestienne C.,5.0,65.0,4820.0,760.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.03,17.0,1.02,18.89,1.04,18.89,1.02,13.52,2023-2843,Adelaide,Hard,32.0,A,20230102.0,285.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,35.6,106005.0,,,Constant Lestienne,R,180.0,FRA,30.6,6-3 6-2,3.0,R32,74.0,4.0,2.0,47.0,29.0,25.0,13.0,9.0,1.0,1.0,3.0,1.0,56.0,39.0,22.0,10.0,8.0,5.0,8.0,5.0,4820.0,65.0,760.0
12,1,Adelaide,Adelaide International 1,20230301,ATP250,Outdoor,Hard,1st Round,3,Sinner J.,Edmund K.,15.0,582.0,2410.0,52.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.13,7.01,1.15,7.01,1.12,6.04,2023-2843,Adelaide,Hard,32.0,A,20230102.0,277.0,206173.0,6.0,,Jannik Sinner,R,188.0,ITA,21.3,106378.0,,PR,Kyle Edmund,R,188.0,GBR,27.9,6-3 6-2,3.0,R32,65.0,5.0,1.0,41.0,25.0,23.0,13.0,9.0,0.0,0.0,1.0,2.0,48.0,21.0,15.0,11.0,8.0,1.0,4.0,15.0,2410.0,582.0,52.0
13,1,Adelaide,Adelaide International 1,20230301,ATP250,Outdoor,Hard,1st Round,3,Shapovalov D.,Hijikata R.,18.0,164.0,2075.0,344.0,2.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.29,3.96,1.29,4.1,1.26,3.82,2023-2843,Adelaide,Hard,32.0,A,20230102.0,282.0,133430.0,7.0,,Denis Shapovalov,L,185.0,CAN,23.7,208014.0,,Q,Rinky Hijikata,U,,AUS,21.8,2-6 6-4 6-3,3.0,R32,120.0,7.0,9.0,77.0,42.0,30.0,18.0,13.0,5.0,8.0,2.0,5.0,93.0,58.0,43.0,12.0,14.0,8.0,12.0,18.0,2075.0,164.0,344.0
14,1,Adelaide,Adelaide International 1,20230301,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Rublev A.,21.0,8.0,1940.0,3930.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,2.72,1.5,3.0,1.5,2.71,1.46,2023-2843,Adelaide,Hard,32.0,A,20230102.0,274.0,105138.0,,,Roberto Bautista Agut,R,183.0,ESP,34.7,126094.0,4.0,,Andrey Rublev,R,188.0,RUS,25.2,4-6 6-3 6-4,3.0,R32,109.0,8.0,1.0,79.0,54.0,40.0,17.0,15.0,2.0,4.0,15.0,6.0,81.0,52.0,40.0,11.0,14.0,2.0,5.0,21.0,1940.0,8.0,3930.0
15,1,Adelaide,Adelaide International 1,20230301,ATP250,Outdoor,Hard,1st Round,3,Korda S.,Murray A.,33.0,49.0,1175.0,920.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.62,2.44,1.63,2.56,1.58,2.36,2023-2843,Adelaide,Hard,32.0,A,20230102.0,275.0,200624.0,,,Sebastian Korda,R,196.0,USA,22.4,104918.0,,,Andy Murray,R,190.0,GBR,35.6,7-6(3) 6-3,3.0,R32,116.0,12.0,1.0,64.0,39.0,34.0,14.0,11.0,4.0,5.0,3.0,2.0,69.0,36.0,27.0,14.0,10.0,3.0,5.0,33.0,1175.0,49.0,920.0
16,1,Adelaide,Adelaide International 1,20230401,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,Draper J.,20.0,42.0,1990.0,990.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.43,1.63,2.46,1.82,2.25,1.63,2023-2843,Adelaide,Hard,32.0,A,20230102.0,290.0,111575.0,8.0,,Karen Khachanov,R,198.0,RUS,26.6,207733.0,,,Jack Draper,L,191.0,GBR,21.0,6-4 6-2,3.0,R16,91.0,7.0,1.0,53.0,39.0,32.0,9.0,9.0,1.0,1.0,6.0,3.0,67.0,36.0,20.0,17.0,9.0,6.0,9.0,20.0,1990.0,42.0,990.0
17,1,Adelaide,Adelaide International 1,20230401,ATP250,Outdoor,Hard,2nd Round,3,Nishioka Y.,Mcdonald M.,36.0,63.0,1134.0,775.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.69,2.31,1.7,2.45,1.64,2.24,2023-2843,Adelaide,Hard,32.0,A,20230102.0,287.0,106415.0,,,Yoshihito Nishioka,L,170.0,JPN,27.2,111456.0,,,Mackenzie Mcdonald,R,178.0,USA,27.7,6-4 6-3,3.0,R16,95.0,0.0,2.0,72.0,49.0,29.0,17.0,9.0,4.0,4.0,3.0,2.0,57.0,36.0,26.0,8.0,10.0,1.0,4.0,36.0,1134.0,63.0,775.0
18,1,Adelaide,Adelaide International 1,20230401,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Kecmanovic M.,7.0,29.0,4065.0,1420.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.18,5.66,1.18,6.0,1.16,5.24,2023-2843,Adelaide,Hard,32.0,A,20230102.0,291.0,106421.0,3.0,,Daniil Medvedev,R,198.0,RUS,26.8,200175.0,,,Miomir Kecmanovic,R,183.0,SRB,23.3,6-0 6-3,3.0,R16,67.0,7.0,3.0,51.0,38.0,29.0,7.0,8.0,1.0,1.0,0.0,0.0,42.0,31.0,13.0,6.0,7.0,3.0,7.0,7.0,4065.0,29.0,1420.0
19,1,Adelaide,Adelaide International 1,20230401,ATP250,Outdoor,Hard,2nd Round,3,Popyrin A.,Giron M.,120.0,61.0,469.0,776.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.73,2.1,1.78,2.17,1.85,2.22,1.74,2.09,2023-2843,Adelaide,Hard,32.0,A,20230102.0,286.0,200615.0,,Q,Alexei Popyrin,R,196.0,AUS,23.4,106218.0,,,Marcos Giron,R,180.0,USA,29.4,4-6 6-4 6-3,3.0,R16,112.0,16.0,1.0,83.0,58.0,49.0,13.0,15.0,2.0,3.0,4.0,0.0,79.0,61.0,43.0,11.0,14.0,1.0,3.0,120.0,469.0,61.0,776.0
20,1,Adelaide,Adelaide International 1,20230501,ATP250,Outdoor,Hard,2nd Round,3,Shapovalov D.,Safiullin R.,18.0,88.0,2075.0,606.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.51,2.78,1.51,3.02,1.45,2.73,2023-2843,Adelaide,Hard,32.0,A,20230102.0,292.0,133430.0,7.0,,Denis Shapovalov,L,185.0,CAN,23.7,126128.0,,Q,Roman Safiullin,R,185.0,RUS,25.4,6-4 6-3,3.0,R16,81.0,7.0,2.0,44.0,25.0,21.0,13.0,9.0,0.0,1.0,3.0,3.0,70.0,45.0,29.0,11.0,10.0,7.0,11.0,18.0,2075.0,88.0,606.0
21,1,Adelaide,Adelaide International 1,20230501,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Halys Q.,5.0,64.0,4820.0,767.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.04,19.16,1.03,20.42,1.02,14.1,2023-2843,Adelaide,Hard,32.0,A,20230102.0,293.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,35.6,111460.0,,,Quentin Halys,R,191.0,FRA,26.1,7-6(3) 7-6(5),3.0,R16,115.0,10.0,4.0,76.0,50.0,44.0,14.0,12.0,0.0,1.0,11.0,2.0,82.0,48.0,39.0,16.0,12.0,4.0,5.0,5.0,4820.0,64.0,767.0
22,1,Adelaide,Adelaide International 1,20230501,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Bautista Agut R.,33.0,21.0,1175.0,1940.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.85,2.06,1.85,2.24,1.79,2.01,2023-2843,Adelaide,Hard,32.0,A,20230102.0,288.0,200624.0,,,Sebastian Korda,R,196.0,USA,22.4,105138.0,,,Roberto Bautista Agut,R,183.0,ESP,34.7,6-4 6-4,3.0,R16,73.0,12.0,0.0,57.0,41.0,33.0,10.0,10.0,2.0,2.0,5.0,3.0,47.0,26.0,20.0,12.0,10.0,0.0,2.0,33.0,1175.0,21.0,1940.0
23,1,Adelaide,Adelaide International 1,20230501,ATP250,Outdoor,Hard,2nd Round,3,Sinner J.,Kokkinakis T.,15.0,93.0,2410.0,592.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.27,4.25,1.29,4.25,1.24,3.92,2023-2843,Adelaide,Hard,32.0,A,20230102.0,289.0,206173.0,6.0,,Jannik Sinner,R,188.0,ITA,21.3,106423.0,,WC,Thanasi Kokkinakis,R,196.0,AUS,26.7,7-6(2) 6-4,3.0,R16,122.0,5.0,2.0,78.0,58.0,40.0,12.0,11.0,6.0,7.0,9.0,3.0,72.0,45.0,33.0,13.0,11.0,1.0,3.0,15.0,2410.0,93.0,592.0
24,1,Adelaide,Adelaide International 1,20230601,ATP250,Outdoor,Hard,Quarterfinals,3,Nishioka Y.,Popyrin A.,36.0,120.0,1134.0,469.0,7.0,6.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.73,2.1,1.76,2.18,1.77,2.35,1.68,2.16,2023-2843,Adelaide,Hard,32.0,A,20230102.0,294.0,106415.0,,,Yoshihito Nishioka,L,170.0,JPN,27.2,200615.0,,Q,Alexei Popyrin,R,196.0,AUS,23.4,7-6(4) 6-7(8) 6-2,3.0,QF,166.0,2.0,1.0,106.0,75.0,57.0,19.0,16.0,2.0,4.0,27.0,4.0,103.0,68.0,56.0,12.0,16.0,6.0,10.0,36.0,1134.0,120.0,469.0
25,1,Adelaide,Adelaide International 1,20230601,ATP250,Outdoor,Hard,Quarterfinals,3,Korda S.,Sinner J.,33.0,15.0,1175.0,2410.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.51,1.6,2.56,1.6,2.44,1.55,2023-2843,Adelaide,Hard,32.0,A,20230102.0,295.0,200624.0,,,Sebastian Korda,R,196.0,USA,22.4,206173.0,6.0,,Jannik Sinner,R,188.0,ITA,21.3,7-5 6-1,3.0,QF,86.0,5.0,1.0,52.0,30.0,25.0,12.0,9.0,3.0,4.0,8.0,3.0,53.0,34.0,23.0,6.0,10.0,4.0,9.0,33.0,1175.0,15.0,2410.0
26,1,Adelaide,Adelaide International 1,20230601,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Khachanov K.,7.0,20.0,4065.0,1990.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.31,1.3,4.31,1.24,3.97,2023-2843,Adelaide,Hard,32.0,A,20230102.0,296.0,106421.0,3.0,,Daniil Medvedev,R,198.0,RUS,26.8,111575.0,8.0,,Karen Khachanov,R,198.0,RUS,26.6,6-3 6-3,3.0,QF,77.0,6.0,5.0,51.0,33.0,29.0,7.0,9.0,2.0,3.0,1.0,2.0,60.0,42.0,25.0,6.0,9.0,3.0,7.0,7.0,4065.0,20.0,1990.0
27,1,Adelaide,Adelaide International 1,20230601,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Shapovalov D.,5.0,18.0,4820.0,2075.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.96,1.19,5.96,1.15,5.34,2023-2843,Adelaide,Hard,32.0,A,20230102.0,297.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,35.6,133430.0,7.0,,Denis Shapovalov,L,185.0,CAN,23.7,6-3 6-4,3.0,QF,115.0,4.0,3.0,70.0,40.0,31.0,16.0,10.0,3.0,4.0,6.0,7.0,72.0,38.0,25.0,14.0,9.0,5.0,8.0,5.0,4820.0,18.0,2075.0
28,1,Adelaide,Adelaide International 1,20230701,ATP250,Outdoor,Hard,Semifinals,3,Korda S.,Nishioka Y.,33.0,36.0,1175.0,1134.0,7.0,6.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.33,3.4,1.37,3.39,1.4,3.5,1.33,3.25,2023-2843,Adelaide,Hard,32.0,A,20230102.0,298.0,200624.0,,,Sebastian Korda,R,196.0,USA,22.4,106415.0,,,Yoshihito Nishioka,L,170.0,JPN,27.2,7-6(5) 1-0 RET,3.0,SF,74.0,9.0,0.0,40.0,23.0,21.0,10.0,6.0,0.0,0.0,0.0,0.0,54.0,40.0,29.0,6.0,7.0,3.0,4.0,33.0,1175.0,36.0,1134.0
29,1,Adelaide,Adelaide International 1,20230701,ATP250,Outdoor,Hard,Semifinals,3,Djokovic N.,Medvedev D.,5.0,7.0,4820.0,4065.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.62,2.47,1.62,2.78,1.54,2.46,2023-2843,Adelaide,Hard,32.0,A,20230102.0,299.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,35.6,106421.0,3.0,,Daniil Medvedev,R,198.0,RUS,26.8,6-3 6-4,3.0,SF,90.0,5.0,3.0,61.0,35.0,31.0,14.0,10.0,3.0,3.0,5.0,2.0,48.0,31.0,23.0,9.0,9.0,1.0,3.0,5.0,4820.0,7.0,4065.0
30,1,Adelaide,Adelaide International 1,20230801,ATP250,Outdoor,Hard,The Final,3,Djokovic N.,Korda S.,5.0,33.0,4820.0,1175.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.14,5.5,1.16,6.14,1.18,6.14,1.15,5.55,2023-2843,Adelaide,Hard,32.0,A,20230102.0,300.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,35.6,200624.0,,,Sebastian Korda,R,196.0,USA,22.4,6-7(8) 7-6(3) 6-4,3.0,F,189.0,7.0,4.0,99.0,62.0,53.0,25.0,17.0,1.0,2.0,15.0,4.0,129.0,76.0,59.0,27.0,17.0,5.0,7.0,5.0,4820.0,33.0,1175.0
31,2,Pune,Maharashtra Open,20230201,ATP250,Outdoor,Hard,1st Round,3,Bonzi B.,Tseng C.H.,60.0,115.0,781.0,490.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.04,1.43,3.1,1.4,2.91,2023-0891,Pune,Hard,32.0,A,20230102.0,275.0,126127.0,,,Benjamin Bonzi,R,185.0,FRA,26.5,202358.0,,,Chun Hsin Tseng,R,175.0,TPE,21.4,6-0 6-3,3.0,R32,61.0,2.0,0.0,39.0,21.0,18.0,14.0,8.0,0.0,0.0,2.0,1.0,45.0,31.0,16.0,4.0,7.0,1.0,5.0,60.0,781.0,115.0,490.0
32,2,Pune,Maharashtra Open,20230201,ATP250,Outdoor,Hard,1st Round,3,Carballes Baena R.,Zapata Miralles B.,74.0,72.0,695.0,712.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.08,1.83,2.1,1.83,2.01,1.78,2023-0891,Pune,Hard,32.0,A,20230102.0,284.0,106148.0,,,Roberto Carballes Baena,R,183.0,ESP,29.7,126523.0,,,Bernabe Zapata Miralles,R,185.0,ESP,25.9,6-1 7-5,3.0,R32,100.0,0.0,1.0,60.0,41.0,28.0,10.0,9.0,3.0,4.0,4.0,5.0,79.0,51.0,31.0,10.0,10.0,4.0,9.0,74.0,695.0,72.0,712.0
33,2,Pune,Maharashtra Open,20230201,ATP250,Outdoor,Hard,1st Round,3,Mmoh M.,Dhamne M.,113.0,,507.0,,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.002,41.0,1.01,38.66,1.02,41.0,1.01,22.04,2023-0891,Pune,Hard,32.0,A,20230102.0,276.0,111581.0,,,Michael Mmoh,R,188.0,USA,24.9,211768.0,,WC,Manas Dhamne,U,,IND,,6-2 6-4,3.0,R32,88.0,3.0,1.0,49.0,29.0,22.0,12.0,9.0,2.0,3.0,0.0,0.0,59.0,37.0,21.0,10.0,9.0,6.0,10.0,113.0,507.0,,
34,2,Pune,Maharashtra Open,20230201,ATP250,Outdoor,Hard,1st Round,3,Griekspoor T.,Munar J.,95.0,58.0,584.0,802.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.88,2.01,1.9,2.03,1.82,1.97,2023-0891,Pune,Hard,32.0,A,20230102.0,282.0,134868.0,,,Tallon Griekspoor,R,188.0,NED,26.5,144719.0,7.0,,Jaume Munar,R,183.0,ESP,25.6,6-4 7-5,3.0,R32,94.0,10.0,6.0,63.0,43.0,36.0,9.0,11.0,1.0,2.0,2.0,1.0,60.0,46.0,30.0,9.0,11.0,2.0,5.0,95.0,584.0,58.0,802.0
35,2,Pune,Maharashtra Open,20230201,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Molcan A.,70.0,50.0,738.0,895.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.89,2.0,1.95,2.0,1.88,1.9,2023-0891,Pune,Hard,32.0,A,20230102.0,273.0,111513.0,,,Laslo Djere,R,188.0,SRB,27.5,144684.0,5.0,,Alex Molcan,L,178.0,SVK,25.0,6-2 6-4,3.0,R32,64.0,12.0,0.0,41.0,26.0,23.0,13.0,9.0,0.0,0.0,2.0,2.0,55.0,33.0,21.0,11.0,9.0,2.0,5.0,70.0,738.0,50.0,895.0
36,2,Pune,Maharashtra Open,20230201,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,Basilashvili N.,101.0,91.0,562.0,595.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.87,1.47,3.0,1.47,2.76,1.44,2023-0891,Pune,Hard,32.0,A,20230102.0,283.0,106065.0,,,Marco Cecchinato,R,185.0,ITA,30.2,105932.0,,,Nikoloz Basilashvili,R,185.0,GEO,30.8,6-2 6-2,3.0,R32,55.0,3.0,0.0,43.0,22.0,18.0,16.0,8.0,1.0,1.0,2.0,1.0,47.0,25.0,13.0,11.0,8.0,2.0,6.0,101.0,562.0,91.0,595.0
