,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
10,1,Antalya,Antalya Open,20210801,ATP250,Indoor,Hard,1st Round,3,Berrettini M.,Kirkin E.,10,446.0,3085,83.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.03,16.3,1.04,24.25,1.02,13.94,2021-9426,Antalya,Hard,32.0,A,20210105.0,285.0,126610.0,1.0,,Matteo Berrettini,R,196.0,ITA,24.7,144985.0,,WC,Ergi Kirkin,R,180.0,TUR,21.9,6-0 6-4,3.0,R32,56.0,8.0,2.0,39.0,26.0,24.0,8.0,8.0,0.0,0.0,0.0,4.0,49.0,23.0,11.0,13.0,8.0,1.0,5.0,10.0,3085.0,446.0,83.0
11,1,Antalya,Antalya Open,20210801,ATP250,Indoor,Hard,1st Round,3,Chardy J.,Albot R.,72,85.0,880,817.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.18,1.75,2.2,1.8,2.11,1.71,2021-9426,Antalya,Hard,32.0,A,20210105.0,280.0,104871.0,,,Jeremy Chardy,R,188.0,FRA,33.8,105430.0,,,Radu Albot,R,175.0,MDA,31.1,6-3 6-4,3.0,R32,79.0,5.0,4.0,50.0,35.0,25.0,8.0,10.0,0.0,3.0,3.0,6.0,67.0,46.0,23.0,9.0,9.0,6.0,11.0,72.0,880.0,85.0,817.0
12,1,Antalya,Antalya Open,20210801,ATP250,Indoor,Hard,1st Round,3,De Minaur A.,Jaziri M.,23,249.0,1860,220.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.04,14.8,1.05,18.7,1.03,12.68,2021-9426,Antalya,Hard,32.0,A,20210105.0,274.0,200282.0,4.0,,Alex De Minaur,R,183.0,AUS,21.8,104291.0,,,Malek Jaziri,R,185.0,TUN,36.9,6-2 6-1,3.0,R32,61.0,2.0,1.0,36.0,17.0,14.0,15.0,7.0,0.0,0.0,3.0,4.0,56.0,25.0,12.0,11.0,8.0,5.0,10.0,23.0,1860.0,249.0,220.0
13,1,Antalya,Antalya Open,20210801,ATP250,Indoor,Hard,1st Round,3,Kuhn N.,Bachinger M.,253,279.0,219,189.0,3.0,6.0,6.0,3.0,4.0,1.0,,,,,1.0,1.0,Retired,2.25,1.57,2.48,1.6,2.7,1.63,2.42,1.56,2021-9426,Antalya,Hard,32.0,A,20210105.0,271.0,200095.0,,,Nicola Kuhn,R,185.0,ESP,20.7,104897.0,,Q,Matthias Bachinger,R,188.0,GER,33.7,3-6 6-3 4-1 RET,3.0,R32,108.0,2.0,3.0,63.0,37.0,29.0,14.0,11.0,1.0,2.0,7.0,3.0,84.0,50.0,33.0,16.0,12.0,11.0,14.0,253.0,219.0,279.0,189.0
14,1,Antalya,Antalya Open,20210801,ATP250,Indoor,Hard,1st Round,3,Fognini F.,Vrbensky M.,17,311.0,2400,148.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.49,2.81,1.49,3.0,1.43,2.8,2021-9426,Antalya,Hard,32.0,A,20210105.0,281.0,104926.0,3.0,,Fabio Fognini,R,178.0,ITA,33.6,202398.0,,Q,Michael Vrbensky,R,180.0,CZE,21.0,6-4 7-6(4),3.0,R32,99.0,0.0,4.0,68.0,42.0,33.0,11.0,11.0,0.0,2.0,6.0,0.0,79.0,45.0,30.0,14.0,11.0,7.0,10.0,17.0,2400.0,311.0,148.0
15,1,Antalya,Antalya Open,20210801,ATP250,Indoor,Hard,1st Round,3,Kuzmanov D.,Djere L.,298,55.0,166,1068.0,6.0,1.0,3.0,2.0,,,,,,,1.0,0.0,Retired,2.62,1.44,2.7,1.52,2.73,1.57,2.6,1.49,2021-9426,Antalya,Hard,32.0,A,20210105.0,284.0,106220.0,,Q,Dimitar Kuzmanov,R,183.0,BUL,27.4,111513.0,,,Laslo Djere,R,188.0,SRB,25.5,6-1 3-2 RET,3.0,R32,65.0,1.0,0.0,33.0,23.0,19.0,6.0,6.0,0.0,0.0,0.0,1.0,51.0,41.0,19.0,6.0,6.0,5.0,8.0,298.0,166.0,55.0,1068.0
16,1,Antalya,Antalya Open,20210901,ATP250,Indoor,Hard,2nd Round,3,De Minaur A.,Andreev A.,23,564.0,1860,52.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.08,10.12,1.09,11.0,1.07,8.57,2021-9426,Antalya,Hard,32.0,A,20210105.0,288.0,200282.0,4.0,,Alex De Minaur,R,183.0,AUS,21.8,202090.0,,Q,Adrian Andreev,R,180.0,BUL,19.6,6-3 6-1,3.0,R16,70.0,2.0,0.0,55.0,36.0,26.0,8.0,8.0,5.0,7.0,1.0,2.0,52.0,35.0,14.0,8.0,8.0,6.0,12.0,23.0,1860.0,564.0,52.0
17,1,Antalya,Antalya Open,20210901,ATP250,Indoor,Hard,2nd Round,3,Basilashvili N.,Celikbilek A.,40,309.0,1395,150.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,3.0,1.45,3.12,1.41,2.87,2021-9426,Antalya,Hard,32.0,A,20210105.0,289.0,105932.0,6.0,,Nikoloz Basilashvili,R,185.0,GEO,28.8,123795.0,,WC,Altug Celikbilek,U,183.0,TUR,24.3,7-6(1) 6-4,3.0,R16,91.0,3.0,5.0,70.0,35.0,25.0,15.0,11.0,4.0,8.0,4.0,3.0,67.0,37.0,19.0,15.0,11.0,5.0,10.0,40.0,1395.0,309.0,150.0
18,1,Antalya,Antalya Open,20210901,ATP250,Indoor,Hard,2nd Round,3,Travaglia S.,Ruusuvuori E.,75,87.0,869,806.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.76,1.51,2.76,1.54,2.61,1.49,2021-9426,Antalya,Hard,32.0,A,20210105.0,287.0,105882.0,,,Stefano Travaglia,R,185.0,ITA,29.0,200325.0,,,Emil Ruusuvuori,R,188.0,FIN,21.7,7-6(5) 6-3,3.0,R16,105.0,2.0,4.0,77.0,42.0,32.0,21.0,11.0,2.0,3.0,2.0,4.0,69.0,47.0,33.0,10.0,10.0,3.0,5.0,75.0,869.0,87.0,806.0
19,1,Antalya,Antalya Open,20210901,ATP250,Indoor,Hard,2nd Round,3,Goffin D.,Kuhn N.,16,253.0,2555,219.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.11,7.84,1.13,7.84,1.1,6.82,2021-9426,Antalya,Hard,32.0,A,20210105.0,286.0,105676.0,2.0,,David Goffin,R,180.0,BEL,30.0,200095.0,,,Nicola Kuhn,R,185.0,ESP,20.7,6-0 6-2,3.0,R16,56.0,4.0,1.0,39.0,23.0,21.0,8.0,7.0,0.0,0.0,0.0,1.0,39.0,31.0,14.0,3.0,7.0,0.0,5.0,16.0,2555.0,253.0,219.0
20,1,Antalya,Antalya Open,20211001,ATP250,Indoor,Hard,2nd Round,3,Chardy J.,Fognini F.,72,17.0,880,2400.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.61,2.31,1.69,2.31,1.82,2.2,1.66,2021-9426,Antalya,Hard,32.0,A,20210105.0,291.0,104871.0,,,Jeremy Chardy,R,188.0,FRA,33.8,104926.0,3.0,,Fabio Fognini,R,178.0,ITA,33.6,7-6(4) 6-7(1) 7-6(5),3.0,R16,173.0,12.0,3.0,124.0,77.0,52.0,23.0,18.0,4.0,9.0,3.0,7.0,125.0,68.0,48.0,27.0,18.0,6.0,11.0,72.0,880.0,17.0,2400.0
21,1,Antalya,Antalya Open,20211001,ATP250,Indoor,Hard,2nd Round,3,Bublik A.,Lamasine T.,49,271.0,1090,204.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.22,4.81,1.24,4.81,1.21,4.35,2021-9426,Antalya,Hard,32.0,A,20210105.0,292.0,122330.0,8.0,,Alexander Bublik,R,196.0,KAZ,23.5,106137.0,,,Tristan Lamasine,R,183.0,FRA,27.8,6-2 6-4,3.0,R16,97.0,6.0,7.0,82.0,44.0,32.0,17.0,9.0,7.0,8.0,0.0,2.0,70.0,41.0,22.0,14.0,9.0,9.0,13.0,49.0,1090.0,271.0,204.0
22,1,Antalya,Antalya Open,20211001,ATP250,Indoor,Hard,2nd Round,3,Struff J.L.,Grenier H.,37,250.0,1450,220.0,,,,,,,,,,,,,Walkover,1.18,4.5,1.21,5.02,1.22,5.02,1.2,4.54,2021-9426,Antalya,Hard,32.0,A,20210105.0,290.0,105526.0,5.0,,Jan Lennard Struff,R,193.0,GER,30.6,126409.0,,,Hugo Grenier,R,196.0,FRA,24.7,W/O,3.0,R16,0.0,,,,,,,,,,,,,,,,,,,37.0,1450.0,250.0,220.0
23,1,Antalya,Antalya Open,20211001,ATP250,Indoor,Hard,2nd Round,3,Berrettini M.,Kuzmanov D.,10,298.0,3085,166.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.09,9.04,1.09,11.0,1.07,8.72,2021-9426,Antalya,Hard,32.0,A,20210105.0,293.0,126610.0,1.0,,Matteo Berrettini,R,196.0,ITA,24.7,106220.0,,Q,Dimitar Kuzmanov,R,183.0,BUL,27.4,6-2 6-3,3.0,R16,67.0,4.0,1.0,42.0,28.0,26.0,4.0,8.0,1.0,2.0,1.0,4.0,57.0,28.0,19.0,8.0,9.0,3.0,8.0,10.0,3085.0,298.0,166.0
24,1,Antalya,Antalya Open,20211101,ATP250,Indoor,Hard,Quarterfinals,3,Goffin D.,Travaglia S.,16,75.0,2555,869.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.36,3.43,1.38,3.47,1.34,3.25,2021-9426,Antalya,Hard,32.0,A,20210105.0,294.0,105676.0,2.0,,David Goffin,R,180.0,BEL,30.0,105882.0,,,Stefano Travaglia,R,185.0,ITA,29.0,6-3 6-2,3.0,QF,62.0,3.0,2.0,48.0,33.0,27.0,8.0,9.0,0.0,1.0,3.0,3.0,52.0,27.0,17.0,8.0,8.0,7.0,11.0,16.0,2555.0,75.0,869.0
25,1,Antalya,Antalya Open,20211101,ATP250,Indoor,Hard,Quarterfinals,3,Chardy J.,Struff J.L.,72,37.0,880,1450.0,4.0,6.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,2.62,1.5,2.86,1.48,2.86,1.53,2.65,1.48,2021-9426,Antalya,Hard,32.0,A,20210105.0,296.0,104871.0,,,Jeremy Chardy,R,188.0,FRA,33.8,105526.0,5.0,,Jan Lennard Struff,R,193.0,GER,30.6,4-6 6-2 7-6(8),3.0,QF,156.0,6.0,5.0,130.0,88.0,57.0,20.0,15.0,18.0,22.0,10.0,6.0,113.0,69.0,49.0,18.0,15.0,4.0,9.0,72.0,880.0,37.0,1450.0
26,1,Antalya,Antalya Open,20211101,ATP250,Indoor,Hard,Quarterfinals,3,Bublik A.,Berrettini M.,49,10.0,1090,3085.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.05,1.29,4.05,1.37,3.49,1.3,2021-9426,Antalya,Hard,32.0,A,20210105.0,297.0,122330.0,8.0,,Alexander Bublik,R,196.0,KAZ,23.5,126610.0,1.0,,Matteo Berrettini,R,196.0,ITA,24.7,7-6(6) 6-4,3.0,QF,90.0,12.0,3.0,72.0,43.0,33.0,16.0,11.0,5.0,6.0,7.0,3.0,70.0,41.0,32.0,13.0,11.0,4.0,6.0,49.0,1090.0,10.0,3085.0
27,1,Antalya,Antalya Open,20211101,ATP250,Indoor,Hard,Quarterfinals,3,De Minaur A.,Basilashvili N.,23,40.0,1860,1395.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.12,7.56,1.13,7.7,1.11,6.76,2021-9426,Antalya,Hard,32.0,A,20210105.0,295.0,200282.0,4.0,,Alex De Minaur,R,183.0,AUS,21.8,105932.0,6.0,,Nikoloz Basilashvili,R,185.0,GEO,28.8,6-2 6-4,3.0,QF,74.0,1.0,3.0,56.0,35.0,25.0,12.0,9.0,3.0,4.0,2.0,3.0,60.0,36.0,19.0,12.0,9.0,3.0,7.0,23.0,1860.0,40.0,1395.0
28,1,Antalya,Antalya Open,20211201,ATP250,Indoor,Hard,Semifinals,3,De Minaur A.,Goffin D.,23,16.0,1860,2555.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.53,2.5,1.6,2.51,1.62,2.55,1.57,2.41,2021-9426,Antalya,Hard,32.0,A,20210105.0,298.0,200282.0,4.0,,Alex De Minaur,R,183.0,AUS,21.8,105676.0,2.0,,David Goffin,R,180.0,BEL,30.0,6-4 3-6 6-2,3.0,SF,111.0,2.0,0.0,69.0,39.0,33.0,15.0,13.0,1.0,3.0,4.0,7.0,84.0,42.0,27.0,23.0,14.0,1.0,5.0,23.0,1860.0,16.0,2555.0
29,1,Antalya,Antalya Open,20211201,ATP250,Indoor,Hard,Semifinals,3,Bublik A.,Chardy J.,49,72.0,1090,880.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.5,2.8,1.54,3.0,1.44,2.8,2021-9426,Antalya,Hard,32.0,A,20210105.0,299.0,122330.0,8.0,,Alexander Bublik,R,196.0,KAZ,23.5,104871.0,,,Jeremy Chardy,R,188.0,FRA,33.8,6-4 6-7(4) 6-3,3.0,SF,125.0,15.0,11.0,102.0,61.0,48.0,20.0,16.0,9.0,11.0,5.0,4.0,108.0,77.0,50.0,14.0,15.0,6.0,10.0,49.0,1090.0,72.0,880.0
30,1,Antalya,Antalya Open,20210113,ATP250,Indoor,Hard,The Final,3,De Minaur A.,Bublik A.,23,49.0,1860,1090.0,,2.0,,,,,,,,,0.0,,Retired,1.2,4.5,1.22,4.87,1.23,5.3,1.21,4.43,2021-9426,Antalya,Hard,32.0,A,20210105.0,300.0,200282.0,4.0,,Alex De Minaur,R,183.0,AUS,21.8,122330.0,8.0,,Alexander Bublik,R,196.0,KAZ,23.5,2-0 RET,3.0,F,7.0,1.0,0.0,8.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,2.0,1.0,0.0,1.0,23.0,1860.0,49.0,1090.0
31,2,Delray Beach,Delray Beach Open,20210701,ATP250,Outdoor,Hard,1st Round,3,Monteiro T.,Bellucci T.,84,281.0,820,185.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.36,3.42,1.44,3.5,1.36,3.1,2021-0499,Delray Beach,Hard,32.0,A,20210104.0,271.0,106329.0,,,Thiago Monteiro,L,183.0,BRA,26.5,105064.0,,,Thomaz Bellucci,L,188.0,BRA,33.0,6-3 7-5,3.0,R32,100.0,2.0,1.0,67.0,38.0,28.0,16.0,10.0,8.0,9.0,3.0,3.0,69.0,42.0,25.0,12.0,11.0,2.0,6.0,84.0,820.0,281.0,185.0
32,2,Delray Beach,Delray Beach Open,20210701,ATP250,Outdoor,Hard,1st Round,3,Paul T.,Nam J.S.,52,268.0,1080,205.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.13,6.81,1.24,6.81,1.13,6.0,2021-0499,Delray Beach,Hard,32.0,A,20210104.0,273.0,126205.0,5.0,,Tommy Paul,R,185.0,USA,23.6,106227.0,,,Ji Sung Nam,R,183.0,KOR,27.3,6-1 6-4,3.0,R32,67.0,5.0,0.0,59.0,38.0,26.0,13.0,9.0,2.0,3.0,2.0,4.0,51.0,27.0,16.0,10.0,8.0,2.0,6.0,52.0,1080.0,268.0,205.0
33,2,Delray Beach,Delray Beach Open,20210701,ATP250,Outdoor,Hard,1st Round,3,Mager G.,Harrison R.,101,481.0,733,73.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.72,2.3,1.68,2.45,1.81,2.18,1.68,2021-0499,Delray Beach,Hard,32.0,A,20210104.0,283.0,126149.0,,,Gianluca Mager,R,185.0,ITA,26.0,105992.0,,WC,Ryan Harrison,R,183.0,USA,28.6,3-6 6-1 6-4,3.0,R32,115.0,9.0,3.0,93.0,66.0,51.0,12.0,13.0,12.0,13.0,4.0,4.0,84.0,44.0,34.0,17.0,13.0,3.0,6.0,101.0,733.0,481.0,73.0
34,2,Delray Beach,Delray Beach Open,20210701,ATP250,Outdoor,Hard,1st Round,3,Korda S.,Kwon S.W.,119,95.0,566,768.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.74,2.21,1.8,2.31,1.74,2.09,2021-0499,Delray Beach,Hard,32.0,A,20210104.0,272.0,200624.0,,,Sebastian Korda,R,196.0,USA,20.5,126952.0,,,Soon Woo Kwon,R,180.0,KOR,23.0,6-4 6-4,3.0,R32,93.0,8.0,1.0,88.0,53.0,36.0,18.0,10.0,5.0,6.0,4.0,4.0,50.0,29.0,22.0,11.0,10.0,1.0,4.0,119.0,566.0,95.0,768.0
35,2,Delray Beach,Delray Beach Open,20210801,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,Mcdonald M.,56,194.0,1065,335.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.94,1.94,1.95,2.15,1.87,1.92,2021-0499,Delray Beach,Hard,32.0,A,20210104.0,282.0,105023.0,6.0,,Sam Querrey,R,198.0,USA,33.2,111456.0,,,Mackenzie Mcdonald,R,178.0,USA,25.7,6-3 6-4,3.0,R32,70.0,13.0,2.0,66.0,36.0,30.0,14.0,10.0,6.0,7.0,4.0,2.0,52.0,32.0,19.0,12.0,9.0,3.0,6.0,56.0,1065.0,194.0,335.0
36,2,Delray Beach,Delray Beach Open,20210801,ATP250,Outdoor,Hard,1st Round,3,Harrison C.,Etcheverry T.,280,256.0,225,216.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.36,3.42,1.55,3.42,1.39,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2,Delray Beach,Delray Beach Open,20210801,ATP250,Outdoor,Hard,1st Round,3,Galan D.E.,Martin A.,115,100.0,606,734.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.47,2.87,1.54,2.88,1.46,2.7,2021-0499,Delray Beach,Hard,32.0,A,20210104.0,280.0,123755.0,,,Daniel Elahi Galan,R,191.0,COL,24.5,105413.0,,,Andrej Martin,R,180.0,SVK,31.2,6-4 6-4,3.0,R32,81.0,3.0,2.0,64.0,39.0,30.0,13.0,10.0,5.0,6.0,2.0,2.0,64.0,36.0,24.0,12.0,10.0,4.0,7.0,115.0,606.0,100.0,734.0
