,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
10,1,Adelaide,Next Generation Adelaide International,20060301,International,Outdoor,Hard,1st Round,3,Nieminen J.,Mathieu P.H.,28.0,46.0,1045.0,738.0,6.0,2.0,7,6,,,,,,,2.0,0.0,Completed,1.66,2.1,1.77,2.0,1.8,1.95,1.763,2.21,1.77,2.0,2006-339,Adelaide,Hard,32.0,A,20060102.0,9.0,103813.0,7.0,,Jarkko Nieminen,L,185.0,FIN,24.4,103908.0,,,Paul Henri Mathieu,R,185.0,FRA,23.9,6-2 7-6(5),3.0,R32,92.0,3.0,2.0,78.0,52.0,36.0,14.0,10.0,5.0,6.0,4.0,5.0,66.0,35.0,27.0,13.0,10.0,5.0,8.0,28.0,1045.0,46.0,738.0
11,1,Adelaide,Next Generation Adelaide International,20060301,International,Outdoor,Hard,1st Round,3,Serra F.,Llodra M.,49.0,137.0,712.0,303.0,3.0,6.0,3,1,,,,,,,0.0,1.0,Retired,2.2,1.61,2.2,1.65,2.4,1.53,2.3,1.714,,,2006-339,Adelaide,Hard,32.0,A,20060102.0,11.0,103722.0,,,Florent Serra,R,180.0,FRA,24.8,103566.0,,Q,Michael Llodra,L,190.0,FRA,25.6,3-6 3-1 RET,3.0,R32,70.0,3.0,2.0,40.0,31.0,19.0,5.0,6.0,2.0,4.0,1.0,1.0,48.0,30.0,16.0,11.0,7.0,3.0,5.0,49.0,712.0,137.0,303.0
12,1,Adelaide,Next Generation Adelaide International,20060301,International,Outdoor,Hard,1st Round,3,Murray A.,Lorenzi P.,64.0,252.0,571.0,138.0,3.0,6.0,6,0,6,2,,,,,2.0,1.0,Completed,1.08,6.5,1.08,7.5,1.13,5.5,1.111,8.75,1.11,6.5,2006-339,Adelaide,Hard,32.0,A,20060102.0,3.0,104918.0,,,Andy Murray,R,190.0,GBR,18.6,103893.0,,Q,Paolo Lorenzi,R,183.0,ITA,24.0,3-6 6-0 6-2,3.0,R32,88.0,7.0,6.0,70.0,44.0,29.0,13.0,11.0,5.0,8.0,0.0,1.0,75.0,40.0,17.0,17.0,12.0,5.0,12.0,64.0,571.0,252.0,138.0
13,1,Adelaide,Next Generation Adelaide International,20060301,International,Outdoor,Hard,1st Round,3,Carlsen K.,Carraz G.,66.0,167.0,565.0,233.0,5.0,7.0,7,5,6,3,,,,,2.0,1.0,Completed,2.0,1.72,2.3,1.6,2.15,1.65,2.21,1.763,2.15,1.67,2006-339,Adelaide,Hard,32.0,A,20060102.0,14.0,102202.0,,,Kenneth Carlsen,L,190.0,DEN,32.7,102571.0,,Q,Gregory Carraz,R,190.0,FRA,30.7,5-7 7-5 6-3,3.0,R32,127.0,7.0,2.0,96.0,65.0,52.0,17.0,16.0,6.0,7.0,18.0,9.0,104.0,60.0,46.0,21.0,17.0,3.0,6.0,66.0,565.0,167.0,233.0
14,1,Adelaide,Next Generation Adelaide International,20060301,International,Outdoor,Hard,1st Round,3,Hewitt L.,Hernych J.,4.0,74.0,2490.0,515.0,4.0,6.0,6,2,6,4,,,,,2.0,1.0,Completed,1.08,6.5,1.08,7.5,1.06,7.79,1.1,9.0,1.12,5.8,2006-339,Adelaide,Hard,32.0,A,20060102.0,1.0,103720.0,1.0,,Lleyton Hewitt,R,180.0,AUS,24.8,103401.0,,,Jan Hernych,R,190.0,CZE,26.4,4-6 6-2 6-4,3.0,R32,116.0,5.0,4.0,89.0,51.0,36.0,15.0,14.0,6.0,11.0,1.0,0.0,103.0,69.0,40.0,12.0,14.0,9.0,16.0,4.0,2490.0,74.0,515.0
15,1,Adelaide,Next Generation Adelaide International,20060301,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Junaid R.,18.0,413.0,1490.0,67.0,6.0,3.0,7,5,,,,,,,2.0,0.0,Completed,1.05,8.0,1.05,9.0,,,1.083,10.98,,,2006-339,Adelaide,Hard,32.0,A,20060102.0,16.0,103103.0,2.0,,Dominik Hrbaty,R,183.0,SVK,27.9,103782.0,,Q,Rameez Junaid,R,,AUS,24.6,6-3 7-5,3.0,R32,71.0,6.0,5.0,63.0,37.0,26.0,15.0,11.0,3.0,5.0,2.0,5.0,58.0,33.0,23.0,9.0,10.0,2.0,6.0,18.0,1490.0,413.0,67.0
16,1,Adelaide,Next Generation Adelaide International,20060401,International,Outdoor,Hard,2nd Round,3,Serra F.,Robredo T.,49.0,19.0,712.0,1490.0,7.0,6.0,3,6,6,3,,,,,2.0,1.0,Completed,3.5,1.28,3.4,1.3,4.25,1.2,4.14,1.291,3.75,1.25,2006-339,Adelaide,Hard,32.0,A,20060102.0,22.0,103722.0,,,Florent Serra,R,180.0,FRA,24.8,103990.0,3.0,,Tommy Robredo,R,180.0,ESP,23.6,7-6(4) 3-6 6-3,3.0,R16,129.0,0.0,2.0,105.0,67.0,47.0,18.0,15.0,6.0,9.0,5.0,3.0,100.0,57.0,41.0,21.0,15.0,10.0,13.0,49.0,712.0,19.0,1490.0
17,1,Adelaide,Next Generation Adelaide International,20060401,International,Outdoor,Hard,2nd Round,3,Malisse X.,Ancic M.,47.0,21.0,731.0,1360.0,3.0,6.0,6,3,7,6,,,,,2.0,1.0,Completed,2.37,1.53,2.4,1.55,2.35,1.55,2.73,1.546,2.25,1.61,2006-339,Adelaide,Hard,32.0,A,20060102.0,19.0,103598.0,,,Xavier Malisse,R,185.0,BEL,25.4,104339.0,4.0,,Mario Ancic,R,196.0,CRO,21.7,3-6 6-3 7-6(8),3.0,R16,147.0,6.0,1.0,93.0,56.0,40.0,18.0,15.0,4.0,8.0,5.0,5.0,100.0,54.0,35.0,25.0,15.0,5.0,9.0,47.0,731.0,21.0,1360.0
18,1,Adelaide,Next Generation Adelaide International,20060401,International,Outdoor,Hard,2nd Round,3,Nieminen J.,Mayer F.,28.0,72.0,1045.0,519.0,7.0,6.0,7,5,,,,,,,2.0,0.0,Completed,1.5,2.5,1.48,2.6,1.53,2.4,1.585,2.61,1.55,2.37,2006-339,Adelaide,Hard,32.0,A,20060102.0,21.0,103813.0,7.0,,Jarkko Nieminen,L,185.0,FIN,24.4,104252.0,,,Florian Mayer,R,190.0,GER,22.2,7-6(1) 7-5,3.0,R16,78.0,2.0,1.0,69.0,43.0,32.0,15.0,12.0,0.0,3.0,4.0,0.0,69.0,36.0,24.0,18.0,12.0,2.0,6.0,28.0,1045.0,72.0,519.0
19,1,Adelaide,Next Generation Adelaide International,20060401,International,Outdoor,Hard,2nd Round,3,Seppi A.,Blake J.,68.0,23.0,562.0,1230.0,3.0,6.0,6,3,6,4,,,,,2.0,1.0,Completed,6.0,1.11,6.0,1.12,5.2,1.15,8.0,1.129,5.3,1.14,2006-339,Adelaide,Hard,32.0,A,20060102.0,20.0,104312.0,,,Andreas Seppi,R,190.0,ITA,21.8,103484.0,5.0,,James Blake,R,185.0,USA,26.0,3-6 6-3 6-4,3.0,R16,113.0,5.0,2.0,111.0,79.0,48.0,19.0,14.0,12.0,14.0,4.0,2.0,87.0,45.0,33.0,21.0,14.0,6.0,9.0,68.0,562.0,23.0,1230.0
20,1,Adelaide,Next Generation Adelaide International,20060501,International,Outdoor,Hard,2nd Round,3,Berdych T.,Murray A.,24.0,64.0,1200.0,571.0,7.0,6.0,4,6,6,1,,,,,2.0,1.0,Completed,1.72,2.0,1.75,2.05,1.6,2.25,1.68,2.37,1.64,2.2,2006-339,Adelaide,Hard,32.0,A,20060102.0,18.0,104607.0,6.0,,Tomas Berdych,R,196.0,CZE,20.2,104918.0,,,Andy Murray,R,190.0,GBR,18.6,7-6(2) 4-6 6-1,3.0,R16,127.0,5.0,5.0,94.0,56.0,42.0,18.0,14.0,0.0,2.0,5.0,3.0,106.0,54.0,39.0,22.0,15.0,10.0,14.0,24.0,1200.0,64.0,571.0
21,1,Adelaide,Next Generation Adelaide International,20060501,International,Outdoor,Hard,2nd Round,3,Hrbaty D.,Philippoussis M.,18.0,172.0,1490.0,228.0,3.0,6.0,6,4,6,1,,,,,2.0,1.0,Completed,1.36,3.0,1.35,3.1,1.44,2.66,1.412,3.23,1.34,3.12,2006-339,Adelaide,Hard,32.0,A,20060102.0,24.0,103103.0,2.0,,Dominik Hrbaty,R,183.0,SVK,27.9,102882.0,,WC,Mark Philippoussis,R,196.0,AUS,29.1,3-6 6-4 6-1,3.0,R16,111.0,4.0,6.0,89.0,54.0,39.0,16.0,13.0,6.0,9.0,5.0,1.0,85.0,41.0,26.0,21.0,13.0,7.0,12.0,18.0,1490.0,172.0,228.0
22,1,Adelaide,Next Generation Adelaide International,20060501,International,Outdoor,Hard,2nd Round,3,Carlsen K.,Karlovic I.,66.0,70.0,565.0,550.0,2.0,6.0,7,6,6,4,,,,,2.0,1.0,Completed,2.5,1.5,2.55,1.5,2.45,1.5,2.89,1.478,2.56,1.48,2006-339,Adelaide,Hard,32.0,A,20060102.0,23.0,102202.0,,,Kenneth Carlsen,L,190.0,DEN,32.7,103333.0,,,Ivo Karlovic,R,208.0,CRO,26.8,2-6 7-6(5) 6-4,3.0,R16,117.0,4.0,5.0,86.0,54.0,43.0,17.0,15.0,1.0,3.0,24.0,2.0,84.0,56.0,45.0,19.0,15.0,2.0,3.0,66.0,565.0,70.0,550.0
23,1,Adelaide,Next Generation Adelaide International,20060501,International,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Hewitt L.,86.0,4.0,470.0,2490.0,6.0,3.0,0,6,7,5,,,,,2.0,1.0,Completed,7.0,1.08,7.5,1.07,6.23,1.1,11.0,1.083,7.0,1.08,2006-339,Adelaide,Hard,32.0,A,20060102.0,17.0,104259.0,,,Philipp Kohlschreiber,R,178.0,GER,22.2,103720.0,1.0,,Lleyton Hewitt,R,180.0,AUS,24.8,6-3 0-6 7-5,3.0,R16,115.0,4.0,0.0,91.0,42.0,22.0,31.0,14.0,4.0,8.0,7.0,4.0,80.0,48.0,35.0,17.0,13.0,5.0,8.0,86.0,470.0,4.0,2490.0
24,1,Adelaide,Next Generation Adelaide International,20060601,International,Outdoor,Hard,Quarterfinals,3,Serra F.,Nieminen J.,49.0,28.0,712.0,1045.0,6.0,4.0,6,7,6,2,,,,,2.0,1.0,Completed,2.75,1.39,2.85,1.4,2.6,1.46,2.94,1.467,2.82,1.4,2006-339,Adelaide,Hard,32.0,A,20060102.0,27.0,103722.0,,,Florent Serra,R,180.0,FRA,24.8,103813.0,7.0,,Jarkko Nieminen,L,185.0,FIN,24.4,6-4 6-7(4) 6-2,3.0,QF,118.0,4.0,2.0,98.0,63.0,45.0,18.0,15.0,4.0,6.0,1.0,5.0,95.0,57.0,37.0,16.0,15.0,1.0,6.0,49.0,712.0,28.0,1045.0
25,1,Adelaide,Next Generation Adelaide International,20060601,International,Outdoor,Hard,Quarterfinals,3,Hrbaty D.,Carlsen K.,18.0,66.0,1490.0,565.0,7.0,5.0,6,3,,,,,,,2.0,0.0,Completed,1.3,3.39,1.3,3.4,1.28,3.46,1.368,3.52,1.28,3.55,2006-339,Adelaide,Hard,32.0,A,20060102.0,28.0,103103.0,2.0,,Dominik Hrbaty,R,183.0,SVK,27.9,102202.0,,,Kenneth Carlsen,L,190.0,DEN,32.7,7-5 6-3,3.0,QF,86.0,4.0,5.0,72.0,46.0,33.0,14.0,10.0,7.0,8.0,4.0,3.0,70.0,41.0,26.0,12.0,11.0,3.0,7.0,18.0,1490.0,66.0,565.0
26,1,Adelaide,Next Generation Adelaide International,20060601,International,Outdoor,Hard,Quarterfinals,3,Malisse X.,Seppi A.,47.0,68.0,731.0,562.0,6.0,0.0,6,1,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.55,1.61,2.23,1.565,2.67,1.5,2.5,2006-339,Adelaide,Hard,32.0,A,20060102.0,26.0,103598.0,,,Xavier Malisse,R,185.0,BEL,25.4,104312.0,,,Andreas Seppi,R,190.0,ITA,21.8,6-0 6-1,3.0,QF,48.0,6.0,0.0,29.0,19.0,16.0,8.0,6.0,0.0,0.0,2.0,2.0,50.0,27.0,16.0,2.0,7.0,7.0,13.0,47.0,731.0,68.0,562.0
27,1,Adelaide,Next Generation Adelaide International,20060601,International,Outdoor,Hard,Quarterfinals,3,Berdych T.,Kohlschreiber P.,24.0,86.0,1200.0,470.0,6.0,1.0,6,4,,,,,,,2.0,0.0,Completed,1.22,4.0,1.2,4.4,1.17,4.67,1.284,4.22,1.24,3.85,2006-339,Adelaide,Hard,32.0,A,20060102.0,25.0,104607.0,6.0,,Tomas Berdych,R,196.0,CZE,20.2,104259.0,,,Philipp Kohlschreiber,R,178.0,GER,22.2,6-1 6-4,3.0,QF,55.0,5.0,2.0,50.0,28.0,24.0,13.0,9.0,0.0,0.0,2.0,2.0,47.0,30.0,19.0,7.0,8.0,3.0,6.0,24.0,1200.0,86.0,470.0
28,1,Adelaide,Next Generation Adelaide International,20060701,International,Outdoor,Hard,Semifinals,3,Serra F.,Hrbaty D.,49.0,18.0,712.0,1490.0,6.0,3.0,6,3,,,,,,,2.0,0.0,Completed,3.39,1.3,3.2,1.33,3.0,1.36,3.45,1.377,3.3,1.35,2006-339,Adelaide,Hard,32.0,A,20060102.0,30.0,103722.0,,,Florent Serra,R,180.0,FRA,24.8,103103.0,2.0,,Dominik Hrbaty,R,183.0,SVK,27.9,6-3 6-3,3.0,SF,76.0,4.0,4.0,66.0,38.0,25.0,16.0,9.0,7.0,8.0,1.0,6.0,60.0,33.0,17.0,12.0,9.0,4.0,8.0,49.0,712.0,18.0,1490.0
29,1,Adelaide,Next Generation Adelaide International,20060701,International,Outdoor,Hard,Semifinals,3,Malisse X.,Berdych T.,47.0,24.0,731.0,1200.0,6.0,4.0,6,0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.55,1.5,2.75,1.42,2.75,1.541,2.5,1.5,2006-339,Adelaide,Hard,32.0,A,20060102.0,29.0,103598.0,,,Xavier Malisse,R,185.0,BEL,25.4,104607.0,6.0,,Tomas Berdych,R,196.0,CZE,20.2,6-4 6-0,3.0,SF,61.0,5.0,2.0,58.0,29.0,19.0,17.0,8.0,4.0,5.0,2.0,2.0,41.0,21.0,12.0,4.0,8.0,0.0,5.0,47.0,731.0,24.0,1200.0
30,1,Adelaide,Next Generation Adelaide International,20060801,International,Outdoor,Hard,The Final,3,Serra F.,Malisse X.,49.0,47.0,712.0,731.0,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,2.75,1.39,2.85,1.42,2.45,1.5,2.81,1.498,2.9,1.4,2006-339,Adelaide,Hard,32.0,A,20060102.0,31.0,103722.0,,,Florent Serra,R,180.0,FRA,24.8,103598.0,,,Xavier Malisse,R,185.0,BEL,25.4,6-3 6-4,3.0,F,71.0,7.0,0.0,63.0,41.0,30.0,14.0,10.0,6.0,6.0,12.0,1.0,64.0,41.0,26.0,11.0,9.0,3.0,5.0,49.0,712.0,47.0,731.0
31,2,Chennai,Chennai Open,20060201,International,Outdoor,Hard,1st Round,3,Amritraj P.,Mello R.,267.0,111.0,127.0,398.0,2.0,6.0,6,2,6,3,,,,,2.0,1.0,Completed,3.0,1.33,,,3.01,1.35,3.11,1.433,2.85,1.4,2006-891,Chennai,Hard,32.0,A,20060102.0,15.0,104250.0,,WC,Prakash Amritraj,R,188.0,IND,22.2,103672.0,,,Ricardo Mello,L,175.0,BRA,25.0,2-6 6-2 6-3,3.0,R32,102.0,1.0,2.0,65.0,27.0,24.0,21.0,13.0,3.0,6.0,3.0,1.0,68.0,51.0,33.0,7.0,12.0,2.0,6.0,267.0,127.0,111.0,398.0
32,2,Chennai,Chennai Open,20060201,International,Outdoor,Hard,1st Round,3,Vliegen K.,Wang Y.T.,93.0,100.0,442.0,423.0,6.0,3.0,6,2,,,,,,,2.0,0.0,Completed,1.8,1.9,1.88,1.88,1.8,1.95,1.926,1.98,1.8,1.96,2006-891,Chennai,Hard,32.0,A,20060102.0,7.0,104019.0,,,Kristof Vliegen,R,193.0,BEL,23.5,104499.0,,,Jimmy Wang,R,178.0,TPE,20.8,6-3 6-2,3.0,R32,70.0,7.0,2.0,49.0,36.0,25.0,7.0,8.0,5.0,6.0,4.0,6.0,66.0,32.0,20.0,13.0,9.0,4.0,9.0,93.0,442.0,100.0,423.0
33,2,Chennai,Chennai Open,20060201,International,Outdoor,Hard,1st Round,3,Phau B.,Reynolds B.,87.0,92.0,463.0,442.0,6.0,3.0,6,0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.77,2.0,1.67,2.12,1.82,2.12,1.7,2.1,2006-891,Chennai,Hard,32.0,A,20060102.0,9.0,103451.0,7.0,,Bjorn Phau,R,175.0,GER,26.2,104035.0,,,Bobby Reynolds,R,183.0,USA,23.4,6-3 6-0,3.0,R32,67.0,2.0,3.0,48.0,21.0,15.0,18.0,7.0,2.0,2.0,2.0,6.0,58.0,31.0,16.0,10.0,8.0,3.0,8.0,87.0,463.0,92.0,442.0
34,2,Chennai,Chennai Open,20060201,International,Outdoor,Hard,1st Round,3,Ascione T.,Greul S.,96.0,131.0,431.0,333.0,7.0,5.0,6,1,,,,,,,2.0,0.0,Completed,1.57,2.25,,,,,,,,,2006-891,Chennai,Hard,32.0,A,20060102.0,14.0,103693.0,,,Thierry Ascione,R,188.0,FRA,24.9,103752.0,,,Simon Greul,R,185.0,GER,24.7,7-5 6-1,3.0,R32,75.0,7.0,2.0,61.0,34.0,24.0,18.0,10.0,1.0,1.0,2.0,1.0,54.0,20.0,13.0,19.0,9.0,3.0,6.0,96.0,431.0,131.0,333.0
35,2,Chennai,Chennai Open,20060201,International,Outdoor,Hard,1st Round,3,Behrend T.,Daniel M.,89.0,94.0,462.0,440.0,6.0,3.0,7,5,,,,,,,2.0,0.0,Completed,1.57,2.25,,,1.64,2.17,1.606,2.55,,,2006-891,Chennai,Hard,32.0,A,20060102.0,13.0,102494.0,8.0,,Tomas Behrend,R,193.0,GER,31.0,103228.0,,,Marcos Daniel,R,180.0,BRA,27.4,6-3 7-5,3.0,R32,76.0,7.0,4.0,61.0,39.0,33.0,10.0,10.0,4.0,5.0,3.0,2.0,62.0,38.0,24.0,14.0,11.0,2.0,6.0,89.0,462.0,94.0,440.0
36,2,Chennai,Chennai Open,20060201,International,Outdoor,Hard,1st Round,3,Vanek J.,Uppal V.,99.0,526.0,424.0,43.0,6.0,3.0,6,1,,,,,,,2.0,0.0,Completed,,,,,,,,,,,2006-891,Chennai,Hard,32.0,A,20060102.0,2.0,103181.0,,,Jiri Vanek,R,185.0,CZE,27.6,102885.0,,WC,Vishal Uppal,R,,IND,29.1,6-3 6-1,3.0,R32,58.0,3.0,0.0,44.0,30.0,24.0,7.0,8.0,4.0,5.0,2.0,6.0,53.0,24.0,15.0,9.0,8.0,0.0,5.0,99.0,424.0,526.0,43.0
