,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
406,11,Marseille,Open 13,20060213,International,Indoor,Hard,1st Round,3,Stepanek R.,Berdych T.,22.0,24.0,1355.0,1280.0,7.0,5.0,6,4,,,,,,,2.0,0.0,Completed,1.8,1.9,1.93,1.83,1.87,1.87,1.98,1.926,1.94,1.82,2006-496,Marseille,Hard,32.0,A,20060213.0,4.0,103285.0,7.0,,Radek Stepanek,R,185.0,CZE,27.2,104607.0,,,Tomas Berdych,R,196.0,CZE,20.4,7-5 6-4,3.0,R32,83.0,12.0,2.0,54.0,34.0,30.0,14.0,11.0,0.0,0.0,6.0,0.0,66.0,34.0,25.0,20.0,11.0,5.0,7.0,22.0,1355.0,24.0,1280.0
407,11,Marseille,Open 13,20060213,International,Indoor,Hard,1st Round,3,Simon G.,Nieminen J.,80.0,26.0,486.0,1230.0,4.0,6.0,6,3,6,2,,,,,2.0,1.0,Completed,3.0,1.33,2.85,1.4,3.22,1.32,2.98,1.459,3.0,1.36,2006-496,Marseille,Hard,32.0,A,20060213.0,2.0,104468.0,,WC,Gilles Simon,R,183.0,FRA,21.1,103813.0,,,Jarkko Nieminen,L,185.0,FIN,24.5,4-6 6-3 6-2,3.0,R32,126.0,8.0,4.0,85.0,42.0,35.0,25.0,14.0,4.0,5.0,2.0,0.0,107.0,65.0,39.0,23.0,13.0,10.0,13.0,80.0,486.0,26.0,1230.0
408,11,Marseille,Open 13,20060214,International,Indoor,Hard,1st Round,3,Rusedski G.,Thomann N.,45.0,206.0,800.0,185.0,6.0,3.0,6,2,,,,,,,2.0,0.0,Completed,,,1.4,2.85,1.35,3.1,1.461,2.97,,,2006-496,Marseille,Hard,32.0,A,20060213.0,6.0,102257.0,,,Greg Rusedski,L,193.0,GBR,32.4,102143.0,,Q,Nicolas Thomann,R,183.0,FRA,33.2,6-3 6-2,3.0,R32,73.0,15.0,4.0,59.0,38.0,30.0,11.0,9.0,3.0,3.0,0.0,2.0,50.0,26.0,14.0,13.0,8.0,3.0,6.0,45.0,800.0,206.0,185.0
409,11,Marseille,Open 13,20060214,International,Indoor,Hard,1st Round,3,Korolev E.,Sidorenko A.,188.0,1291.0,206.0,3.0,2.0,6.0,6,4,6,1,,,,,2.0,1.0,Completed,,,,,,,1.433,3.11,,,2006-496,Marseille,Hard,32.0,A,20060213.0,11.0,105095.0,,LL,Evgeny Korolev,R,185.0,KAZ,17.9,105098.0,,WC,Alexandre Sidorenko,R,185.0,FRA,17.9,2-6 6-4 6-1,3.0,R32,112.0,8.0,7.0,82.0,41.0,35.0,20.0,13.0,6.0,8.0,5.0,2.0,78.0,34.0,22.0,24.0,12.0,1.0,4.0,188.0,206.0,1291.0,3.0
410,11,Marseille,Open 13,20060214,International,Indoor,Hard,1st Round,3,Youzhny M.,de Chaunac S.,47.0,378.0,765.0,78.0,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,,,1.4,2.85,1.3,3.35,1.388,3.38,,,2006-496,Marseille,Hard,32.0,A,20060213.0,10.0,104022.0,,,Mikhail Youzhny,R,183.0,RUS,23.6,103063.0,,Q,Sebastien De Chaunac,R,183.0,FRA,28.3,6-4 6-3,3.0,R32,77.0,3.0,0.0,52.0,31.0,26.0,13.0,9.0,2.0,2.0,2.0,0.0,67.0,40.0,26.0,14.0,10.0,7.0,10.0,47.0,765.0,378.0,78.0
411,11,Marseille,Open 13,20060214,International,Indoor,Hard,1st Round,3,Davydenko N.,Rochus C.,6.0,48.0,2355.0,757.0,6.0,1.0,6,2,,,,,,,2.0,0.0,Completed,1.07,7.0,1.11,6.25,1.11,5.84,1.123,8.36,1.1,6.4,2006-496,Marseille,Hard,32.0,A,20060213.0,12.0,103786.0,3.0,,Nikolay Davydenko,R,178.0,RUS,24.7,103294.0,,,Christophe Rochus,R,170.0,BEL,27.1,6-1 6-2,3.0,R32,70.0,5.0,2.0,42.0,24.0,20.0,8.0,7.0,1.0,2.0,1.0,3.0,54.0,24.0,15.0,6.0,8.0,6.0,12.0,6.0,2355.0,48.0,757.0
412,11,Marseille,Open 13,20060214,International,Indoor,Hard,1st Round,3,Nadal R.,Rochus O.,2.0,30.0,4615.0,930.0,4.0,6.0,6,2,7,5,,,,,2.0,1.0,Completed,1.25,3.5,1.37,3.0,1.3,3.35,1.402,3.29,1.34,3.1,2006-496,Marseille,Hard,32.0,A,20060213.0,1.0,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,19.6,103694.0,,,Olivier Rochus,R,168.0,BEL,25.0,4-6 6-2 7-5,3.0,R32,145.0,3.0,1.0,81.0,50.0,32.0,17.0,15.0,3.0,8.0,2.0,6.0,97.0,62.0,34.0,15.0,15.0,6.0,13.0,2.0,4615.0,30.0,930.0
413,11,Marseille,Open 13,20060214,International,Indoor,Hard,1st Round,3,Andreev I.,Dent T.,25.0,43.0,1255.0,810.0,2.0,6.0,6,3,7,6,,,,,2.0,1.0,Completed,1.83,1.83,2.1,1.7,2.05,1.75,2.2,1.769,2.0,1.76,2006-496,Marseille,Hard,32.0,A,20060213.0,15.0,104214.0,,,Igor Andreev,R,185.0,RUS,22.5,103758.0,,,Taylor Dent,R,188.0,USA,24.8,2-6 6-3 7-6(0),3.0,R32,101.0,4.0,2.0,89.0,59.0,40.0,21.0,15.0,5.0,7.0,6.0,6.0,75.0,44.0,37.0,16.0,14.0,0.0,1.0,25.0,1255.0,43.0,810.0
414,11,Marseille,Open 13,20060215,International,Indoor,Hard,1st Round,3,Mathieu P.H.,Haehnel J.,35.0,142.0,858.0,301.0,5.0,7.0,6,3,6,4,,,,,2.0,1.0,Completed,1.44,2.62,1.53,2.45,1.44,2.67,1.524,2.78,1.45,2.65,2006-496,Marseille,Hard,32.0,A,20060213.0,3.0,103908.0,,,Paul Henri Mathieu,R,185.0,FRA,24.0,103592.0,,Q,Jerome Haehnel,R,185.0,FRA,25.5,5-7 6-3 6-4,3.0,R32,130.0,7.0,6.0,99.0,48.0,37.0,23.0,16.0,6.0,10.0,8.0,5.0,96.0,57.0,41.0,13.0,15.0,1.0,6.0,35.0,858.0,142.0,301.0
415,11,Marseille,Open 13,20060215,International,Indoor,Hard,1st Round,3,Verdasco F.,Melzer J.,31.0,70.0,925.0,550.0,6.0,4.0,7,6,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.2,1.61,2.23,1.629,2.49,1.6,2.25,2006-496,Marseille,Hard,32.0,A,20060213.0,7.0,104269.0,,,Fernando Verdasco,L,188.0,ESP,22.2,103781.0,,,Jurgen Melzer,L,183.0,AUT,24.7,6-4 7-6(3),3.0,R32,84.0,6.0,5.0,77.0,49.0,34.0,14.0,11.0,4.0,6.0,8.0,2.0,71.0,45.0,29.0,12.0,11.0,4.0,7.0,31.0,925.0,70.0,550.0
416,11,Marseille,Open 13,20060215,International,Indoor,Hard,1st Round,3,Santoro F.,Johansson T.,41.0,13.0,825.0,1645.0,6.0,4.0,7,6,,,,,,,2.0,0.0,Completed,2.1,1.66,2.1,1.7,2.1,1.7,2.14,1.806,2.0,1.77,2006-496,Marseille,Hard,32.0,A,20060213.0,5.0,102148.0,,,Fabrice Santoro,R,178.0,FRA,33.1,102563.0,4.0,,Thomas Johansson,R,180.0,SWE,30.8,6-4 7-6(3),3.0,R32,86.0,3.0,2.0,73.0,38.0,33.0,18.0,11.0,3.0,3.0,10.0,3.0,75.0,42.0,29.0,19.0,11.0,1.0,2.0,41.0,825.0,13.0,1645.0
417,11,Marseille,Open 13,20060215,International,Indoor,Hard,1st Round,3,Faurel J.C.,Lopez F.,175.0,38.0,220.0,835.0,6.0,3.0,6,3,,,,,,,2.0,0.0,Completed,3.2,1.3,2.85,1.4,3.1,1.35,3.26,1.407,3.05,1.35,2006-496,Marseille,Hard,32.0,A,20060213.0,14.0,103726.0,,Q,Jean Christophe Faurel,R,175.0,FRA,24.9,103852.0,,,Feliciano Lopez,L,188.0,ESP,24.3,6-3 6-3,3.0,R32,61.0,5.0,1.0,50.0,27.0,22.0,16.0,9.0,0.0,0.0,10.0,4.0,55.0,28.0,19.0,12.0,9.0,5.0,8.0,175.0,220.0,38.0,835.0
418,11,Marseille,Open 13,20060215,International,Indoor,Hard,1st Round,3,Ljubicic I.,Srichaphan P.,5.0,53.0,2395.0,675.0,6.0,3.0,6,7,6,3,,,,,2.0,1.0,Completed,1.22,3.75,1.2,4.4,1.2,4.25,1.242,4.74,1.24,3.75,2006-496,Marseille,Hard,32.0,A,20060213.0,16.0,103344.0,2.0,,Ivan Ljubicic,R,193.0,CRO,26.9,103387.0,,,Paradorn Srichaphan,R,185.0,THA,26.6,6-3 6-7(6) 6-3,3.0,R32,110.0,21.0,3.0,92.0,63.0,53.0,14.0,16.0,1.0,2.0,5.0,1.0,85.0,47.0,39.0,17.0,14.0,3.0,6.0,5.0,2395.0,53.0,675.0
419,11,Marseille,Open 13,20060215,International,Indoor,Hard,1st Round,3,Clement A.,Gasquet R.,65.0,16.0,576.0,1526.0,3.0,6.0,6,4,6,0,,,,,2.0,1.0,Completed,3.75,1.22,3.85,1.25,4.25,1.2,4.64,1.248,3.85,1.24,2006-496,Marseille,Hard,32.0,A,20060213.0,8.0,103096.0,,WC,Arnaud Clement,R,173.0,FRA,28.1,104755.0,5.0,,Richard Gasquet,R,185.0,FRA,19.6,3-6 6-4 6-0,3.0,R32,114.0,5.0,1.0,85.0,48.0,32.0,23.0,12.0,5.0,6.0,6.0,3.0,76.0,45.0,30.0,16.0,13.0,3.0,7.0,65.0,576.0,16.0,1526.0
420,11,Marseille,Open 13,20060215,International,Indoor,Hard,1st Round,3,Grosjean S.,Monfils G.,23.0,28.0,1295.0,1099.0,2.0,6.0,7,5,6,3,,,,,2.0,1.0,Completed,1.5,2.5,1.55,2.4,1.48,2.53,1.568,2.66,1.48,2.55,2006-496,Marseille,Hard,32.0,A,20060213.0,9.0,103206.0,8.0,,Sebastien Grosjean,R,175.0,FRA,27.7,104792.0,,,Gael Monfils,R,193.0,FRA,19.4,2-6 7-5 6-3,3.0,R32,133.0,3.0,3.0,94.0,46.0,32.0,22.0,15.0,2.0,7.0,3.0,1.0,74.0,40.0,24.0,20.0,14.0,3.0,8.0,23.0,1295.0,28.0,1099.0
421,11,Marseille,Open 13,20060215,International,Indoor,Hard,1st Round,3,Ancic M.,Baghdatis M.,21.0,27.0,1390.0,1219.0,6.0,2.0,6,7,6,4,,,,,2.0,1.0,Completed,1.9,1.8,1.93,1.83,1.95,1.8,2.08,1.847,1.96,1.8,2006-496,Marseille,Hard,32.0,A,20060213.0,13.0,104339.0,6.0,,Mario Ancic,R,196.0,CRO,21.8,104571.0,,,Marcos Baghdatis,R,183.0,CYP,20.6,6-2 6-7(9) 6-4,3.0,R32,125.0,14.0,2.0,107.0,64.0,56.0,19.0,15.0,4.0,5.0,7.0,1.0,108.0,69.0,47.0,22.0,15.0,4.0,8.0,21.0,1390.0,27.0,1219.0
422,11,Marseille,Open 13,20060216,International,Indoor,Hard,2nd Round,3,Mathieu P.H.,Stepanek R.,35.0,22.0,858.0,1355.0,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,2.75,1.39,2.9,1.4,2.45,1.5,3.04,1.446,2.55,1.48,2006-496,Marseille,Hard,32.0,A,20060213.0,18.0,103908.0,,,Paul Henri Mathieu,R,185.0,FRA,24.0,103285.0,7.0,,Radek Stepanek,R,185.0,CZE,27.2,7-6(0) 6-3,3.0,R16,94.0,5.0,1.0,67.0,40.0,32.0,15.0,10.0,2.0,2.0,14.0,0.0,66.0,43.0,31.0,11.0,11.0,0.0,2.0,35.0,858.0,22.0,1355.0
423,11,Marseille,Open 13,20060216,International,Indoor,Hard,2nd Round,3,Ljubicic I.,Andreev I.,5.0,25.0,2395.0,1255.0,7.0,6.0,6,4,,,,,,,2.0,0.0,Completed,1.25,3.75,1.22,4.1,1.2,4.25,1.27,4.41,1.23,3.8,2006-496,Marseille,Hard,32.0,A,20060213.0,24.0,103344.0,2.0,,Ivan Ljubicic,R,193.0,CRO,26.9,104214.0,,,Igor Andreev,R,185.0,RUS,22.5,7-6(5) 6-4,3.0,R16,84.0,18.0,4.0,70.0,45.0,39.0,14.0,11.0,2.0,2.0,4.0,1.0,67.0,43.0,37.0,12.0,11.0,1.0,2.0,5.0,2395.0,25.0,1255.0
424,11,Marseille,Open 13,20060216,International,Indoor,Hard,2nd Round,3,Santoro F.,Rusedski G.,41.0,45.0,825.0,800.0,6.0,3.0,6,2,,,,,,,2.0,0.0,Completed,1.61,2.2,1.67,2.15,1.65,2.15,1.556,2.7,1.65,2.2,2006-496,Marseille,Hard,32.0,A,20060213.0,19.0,102148.0,,,Fabrice Santoro,R,178.0,FRA,33.1,102257.0,,,Greg Rusedski,L,193.0,GBR,32.4,6-3 6-2,3.0,R16,73.0,2.0,1.0,55.0,28.0,20.0,20.0,9.0,1.0,1.0,4.0,6.0,51.0,33.0,19.0,8.0,8.0,2.0,5.0,41.0,825.0,45.0,800.0
425,11,Marseille,Open 13,20060216,International,Indoor,Hard,2nd Round,3,Clement A.,Verdasco F.,65.0,31.0,576.0,925.0,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,2.0,1.72,2.0,1.77,2.15,1.65,2.09,1.84,1.95,1.8,2006-496,Marseille,Hard,32.0,A,20060213.0,20.0,103096.0,,WC,Arnaud Clement,R,173.0,FRA,28.1,104269.0,,,Fernando Verdasco,L,188.0,ESP,22.2,7-6(5) 6-3,3.0,R16,100.0,5.0,3.0,70.0,43.0,30.0,15.0,10.0,5.0,7.0,6.0,3.0,73.0,44.0,29.0,12.0,11.0,2.0,6.0,65.0,576.0,31.0,925.0
426,11,Marseille,Open 13,20060216,International,Indoor,Hard,2nd Round,3,Korolev E.,Davydenko N.,188.0,6.0,206.0,2355.0,6.0,4.0,7,6,,,,,,,2.0,0.0,Completed,,,,,,,,,,,2006-496,Marseille,Hard,32.0,A,20060213.0,22.0,105095.0,,LL,Evgeny Korolev,R,185.0,KAZ,17.9,103786.0,3.0,,Nikolay Davydenko,R,178.0,RUS,24.7,6-4 7-6(6),3.0,R16,91.0,6.0,6.0,75.0,41.0,30.0,15.0,11.0,5.0,8.0,4.0,3.0,63.0,44.0,28.0,9.0,11.0,2.0,6.0,188.0,206.0,6.0,2355.0
427,11,Marseille,Open 13,20060216,International,Indoor,Hard,2nd Round,3,Ancic M.,Faurel J.C.,21.0,175.0,1390.0,220.0,6.0,3.0,6,3,,,,,,,2.0,0.0,Completed,1.16,4.5,1.25,3.85,1.25,3.9,1.243,4.71,,,2006-496,Marseille,Hard,32.0,A,20060213.0,23.0,104339.0,6.0,,Mario Ancic,R,196.0,CRO,21.8,103726.0,,Q,Jean Christophe Faurel,R,175.0,FRA,24.9,6-3 6-3,3.0,R16,62.0,12.0,1.0,58.0,32.0,28.0,13.0,9.0,2.0,2.0,1.0,2.0,65.0,39.0,21.0,15.0,9.0,8.0,11.0,21.0,1390.0,175.0,220.0
428,11,Marseille,Open 13,20060216,International,Indoor,Hard,2nd Round,3,Nadal R.,Simon G.,2.0,80.0,4615.0,486.0,7.0,5.0,6,4,,,,,,,2.0,0.0,Completed,1.16,4.5,1.18,4.7,1.2,4.25,1.244,4.7,1.2,4.25,2006-496,Marseille,Hard,32.0,A,20060213.0,17.0,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,19.6,104468.0,,WC,Gilles Simon,R,183.0,FRA,21.1,7-5 6-4,3.0,R16,103.0,1.0,2.0,71.0,52.0,36.0,10.0,11.0,3.0,4.0,9.0,2.0,60.0,37.0,29.0,10.0,11.0,0.0,3.0,2.0,4615.0,80.0,486.0
429,11,Marseille,Open 13,20060216,International,Indoor,Hard,2nd Round,3,Grosjean S.,Youzhny M.,23.0,47.0,1295.0,765.0,6.0,3.0,6,1,,,,,,,2.0,0.0,Completed,1.5,2.5,1.48,2.6,1.45,2.6,1.513,2.75,1.45,2.65,2006-496,Marseille,Hard,32.0,A,20060213.0,21.0,103206.0,8.0,,Sebastien Grosjean,R,175.0,FRA,27.7,104022.0,,,Mikhail Youzhny,R,183.0,RUS,23.6,6-3 6-1,3.0,R16,74.0,5.0,0.0,54.0,32.0,26.0,11.0,8.0,4.0,4.0,1.0,3.0,47.0,23.0,16.0,7.0,8.0,3.0,7.0,23.0,1295.0,47.0,765.0
430,11,Marseille,Open 13,20060217,International,Indoor,Hard,Quarterfinals,3,Ancic M.,Ljubicic I.,21.0,5.0,1390.0,2395.0,7.0,6.0,3,6,6,3,,,,,2.0,1.0,Completed,3.0,1.36,3.0,1.37,3.1,1.35,3.13,1.429,3.12,1.34,2006-496,Marseille,Hard,32.0,A,20060213.0,28.0,104339.0,6.0,,Mario Ancic,R,196.0,CRO,21.8,103344.0,2.0,,Ivan Ljubicic,R,193.0,CRO,26.9,7-6(2) 3-6 6-3,3.0,QF,136.0,17.0,3.0,106.0,71.0,57.0,16.0,15.0,4.0,5.0,8.0,0.0,77.0,50.0,44.0,15.0,15.0,0.0,1.0,21.0,1390.0,5.0,2395.0
431,11,Marseille,Open 13,20060217,International,Indoor,Hard,Quarterfinals,3,Clement A.,Santoro F.,65.0,41.0,576.0,825.0,7.0,5.0,4,6,7,6,,,,,2.0,1.0,Completed,2.62,1.44,2.6,1.48,2.45,1.5,2.81,1.498,2.58,1.48,2006-496,Marseille,Hard,32.0,A,20060213.0,26.0,103096.0,,WC,Arnaud Clement,R,173.0,FRA,28.1,102148.0,,,Fabrice Santoro,R,178.0,FRA,33.1,7-5 4-6 7-6(5),3.0,QF,162.0,10.0,1.0,108.0,66.0,47.0,24.0,17.0,2.0,5.0,16.0,0.0,100.0,58.0,47.0,19.0,17.0,0.0,3.0,65.0,576.0,41.0,825.0
432,11,Marseille,Open 13,20060217,International,Indoor,Hard,Quarterfinals,3,Nadal R.,Mathieu P.H.,2.0,35.0,4615.0,858.0,7.0,5.0,6,4,,,,,,,2.0,0.0,Completed,1.28,3.5,1.28,3.55,1.3,3.35,1.317,3.85,1.31,3.35,2006-496,Marseille,Hard,32.0,A,20060213.0,25.0,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,19.6,103908.0,,,Paul Henri Mathieu,R,185.0,FRA,24.0,7-5 6-4,3.0,QF,122.0,8.0,4.0,83.0,55.0,39.0,16.0,11.0,6.0,6.0,3.0,6.0,64.0,34.0,27.0,16.0,11.0,4.0,6.0,2.0,4615.0,35.0,858.0
433,11,Marseille,Open 13,20060217,International,Indoor,Hard,Quarterfinals,3,Grosjean S.,Korolev E.,23.0,188.0,1295.0,206.0,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,1.14,5.0,1.12,6.0,1.1,6.75,1.167,6.4,1.1,6.5,2006-496,Marseille,Hard,32.0,A,20060213.0,27.0,103206.0,8.0,,Sebastien Grosjean,R,175.0,FRA,27.7,105095.0,,LL,Evgeny Korolev,R,185.0,KAZ,17.9,7-6(4) 6-3,3.0,QF,104.0,10.0,1.0,65.0,35.0,31.0,16.0,10.0,3.0,3.0,5.0,5.0,83.0,41.0,31.0,18.0,11.0,6.0,8.0,23.0,1295.0,188.0,206.0
434,11,Marseille,Open 13,20060218,International,Indoor,Hard,Semifinals,3,Clement A.,Nadal R.,65.0,2.0,576.0,4615.0,2.0,6.0,6,3,7,5,,,,,2.0,1.0,Completed,5.0,1.14,5.4,1.14,5.2,1.15,6.4,1.167,5.1,1.15,2006-496,Marseille,Hard,32.0,A,20060213.0,29.0,103096.0,,WC,Arnaud Clement,R,173.0,FRA,28.1,104745.0,1.0,,Rafael Nadal,L,185.0,ESP,19.6,2-6 6-3 7-5,3.0,SF,115.0,8.0,3.0,86.0,54.0,40.0,18.0,15.0,1.0,3.0,5.0,1.0,93.0,58.0,37.0,22.0,14.0,7.0,9.0,65.0,576.0,2.0,4615.0
435,11,Marseille,Open 13,20060218,International,Indoor,Hard,Semifinals,3,Ancic M.,Grosjean S.,21.0,23.0,1390.0,1295.0,6.0,3.0,3,6,6,3,,,,,2.0,1.0,Completed,1.83,1.83,1.93,1.83,1.93,1.81,1.943,1.962,2.04,1.74,2006-496,Marseille,Hard,32.0,A,20060213.0,30.0,104339.0,6.0,,Mario Ancic,R,196.0,CRO,21.8,103206.0,8.0,,Sebastien Grosjean,R,175.0,FRA,27.7,6-3 3-6 6-3,3.0,SF,129.0,11.0,2.0,84.0,48.0,40.0,20.0,14.0,2.0,3.0,2.0,1.0,80.0,36.0,27.0,24.0,13.0,2.0,4.0,21.0,1390.0,23.0,1295.0
436,11,Marseille,Open 13,20060219,International,Indoor,Hard,The Final,3,Clement A.,Ancic M.,65.0,21.0,576.0,1390.0,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,3.0,1.36,3.1,1.37,3.1,1.35,2.96,1.463,3.1,1.35,2006-496,Marseille,Hard,32.0,A,20060213.0,31.0,103096.0,,WC,Arnaud Clement,R,173.0,FRA,28.1,104339.0,6.0,,Mario Ancic,R,196.0,CRO,21.8,6-4 6-2,3.0,F,92.0,4.0,1.0,59.0,29.0,22.0,18.0,9.0,3.0,3.0,6.0,2.0,57.0,28.0,22.0,11.0,9.0,2.0,5.0,65.0,576.0,21.0,1390.0
437,12,San Jose,SAP Open,20060213,International,Indoor,Hard,1st Round,3,Phau B.,Saulnier C.,84.0,122.0,453.0,350.0,6.0,4.0,7,5,,,,,,,2.0,0.0,Completed,1.8,1.9,1.93,1.85,2.1,1.7,2.08,1.847,2.1,1.7,2006-424,San Jose,Hard,32.0,A,20060213.0,3.0,103451.0,,,Bjorn Phau,R,175.0,GER,26.3,102642.0,,,Cyril Saulnier,R,190.0,FRA,30.4,6-4 7-5,3.0,R32,106.0,1.0,3.0,78.0,37.0,26.0,24.0,11.0,4.0,5.0,4.0,6.0,88.0,46.0,36.0,16.0,11.0,13.0,16.0,84.0,453.0,122.0,350.0
438,12,San Jose,SAP Open,20060213,International,Indoor,Hard,1st Round,3,Spadea V.,Querry S.,79.0,534.0,500.0,43.0,6.0,7.0,6,4,6,2,,,,,2.0,1.0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,12,San Jose,SAP Open,20060214,International,Indoor,Hard,1st Round,3,Rettenmaier T.,Jenkins S.,297.0,246.0,105.0,142.0,7.0,5.0,3,6,6,3,,,,,2.0,1.0,Completed,,,,,,,,,,,2006-424,San Jose,Hard,32.0,A,20060213.0,16.0,104224.0,,LL,Travis Rettenmaier,R,188.0,USA,22.5,104812.0,,WC,Scoville Jenkins,R,188.0,USA,19.3,7-5 3-6 6-3,3.0,R32,120.0,3.0,4.0,90.0,53.0,41.0,20.0,15.0,4.0,6.0,5.0,4.0,84.0,46.0,35.0,23.0,15.0,4.0,7.0,297.0,105.0,246.0,142.0
440,12,San Jose,SAP Open,20060214,International,Indoor,Hard,1st Round,3,Warburg S.,Johansson J.,394.0,234.0,75.0,150.0,6.0,3.0,4,6,6,3,,,,,2.0,1.0,Completed,,,,,,,,,,,2006-424,San Jose,Hard,32.0,A,20060213.0,11.0,104173.0,,Q,Sam Warburg,R,190.0,USA,22.7,104026.0,,,Joachim Johansson,R,198.0,SWE,23.6,6-3 4-6 6-3,3.0,R32,112.0,6.0,4.0,78.0,57.0,39.0,12.0,14.0,0.0,3.0,5.0,5.0,92.0,51.0,32.0,19.0,14.0,4.0,9.0,394.0,75.0,234.0,150.0
441,12,San Jose,SAP Open,20060214,International,Indoor,Hard,1st Round,3,Murray A.,Fish M.,60.0,289.0,593.0,110.0,6.0,2.0,6,2,,,,,,,2.0,0.0,Completed,1.36,2.87,1.37,3.0,1.32,3.22,1.368,3.52,1.36,3.0,2006-424,San Jose,Hard,32.0,A,20060213.0,7.0,104918.0,,,Andy Murray,R,190.0,GBR,18.7,103888.0,,WC,Mardy Fish,R,188.0,USA,24.1,6-2 6-2,3.0,R32,64.0,5.0,1.0,42.0,21.0,16.0,14.0,8.0,0.0,1.0,3.0,6.0,59.0,26.0,13.0,14.0,8.0,6.0,11.0,60.0,593.0,289.0,110.0
442,12,San Jose,SAP Open,20060214,International,Indoor,Hard,1st Round,3,Wilson B.,Karlovic I.,539.0,61.0,42.0,590.0,7.0,6.0,7,6,,,,,,,2.0,0.0,Completed,,,5.25,1.15,4.85,1.05,6.06,1.18,,,2006-424,San Jose,Hard,32.0,A,20060213.0,4.0,104001.0,,Q,Brian Wilson,R,190.0,USA,23.7,103333.0,8.0,,Ivo Karlovic,R,208.0,CRO,26.9,7-6(1) 7-6(5),3.0,R32,99.0,2.0,4.0,77.0,51.0,42.0,18.0,12.0,4.0,4.0,11.0,3.0,77.0,43.0,34.0,20.0,12.0,1.0,1.0,539.0,42.0,61.0,590.0
443,12,San Jose,SAP Open,20060214,International,Indoor,Hard,1st Round,3,Gimelstob J.,Rehnquist B.,98.0,271.0,405.0,121.0,6.0,1.0,6,4,,,,,,,2.0,0.0,Completed,1.28,3.25,1.33,3.2,1.25,2.9,1.356,3.61,1.38,2.9,2006-424,San Jose,Hard,32.0,A,20060213.0,13.0,102925.0,,Q,Justin Gimelstob,R,196.0,USA,29.0,103104.0,,LL,Bjorn Rehnquist,R,175.0,SWE,28.1,6-1 6-4,3.0,R32,68.0,4.0,2.0,55.0,23.0,16.0,19.0,9.0,2.0,4.0,1.0,4.0,53.0,22.0,11.0,14.0,8.0,9.0,14.0,98.0,405.0,271.0,121.0
444,12,San Jose,SAP Open,20060215,International,Indoor,Hard,1st Round,3,Soderling R.,Pavel A.,97.0,81.0,405.0,485.0,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,1.61,2.2,1.6,2.3,1.76,1.99,1.735,2.26,1.7,2.1,2006-424,San Jose,Hard,32.0,A,20060213.0,6.0,104417.0,,,Robin Soderling,R,193.0,SWE,21.5,102318.0,,,Andrei Pavel,R,183.0,ROU,32.0,6-3 6-4,3.0,R32,67.0,6.0,1.0,51.0,33.0,26.0,12.0,10.0,3.0,5.0,3.0,2.0,69.0,35.0,19.0,17.0,9.0,6.0,10.0,97.0,405.0,81.0,485.0
445,12,San Jose,SAP Open,20060215,International,Indoor,Hard,1st Round,3,Roddick A.,Garcia-Lopez G.,3.0,89.0,2720.0,438.0,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,,,1.12,6.0,1.13,5.5,1.146,7.15,1.14,5.25,2006-424,San Jose,Hard,32.0,A,20060213.0,1.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,23.4,104198.0,,,Guillermo Garcia Lopez,R,188.0,ESP,22.6,6-3 6-4,3.0,R32,79.0,6.0,2.0,56.0,27.0,20.0,19.0,10.0,5.0,6.0,7.0,1.0,59.0,34.0,23.0,12.0,9.0,3.0,6.0,3.0,2720.0,89.0,438.0
